/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0_50-0_tb.csv,row_average
0.0792400017380714,0.0779199972748756,0.0924400016665458,0.0808399990200996,0.0843999981880188,0.08296799957752224
0.121799997985363,0.138040006160736,0.1466400027275085,0.144799992442131,0.137360006570816,0.1377280011773109
0.1734399944543838,0.1816399991512298,0.2012400031089782,0.1656000018119812,0.1800799965858459,0.18039999902248377
0.2168799936771392,0.2176399976015091,0.2257599979639053,0.2064799964427948,0.2184800058603286,0.2170479983091354
0.2523199915885925,0.2442000061273574,0.2427999973297119,0.2266000062227249,0.2363200038671493,0.2404480010271072
0.2694799900054931,0.2630000114440918,0.290719985961914,0.2691200077533722,0.2737599909305572,0.2732159972190857
0.3104400038719177,0.3046799898147583,0.3050799965858459,0.3020400106906891,0.30171999335289,0.3047919988632202
0.3205200135707855,0.3454000055789947,0.3354800045490265,0.3188000023365021,0.3346399962902069,0.33096800446510316
0.3446800112724304,0.3500800132751465,0.3617999851703644,0.3299199938774109,0.3417600095272064,0.34564800262451173
0.3615599870681762,0.3726399838924408,0.3628000020980835,0.3416000008583069,0.3623999953269958,0.36019999384880064
0.3829199969768524,0.377920001745224,0.3930000066757202,0.382999986410141,0.359360009431839,0.37924000024795534
0.38960000872612,0.4113599956035614,0.396120011806488,0.3908799886703491,0.3742800056934356,0.39244800209999087
0.4064799845218658,0.4123199880123138,0.4083600044250488,0.3802799880504608,0.4078399837017059,0.40305598974227896
0.4065600037574768,0.4239999949932098,0.4231599867343902,0.4113599956035614,0.4056800007820129,0.41415199637413025
0.4287599921226501,0.4247199892997741,0.4327999949455261,0.4241999983787536,0.4308399856090545,0.42826399207115173
0.4368799924850464,0.4345200061798095,0.4410800039768219,0.4285999834537506,0.4205999970436096,0.43233599662780764
0.445360004901886,0.4472799897193908,0.4519599974155426,0.4362399876117706,0.4494799971580505,0.4460639953613281
0.451799988746643,0.4694800078868866,0.4561199843883514,0.4529599845409393,0.4373599886894226,0.4535439908504486
0.461679995059967,0.4680399894714355,0.4521600008010864,0.4478000104427337,0.4544000029563904,0.45681599974632264
0.4654799997806549,0.4703199863433838,0.458079993724823,0.4418399930000305,0.4643999934196472,0.4600239932537079
0.4767599999904632,0.4754000008106231,0.4714800119400024,0.4485599994659424,0.4551199972629547,0.46546400189399717
0.4742000102996826,0.4703199863433838,0.4776000082492828,0.4787999987602234,0.4665600061416626,0.47349600195884706
0.4738000035285949,0.483920007944107,0.4883599877357483,0.4600799977779388,0.4791600108146667,0.47706400156021117
0.4769600033760071,0.4765200018882751,0.4954800009727478,0.4676800072193146,0.4816400110721588,0.4796560049057007
0.4787999987602234,0.4916400015354156,0.4927999973297119,0.4787200093269348,0.4856799840927124,0.4855279982089996
0.4979999959468841,0.4961999952793121,0.484279990196228,0.4889200031757355,0.4931600093841553,0.492111998796463
0.4926799833774566,0.501800000667572,0.4990400075912475,0.4859200119972229,0.4859600067138672,0.4930800020694733
0.5031999945640564,0.5000399947166443,0.4940800070762634,0.5037999749183655,0.486840009689331,0.49759199619293215
0.5065600275993347,0.5096399784088135,0.5059999823570251,0.498879998922348,0.4885999858379364,0.5019359946250915
0.4999200105667114,0.5099999904632568,0.5036399960517883,0.5090799927711487,0.503600001335144,0.5052479982376099
0.4952400028705597,0.5062800049781799,0.510919988155365,0.4925599992275238,0.500760018825531,0.5011520028114319
0.5170800089836121,0.5189200043678284,0.51555997133255,0.5166400074958801,0.4896799921989441,0.5115759968757629
0.5049200057983398,0.5209199786186218,0.5214399695396423,0.5054799914360046,0.510640025138855,0.5126799941062927
0.5193600058555603,0.5095999836921692,0.5110800266265869,0.5075200200080872,0.5135599970817566,0.5122240066528321
0.510159969329834,0.5166400074958801,0.5231199860572815,0.4949600100517273,0.5105999708175659,0.5110959887504578
0.5241199731826782,0.5216799974441528,0.5221199989318848,0.5183600187301636,0.5160800218582153,0.5204720020294189
0.5198000073432922,0.521399974822998,0.5207200050354004,0.5095199942588806,0.5162799954414368,0.5175439953804016
0.525439977645874,0.5355600118637085,0.5243200063705444,0.5235199928283691,0.5044800043106079,0.5226639986038208
0.5230399966239929,0.5225200057029724,0.5306000113487244,0.5199199914932251,0.5112400054931641,0.5214640021324157
0.5250800251960754,0.5280799865722656,0.5296800136566162,0.5169600248336792,0.5271599888801575,0.5253920078277587
0.5307599902153015,0.5202400088310242,0.537880003452301,0.5214399695396423,0.5205199718475342,0.5261679887771606
0.5188800096511841,0.5091599822044373,0.5283600091934204,0.5194000005722046,0.5166400074958801,0.5184880018234252
0.5242400169372559,0.5261200070381165,0.5375999808311462,0.5315200090408325,0.5258399844169617,0.5290639996528625
0.5382000207901001,0.5283600091934204,0.5292800068855286,0.5320000052452087,0.5241199731826782,0.5303920030593872
0.5290399789810181,0.5315600037574768,0.5375999808311462,0.5289599895477295,0.52156001329422,0.5297439932823181
0.5277599692344666,0.5351999998092651,0.5423200130462646,0.5346800088882446,0.5263999700546265,0.5332719922065735
0.5374000072479248,0.5307999849319458,0.5357599854469299,0.5307999849319458,0.527400016784668,0.5324319958686828
0.5374799966812134,0.5313199758529663,0.5425999760627747,0.5111200213432312,0.5239199995994568,0.5292879939079285
0.5343599915504456,0.5420399904251099,0.5548800230026245,0.5386000275611877,0.5317599773406982,0.5403280019760132
0.5382800102233887,0.539080023765564,0.5429999828338623,0.5334799885749817,0.5323600172996521,0.5372400045394897
0.4052000045776367,0.4223999977111816,0.3995999991893768,0.415800005197525,0.412200003862381,0.41104000210762026
0.4485999941825866,0.4332000017166137,0.4447999894618988,0.4523999989032745,0.4181999862194061,0.439439994096756
0.4842000007629394,0.4596000015735626,0.4930000007152557,0.4599999785423279,0.4472000002861023,0.4687999963760376
0.477400004863739,0.4736000001430511,0.460999995470047,0.4711999893188476,0.4839999973773956,0.47343999743461607
0.4811999797821045,0.4783999919891357,0.5063999891281128,0.4839999973773956,0.4844000041484833,0.4868799924850464
0.493399977684021,0.487199991941452,0.52920001745224,0.4629999995231628,0.4763999879360199,0.4898399949073792
0.5072000026702881,0.4865999817848205,0.5342000126838684,0.4914000034332275,0.5062000155448914,0.5051200032234192
0.4984000027179718,0.4932000041007995,0.521399974822998,0.4855999946594238,0.5374000072479248,0.5071999967098236
0.5055999755859375,0.526199996471405,0.4973999857902527,0.5105999708175659,0.5108000040054321,0.5101199865341186
0.5194000005722046,0.4984000027179718,0.5216000080108643,0.4993999898433685,0.5139999985694885,0.5105599999427796
0.4883999824523926,0.4921999871730804,0.5137999653816223,0.5087999701499939,0.5241999626159668,0.5054799735546112
0.5257999897003174,0.5212000012397766,0.5491999983787537,0.4881999790668487,0.5378000140190125,0.5244399964809418
0.526199996471405,0.5130000114440918,0.5144000053405762,0.5108000040054321,0.5173999667167664,0.5163599967956543
0.551800012588501,0.5198000073432922,0.5008000135421753,0.5221999883651733,0.5437999963760376,0.5276800036430359
0.5579999685287476,0.5399999618530273,0.5475999712944031,0.5263999700546265,0.5198000073432922,0.5383599758148193
0.5325999855995178,0.5259999632835388,0.5297999978065491,0.5331999659538269,0.5252000093460083,0.5293599843978882
0.5349999666213989,0.527400016784668,0.5277999639511108,0.5468000173568726,0.4966000020503998,0.52671999335289
0.5493999719619751,0.5295999646186829,0.562999963760376,0.5414000153541565,0.54339998960495,0.545359981060028
0.5464000105857849,0.4849999845027923,0.5461999773979187,0.5270000100135803,0.5299999713897705,0.5269199907779694
0.5329999923706055,0.5379999876022339,0.557200014591217,0.526199996471405,0.5546000003814697,0.5417999982833862
0.5491999983787537,0.542199969291687,0.5568000078201294,0.5335999727249146,0.5241999626159668,0.5411999821662903
0.5608000159263611,0.5519999861717224,0.5363999605178833,0.5555999875068665,0.5216000080108643,0.5452799916267395
0.5507999658584595,0.5722000002861023,0.5417999625205994,0.5205999612808228,0.520799994468689,0.5412399768829346
0.5417999625205994,0.569599986076355,0.5726000070571899,0.5644000172615051,0.5541999936103821,0.5605199933052063
0.5343999862670898,0.5493999719619751,0.5525999665260315,0.5532000064849854,0.5468000173568726,0.5472799897193908
0.5515999794006348,0.564799964427948,0.5636000037193298,0.557200014591217,0.5063999891281128,0.5487199902534485
0.564799964427948,0.5461999773979187,0.5825999975204468,0.5460000038146973,0.5555999875068665,0.5590399861335754
0.5475999712944031,0.5608000159263611,0.5600000023841858,0.5618000030517578,0.5383999943733215,0.5537199974060059
0.5575999617576599,0.5619999766349792,0.5587999820709229,0.5654000043869019,0.5371999740600586,0.5561999797821044
0.5547999739646912,0.5685999989509583,0.5766000151634216,0.5691999793052673,0.5573999881744385,0.5653199911117553
0.5723999738693237,0.5705999732017517,0.5658000111579895,0.5396000146865845,0.5555999875068665,0.5607999920845032
0.5573999881744385,0.5709999799728394,0.5902000069618225,0.5709999799728394,0.573199987411499,0.5725599884986877
0.5727999806404114,0.5636000037193298,0.5633999705314636,0.5601999759674072,0.5685999989509583,0.5657199859619141
0.5694000124931335,0.5694000124931335,0.5875999927520752,0.576200008392334,0.5627999901771545,0.5730800032615662
0.5681999921798706,0.5758000016212463,0.5906000137329102,0.5401999950408936,0.5748000144958496,0.569920003414154
0.5795999765396118,0.5781999826431274,0.5898000001907349,0.5776000022888184,0.5717999935150146,0.5793999910354615
0.576200008392334,0.5767999887466431,0.561199963092804,0.5845999717712402,0.5623999834060669,0.5722399830818177
0.6001999974250793,0.5654000043869019,0.5659999847412109,0.5730000138282776,0.58160001039505,0.5772400021553039
0.5920000076293945,0.5763999819755554,0.593999981880188,0.5723999738693237,0.5748000144958496,0.5819199919700623
0.5803999900817871,0.5906000137329102,0.5839999914169312,0.5831999778747559,0.5898000001907349,0.5855999946594238
0.5717999935150146,0.5938000082969666,0.6057999730110168,0.5843999981880188,0.5787999629974365,0.5869199872016907
0.5820000171661377,0.5496000051498413,0.5938000082969666,0.5895999670028687,0.5784000158309937,0.5786800026893616
0.5925999879837036,0.5823999643325806,0.6039999723434448,0.561199963092804,0.5662000179290771,0.5812799811363221
0.5861999988555908,0.5784000158309937,0.592199981212616,0.5902000069618225,0.571399986743927,0.58367999792099
0.5817999839782715,0.5455999970436096,0.6035999655723572,0.5685999989509583,0.5929999947547913,0.5785199880599976
