/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0_50-0_tb.csv,/home/miura/lab/KD-hdas/results/stat/50-0/acc/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0_50-0_tb.csv,row_average
0.592799961566925,0.5997999906539917,0.6119999885559082,0.5679999589920044,0.5953999757766724,0.5935999751091003
0.5996000170707703,0.5992000102996826,0.599399983882904,0.6075999736785889,0.5794000029563904,0.5970399975776672
0.6031999588012695,0.5967999696731567,0.6046000123023987,0.5785999894142151,0.5952000021934509,0.5956799864768982
0.5920000076293945,0.5740000009536743,0.6031999588012695,0.5997999906539917,0.597599983215332,0.5933199882507324
0.587399959564209,0.5929999947547913,0.6097999811172485,0.6047999858856201,0.5835999846458435,0.5957199811935425
0.597599983215332,0.6001999974250793,0.6121999621391296,0.5867999792098999,0.5848000049591064,0.5963199853897094
0.6043999791145325,0.5971999764442444,0.6055999994277954,0.6207999587059021,0.5931999683380127,0.6042399764060974
0.6039999723434448,0.5960000157356262,0.597599983215332,0.6143999695777893,0.598800003528595,0.6021599888801574
0.6029999852180481,0.6053999662399292,0.6089999675750732,0.6128000020980835,0.6154000163078308,0.609119987487793
0.6115999817848206,0.5974000096321106,0.6101999878883362,0.6100000143051147,0.6057999730110168,0.6069999933242798
0.6017999649047852,0.5978000164031982,0.6164000034332275,0.599399983882904,0.6075999736785889,0.6045999884605407
0.6093999743461609,0.614799976348877,0.6168000102043152,0.6151999831199646,0.6089999675750732,0.6130399823188781
0.6143999695777893,0.6033999919891357,0.6115999817848206,0.6169999837875366,0.6047999858856201,0.6102399826049805
0.6082000136375427,0.6291999816894531,0.6168000102043152,0.6291999816894531,0.6097999811172485,0.6186399936676026
0.6014000177383423,0.6175999641418457,0.6283999681472778,0.6251999735832214,0.6195999979972839,0.6184399843215942
0.6085999608039856,0.6179999709129333,0.6261999607086182,0.6096000075340271,0.6187999844551086,0.6162399768829345
0.6089999675750732,0.6236000061035156,0.6258000135421753,0.6279999613761902,0.6115999817848206,0.619599986076355
0.6273999810218811,0.6304000020027161,0.6173999905586243,0.6114000082015991,0.6092000007629395,0.619159996509552
0.621999979019165,0.6251999735832214,0.6295999884605408,0.6305999755859375,0.6283999681472778,0.6271599769592285
0.616599977016449,0.623199999332428,0.614799976348877,0.6259999871253967,0.6290000081062317,0.6219199895858765
0.6259999871253967,0.623199999332428,0.6363999843597412,0.6222000122070312,0.6240000128746033,0.6263599991798401
0.6200000047683716,0.620199978351593,0.6333999633789062,0.6159999966621399,0.6187999844551086,0.6216799855232239
0.6255999803543091,0.6218000054359436,0.6394000053405762,0.6241999864578247,0.6169999837875366,0.625599992275238
0.6322000026702881,0.6233999729156494,0.6358000040054321,0.6331999897956848,0.6297999620437622,0.6308799862861634
0.6363999843597412,0.6365999579429626,0.6403999924659729,0.6312000155448914,0.623199999332428,0.6335599899291993
0.6251999735832214,0.6295999884605408,0.6416000127792358,0.6355999708175659,0.6287999749183655,0.6321599841117859
0.6305999755859375,0.6452000141143799,0.6449999809265137,0.6398000121116638,0.6258000135421753,0.637279999256134
0.6407999992370605,0.6355999708175659,0.6399999856948853,0.6295999884605408,0.6315999627113342,0.6355199813842773
0.6377999782562256,0.6405999660491943,0.6455999612808228,0.6380000114440918,0.6363999843597412,0.6396799802780151
0.6394000053405762,0.6449999809265137,0.650600016117096,0.6462000012397766,0.640999972820282,0.6444399952888489
0.6377999782562256,0.6348000168800354,0.6498000025749207,0.6365999579429626,0.6466000080108643,0.6411199927330017
0.6419999599456787,0.6453999876976013,0.6534000039100647,0.6471999883651733,0.6466000080108643,0.6469199895858765
0.6498000025749207,0.652999997138977,0.6539999842643738,0.6416000127792358,0.6355999708175659,0.6467999935150146
0.6452000141143799,0.6489999890327454,0.6571999788284302,0.6417999863624573,0.6431999802589417,0.6472799897193908
0.645799994468689,0.6567999720573425,0.6599999666213989,0.6376000046730042,0.6448000073432922,0.6489999890327454
0.6430000066757202,0.6484000086784363,0.6642000079154968,0.642799973487854,0.6499999761581421,0.6496799945831299
0.6466000080108643,0.6556000113487244,0.6613999605178833,0.6535999774932861,0.6455999612808228,0.6525599837303162
0.6480000019073486,0.6552000045776367,0.6567999720573425,0.6541999578475952,0.6516000032424927,0.6531599879264831
0.652999997138977,0.6538000106811523,0.6643999814987183,0.6499999761581421,0.6503999829292297,0.6543199896812439
0.6553999781608582,0.6577999591827393,0.6647999882698059,0.6484000086784363,0.6535999774932861,0.6559999823570252
0.6495999693870544,0.6606000065803528,0.6651999950408936,0.6571999788284302,0.6579999923706055,0.6581199884414672
0.6484000086784363,0.6593999862670898,0.6699999570846558,0.6539999842643738,0.646399974822998,0.6556399822235107
0.6545999646186829,0.6549999713897705,0.6692000031471252,0.6570000052452087,0.6489999890327454,0.6569599866867065
0.6589999794960022,0.6588000059127808,0.6657999753952026,0.6545999646186829,0.6509999632835388,0.6578399777412415
0.6489999890327454,0.6567999720573425,0.6643999814987183,0.6647999882698059,0.6531999707221985,0.6576399803161621
0.6523999571800232,0.6615999937057495,0.6678000092506409,0.6552000045776367,0.6577999591827393,0.6589599847793579
0.652999997138977,0.6643999814987183,0.6611999869346619,0.6593999862670898,0.6545999646186829,0.658519983291626
0.6561999917030334,0.6615999937057495,0.6711999773979187,0.6507999897003174,0.652999997138977,0.6585599899291992
0.6577999591827393,0.6611999869346619,0.6643999814987183,0.6589999794960022,0.6539999842643738,0.659279978275299
0.6561999917030334,0.663599967956543,0.6679999828338623,0.667199969291687,0.6552000045776367,0.6620399832725525
0.665399968624115,0.6647999882698059,0.6696000099182129,0.6624000072479248,0.6547999978065491,0.6633999943733215
0.6565999984741211,0.6549999713897705,0.6687999963760376,0.6557999849319458,0.6599999666213989,0.6592399835586548
0.6643999814987183,0.6611999869346619,0.663599967956543,0.6611999869346619,0.6549999713897705,0.6610799789428711
0.6581999659538269,0.6606000065803528,0.6793999671936035,0.6642000079154968,0.6563999652862549,0.663759982585907
0.6629999876022339,0.6561999917030334,0.6628000140190125,0.6565999984741211,0.6539999842643738,0.6585199952125549
