/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-relaxEval-reset_tb.csv,row_average
4.047969341278076,4.1051201820373535,3.9734623432159424,4.021998405456543,3.977702617645264,3.9671630859375,4.027422428131104,3.9445888996124263,4.012017726898193,3.924117088317871,4.000156211853027
3.816333293914795,3.801992416381836,3.785637617111206,3.8009016513824463,3.7455458641052246,3.8830277919769287,3.730524063110352,3.7292773723602295,3.8339805603027344,3.761275053024292,3.7888495683670045
3.523385763168335,3.524031162261963,3.624512910842896,3.617213249206543,3.4947941303253174,3.5469155311584477,3.614135980606079,3.505423069000244,3.5144927501678467,3.445883750915528,3.5410788297653197
3.458913326263428,3.3265628814697266,3.399958610534668,3.408393144607544,3.386460781097412,3.326045036315918,4.050742149353027,3.368316173553467,3.3346617221832275,3.41072678565979,3.447078061103821
3.2469325065612797,3.17188572883606,3.174612522125244,3.21644926071167,3.2209174633026123,3.1713013648986816,3.687596321105957,3.1310434341430664,3.179835557937622,3.1807377338409424,3.2381311893463134
3.128086566925049,3.080192804336548,2.993454933166504,3.092712879180908,3.0209693908691406,3.0559611320495605,3.44539475440979,3.0359487533569336,3.1257781982421875,3.0123798847198486,3.099087929725647
2.9641404151916504,3.0459890365600586,2.944833517074585,2.915316104888916,2.978553533554077,2.937100648880005,3.246554136276245,2.930073499679565,2.908281087875366,2.977717638015747,2.9848559617996218
2.8260693550109863,2.951399326324463,2.7989659309387207,2.862540006637573,2.8226542472839355,2.875943899154663,3.093576192855835,2.8352155685424805,2.792343854904175,2.862713575363159,2.872142195701599
2.770970106124878,2.73002552986145,2.7426459789276123,2.7559616565704346,2.751239061355591,2.707415580749512,2.9633049964904785,2.6718568801879883,2.7124183177948,2.734877347946167,2.7540715456008913
2.699941396713257,2.63215446472168,2.599707841873169,2.658953189849853,2.715609550476074,2.7218546867370605,2.799277305603028,2.616415739059448,2.68102765083313,2.631904602050781,2.6756846427917482
2.546835422515869,2.557968616485596,2.574382305145264,2.671192407608032,2.565529584884644,2.6177773475646973,2.7751834392547607,2.6111788749694824,2.648939847946167,2.6495161056518555,2.6218503952026366
2.496600151062012,2.5069780349731445,2.495055913925171,2.487523317337036,2.4512343406677246,2.479215145111084,2.63307785987854,2.582555294036865,2.5040032863616943,2.6611781120300293,2.52974214553833
2.531388282775879,2.397371292114258,2.413041353225708,2.522233247756958,2.476818799972534,2.435833215713501,2.642287492752075,2.3941245079040527,2.4434330463409424,2.4707512855529785,2.4727282524108887
2.389187812805176,2.449103832244873,2.340705633163452,2.3400890827178955,2.3776817321777344,2.351112604141236,2.520735740661621,2.394744634628296,2.347983360290528,2.3669347763061523,2.387827920913696
2.36160945892334,2.303302764892578,2.338829278945923,2.3544585704803467,2.300222873687744,2.298421859741211,2.550637722015381,2.271953582763672,2.389350891113281,2.3796944618225098,2.3548481464385986
2.3479621410369877,2.248518705368042,2.2780590057373047,2.333913326263428,2.2365081310272217,2.263707399368286,2.3434767723083496,2.373198747634888,2.304412364959717,2.3147311210632324,2.3044487714767454
2.256786108016968,2.1528263092041016,2.282217502593994,2.2333803176879883,2.267770767211914,2.181873083114624,2.307846069335937,2.19887638092041,2.2335166931152344,2.2825400829315186,2.239763331413269
2.1876707077026367,2.1517529487609863,2.161468744277954,2.207957029342652,2.185921669006348,2.182490825653076,2.261458396911621,2.237518787384033,2.1344141960144043,2.197301149368286,2.1907954454421996
2.1720495223999023,2.096391201019287,2.2096049785614014,2.1465883255004883,2.16182017326355,2.1532483100891118,2.2016921043396,2.2100589275360107,2.2177493572235107,2.147141695022583,2.1716344594955443
2.1584067344665527,2.1155593395233154,2.1378631591796875,2.2269837856292725,2.1318185329437256,2.0931708812713623,2.21120548248291,2.121051073074341,2.096067190170288,2.191547155380249,2.1483673334121702
2.0472896099090576,2.072227716445923,2.1287786960601807,2.1559853553771973,2.0881805419921875,2.1324641704559326,2.220556735992432,2.116283655166626,2.173426628112793,2.1421804428100586,2.127737355232239
2.040266990661621,2.045162439346313,2.110135555267334,2.142798900604248,2.1134605407714844,2.1138358116149902,2.064922332763672,2.121473550796509,2.096137285232544,2.200812816619873,2.104900622367859
2.038646936416626,2.0046396255493164,2.0599887371063232,1.98860764503479,2.0978832244873047,2.064906120300293,2.1981239318847656,2.0963523387908936,2.061751365661621,2.1032209396362305,2.0714120864868164
2.0391907691955566,1.9905688762664795,2.04832124710083,2.058814287185669,2.069267749786377,2.062973976135254,2.071601867675781,2.064471960067749,1.989335894584656,2.0264267921447754,2.042097342014313
2.049306869506836,1.9892784357070925,1.9995051622390747,2.0682902336120605,1.9893264770507808,2.035054922103882,2.0451388359069824,2.044368267059326,2.031398296356201,2.136292695999145,2.0387960195541384
2.013742208480835,1.9798123836517332,1.9964226484298704,2.011248111724853,2.0163497924804688,2.1224687099456787,2.084484100341797,1.9623857736587524,2.004098415374756,2.037947654724121,2.0228959798812864
2.038834571838379,1.994931936264038,1.97787606716156,2.0721147060394287,2.00260066986084,2.0129027366638184,2.025235414505005,1.974105954170227,2.045219659805298,2.020181655883789,2.0164003372192383
1.9512583017349243,1.9706326723098757,1.9919503927230835,1.98820436000824,1.9955155849456787,1.9765877723693848,2.021361351013184,1.9427518844604488,1.9690475463867188,1.997697353363037,1.9805007219314574
1.9234435558319087,1.98628842830658,1.97246527671814,1.9815291166305544,2.02160382270813,1.954662561416626,1.9871060848236084,1.978166937828064,1.9466402530670168,1.977668046951294,1.9729574084281922
1.952051043510437,1.994238018989563,1.944636583328247,2.066128253936768,1.985015034675598,2.0234451293945312,2.218600273132324,1.9632277488708496,1.9903923273086548,1.9602950811386108,2.0098029494285585
2.07057523727417,1.8977962732315063,2.0189480781555176,1.9869838953018188,1.9969944953918457,1.942703366279602,1.9683082103729248,2.006156206130981,2.032766580581665,1.966663479804993,1.9887895822525024
1.999359130859375,1.8930528163909912,2.0365419387817383,1.949934244155884,2.115098237991333,1.954549789428711,1.959485650062561,2.008849859237671,1.9621596336364744,1.937217235565185,1.9816248536109924
2.0541512966156006,1.9272807836532595,2.0153932571411133,1.973102688789368,1.991363763809204,1.9418535232543943,2.009976387023926,2.045504093170166,1.966948747634888,2.0620174407958984,1.9987591981887818
2.045203447341919,2.0298004150390625,1.94478702545166,1.8936744928359983,1.9737242460250852,1.9518828392028809,1.963619828224182,2.004793882369995,1.971240282058716,1.9278678894042969,1.9706594347953796
1.9655007123947144,1.979228973388672,1.941091775894165,1.9345262050628664,2.034274101257324,1.938151717185974,2.0544567108154297,2.001965284347534,1.920905351638794,2.0071282386779785,1.9777229070663451
1.94085156917572,1.8992432355880735,1.9347639083862305,1.9217101335525515,1.9368938207626345,1.9486596584320068,2.143000602722168,2.0665574073791504,2.0986948013305664,2.0078284740448,1.9898203611373901
1.9737175703048704,1.9384607076644895,1.9218549728393557,1.9913325309753416,1.9090420007705688,1.9464696645736692,1.9624122381210327,2.009544849395752,1.9365456104278564,1.9684864282608032,1.955786657333374
1.9343798160552976,1.9586440324783323,1.894070744514465,1.899281859397888,1.922949314117432,1.891457200050354,1.934967041015625,1.955580472946167,1.9942927360534668,1.935726523399353,1.9321349740028382
1.924511671066284,1.941230654716492,1.9862022399902344,1.9769433736801147,1.9694386720657349,1.969043850898743,1.9819459915161133,2.033008098602295,1.995195388793945,1.9134150743484497,1.9690935015678406
1.9418344497680664,2.0146334171295166,1.88016676902771,1.9181780815124512,1.9155386686325075,1.903908371925354,1.9488615989685056,2.0067355632781982,1.976782202720642,1.99354887008667,1.9500187993049622
1.9499566555023196,1.9436850547790527,1.959888696670532,1.8892501592636108,1.9584062099456787,1.9270261526107788,1.9674086570739744,1.961135983467102,1.8762214183807373,1.920918703079224,1.935389769077301
1.9917571544647217,2.0071980953216557,2.0064101219177246,1.994681715965271,1.981329083442688,1.9794275760650637,1.9824550151824951,1.9991786479949951,1.9377942085266116,1.8831725120544436,1.976340413093567
1.9433859586715696,2.042088747024536,1.954489588737488,1.911056399345398,1.914978265762329,1.9659748077392576,1.9692648649215696,1.9327971935272217,1.909605860710144,1.97222912311554,1.9515870809555054
1.8568190336227417,1.9086830615997317,1.9755619764328003,1.9426465034484863,1.9338819980621336,1.9638811349868772,1.9353446960449217,1.9211479425430296,1.9244019985198972,1.953203082084656,1.9315571427345275
1.962791919708252,2.029897451400757,1.9711506366729736,2.0519919395446777,1.943281292915344,1.9525550603866575,1.992614984512329,1.95174503326416,1.918681263923645,2.033595085144043,1.980830466747284
2.013209819793701,1.8618648052215576,1.989626169204712,1.9568156003952024,1.9366202354431152,1.9403365850448608,1.923187613487244,1.9815714359283447,1.9060708284378047,1.934475064277649,1.9443778157234193
1.9195024967193604,1.9706621170043943,1.9047404527664185,1.9268949031829836,1.898080587387085,1.945482850074768,1.9459867477416992,1.9908045530319212,1.9134495258331297,1.9430450201034544,1.9358649253845215
1.9204832315444944,1.9645118713378904,1.9325803518295288,1.936270236968994,1.90511691570282,1.9559167623519895,1.992611050605774,2.0044140815734863,1.9312958717346191,1.9502067565917969,1.9493407130241394
1.8908358812332156,1.984013795852661,1.8967480659484863,1.9890192747116089,1.9696301221847532,1.9608687162399288,1.9665716886520384,1.9900596141815183,1.9923055171966555,1.938977122306824,1.957902979850769
1.9062283039093015,1.9044235944747925,1.9354487657547,1.898859143257141,1.98576819896698,1.922482967376709,1.9404058456420896,1.997665286064148,1.8630411624908447,1.9601702690124512,1.9314493536949158
3.7800259590148926,3.8213531970977774,3.7291605472564697,3.862528562545776,3.7133629322052,4.012156486511231,1.9827311038970947,3.833901643753052,3.750431060791016,3.712754011154175,3.6198405504226683
3.438638687133789,3.386817216873169,3.3330037593841557,3.3575897216796875,3.443474292755127,3.394296884536743,1.9815425872802732,3.446806669235229,3.302050828933716,3.339792013168335,3.2424012660980224
3.057562351226806,3.081709146499634,3.19559907913208,3.040975332260132,3.1754963397979736,3.034751415252685,2.037772417068481,3.2152369022369385,3.214099645614624,3.014780044555664,3.006798267364502
2.824536085128784,2.813599109649658,2.730819702148437,2.78022837638855,2.9304940700531006,2.7363481521606445,3.7518062591552734,2.869286298751831,2.802903175354004,2.8618922233581543,2.9101913452148436
2.6258368492126465,2.532702922821045,2.679697036743164,2.5596606731414795,2.672478437423706,2.663303852081299,3.3880975246429443,2.728550672531128,2.610459804534912,2.714578866958618,2.7175366640090943
2.466454267501831,2.4233694076538086,2.4479808807373047,2.5776736736297607,2.5342135429382324,2.41943359375,3.0849318504333496,2.5038833618164062,3.023189783096313,2.522972822189331,2.600410318374634
2.319424629211426,2.293447256088257,2.3431951999664307,2.3233509063720703,2.514045238494873,2.382251262664795,2.880831718444824,2.316965103149414,2.40936017036438,2.4359335899353027,2.421880507469177
2.341303586959839,2.2530829906463623,2.451103925704956,2.26629638671875,2.3612983226776123,2.395739793777466,2.64335036277771,2.339528083801269,2.4308998584747314,2.1893556118011475,2.367195892333984
2.1979713439941406,2.252610921859741,2.151759624481201,2.204363822937012,2.2452008724212646,2.240751266479492,2.49934458732605,2.1618640422821045,2.1894845962524414,2.226767063140869,2.2370118141174316
2.0958263874053955,2.167986869812012,2.177650213241577,2.0400731563568115,2.154360055923462,2.1665546894073486,2.28989052772522,2.271705389022827,2.0705385208129883,2.06653094291687,2.150111675262451
1.9721797704696653,2.0458459854125977,2.093913078308105,2.0463998317718506,2.0919013023376465,2.048315048217773,2.287794828414917,2.1095759868621826,2.085945606231689,2.0388145446777344,2.0820685982704163
2.0170700550079346,2.135283946990967,2.11044716835022,2.178107976913452,2.005796194076538,2.023407459259033,2.239738941192627,1.9977431297302248,1.984129548072815,2.05329966545105,2.074502408504486
