/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-LRreset_tb.csv,row_average
1.7229945659637451,1.7497724294662476,1.5511943101882937,1.5718618631362915,1.6978062391281128,1.7175145149230957,1.669575810432434,1.638003945350647,1.6209628582000732,1.8173538446426392,1.675704038143158
1.6464473009109497,1.7129721641540527,1.6328010559082031,1.6484462022781372,1.752920150756836,1.6511574983596802,1.7406331300735474,1.678067922592163,1.6971969604492188,1.6390600204467771,1.6799702405929566
1.6655184030532837,1.6655151844024658,1.6204581260681152,1.6851574182510376,1.6722078323364258,1.5958569049835205,1.640843152999878,1.6018955707550049,1.764716625213623,1.647124171257019,1.6559293389320373
1.7000093460083008,1.699526309967041,1.709994196891785,1.7024494409561155,1.5753446817398071,1.682256817817688,1.710984706878662,1.887251853942871,1.622279167175293,1.7044681310653689,1.6994564652442932
1.6585501432418823,1.623478889465332,1.6500060558319092,1.7472717761993408,1.6045470237731934,1.667022705078125,1.7048821449279783,1.7390363216400146,1.7517024278640747,1.7889254093170166,1.6935422897338868
1.6568807363510132,1.8807958364486692,1.6231869459152222,1.631001114845276,1.6798502206802368,1.6358586549758911,1.574181079864502,1.695900559425354,1.6942583322525024,1.5902061462402344,1.6662119626998901
1.6345312595367432,1.6160532236099243,1.7459572553634644,1.84087347984314,1.6132431030273438,1.6875152587890625,1.6314640045166016,1.6510688066482544,1.6904075145721436,1.7206480503082275,1.6831761956214906
1.637122392654419,1.606985569000244,1.6555581092834473,1.6570574045181274,1.6908960342407229,1.6588616371154783,1.666768193244934,1.672899603843689,1.631514072418213,1.640070915222168,1.6517733931541443
1.6213728189468384,1.6057984828948977,1.5921545028686523,1.5665836334228516,1.6323407888412476,1.6152677536010742,1.545223355293274,1.5862185955047607,1.565096735954285,1.6584930419921875,1.5988549709320068
1.6783456802368164,1.6224429607391355,1.7924580574035645,1.5289417505264282,1.5832929611206057,1.59019935131073,1.5990926027297974,1.7416316270828247,1.8524820804595947,1.696508288383484,1.668539535999298
1.6177903413772583,1.5791633129119873,1.6386206150054932,1.6249209642410278,1.575528621673584,1.6699329614639282,1.6149497032165527,1.6082323789596558,1.7356971502304075,1.721319556236267,1.6386155605316162
1.7829574346542358,1.5708513259887695,1.629275679588318,1.693685531616211,1.6402950286865234,1.5815292596817017,1.531053066253662,1.6447306871414185,1.9679607152938845,1.5966639518737793,1.6639002680778503
1.6755084991455078,1.5063209533691406,1.7351086139678955,1.5861504077911377,1.658489465713501,1.7211778163909912,1.5643274784088137,1.5899933576583862,1.6591333150863647,1.676522135734558,1.6372732043266296
1.6511074304580688,1.504363775253296,1.585235357284546,1.636305332183838,1.6458032131195068,1.6614055633544922,1.6689547300338743,1.6315090656280518,1.6261907815933228,1.5915364027023315,1.6202411651611328
1.651875615119934,1.606825828552246,1.565222978591919,1.555488348007202,1.681842565536499,1.6605764627456665,1.5923510789871216,1.5509865283966064,1.6633392572402954,1.562979221343994,1.6091487884521485
1.5621833801269531,1.5298691987991333,1.6385514736175537,1.5201188325881958,1.673621654510498,1.6172488927841189,1.604150891304016,1.6144163608551023,1.573100209236145,1.5884475708007812,1.5921708464622497
1.6337131261825562,1.5458027124404907,1.6015725135803225,1.6044784784317017,1.573767900466919,1.668904185295105,1.5407193899154663,1.5572131872177124,1.6503770351409912,1.6596473455429075,1.6036195874214172
1.6913864612579346,1.6394846439361572,1.565228819847107,1.6539647579193115,1.6720221042633057,1.6111446619033811,1.5299781560897827,1.570796251296997,1.6308728456497192,1.6321401596069336,1.619701886177063
1.6153008937835691,1.6196388006210327,1.555259108543396,1.570028305053711,1.6124986410140991,1.5812098979949951,1.579372525215149,1.7218000888824463,1.5569989681243896,1.5470213890075684,1.5959128618240357
1.591477870941162,1.5510860681533811,1.488762617111206,1.5382453203201294,1.6309762001037598,1.6449034214019775,1.6322563886642456,1.565900444984436,1.6908198595046997,1.589344501495361,1.5923772692680358
1.625309944152832,1.5908527374267578,1.7183423042297363,1.5213643312454224,1.5584856271743774,1.6431853771209717,1.4960384368896484,1.697120189666748,1.669684648513794,1.478546380996704,1.5998929977416991
1.5946147441864014,1.5449504852294922,1.5741868019104004,1.5751179456710815,1.6465473175048828,1.650784969329834,1.6042470932006836,1.6782993078231812,1.5328562259674072,1.551469326019287,1.595307421684265
1.5865428447723389,1.5426669120788574,1.493700385093689,1.5712436437606812,1.5779320001602173,1.654544472694397,1.5314924716949463,1.6373099088668823,1.600051999092102,1.7086114883422852,1.5904096126556397
1.5690529346466064,1.5478057861328125,1.6239386796951294,1.601421594619751,1.6571332216262815,1.5376464128494265,1.643236756324768,1.5649192333221436,1.5887441635131836,1.6022788286209106,1.5936177611351012
1.6135079860687256,1.691840410232544,1.612862229347229,1.6379201412200928,1.6223450899124146,1.6086163520812988,1.536454677581787,1.5543516874313354,1.582622766494751,1.5444979667663574,1.6005019307136537
1.5750752687454224,1.5078068971633911,1.6266286373138428,1.5346860885620115,1.6042472124099731,1.5117679834365845,1.6100722551345823,1.6091607809066772,1.604275465011597,1.5431764125823977,1.572689700126648
1.5616739988327026,1.5965007543563845,1.536623477935791,1.6119811534881592,1.5889872312545776,1.5864970684051514,1.4907282590866089,1.548182725906372,1.5817893743515017,1.535922646522522,1.563888669013977
1.49766206741333,1.5211883783340454,1.5435820817947388,1.488782286643982,1.584872841835022,1.5655564069747925,1.5046322345733645,1.5631195306777954,1.530436396598816,1.5685755014419556,1.5368407726287843
1.5040570497512815,1.4890577793121338,1.5608125925064087,1.574813961982727,1.6501808166503906,1.5474933385849,1.6131726503372192,1.5966662168502808,1.5556042194366455,1.5917454957962036,1.568360412120819
1.6138205528259275,1.622711420059204,1.6120107173919678,1.5542352199554443,1.530233383178711,1.6160459518432615,1.5210732221603394,1.560199499130249,1.5806618928909302,1.4947062730789185,1.5705698132514954
1.5854157209396362,1.5523605346679688,1.5729753971099854,1.5001258850097656,1.568172812461853,1.6433974504470823,1.5674066543579102,1.44782292842865,1.6686773300170898,1.5556131601333618,1.5661967873573304
1.5146644115447998,1.5507949590682983,1.5015008449554443,1.5217812061309814,1.5491098165512085,1.530539870262146,1.5092217922210691,1.5828312635421753,1.5919880867004397,1.5454461574554443,1.5397878408432006
1.5391724109649658,1.5259674787521362,1.5780413150787354,1.4598383903503418,1.539955496788025,1.4619956016540527,1.507816195487976,1.5141518115997314,1.5829575061798096,1.4993935823440552,1.520928978919983
1.5749456882476809,1.486950159072876,1.5130698680877686,1.485158085823059,1.5282038450241089,1.5582683086395264,1.5012212991714478,1.5118982791900637,1.4736108779907229,1.4780782461166382,1.5111404657363892
1.562464952468872,1.602227807044983,1.5111124515533447,1.606757879257202,1.4949573278427124,1.4990453720092771,1.5449129343032837,1.5933105945587158,1.520356297492981,1.5438151359558103,1.5478960752487183
1.6018428802490234,1.5084655284881592,1.5710201263427734,1.5038872957229614,1.5228655338287354,1.4731050729751587,1.4663180112838743,1.5711828470230105,1.5909903049468994,1.5457077026367188,1.5355385303497315
1.529597520828247,1.5145834684371948,1.544236660003662,1.6834495067596436,1.5990856885910034,1.523531436920166,1.542612075805664,1.5216389894485474,1.6232153177261353,1.5242483615875244,1.5606199026107788
1.5417439937591553,1.5191725492477417,1.6544731855392456,1.5324718952178955,1.5385315418243408,1.55076265335083,1.5461902618408203,1.5146701335906982,1.5616573095321655,1.5110692977905271,1.547074282169342
1.521457552909851,1.5280686616897583,1.5948936939239502,1.5503731966018677,1.559715747833252,1.4864920377731323,1.5089237689971924,1.5603152513504028,1.5401875972747805,1.4917144775390625,1.534214198589325
1.531170129776001,1.5249645709991455,1.512520670890808,1.560307502746582,1.5321013927459717,1.5105087757110596,1.4968589544296265,1.5458906888961792,1.5793384313583374,1.5092177391052246,1.5302878856658935
1.5177918672561646,1.4578008651733398,1.5064704418182373,1.572238802909851,1.5017411708831787,1.4940367937088013,1.4889973402023315,1.5452911853790283,1.5731749534606934,1.4869152307510376,1.5144458651542663
1.5072121620178225,1.5681904554367063,1.5549955368041992,1.5059525966644287,1.549656629562378,1.5128471851348877,1.4685304164886477,1.5472462177276611,1.5099543333053589,1.476291537284851,1.5200877070426941
1.5310612916946411,1.5051521062850952,1.5127040147781372,1.502349615097046,1.5296813249588013,1.485823631286621,1.4748865365982056,1.531632423400879,1.523240566253662,1.477423071861267,1.5073954582214355
1.5908172130584717,1.4661288261413574,1.533827543258667,1.4805299043655396,1.5140137672424316,1.4719202518463137,1.5207656621932983,1.511874079704285,1.6103098392486572,1.504128098487854,1.5204315185546875
1.523561954498291,1.4877822399139404,1.5791337490081787,1.512625217437744,1.5019758939743042,1.5158653259277344,1.5044389963150024,1.5217034816741943,1.5186076164245603,1.5347844362258911,1.5200478911399842
1.4991034269332886,1.4660720825195312,1.5860304832458496,1.5411466360092163,1.5321160554885864,1.5258522033691406,1.45669424533844,1.5815832614898682,1.564269781112671,1.5148931741714478,1.526776134967804
1.5366836786270142,1.492298603057861,1.5147517919540403,1.5528299808502195,1.5250729322433472,1.5126253366470337,1.4984285831451416,1.5678080320358276,1.526687741279602,1.4966471195220947,1.5223833799362183
1.54022479057312,1.4774935245513916,1.5441604852676392,1.455829620361328,1.509345293045044,1.497558832168579,1.56303071975708,1.542963624000549,1.50434410572052,1.488247632980347,1.5123198628425598
1.5201199054718018,1.4706690311431885,1.5322648286819458,1.5520951747894287,1.5212730169296265,1.4495528936386108,1.4697847366333008,1.5399198532104492,1.5408408641815186,1.5134540796279907,1.510997438430786
1.5316911935806274,1.4755423069000244,1.559972047805786,1.5256989002227783,1.5242183208465576,1.5030527114868164,1.4718574285507202,1.5101027488708496,1.5486012697219849,1.5378633737564087,1.5188600301742554
1.5280290842056274,1.4691892862319946,1.5536342859268188,1.521865725517273,1.5033832788467407,1.4787522554397583,1.4906662702560425,1.5319740772247314,1.5281332731246948,1.4775032997131348,1.5083130836486816
