/home/miura/lab/KD-hdas/results/stat/30-20/g-0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.01_30-20_tb.csv,row_average
4.003942966461182,3.886319875717163,3.928029537200928,3.936518669128418,3.849001407623291,3.9207624912261965
3.65555477142334,3.61810302734375,3.659972906112671,3.556070566177368,3.60874605178833,3.619689464569092
3.4390881061553955,3.3491828441619877,3.478567600250244,3.3912909030914307,3.39633846282959,3.4108935832977294
3.240342617034912,3.212886095046997,3.209035873413086,3.281059741973877,3.1471118927001958,3.2180872440338133
2.996670722961426,2.9546432495117188,3.035353899002075,3.0487186908721924,3.044424533843994,3.0159622192382813
2.976598262786865,2.827036142349243,2.887733697891236,2.892086982727051,2.8157060146331787,2.879832220077515
2.772716760635376,2.752127170562744,2.748924016952514,2.7633659839630127,2.671595335006714,2.741745853424072
2.647736072540283,2.6308772563934326,2.6057369709014893,2.6535933017730717,2.6282761096954346,2.633243942260742
2.640460729598999,2.5816807746887207,2.532130241394043,2.555002927780152,2.5506296157836914,2.571980857849121
2.4803619384765625,2.4541471004486084,2.4635279178619385,2.5064170360565186,2.484659194946289,2.4778226375579835
2.4027111530303955,2.37829852104187,2.4301891326904297,2.425398826599121,2.3582446575164795,2.398968458175659
2.424609422683716,2.306883811950684,2.297919750213623,2.323986530303955,2.2802720069885254,2.3267343044281006
2.304694652557373,2.278870820999145,2.2018394470214844,2.2942233085632324,2.2937991619110107,2.2746854782104493
2.226036310195923,2.275919198989868,2.173956871032715,2.2115395069122314,2.168137550354004,2.211117887496948
2.151430606842041,2.13680100440979,2.175605535507202,2.163228750228882,2.1479973793029785,2.1550126552581785
2.1788039207458496,2.124853134155273,2.092345714569092,2.127286672592163,2.1034936904907227,2.1253566265106203
2.07323694229126,2.146071672439575,2.0992801189422607,2.0764646530151367,2.081909656524658,2.095392608642578
2.1512184143066406,2.1355295181274414,2.028867721557617,2.0405704975128174,2.0846192836761475,2.088161087036133
2.04729437828064,2.0400776863098145,1.9914734363555908,2.05217719078064,2.0676186084747314,2.0397282600402833
2.059499502182007,1.9764279127120967,1.942827224731445,2.0607569217681885,2.03442907333374,2.0147881269454957
2.039041519165039,2.0233161449432373,1.976299524307251,1.9845435619354248,2.031813144683838,2.011002779006958
2.0317182540893555,1.9178321361541748,2.0174219608306885,1.9554917812347408,1.9867838621139529,1.9818495988845826
1.9471431970596316,2.025276899337769,1.9019838571548464,1.9771901369094849,1.9597957134246824,1.9622779607772827
1.953470587730408,1.9226226806640625,1.946760654449463,1.9781644344329836,1.955541729927063,1.9513120174407959
1.9468414783477783,1.9388920068740845,1.968599557876587,1.9260011911392207,1.911577224731445,1.9383822917938232
1.9068965911865237,1.9389475584030151,1.8796007633209229,1.879722237586975,1.958977222442627,1.9128288745880127
1.918004274368286,1.9191644191741943,1.8831281661987305,1.8837720155715945,1.9634305238723757,1.9134998798370362
1.92963969707489,1.8624721765518188,1.860035181045532,1.9317563772201536,1.9293135404586792,1.9026433944702148
1.8679949045181277,1.813272476196289,1.8706966638565063,1.869968295097351,1.9001721143722532,1.8644208908081055
1.850085973739624,1.9177584648132324,1.907168745994568,1.852355718612671,1.9065021276474,1.886774206161499
1.8595458269119265,1.8103545904159544,1.8759562969207764,1.9165945053100584,1.8867887258529663,1.8698479890823365
1.866626620292664,1.865417718887329,1.8623957633972168,1.8161638975143437,1.846894383430481,1.8514996767044067
1.8646512031555176,1.8203147649765012,1.8086512088775637,1.7975934743881226,1.8527144193649288,1.8287850141525268
1.8117321729660036,1.793102741241455,1.892348408699036,1.8249523639678955,1.8622137308120728,1.8368698835372925
1.7681405544281006,1.7963861227035522,1.7973618507385254,1.9172651767730715,1.825584053993225,1.8209475517272948
1.816309690475464,1.7774745225906372,1.8633767366409304,1.7811979055404663,1.8365390300750728,1.814979577064514
1.8157004117965696,1.7952542304992676,1.8422709703445437,1.8227728605270384,1.8509310483932493,1.8253859043121339
1.8734036684036253,1.756410002708435,1.7903647422790527,1.8232064247131348,1.848093152046204,1.8182955980300903
1.857503890991211,1.8245549201965328,1.774122714996338,1.7669156789779663,1.7714396715164185,1.7989073753356934
1.759269118309021,1.7723486423492432,1.7620741128921509,1.807032585144043,1.8496513366699217,1.790075159072876
1.8657190799713133,1.7749450206756592,1.778018593788147,1.8152611255645752,1.8187466859817505,1.810538101196289
1.8040302991867063,1.819725513458252,1.867537021636963,1.9215338230133057,1.7827117443084717,1.8391076803207398
1.7619845867156982,1.7557809352874756,1.775835394859314,1.819136142730713,1.783177137374878,1.7791828393936158
1.8019673824310305,1.7351975440979004,1.7642910480499268,1.740225076675415,1.802664279937744,1.7688690662384032
1.7564836740493774,1.7393369674682615,1.8096920251846316,1.7528274059295654,1.7777574062347412,1.7672194957733154
1.7140604257583618,1.7591983079910278,1.8021800518035889,1.7322766780853271,1.7547813653945925,1.7524993658065795
1.7856861352920532,1.7330050468444824,1.8095154762268064,1.7405109405517578,1.769150972366333,1.7675737142562866
1.7448596954345703,1.7522213459014893,1.7585793733596802,1.74640154838562,1.7960636615753174,1.7596251249313355
1.7573328018188477,1.742790937423706,1.7514615058898926,1.727645993232727,1.7492600679397583,1.7456982612609864
1.7720608711242676,1.7473783493041992,1.7904655933380127,1.7412348985671997,1.763606309890747,1.7629492044448853
2.176645040512085,2.2772555351257324,2.2549378871917725,2.141803503036499,2.268663167953491,2.223861026763916
2.145729780197144,2.074704885482788,2.1603944301605225,2.184047222137451,2.1304075717926025,2.1390567779541017
2.115631103515625,1.9702156782150269,2.1289258003234863,2.004539251327514,2.1245779991149902,2.0687779664993284
1.9845871925354004,1.931130290031433,1.9480092525482176,1.8951627016067505,1.8839961290359497,1.9285771131515503
1.7802793979644775,1.8611834049224851,1.9743107557296755,1.9511284828186035,1.861067056655884,1.8855938196182251
1.907885789871216,1.8678877353668213,2.005375385284424,2.077171087265014,1.878233790397644,1.9473107576370239
1.731236219406128,1.9097756147384644,2.084618330001831,1.8830307722091677,1.886372208595276,1.8990066289901733
1.7396502494812012,1.810794472694397,1.894741654396057,1.8653795719146729,1.7353534698486328,1.8091838836669922
1.7344281673431396,1.9101479053497317,1.8798761367797847,1.832801461219788,1.8345266580581665,1.8383560657501221
1.6895486116409302,1.7719862461090088,1.6999361515045166,1.7095130681991575,1.77570903301239,1.7293386220932008
1.8527213335037231,1.7787494659423828,1.8896257877349851,1.7496845722198486,1.8451218605041504,1.823180603981018
1.7312824726104736,1.6959197521209717,1.788232684135437,1.7723388671875,1.7712831497192385,1.7518113851547241
1.6312178373336792,1.8885828256607056,1.7454160451889038,1.787647366523743,1.7478513717651367,1.7601430892944336
1.8367607593536377,1.701964020729065,1.7435715198516846,1.6248183250427246,1.6787166595458984,1.717166256904602
1.6496849060058594,1.7016921043395996,1.6380854845046997,1.7141329050064087,1.8746659755706787,1.7156522750854493
1.7013943195343018,1.8666915893554688,1.6564329862594604,1.8054221868515012,1.721838355064392,1.750355887413025
1.8966463804244995,1.818387031555176,1.7352118492126465,1.631836175918579,1.7293047904968262,1.7622772455215454
1.6665102243423462,1.6586002111434937,1.66020667552948,1.6952238082885742,1.6594746112823486,1.6680031061172484
1.624785304069519,1.6631052494049072,1.6964681148529053,1.7267400026321411,1.661361575126648,1.6744920492172242
1.6870657205581665,1.724428415298462,1.7050424814224243,1.7461684942245483,1.7453385591506958,1.7216087341308595
