Wall time,Step,Value
1734637463.4986448,391,0.09439999610185623
1734637463.8124626,0,0.09439999610185623
1734637685.2667193,782,0.1406800001859665
1734637685.5840073,1,0.1406800001859665
1734637903.7629726,1173,0.1732800006866455
1734637904.0950265,2,0.1732800006866455
1734638125.7364056,1564,0.21011999249458313
1734638126.0839505,3,0.21011999249458313
1734638347.2013092,1955,0.24063999950885773
1734638347.5326278,4,0.24063999950885773
1734638568.8014457,2346,0.27456000447273254
1734638569.0882316,5,0.27456000447273254
1734638787.6670282,2737,0.3099200129508972
1734638787.9808547,6,0.3099200129508972
1734639006.3938181,3128,0.3259600102901459
1734639006.725826,7,0.3259600102901459
1734639227.9602535,3519,0.33263999223709106
1734639228.3101857,8,0.33263999223709106
1734639449.5259624,3910,0.3601599931716919
1734639449.8049774,9,0.3601599931716919
1734639671.5643816,4301,0.3688800036907196
1734639671.894014,10,0.3688800036907196
1734639893.2516475,4692,0.38631999492645264
1734639893.5511637,11,0.38631999492645264
1734640114.109877,5083,0.37411999702453613
1734640114.4016023,12,0.37411999702453613
1734640333.1974337,5474,0.42559999227523804
1734640333.5027392,13,0.42559999227523804
1734640553.4020798,5865,0.41648000478744507
1734640553.7082393,14,0.41648000478744507
1734640773.3238974,6256,0.43035998940467834
1734640773.6156316,15,0.43035998940467834
1734640989.260655,6647,0.4500400125980377
1734640989.5642855,16,0.4500400125980377
1734641211.9825823,7038,0.4496000111103058
1734641212.2806914,17,0.4496000111103058
1734641434.4158294,7429,0.4469600021839142
1734641434.669561,18,0.4469600021839142
1734641650.2270496,7820,0.45072001218795776
1734641650.4947295,19,0.45072001218795776
1734641865.5258896,8211,0.47071999311447144
1734641865.825289,20,0.47071999311447144
1734642087.847485,8602,0.4609200060367584
1734642088.124139,21,0.4609200060367584
1734642310.2166057,8993,0.4856399893760681
1734642310.4868934,22,0.4856399893760681
1734642531.53784,9384,0.471560001373291
1734642531.822682,23,0.471560001373291
1734642752.2085195,9775,0.45903998613357544
1734642752.4701772,24,0.45903998613357544
1734642972.09628,10166,0.4870399832725525
1734642972.3705726,25,0.4870399832725525
1734643193.2161984,10557,0.48871999979019165
1734643193.527215,26,0.48871999979019165
1734643413.0196412,10948,0.49935999512672424
1734643413.3072057,27,0.49935999512672424
1734643635.5774183,11339,0.48664000630378723
1734643635.8792858,28,0.48664000630378723
1734643857.866119,11730,0.49720001220703125
1734643858.141531,29,0.49720001220703125
1734644078.8396437,12121,0.4994800090789795
1734644079.1477191,30,0.4994800090789795
1734644299.2272923,12512,0.5072799921035767
1734644299.5115893,31,0.5072799921035767
1734644520.609755,12903,0.5080000162124634
1734644520.8812919,32,0.5080000162124634
1734644740.9280531,13294,0.5052400231361389
1734644741.2356992,33,0.5052400231361389
1734644961.674261,13685,0.5031200051307678
1734644961.953928,34,0.5031200051307678
1734645181.9078035,14076,0.5080000162124634
1734645182.2018254,35,0.5080000162124634
1734645399.070642,14467,0.5093200206756592
1734645399.3251634,36,0.5093200206756592
1734645621.5058436,14858,0.5199599862098694
1734645621.8269818,37,0.5199599862098694
1734645844.2191617,15249,0.5176799893379211
1734645844.5201552,38,0.5176799893379211
1734646066.9170978,15640,0.51555997133255
1734646067.2233963,39,0.51555997133255
1734646289.2856646,16031,0.5266000032424927
1734646289.6007075,40,0.5266000032424927
1734646511.734373,16422,0.5125600099563599
1734646512.0211291,41,0.5125600099563599
1734646733.6622603,16813,0.5226799845695496
1734646733.961319,42,0.5226799845695496
1734646956.6560848,17204,0.5180400013923645
1734646956.9254968,43,0.5180400013923645
1734647177.7993734,17595,0.5274400115013123
1734647178.1084485,44,0.5274400115013123
1734647400.9026709,17986,0.5238400101661682
1734647401.2126315,45,0.5238400101661682
1734647624.2472064,18377,0.5296400189399719
1734647624.561311,46,0.5296400189399719
1734647842.4040852,18768,0.5271999835968018
1734647842.6814382,47,0.5271999835968018
1734648064.0301886,19159,0.5249999761581421
1734648064.3298488,48,0.5249999761581421
1734648285.319581,19550,0.5345199704170227
1734648285.611469,49,0.5345199704170227
1734648434.9085236,20254,0.19839999079704285
1734648434.9096913,50,0.19839999079704285
1734648581.8101459,20958,0.280599981546402
1734648581.811439,51,0.280599981546402
1734648727.4058585,21662,0.343999981880188
1734648727.4072886,52,0.343999981880188
1734648873.2503664,22366,0.35179999470710754
1734648873.2517493,53,0.35179999470710754
1734649021.8245685,23070,0.38199999928474426
1734649021.8257663,54,0.38199999928474426
1734649169.2751598,23774,0.37119999527931213
1734649169.2765985,55,0.37119999527931213
1734649315.933399,24478,0.3400000035762787
1734649315.9347584,56,0.3400000035762787
1734649462.393645,25182,0.3871999979019165
1734649462.3949761,57,0.3871999979019165
1734649610.3283737,25886,0.3314000070095062
1734649610.3297124,58,0.3314000070095062
1734649758.5938568,26590,0.41819998621940613
1734649758.5950136,59,0.41819998621940613
1734649904.3248072,27294,0.3757999837398529
1734649904.3261456,60,0.3757999837398529
1734650052.0182667,27998,0.42159998416900635
1734650052.0195727,61,0.42159998416900635
1734650197.642084,28702,0.45479997992515564
1734650197.643332,62,0.45479997992515564
1734650345.4366095,29406,0.41839998960494995
1734650345.4380066,63,0.41839998960494995
1734650492.799818,30110,0.4277999997138977
1734650492.8012185,64,0.4277999997138977
1734650640.777102,30814,0.4583999812602997
1734650640.7784324,65,0.4583999812602997
1734650787.641337,31518,0.40779998898506165
1734650787.6425843,66,0.40779998898506165
1734650936.993921,32222,0.4772000014781952
1734650936.9950938,67,0.4772000014781952
1734651084.249609,32926,0.468999981880188
1734651084.2509441,68,0.468999981880188
1734651232.6916473,33630,0.4456000030040741
1734651232.6929913,69,0.4456000030040741
1734651379.155582,34334,0.44439998269081116
1734651379.1569219,70,0.44439998269081116
1734651525.6517227,35038,0.48099997639656067
1734651525.653045,71,0.48099997639656067
1734651673.8161812,35742,0.43699997663497925
1734651673.8175786,72,0.43699997663497925
1734651822.0502174,36446,0.45980000495910645
1734651822.051613,73,0.45980000495910645
1734651968.915689,37150,0.49459999799728394
1734651968.9169266,74,0.49459999799728394
1734652115.5493507,37854,0.49539998173713684
1734652115.5506136,75,0.49539998173713684
1734652258.7054107,38558,0.45879998803138733
1734652258.7065814,76,0.45879998803138733
1734652406.9585707,39262,0.49399998784065247
1734652406.9599175,77,0.49399998784065247
1734652554.4017422,39966,0.5063999891281128
1734652554.4029472,78,0.5063999891281128
1734652701.5361052,40670,0.47200000286102295
1734652701.537505,79,0.47200000286102295
1734652845.510073,41374,0.47200000286102295
1734652845.5111926,80,0.47200000286102295
1734652993.345442,42078,0.46140000224113464
1734652993.3468182,81,0.46140000224113464
1734653141.4817338,42782,0.462799996137619
1734653141.4831004,82,0.462799996137619
1734653289.3553314,43486,0.5220000147819519
1734653289.3566353,83,0.5220000147819519
1734653436.263541,44190,0.5167999863624573
1734653436.2652674,84,0.5167999863624573
1734653582.4274209,44894,0.46959999203681946
1734653582.4288127,85,0.46959999203681946
1734653728.8706539,45598,0.4651999771595001
1734653728.871936,86,0.4651999771595001
1734653875.276589,46302,0.47859999537467957
1734653875.2779822,87,0.47859999537467957
1734654019.547817,47006,0.525600016117096
1734654019.5491395,88,0.525600016117096
1734654167.1203272,47710,0.501800000667572
1734654167.1217027,89,0.501800000667572
1734654315.235948,48414,0.5351999998092651
1734654315.2373054,90,0.5351999998092651
1734654461.407089,49118,0.5216000080108643
1734654461.4085135,91,0.5216000080108643
1734654609.023481,49822,0.46879997849464417
1734654609.0246806,92,0.46879997849464417
1734654756.732513,50526,0.5407999753952026
1734654756.7337048,93,0.5407999753952026
1734654904.2781038,51230,0.5486000180244446
1734654904.2792904,94,0.5486000180244446
1734655050.8705454,51934,0.5406000018119812
1734655050.871934,95,0.5406000018119812
1734655198.6970103,52638,0.5521999597549438
1734655198.6983383,96,0.5521999597549438
1734655347.0026736,53342,0.543999969959259
1734655347.004086,97,0.543999969959259
1734655494.0449278,54046,0.5406000018119812
1734655494.0461802,98,0.5406000018119812
1734655637.7663543,54750,0.5320000052452087
1734655637.7677464,99,0.5320000052452087
1734655780.407843,55454,0.5649999976158142
1734655780.4092338,100,0.5649999976158142
1734655926.8775415,56158,0.5349999666213989
1734655926.8785937,101,0.5349999666213989
1734656074.315294,56862,0.5338000059127808
1734656074.3163543,102,0.5338000059127808
1734656221.0449834,57566,0.5740000009536743
1734656221.0464466,103,0.5740000009536743
1734656369.5600007,58270,0.5329999923706055
1734656369.5612137,104,0.5329999923706055
1734656516.0542862,58974,0.5687999725341797
1734656516.0556417,105,0.5687999725341797
1734656658.4100156,59678,0.5374000072479248
1734656658.4114017,106,0.5374000072479248
1734656805.1591606,60382,0.5766000151634216
1734656805.1605065,107,0.5766000151634216
1734656953.3149395,61086,0.5875999927520752
1734656953.3162367,108,0.5875999927520752
1734657100.7693117,61790,0.5771999955177307
1734657100.7705579,109,0.5771999955177307
1734657247.8077664,62494,0.5741999745368958
1734657247.809171,110,0.5741999745368958
1734657393.2486503,63198,0.5902000069618225
1734657393.2500033,111,0.5902000069618225
1734657536.55867,63902,0.5935999751091003
1734657536.5600562,112,0.5935999751091003
1734657684.9718845,64606,0.5898000001907349
1734657684.9732122,113,0.5898000001907349
1734657832.677022,65310,0.5942000150680542
1734657832.6784306,114,0.5942000150680542
1734657979.1998484,66014,0.6037999987602234
1734657979.2011406,115,0.6037999987602234
1734658126.6770837,66718,0.5989999771118164
1734658126.6782985,116,0.5989999771118164
1734658273.0558538,67422,0.6067999601364136
1734658273.0569315,117,0.6067999601364136
1734658420.7341843,68126,0.6053999662399292
1734658420.735626,118,0.6053999662399292
1734658567.2885191,68830,0.5942000150680542
1734658567.2895575,119,0.5942000150680542
1734658714.2266545,69534,0.6035999655723572
1734658714.2280393,120,0.6035999655723572
1734658861.156774,70238,0.6075999736785889
1734658861.158073,121,0.6075999736785889
1734659009.4138389,70942,0.5875999927520752
1734659009.4152267,122,0.5875999927520752
1734659156.2847345,71646,0.6146000027656555
1734659156.2861423,123,0.6146000027656555
1734659304.4090426,72350,0.6169999837875366
1734659304.4103258,124,0.6169999837875366
1734659451.4633195,73054,0.620199978351593
1734659451.4645114,125,0.620199978351593
1734659600.0592241,73758,0.6195999979972839
1734659600.060488,126,0.6195999979972839
1734659747.981596,74462,0.6136000156402588
1734659747.9829223,127,0.6136000156402588
1734659895.0947075,75166,0.6299999952316284
1734659895.096037,128,0.6299999952316284
1734660042.5798903,75870,0.6143999695777893
1734660042.58126,129,0.6143999695777893
1734660188.752105,76574,0.6263999938964844
1734660188.7534325,130,0.6263999938964844
1734660334.0107684,77278,0.6287999749183655
1734660334.0121715,131,0.6287999749183655
1734660480.9104667,77982,0.6323999762535095
1734660480.9117541,132,0.6323999762535095
1734660628.0846565,78686,0.6247999668121338
1734660628.0859804,133,0.6247999668121338
1734660772.6531835,79390,0.6383999586105347
1734660772.6543577,134,0.6383999586105347
1734660920.4490397,80094,0.6348000168800354
1734660920.4502213,135,0.6348000168800354
1734661068.7203333,80798,0.6471999883651733
1734661068.7215025,136,0.6471999883651733
1734661216.12876,81502,0.6417999863624573
1734661216.130109,137,0.6417999863624573
1734661363.6328878,82206,0.6423999667167664
1734661363.6340413,138,0.6423999667167664
1734661511.4990363,82910,0.6431999802589417
1734661511.5003946,139,0.6431999802589417
1734661658.1180704,83614,0.6341999769210815
1734661658.1191893,140,0.6341999769210815
1734661804.9520504,84318,0.6431999802589417
1734661804.9534068,141,0.6431999802589417
1734661950.420356,85022,0.6498000025749207
1734661950.421516,142,0.6498000025749207
1734662098.248136,85726,0.6471999883651733
1734662098.249379,143,0.6471999883651733
1734662245.7240524,86430,0.652999997138977
1734662245.7254038,144,0.652999997138977
1734662393.607646,87134,0.6434000134468079
1734662393.609012,145,0.6434000134468079
1734662540.7192929,87838,0.6489999890327454
1734662540.7206674,146,0.6489999890327454
1734662688.4396038,88542,0.647599995136261
1734662688.4410074,147,0.647599995136261
1734662833.6357265,89246,0.650600016117096
1734662833.6369762,148,0.650600016117096
1734662975.9706979,89950,0.6452000141143799
1734662975.9719799,149,0.6452000141143799
