/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.01_0-50_tb.csv,row_average
0.0895600020885467,0.095160000026226,0.0943999961018562,0.0792799964547157,0.0858400017023086,0.08884799927473065
0.1376799941062927,0.1325999945402145,0.1406800001859665,0.1408800035715103,0.1433199942111969,0.13903199732303617
0.1815200001001358,0.176159992814064,0.1732800006866455,0.1736799925565719,0.1781599968671798,0.17655999660491942
0.2011200040578842,0.2035199999809265,0.2101199924945831,0.1946399956941604,0.2211599946022033,0.20611199736595154
0.2481199949979782,0.2598400115966797,0.2406399995088577,0.2399999946355819,0.2216400057077407,0.24204800128936763
0.2851999998092651,0.2781200110912323,0.2745600044727325,0.2581599950790405,0.2790800034999847,0.275024002790451
0.3054800033569336,0.3033599853515625,0.3099200129508972,0.2931599915027618,0.304280012845993,0.30324000120162964
0.3334800004959106,0.3194000124931335,0.3259600102901459,0.3152399957180023,0.329719990491867,0.3247600018978119
0.3514800071716308,0.3537999987602234,0.332639992237091,0.3382799923419952,0.3527199923992157,0.34578399658203124
0.3488000035285949,0.3635599911212921,0.3601599931716919,0.3589999973773956,0.3567999899387359,0.3576639950275421
0.3763200044631958,0.3815599977970123,0.3688800036907196,0.3599999845027923,0.3802799880504608,0.37340799570083616
0.3822000026702881,0.3931199908256531,0.3863199949264526,0.3628000020980835,0.391319990158081,0.38315199613571166
0.3762800097465515,0.4040400087833404,0.3741199970245361,0.3936400115489959,0.3958399891853332,0.3887840032577515
0.4122399985790252,0.4005999863147735,0.425599992275238,0.4030399918556213,0.4169600009918213,0.4116879940032959
0.4164400100708008,0.4255200028419494,0.416480004787445,0.4157600104808807,0.4148800075054168,0.4178160071372986
0.4329200088977813,0.4387600123882293,0.4303599894046783,0.4222799837589264,0.4397200047969818,0.43280799984931945
0.4398799836635589,0.4404000043869018,0.4500400125980377,0.4396800100803375,0.44896000623703,0.4437920033931732
0.4517599940299988,0.4494799971580505,0.4496000111103058,0.4355199933052063,0.4589999914169311,0.44907199740409853
0.4501200020313263,0.4604400098323822,0.4469600021839142,0.454800009727478,0.4605199992656708,0.4545680046081543
0.4510399997234344,0.4655999839305877,0.4507200121879577,0.4599199891090393,0.4725599884986877,0.4599679946899413
0.4648399949073791,0.4551199972629547,0.4707199931144714,0.4447599947452545,0.4652400016784668,0.4601359963417053
