/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-relaxEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analog-reset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-relaxEval-reset_tb.csv,row_average
1.4966593980789185,1.4692238569259644,1.4681239128112793,1.508607268333435,1.4802730083465576,1.4871217012405396,1.5491069555282593,1.4615912437438965,1.4962762594223022,1.4908289909362793,1.4907812595367431
1.448201298713684,1.4367077350616455,1.4283075332641602,1.4510637521743774,1.446267008781433,1.4416314363479614,1.5054140090942385,1.431972861289978,1.4501001834869385,1.4566521644592283,1.4496317982673645
1.4126863479614258,1.4067339897155762,1.3920871019363403,1.434975028038025,1.424750804901123,1.424750566482544,1.497655153274536,1.4168490171432495,1.429955005645752,1.430457592010498,1.427090060710907
1.3921791315078735,1.3830485343933103,1.3748693466186523,1.4189783334732056,1.39379620552063,1.3903334140777588,1.457977533340454,1.3929588794708252,1.3944038152694702,1.397238850593567,1.3995784044265747
1.3617470264434814,1.3567577600479126,1.3518933057785034,1.3836880922317505,1.3587772846221924,1.3646060228347778,1.423423409461975,1.3600831031799316,1.3769538402557373,1.366761565208435,1.3704691410064698
1.3623672723770142,1.3370604515075684,1.3284724950790403,1.3530677556991575,1.3451677560806274,1.348053216934204,1.4037433862686155,1.3486270904541016,1.3583393096923828,1.3688901662826538,1.3553788900375365
1.320138692855835,1.313567876815796,1.311317801475525,1.3282029628753662,1.3099027872085571,1.322239637374878,1.3803688287734983,1.3231525421142578,1.3200441598892212,1.3203558921813965,1.324929118156433
1.2975473403930664,1.2828963994979858,1.292804718017578,1.300842046737671,1.2988135814666748,1.3091541528701782,1.3438843488693235,1.290693283081055,1.3012878894805908,1.2941638231277466,1.301208758354187
1.2675485610961914,1.269189953804016,1.2683165073394775,1.2795825004577637,1.2693183422088623,1.2698308229446411,1.3231210708618164,1.281293272972107,1.27782142162323,1.270317792892456,1.2776340246200562
1.2673075199127195,1.238506555557251,1.2296555042266846,1.2540868520736694,1.2445721626281738,1.2407954931259155,1.307222604751587,1.2470788955688477,1.259604811668396,1.2586886882781982,1.2547519087791443
1.22093403339386,1.2148786783218384,1.215728521347046,1.233122944831848,1.2226219177246094,1.220605731010437,1.2844750881195068,1.2190431356430054,1.2383190393447876,1.2428938150405884,1.2312622904777526
1.2070136070251465,1.2108927965164185,1.1930187940597534,1.2193232774734497,1.204524278640747,1.2064616680145264,1.2618558406829834,1.2135564088821411,1.2204327583312988,1.2077068090438845,1.2144786238670349
1.185699462890625,1.1911413669586182,1.1761226654052734,1.1935096979141235,1.1813327074050903,1.1951572895050049,1.2310118675231934,1.189037561416626,1.2061022520065308,1.1879167556762695,1.1937031626701355
1.1663938760757446,1.161271095275879,1.1552541255950928,1.1724069118499756,1.1667168140411377,1.164823293685913,1.2126866579055786,1.167711615562439,1.1792659759521484,1.175441861152649,1.1721972227096558
1.1509218215942385,1.1493545770645142,1.1403864622116089,1.1552987098693848,1.130298376083374,1.1416126489639282,1.193781495094299,1.1561342477798462,1.1737693548202517,1.1638535261154177,1.1555411219596863
1.1354135274887085,1.1344213485717771,1.1191338300704956,1.1303671598434448,1.1326349973678589,1.1290318965911863,1.179409384727478,1.123538851737976,1.1497946977615356,1.1392654180526731,1.1373011112213134
1.097825527191162,1.0985738039016724,1.1059144735336304,1.1211615800857544,1.112236738204956,1.100069522857666,1.1543654203414917,1.121493577957153,1.1296604871749878,1.1181176900863647,1.1159418821334839
1.0922436714172363,1.100800633430481,1.079159140586853,1.0944654941558838,1.0887011289596558,1.0899770259857178,1.1383335590362549,1.1029632091522217,1.1078449487686155,1.1223678588867188,1.1016856670379638
1.0660324096679688,1.069905161857605,1.082444190979004,1.0732020139694214,1.0741411447525024,1.0881235599517822,1.1262552738189695,1.0800395011901855,1.1057924032211304,1.0812046527862549,1.0847140312194825
1.0474951267242432,1.060754895210266,1.0531888008117676,1.079361915588379,1.054285168647766,1.0521444082260132,1.1062556505203247,1.063145399093628,1.0783635377883911,1.061258316040039,1.0656253218650817
1.0570650100708008,1.04763925075531,1.036516547203064,1.0361638069152832,1.0373040437698364,1.0395528078079224,1.0786609649658203,1.0409090518951416,1.0734347105026243,1.0567405223846436,1.0503986716270446
1.017311692237854,1.0318961143493652,1.0145272016525269,1.0292291641235352,1.0248242616653442,1.0259079933166504,1.062296748161316,1.0267422199249268,1.044484257698059,1.0362942218780518,1.031351387500763
3.9998583793640137,4.026981353759766,4.020312786102295,3.972701549530029,4.028759956359863,4.0195512771606445,1.0495126247406006,4.040949821472168,3.996382236480713,4.012601375579834,3.7167611360549926
3.447559118270874,3.4111759662628174,3.448019027709961,3.4139206409454346,3.4919652938842773,3.464174032211304,1.0300235748291016,3.46993088722229,3.442509889602661,3.429516553878784,3.2048794984817506
3.103395462036133,3.0618629455566406,3.068711042404175,3.045443534851074,3.135423183441162,3.0960347652435303,1.0119659900665283,3.133784294128418,3.0905230045318604,3.065479040145874,2.8812623262405395
2.805727005004883,2.77687406539917,2.7555389404296875,2.762131929397583,2.8482985496521,2.801046848297119,4.014073848724365,2.86497163772583,2.800071477890014,2.784887313842773,2.9213621616363525
2.561514377593994,2.558494329452514,2.520247459411621,2.545252799987793,2.6278624534606934,2.569658041000366,3.4903206825256348,2.647100687026977,2.5663208961486816,2.5632190704345703,2.664999079704285
2.381364583969116,2.3729348182678223,2.338123083114624,2.367467403411865,2.444041967391968,2.3838295936584477,3.120965003967285,2.455073356628418,2.382384777069092,2.383616209030152,2.4629800796508787
2.2372257709503174,2.218743801116944,2.186444997787476,2.226894855499268,2.2937469482421875,2.2399113178253174,2.811978816986084,2.3080763816833496,2.230997323989868,2.2391815185546875,2.29932017326355
2.11366868019104,2.106528282165528,2.076757431030273,2.1029698848724365,2.1810526847839355,2.122060060501098,2.576664447784424,2.183627128601074,2.11453628540039,2.1255457401275635,2.170341062545776
2.022986888885498,2.002702474594116,1.992638111114502,2.0253255367279053,2.059969425201416,2.0280208587646484,2.3905513286590576,2.074352264404297,2.0092689990997314,2.02863883972168,2.063445472717285
1.937331199645996,1.9259966611862185,1.9037926197052,1.9386910200119016,1.9720250368118288,1.943054676055908,2.2432448863983154,1.9894853830337524,1.928529143333435,1.9481738805770876,1.9730324506759644
1.868847131729126,1.8527235984802248,1.842418313026428,1.8721765279769895,1.9057605266571045,1.8666282892227173,2.119511365890503,1.9099149703979488,1.8578145503997805,1.885487914085388,1.8981283187866211
1.809825301170349,1.7877546548843384,1.7774865627288818,1.8108649253845213,1.8342547416687007,1.8063790798187256,2.026158332824707,1.847109079360962,1.7927777767181396,1.8304402828216555,1.8323050737380981
1.7515428066253662,1.741856813430786,1.7344597578048706,1.7501192092895508,1.7828294038772583,1.7567782402038574,1.9485676288604736,1.7909197807312012,1.7448716163635254,1.7686101198196411,1.7770555377006532
1.698909878730774,1.6940044164657593,1.6771456003189087,1.7057796716690063,1.732664942741394,1.706706166267395,1.868147373199463,1.7273461818695068,1.6869192123413086,1.7267091274261477,1.7224332571029664
1.6495596170425415,1.6516811847686768,1.6296244859695437,1.6580849885940552,1.6833295822143557,1.6599661111831665,1.8045135736465452,1.6881203651428225,1.649555802345276,1.6800771951675415,1.6754512906074523
1.6053670644760132,1.6155422925949097,1.6010833978652954,1.6182408332824707,1.641132116317749,1.620730757713318,1.7464122772216797,1.649412989616394,1.6078952550888062,1.6360512971878052,1.634186828136444
1.5798677206039429,1.56615149974823,1.5565364360809326,1.5764306783676147,1.6058025360107422,1.583072304725647,1.7014811038970947,1.6095470190048218,1.5742477178573608,1.595473051071167,1.5948610067367555
1.5393542051315308,1.536231517791748,1.5278691053390503,1.5429205894470217,1.5579664707183838,1.5523865222930908,1.6558072566986084,1.5767112970352173,1.530035138130188,1.5671597719192505,1.558644187450409
1.511252760887146,1.4995613098144531,1.4906518459320068,1.514949917793274,1.53539776802063,1.5206446647644043,1.6147631406784058,1.5519055128097534,1.5015250444412231,1.5283334255218506,1.5268985390663148
1.4794484376907349,1.4813148975372314,1.465450644493103,1.4806878566741943,1.5095317363739014,1.4854271411895752,1.5738813877105713,1.5118552446365356,1.4707212448120115,1.5008870363235474,1.4959205627441405
1.4513238668441772,1.4452065229415894,1.4422807693481443,1.4522666931152344,1.472625970840454,1.4583638906478882,1.5393328666687012,1.4843353033065796,1.4464117288589478,1.4772021770477295,1.4669349789619446
1.4283084869384766,1.4181830883026123,1.4092191457748413,1.4260225296020508,1.4352935552597046,1.4380165338516235,1.505221247673035,1.457485318183899,1.4073268175125122,1.4442265033721924,1.4369303226470946
1.4003862142562866,1.3931429386138916,1.3854434490203855,1.39508318901062,1.4219781160354614,1.4096678495407104,1.471235275268555,1.4255530834197998,1.3888328075408936,1.4185534715652466,1.410987639427185
1.3734362125396729,1.3682966232299805,1.3654025793075562,1.3701881170272827,1.393158793449402,1.383785605430603,1.4482802152633667,1.404472589492798,1.365373134613037,1.394639492034912,1.386703336238861
1.3495452404022217,1.3442397117614746,1.3419382572174072,1.352320432662964,1.3656344413757324,1.360675573348999,1.436089277267456,1.3789334297180176,1.3397902250289917,1.37110698223114,1.3640273571014405
1.3256748914718628,1.3197753429412842,1.318636775016785,1.3254796266555786,1.3500921726226809,1.3342376947402954,1.3974605798721311,1.357030987739563,1.3129863739013672,1.3409664630889893,1.3382340908050536
1.3083564043045044,1.3010963201522827,1.2993650436401367,1.306480884552002,1.3160488605499268,1.318395495414734,1.373217225074768,1.3358303308486938,1.2950439453125,1.317816138267517,1.3171650648117066
1.2944999933242798,1.2845673561096191,1.2733416557312012,1.2745033502578735,1.2989619970321655,1.2970716953277588,1.3478777408599854,1.3150670528411863,1.2756620645523071,1.3018444776535034,1.296339738368988
1.2591620683670044,1.2585207223892212,1.2538822889328003,1.2628920078277588,1.2848609685897827,1.2699655294418335,1.3239068984985352,1.2927067279815674,1.25785231590271,1.27920401096344,1.2742953538894652
1.242713212966919,1.2445762157440186,1.2406507730484009,1.2461484670639038,1.2591233253479004,1.2539424896240234,1.30430269241333,1.2750165462493896,1.2263411283493042,1.2601397037506104,1.25529545545578
1.223650336265564,1.2175672054290771,1.2203456163406372,1.2138915061950684,1.234763503074646,1.228382587432861,1.283955454826355,1.250422477722168,1.218147873878479,1.2416186332702637,1.233274519443512
1.1999194622039795,1.198194146156311,1.2012180089950562,1.19913911819458,1.2123513221740725,1.2109510898590088,1.2591294050216677,1.2382140159606934,1.192800760269165,1.2201157808303833,1.2132033109664917
1.1903175115585327,1.1779710054397583,1.1819932460784912,1.1875324249267578,1.1975988149642944,1.1908496618270874,1.2461981773376465,1.2123597860336304,1.1741015911102295,1.2060790061950684,1.1965001225471497
1.1608692407608032,1.161937952041626,1.1562223434448242,1.1607035398483276,1.1834884881973269,1.172878384590149,1.2259827852249146,1.1935750246047974,1.1520845890045166,1.179974913597107,1.1747717261314392
1.1475931406021118,1.134092926979065,1.140727400779724,1.144507646560669,1.1474255323410034,1.1566216945648191,1.1998261213302612,1.1765174865722656,1.1391408443450928,1.1632109880447388,1.154966378211975
1.1204525232315063,1.117569923400879,1.130781173706055,1.1299421787261963,1.135738730430603,1.129806399345398,1.1759263277053833,1.157909631729126,1.1244810819625854,1.1381597518920898,1.136076772212982
1.1016993522644043,1.1004546880722046,1.0979541540145874,1.104970097541809,1.1055121421813965,1.1188535690307615,1.174771785736084,1.137601017951965,1.0981285572052002,1.1304935216903689,1.1170438885688783
1.0844897031784058,1.0897340774536133,1.0897293090820312,1.0895671844482422,1.0969737768173218,1.1026138067245483,1.1422244310379028,1.1240999698638916,1.081444263458252,1.1044130325317385,1.1005289554595947
1.0656416416168213,1.062619924545288,1.0718364715576172,1.0750784873962402,1.0700509548187256,1.0711004734039309,1.1205861568450928,1.1022319793701172,1.0620648860931396,1.088660478591919,1.078987145423889
1.039516806602478,1.0542839765548706,1.0508055686950684,1.0539298057556152,1.062759280204773,1.0618746280670166,1.1127628087997437,1.0810763835906982,1.034362554550171,1.068191409111023,1.0619563221931458
1.0306015014648438,1.0300242900848389,1.0320738554000854,1.0346742868423462,1.0396145582199097,1.04115092754364,1.088392972946167,1.062960505485535,1.0247753858566284,1.0540003776550293,1.0438268661499024
1.0085495710372925,1.0132908821105957,1.0070306062698364,1.015583038330078,1.0213017463684082,1.0215134620666504,1.0681333541870115,1.045345425605774,1.0124977827072144,1.0293234586715698,1.0242569327354432
0.9901714324951172,0.9933460354804992,0.9942601323127748,0.9939470887184144,0.997147023677826,1.00179922580719,1.0512088537216189,1.0234352350234983,0.9909119606018066,1.0095466375350952,1.004577362537384
0.9723122715950012,0.9735186696052552,0.978510558605194,0.9762037396430968,0.9805380702018738,0.9873985052108764,1.032381892204285,1.0047061443328855,0.9649329781532288,0.9885438680648804,0.9859046697616577
0.9549527168273926,0.9461996555328368,0.9563528299331664,0.960809290409088,0.9633583426475524,0.967402458190918,1.0129971504211426,0.9837948679924012,0.9532312154769896,0.9696511626243592,0.9668749690055847
0.9332497119903564,0.9339448809623718,0.9404533505439758,0.9364018440246582,0.936012089252472,0.9474096298217772,1.0062893629074097,0.9654242396354676,0.92385733127594,0.9500942230224608,0.947313666343689
0.911295771598816,0.9133751392364502,0.9225046038627625,0.926736295223236,0.9251297116279602,0.9306276440620422,0.9779935479164124,0.9509981274604796,0.9209591150283812,0.937894642353058,0.9317514598369598
0.8903356194496155,0.8973419070243835,0.904288411140442,0.9054150581359864,0.8980149030685425,0.9141873717308044,0.9601161479949952,0.9347749948501588,0.8928090333938599,0.9169471859931946,0.9114230632781982
0.8787767887115479,0.8802539706230164,0.8983801603317261,0.8766483068466187,0.8819084763526917,0.89472496509552,0.9361770749092102,0.9058385491371156,0.8819230198860168,0.8953746557235718,0.8930005967617035
0.8461406826972961,0.8663079738616943,0.8728566765785217,0.8616148233413696,0.8622341752052307,0.8708885312080383,0.9193726181983948,0.8965950608253479,0.856102466583252,0.887348473072052,0.8739461481571198
0.8431799411773682,0.8362391591072083,0.8558214902877808,0.8442003130912781,0.8457496166229248,0.8645522594451904,0.8967838287353516,0.8674352169036865,0.838080883026123,0.8567242622375488,0.854876697063446
0.8164831399917603,0.8195000886917114,0.8150101900100708,0.8308287262916565,0.8360073566436768,0.8327305912971497,0.8858595490455627,0.8539888858795166,0.8189834356307983,0.8363309502601624,0.8345722913742065
0.792444109916687,0.7999638915061951,0.8096413612365723,0.8076888918876648,0.8079505562782288,0.8133454918861389,0.8649706244468689,0.8318011164665222,0.7957650423049927,0.8156721591949463,0.8139243245124816
0.7701101899147034,0.7841883301734924,0.7891591191291809,0.7867335677146912,0.7866027355194092,0.7941707968711853,0.8519219160079956,0.8198039531707764,0.7832047939300537,0.8049450516700745,0.7970840454101562
0.7636433243751526,0.7677976489067078,0.7701184153556824,0.7610441446304321,0.7644001841545105,0.7716153860092163,0.8250961899757385,0.8024810552597046,0.7563353180885315,0.7865985035896301,0.7769130170345306
0.7310518026351929,0.7483804225921631,0.7514212727546692,0.7551866769790649,0.7400003671646118,0.7535828948020935,0.8045209050178528,0.7741461396217346,0.7445586323738098,0.7644034624099731,0.7567252576351166
0.725696325302124,0.7308263182640076,0.7232962250709534,0.7212716341018677,0.7273975610733032,0.7399938702583313,0.7872838973999023,0.7556502223014832,0.725042998790741,0.7408076524734497,0.7377266705036163
0.6938047409057617,0.7073008418083191,0.7114908695220947,0.707646369934082,0.704128623008728,0.7205206155776978,0.7727444767951965,0.7357892990112305,0.7086013555526733,0.716188371181488,0.7178215563297272
0.676983118057251,0.6863014698028564,0.6920663118362427,0.6882492303848267,0.682371199131012,0.6938397884368896,0.7561366558074951,0.7077174782752991,0.6832748055458069,0.7111233472824097,0.6978063404560089
0.6492614150047302,0.6715695261955261,0.6652565598487854,0.6617743372917175,0.6571487784385681,0.6788712739944458,0.7229798436164856,0.6841743588447571,0.6633487939834595,0.682931125164032,0.6737316012382507
0.6306816935539246,0.6411117911338806,0.6503700017929077,0.6404431462287903,0.6415592432022095,0.6444835066795349,0.7012400031089783,0.6703289747238159,0.6410447955131531,0.6625664830207825,0.6523829638957978
0.61307692527771,0.6182354688644409,0.6195343136787415,0.6276054978370667,0.61616450548172,0.6358293294906616,0.6811416149139404,0.6459841132164001,0.6129546761512756,0.6344943642616272,0.6305020809173584
0.5891446471214294,0.5965255498886108,0.606208324432373,0.5953964591026306,0.6013697385787964,0.617178201675415,0.6603999733924866,0.6264231204986572,0.6001505255699158,0.621368944644928,0.6114165484905243
0.5580403208732605,0.5763905644416809,0.5812991261482239,0.5776017308235168,0.5819923877716064,0.5888781547546387,0.6555158495903015,0.605729341506958,0.5724033117294312,0.5879250168800354,0.5885775804519653
0.5500804781913757,0.5600754022598267,0.5622860789299011,0.5595253109931946,0.560640275478363,0.5686891078948975,0.6265692114830017,0.5863835215568542,0.5582467913627625,0.5796814560890198,0.5712177634239197
0.5308524370193481,0.5334911346435547,0.5477319955825806,0.5408868789672852,0.5370334982872009,0.5531176924705505,0.5948129296302795,0.5628401637077332,0.532803475856781,0.5521308183670044,0.5485701024532318
0.5041522979736328,0.5171857476234436,0.5110488533973694,0.5206080079078674,0.514076828956604,0.5219499468803406,0.5769131779670715,0.5434034466743469,0.5076468586921692,0.5254637598991394,0.5242448925971985
0.4841006100177765,0.4931851327419281,0.4929050505161285,0.4923301935195923,0.4870451390743255,0.4972885251045227,0.5555835962295532,0.5132213234901428,0.4913681149482727,0.5086923241615295,0.5015720009803772
0.4553346335887909,0.471245527267456,0.4726666808128357,0.4677046537399292,0.4698967039585113,0.4825847148895263,0.534785807132721,0.492756187915802,0.4613783359527588,0.4858205020427704,0.47941737473011015
0.4462597668170929,0.4450340270996094,0.4474560618400574,0.44916632771492,0.4451257884502411,0.4630667865276336,0.5133102536201477,0.4692041575908661,0.4411831498146057,0.465702474117279,0.4585508793592453
0.4132973253726959,0.4246881604194641,0.4245429039001465,0.4228317439556122,0.427885890007019,0.4347271621227264,0.488293319940567,0.4445488154888153,0.4267535209655761,0.437574028968811,0.43451428711414336
