/home/miura/lab/KD-hdas/results/stat/0-50/g-0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.01_0-50_tb.csv,row_average
3.892086744308472,3.899407148361206,3.864197254180908,3.91466236114502,3.883900165557861,3.8908507347106935
3.5859193801879883,3.636030673980713,3.577483892440796,3.5782010555267334,3.530306100845337,3.5815882205963137
3.337388277053833,3.371633052825928,3.3858933448791504,3.3675928115844727,3.375394821166992,3.367580461502075
3.2502658367156982,3.204926013946533,3.2324934005737305,3.310612916946411,3.1368119716644287,3.2270220279693604
3.0121850967407227,2.9325718879699707,3.0287857055664062,3.0448756217956543,3.113798141479492,3.026443290710449
2.852673292160034,2.851837396621704,2.8641629219055176,2.9669032096862797,2.8165183067321777,2.8704190254211426
2.696140766143799,2.751194715499878,2.715980291366577,2.769667387008667,2.719223499298096,2.7304413318634033
2.593940019607544,2.6336557865142822,2.619716167449951,2.6526083946228027,2.596839427947998,2.6193519592285157
2.5119054317474365,2.4970293045043945,2.571390390396118,2.58181381225586,2.4804255962371826,2.5285129070281984
2.4873270988464355,2.4248275756835938,2.464712858200073,2.453160047531128,2.4717061519622803,2.460346746444702
2.412859916687012,2.382396936416626,2.420066595077514,2.4414141178131104,2.35164213180542,2.4016759395599365
2.350080728530884,2.295387983322144,2.3437771797180176,2.489795446395874,2.3198177814483643,2.3597718238830567
2.4197423458099365,2.2531259059906006,2.3895139694213867,2.3260183334350586,2.2783703804016118,2.333354187011719
2.2162978649139404,2.2824349403381348,2.1623713970184326,2.27540135383606,2.21045446395874,2.2293920040130617
2.20661997795105,2.16289496421814,2.1972877979278564,2.233203411102295,2.230152368545532,2.2060317039489745
2.1378087997436523,2.100863218307495,2.121067523956299,2.1792263984680176,2.1185288429260254,2.1314989566802978
2.108205795288086,2.083829641342163,2.0518150329589844,2.112360000610352,2.0542643070220947,2.0820949554443358
2.058247804641724,2.061142683029175,2.043285369873047,2.125084161758423,2.0403177738189697,2.0656155586242675
2.063361644744873,2.0363924503326416,2.0870862007141118,2.0329761505126958,2.0090737342834477,2.0457780361175537
2.061599969863892,2.018188953399658,2.057948589324951,2.0296785831451416,1.9522264003753664,2.023928499221802
2.008384227752685,2.041971445083618,1.9788131713867188,2.120157480239868,2.0143377780914307,2.0327328205108643
2.044394016265869,1.93579363822937,2.005359649658203,2.0558841228485107,2.051146507263184,2.0185155868530273
1.949631690979004,1.96016263961792,1.9195843935012815,1.997663736343384,2.0594983100891118,1.9773081541061401
1.902510166168213,2.010218381881714,1.990752339363098,2.054395198822021,1.9630861282348635,1.984192442893982
1.9200929403305051,1.910810947418213,2.0387051105499268,1.9829232692718504,1.9297739267349243,1.956461238861084
2.036630392074585,1.925650715827942,1.916601300239563,1.9699662923812864,1.9946054220199585,1.968690824508667
1.9112274646759035,1.901500344276428,1.899287462234497,1.8965535163879397,1.964404821395874,1.9145947217941284
1.8877465724945068,1.935539960861206,1.8578031063079836,1.9472285509109497,1.875361919403076,1.9007360219955445
1.8856048583984373,1.8446276187896729,1.916959404945373,1.9166619777679443,1.850845217704773,1.8829398155212402
1.8588850498199463,1.886150598526001,1.8905961513519287,1.8660200834274288,1.882156491279602,1.8767616748809814
1.8443524837493896,1.8369026184082031,1.8718860149383545,1.9400429725646973,1.9263498783111568,1.8839067935943603
1.8421062231063845,1.830060362815857,1.8460780382156368,1.8709871768951416,1.809203147888184,1.8396869897842407
1.8838969469070437,1.9069846868515012,1.849048495292664,1.902402400970459,1.8170939683914185,1.8718852996826172
1.8432954549789429,1.817290186882019,1.8524147272109983,1.854543924331665,1.8456616401672363,1.8426411867141723
1.8247292041778564,1.797912836074829,1.8605087995529173,1.80557382106781,1.8344088792800903,1.8246267080307006
1.834681749343872,1.7940359115600586,1.852391004562378,1.8254631757736208,1.8175311088562007,1.824820590019226
1.775217056274414,1.8174372911453247,1.8642841577529907,1.8913086652755735,1.8903429508209229,1.8477180242538451
1.8392847776412964,1.767670750617981,1.7886067628860474,1.8210742473602293,1.8117917776107788,1.8056856632232665
1.815163254737854,1.7778220176696775,1.8050342798233032,1.82629919052124,1.8616867065429688,1.8172010898590087
1.8225548267364504,1.8754827976226809,1.8190268278121948,1.8219921588897705,1.7732508182525637,1.822461485862732
1.7674510478973389,1.805484175682068,1.7772024869918823,1.799024224281311,1.7665140628814695,1.7831351995468139
1.7568752765655518,1.8354142904281616,1.832963228225708,1.8100237846374512,1.886834979057312,1.8244223117828369
1.7973618507385254,1.7993425130844116,1.7878625392913818,1.8188556432724,1.75452983379364,1.7915904760360717
1.7771965265274048,1.7250158786773682,1.8145196437835691,1.806293487548828,1.7563669681549072,1.7758785009384155
1.761244535446167,1.7538015842437744,1.7849665880203247,1.778988480567932,1.7865909337997437,1.7731184244155884
1.7866628170013428,1.7207027673721311,1.8007481098175049,1.80110764503479,1.724162459373474,1.7666767597198487
1.7817074060440063,1.7727327346801758,1.770482301712036,1.8396339416503904,1.7770040035247805,1.7883120775222778
1.7968040704727173,1.75624418258667,1.79939866065979,1.78740656375885,1.7609856128692627,1.780167818069458
1.7630020380020142,1.7584186792373655,1.7788357734680176,1.7905004024505615,1.759437918663025,1.7700389623641968
1.7399080991744995,1.7452491521835327,1.7499887943267822,1.7619937658309937,1.757912516593933,1.7510104656219483
2.2645413875579834,2.2884676456451416,3.377651691436768,2.3811752796173096,2.2866475582122803,2.5196967124938965
2.215207815170288,1.9464962482452397,2.8228702545166016,2.3544936180114746,2.10476303100586,2.2887661933898924
1.995577812194824,1.9945828914642332,2.5953526496887207,2.1683480739593506,2.0564632415771484,2.1620649337768554
1.9677791595458984,1.8943828344345093,2.5799648761749268,2.008629560470581,1.9671173095703125,2.0835747480392457
1.9593465328216555,2.030935764312744,2.394983291625977,1.906563639640808,2.000769853591919,2.0585198163986207
2.0318782329559326,1.8602584600448608,2.5264523029327397,1.880454659461975,1.8418548107147217,2.0281796932220457
1.7888312339782717,1.870437860488892,2.73559832572937,1.879950761795044,2.040889263153076,2.0631414890289306
1.8244584798812864,1.8459312915802,2.4018187522888184,1.9667562246322632,1.8816113471984863,1.984115219116211
1.8005801439285278,1.7677243947982788,2.764385223388672,1.896828055381775,1.7870354652404783,2.0033106565475465
1.795354247093201,1.7728835344314575,2.2037909030914307,1.786780595779419,1.740102767944336,1.8597824096679687
1.9559746980667116,1.7558963298797607,2.401923656463623,1.822466492652893,1.853934645652771,1.9580391645431519
1.6900087594985962,1.706270694732666,2.217886686325073,1.8390421867370603,1.651808261871338,1.8210033178329468
1.748016357421875,1.789198398590088,2.0462093353271484,1.7407257556915283,1.7440807819366455,1.813646125793457
1.9530787467956543,1.7494828701019287,2.248845100402832,1.7643415927886963,1.7302106618881226,1.8891917943954468
1.816614031791687,1.7900309562683103,2.204566240310669,1.829249382019043,1.686532974243164,1.8653987169265747
1.755447506904602,1.7082327604293823,2.02844786643982,1.7259514331817627,1.5969607830047607,1.7630080699920654
1.753154158592224,1.739447832107544,2.4309749603271484,1.8224071264266968,1.688171625137329,1.8868311405181886
1.688978910446167,1.643708109855652,1.9157938957214355,1.7749791145324707,1.682664155960083,1.7412248373031616
1.7153383493423462,1.7130120992660522,1.976520657539368,1.6885825395584106,1.6590495109558103,1.7505006313323974
1.7693026065826416,1.6483349800109863,2.0758540630340576,1.7237839698791504,1.6038661003112793,1.764228343963623
1.701937198638916,1.6693552732467651,2.130654573440552,1.7380456924438477,1.759587287902832,1.7999160051345826
1.6792904138565063,1.6683402061462402,1.9673659801483157,1.770866870880127,1.6749212741851809,1.752156949043274
1.6748021841049194,1.5612637996673584,2.3145923614501958,1.9281234741210935,1.6202787160873413,1.8198121070861817
1.6121047735214231,1.569140076637268,2.0455806255340576,1.6516063213348389,1.6180028915405271,1.699286937713623
1.6537474393844604,1.6088240146636963,1.8786591291427608,1.809251308441162,1.698211908340454,1.7297387599945069
1.6377971172332764,1.557737112045288,1.9209911823272705,1.819141387939453,1.5721595287322998,1.7015652656555176
1.5842854976654053,1.667569637298584,2.1182754039764404,1.9089714288711548,1.6159085035324097,1.7790020942687987
1.5773533582687378,1.6121339797973633,1.8967653512954712,1.6821597814559937,1.6868140697479248,1.691045308113098
1.643695592880249,1.8605979681015012,1.8147921562194824,1.7150471210479736,1.5802711248397827,1.7228807926177978
1.609699845314026,1.6936427354812622,2.087205171585083,1.6330100297927856,1.6462420225143433,1.7339599609375
1.672105073928833,1.568508863449097,2.016207456588745,1.63231360912323,1.6246737241744995,1.702761745452881
1.6433916091918943,1.5711086988449097,2.1108944416046143,1.6451479196548462,1.5599586963653564,1.7061002731323243
1.7013959884643557,1.5999590158462524,2.0708563327789307,1.6228306293487549,1.5639688968658447,1.7118021726608277
1.5442780256271362,1.5279923677444458,1.7905181646347046,1.6146965026855469,1.703182339668274,1.6361334800720215
1.5990034341812134,1.55328369140625,1.8235788345336916,1.5793418884277344,1.5405889749526978,1.6191593647003173
1.6150754690170288,1.6327059268951416,1.974264144897461,1.6873581409454346,1.5539458990097046,1.6926699161529541
1.556740403175354,1.585970759391785,2.0806469917297363,1.6447550058364868,1.6486989259719849,1.7033624172210693
1.5494742393493652,1.5881478786468506,1.9230074882507324,1.5793423652648926,1.656994342803955,1.6593932628631591
1.5516788959503174,1.5456628799438477,1.7522512674331665,1.5874813795089722,1.5533568859100342,1.5980862617492675
1.5699244737625122,1.5089473724365234,1.8556582927703855,1.5057636499404907,1.5139563083648682,1.590850019454956
1.6097939014434814,1.5291353464126587,1.7081459760665894,1.5670503377914429,1.555616855621338,1.593948483467102
1.5281932353973389,1.570166826248169,1.784419298171997,1.5696343183517456,1.5744233131408691,1.605367398262024
1.510132074356079,1.5160421133041382,2.054935932159424,1.5810065269470217,1.5112584829330444,1.6346750259399414
1.5368437767028809,1.5068955421447754,1.748579740524292,1.4869375228881836,1.496060490608215,1.5550634145736695
1.6264698505401611,1.5588581562042236,1.6663055419921875,1.6421723365783691,1.4558484554290771,1.5899308681488038
1.526552438735962,1.528369665145874,1.7311228513717651,1.494523286819458,1.447518229484558,1.5456172943115234
1.530486822128296,1.5247153043746948,1.6638158559799194,1.6289048194885254,1.4872409105300903,1.5670327425003052
1.5287256240844729,1.599899172782898,1.7235307693481443,1.4626277685165403,1.4804143905639648,1.559039545059204
1.4758418798446655,1.540006399154663,1.6880275011062622,1.5645703077316284,1.5262264013290403,1.558934497833252
1.5303118228912354,1.5250383615493774,1.7802138328552246,1.4876352548599243,1.479064702987671,1.5604527950286866
1.4402217864990234,1.479133367538452,1.5912879705429075,1.5172119140625,1.499910831451416,1.50555317401886
1.5170470476150513,1.5170385837554932,1.723846435546875,1.5030120611190796,1.4921820163726809,1.5506252288818358
1.5362054109573364,1.4515953063964844,1.7190220355987549,1.6126668453216553,1.456233263015747,1.5551445722579955
1.445755958557129,1.446203351020813,1.587814450263977,1.4532450437545776,1.5072088241577148,1.4880455255508422
1.5571820735931396,1.479834794998169,1.8245118856430051,1.49622642993927,1.4983198642730713,1.5712150096893311
1.4264358282089231,1.4462004899978638,1.5939710140228271,1.4934275150299072,1.4262124300003052,1.4772494554519653
1.46115243434906,1.4549800157546997,1.7295972108840942,1.4775307178497314,1.4269386529922483,1.5100398063659668
1.4174981117248535,1.468157410621643,1.592791199684143,1.5108286142349243,1.4074578285217283,1.4793466329574585
1.4589471817016602,1.5089191198349,1.5018479824066162,1.4480130672454834,1.4881941080093384,1.4811842918395997
1.4499328136444092,1.48412823677063,1.5914785861968994,1.5131564140319824,1.4306398630142212,1.4938671827316283
1.4664660692214966,1.4692291021347046,1.6089130640029907,1.4147100448608398,1.3804113864898682,1.46794593334198
