/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-relaxEval-LRreset_tb.csv,row_average
1.8095239400863647,1.7642927169799805,1.7797737121582031,1.772099852561951,1.7891815900802612,1.788551688194275,1.7875094413757324,1.7894306182861328,1.750420093536377,1.7384873628616333,1.776927101612091
1.776033878326416,1.7186775207519531,1.742553472518921,1.724782943725586,1.735627293586731,1.7320715188980105,1.746455192565918,1.7502803802490234,1.7138234376907349,1.6985132694244385,1.7338818907737732
1.729135513305664,1.680369853973389,1.688864827156067,1.687440276145935,1.6987789869308472,1.7028567790985107,1.7115156650543213,1.702456831932068,1.6549973487854004,1.6570212841033936,1.6913437366485595
1.6946135759353638,1.6357895135879517,1.6519438028335571,1.6400574445724487,1.6562118530273438,1.6577048301696775,1.6625144481658936,1.669590950012207,1.614201307296753,1.6228914260864258,1.6505519151687622
1.6363449096679688,1.59801185131073,1.6037030220031738,1.6191787719726562,1.6042345762252808,1.6269346475601196,1.6327351331710815,1.6213462352752686,1.5805823802947998,1.5792624950408936,1.6102334022521974
1.6026207208633425,1.5686463117599487,1.5788358449935913,1.5774470567703247,1.587125539779663,1.5811628103256226,1.597049593925476,1.5914496183395386,1.5406484603881836,1.5491069555282593,1.577409291267395
1.5679069757461548,1.536242961883545,1.5420762300491333,1.5348831415176392,1.5442957878112793,1.5453449487686155,1.5500540733337402,1.5558383464813232,1.505170822143555,1.5054140090942385,1.5387227296829225
1.546598196029663,1.5101743936538696,1.5122559070587158,1.5087027549743652,1.5087395906448364,1.5154197216033936,1.51957106590271,1.5133270025253296,1.4808874130249023,1.497655153274536,1.5113331198692321
1.5125452280044556,1.4763805866241455,1.4879013299942017,1.4894367456436155,1.490082859992981,1.482293725013733,1.4835175275802612,1.5012894868850708,1.4484697580337524,1.457977533340454,1.4829894781112671
1.4681334495544434,1.4561034440994265,1.44144868850708,1.4523335695266724,1.4509451389312744,1.4653420448303225,1.451761245727539,1.4652456045150757,1.409704089164734,1.423423409461975,1.4484440684318542
1.4410377740859983,1.433610200881958,1.4165030717849731,1.4290544986724854,1.4141722917556765,1.4184470176696775,1.4193227291107178,1.4262710809707642,1.3830708265304563,1.4037433862686155,1.4185232877731324
1.410664677619934,1.4043254852294922,1.3867474794387815,1.3909847736358645,1.3796378374099731,1.4004697799682615,1.4026731252670288,1.398949146270752,1.3660788536071775,1.3803688287734983,1.3920899987220765
1.3920179605484009,1.3678970336914062,1.3633787631988523,1.354204535484314,1.3693145513534546,1.372751235961914,1.3799362182617188,1.3702523708343506,1.3218953609466553,1.3438843488693235,1.363553237915039
1.37318754196167,1.3572587966918943,1.3259681463241575,1.3463492393493652,1.3513072729110718,1.3516942262649536,1.349673867225647,1.3605282306671145,1.3110923767089844,1.3231210708618164,1.3450180768966675
1.3403171300888062,1.3308632373809814,1.318434476852417,1.3301000595092771,1.3117680549621582,1.3136444091796875,1.3232969045639038,1.336945652961731,1.2873560190200806,1.307222604751587,1.319994854927063
1.3330025672912598,1.304134964942932,1.28878915309906,1.2905696630477903,1.2851979732513428,1.2981833219528198,1.2894790172576904,1.311573147773743,1.2549210786819458,1.2844750881195068,1.294032597541809
1.291588306427002,1.2828906774520874,1.260292410850525,1.2716203927993774,1.2797971963882446,1.2791881561279297,1.2786200046539309,1.2871917486190796,1.2407883405685425,1.2618558406829834,1.2733833074569703
1.2659984827041626,1.258897066116333,1.2299880981445312,1.2559325695037842,1.2454442977905271,1.2468479871749878,1.249009370803833,1.2769317626953125,1.2119749784469604,1.2310118675231934,1.2472036480903625
1.2434698343276978,1.242607355117798,1.20808207988739,1.233997106552124,1.222907543182373,1.2328239679336548,1.234593391418457,1.235082507133484,1.1960272789001465,1.2126866579055786,1.2262277722358703
1.2192422151565552,1.2196599245071411,1.2045053243637085,1.2230066061019895,1.221869945526123,1.2071682214736938,1.199684500694275,1.2271922826766968,1.164967656135559,1.193781495094299,1.2081078171730042
1.205977439880371,1.196130871772766,1.182391881942749,1.1838321685791016,1.1933012008666992,1.2030205726623535,1.1917201280593872,1.1898401975631714,1.1591264009475708,1.179409384727478,1.1884750247001648
1.1841847896575928,1.171655535697937,1.1565576791763306,1.179311990737915,1.183479905128479,1.1717342138290403,1.1700633764266968,1.1966350078582764,1.1275957822799685,1.1543654203414917,1.1695583701133727
1.1844289302825928,1.1530081033706665,1.130021572113037,1.1403988599777222,1.1528232097625732,1.1631139516830444,1.144930720329285,1.1640247106552124,1.1132742166519165,1.1383335590362549,1.1484357833862304
1.1395970582962036,1.1334421634674072,1.1031850576400757,1.1299138069152832,1.1393280029296875,1.1413605213165283,1.1276769638061523,1.1502676010131836,1.1010133028030396,1.1262552738189695,1.129203975200653
1.1308332681655884,1.133514165878296,1.1019577980041504,1.106532096862793,1.110151767730713,1.131481647491455,1.111783742904663,1.1330442428588867,1.070788025856018,1.1062556505203247,1.1136342406272888
1.0986262559890747,1.0970102548599243,1.0806609392166138,1.107662320137024,1.091058611869812,1.097023606300354,1.087843418121338,1.1065127849578855,1.0513315200805664,1.0786609649658203,1.0896390676498413
1.0991709232330322,1.0710710287094116,1.065215229988098,1.0760239362716677,1.0771392583847046,1.0881667137145996,1.0756235122680664,1.090092420578003,1.0500584840774536,1.062296748161316,1.0754858255386353
1.0806187391281128,1.0664466619491575,1.0376442670822144,1.0514471530914309,1.0599703788757324,1.0584365129470823,1.065229415893555,1.062233328819275,1.0376766920089722,1.0495126247406006,1.0569215774536134
1.0533875226974487,1.0603896379470823,1.025709867477417,1.0414891242980957,1.0388882160186768,1.052490472793579,1.0404731035232544,1.0602771043777466,1.006092548370361,1.0300235748291016,1.0409221172332763
1.0327410697937012,1.037582278251648,1.0149552822113037,1.0443120002746582,1.0371010303497314,1.039851188659668,1.0205078125,1.0437405109405518,1.0028636455535889,1.0119659900665283,1.028562080860138
1.5724472999572754,1.5619767904281616,1.5536227226257324,1.5649909973144531,1.571098566055298,1.570039987564087,1.5834167003631592,1.5828001499176023,1.5394788980484009,1.5756012201309204,1.567547333240509
1.4647051095962524,1.461706280708313,1.453440546989441,1.4681637287139893,1.4625500440597534,1.4698952436447144,1.473923683166504,1.4779068231582642,1.4390019178390503,1.459163784980774,1.4630457162857056
1.4304238557815552,1.4189558029174805,1.420654296875,1.427377223968506,1.4236689805984497,1.4346297979354858,1.4336601495742798,1.4396686553955078,1.4086339473724363,1.4400371313095093,1.427770984172821
1.411156177520752,1.4068275690078735,1.390629768371582,1.4133095741271973,1.3992633819580078,1.403115153312683,1.41164231300354,1.417184352874756,1.3787665367126465,1.407612919807434,1.4039507746696471
1.3823459148406982,1.379833102226257,1.365212321281433,1.381366491317749,1.3792059421539309,1.387482762336731,1.3840194940567017,1.3973660469055176,1.356997013092041,1.3798919916152954,1.3793721079826355
1.3627513647079468,1.3622286319732666,1.3465986251831057,1.3649412393569946,1.3591258525848389,1.36539626121521,1.361390471458435,1.3789315223693848,1.3456225395202637,1.3660805225372314,1.3613067030906678
1.341632843017578,1.3382158279418943,1.32636296749115,1.3470016717910769,1.345578908920288,1.3471782207489014,1.355388641357422,1.3604756593704224,1.329548716545105,1.3420873880386353,1.3433470845222473
1.324982523918152,1.3186430931091309,1.3103277683258057,1.3298259973526,1.3308948278427124,1.3152406215667725,1.3351625204086304,1.343001365661621,1.30780827999115,1.3370685577392578,1.3252955555915833
1.3095698356628418,1.311950922012329,1.2997205257415771,1.3046166896820068,1.3122714757919312,1.3164643049240112,1.3229109048843384,1.325812816619873,1.2973763942718506,1.313612937927246,1.3114306807518006
1.2872462272644043,1.296449065208435,1.2692056894302368,1.3020330667495728,1.2976332902908323,1.2954959869384766,1.3042504787445068,1.3091673851013184,1.2754124402999878,1.2953181266784668,1.2932211756706238
1.274186611175537,1.2783336639404297,1.268812894821167,1.281444787979126,1.2796260118484497,1.268943190574646,1.2905124425888062,1.2883925437927246,1.2540359497070312,1.28823721408844,1.2772525310516358
1.2688612937927246,1.2567741870880127,1.2471809387207031,1.2666563987731934,1.265572190284729,1.261920690536499,1.267112135887146,1.280340552330017,1.2454980611801147,1.25737726688385,1.261729371547699
1.248563528060913,1.2510664463043213,1.2358264923095703,1.246522307395935,1.2551937103271484,1.244739651679993,1.2641891241073608,1.2589436769485474,1.2352534532546997,1.250016450881958,1.2490314841270447
1.2293308973312378,1.2326252460479736,1.224977970123291,1.237130641937256,1.231988549232483,1.2177761793136597,1.2383580207824707,1.2458504438400269,1.2173956632614136,1.231508493423462,1.2306942105293275
1.2158805131912231,1.2213265895843506,1.202261209487915,1.225246548652649,1.2116787433624268,1.2073756456375122,1.2235969305038452,1.2358527183532717,1.1986311674118042,1.2167589664459229,1.215860903263092
1.2000387907028198,1.21780264377594,1.1879829168319702,1.2018239498138428,1.2104648351669312,1.1993314027786257,1.2174803018569946,1.2188705205917358,1.1819134950637815,1.202905535697937,1.2038614392280578
1.1879216432571411,1.194236397743225,1.1780632734298706,1.19414484500885,1.1963523626327517,1.1884055137634275,1.1990725994110107,1.201978325843811,1.1697126626968384,1.199494481086731,1.1909382104873658
1.1697787046432495,1.1783138513565063,1.1573998928070068,1.1781752109527588,1.1819156408309937,1.169270157814026,1.1798468828201294,1.191380739212036,1.1606826782226562,1.1794254779815674,1.174618923664093
1.1615993976593018,1.1731672286987305,1.147979974746704,1.155970811843872,1.1649553775787354,1.1496527194976809,1.1798511743545532,1.1765440702438354,1.1500229835510254,1.1626898050308228,1.1622433543205262
1.1487332582473757,1.153834581375122,1.1299620866775513,1.1515629291534424,1.1543091535568235,1.1417285203933716,1.163940191268921,1.161394119262695,1.1264665126800537,1.154405951499939,1.1486337304115295
1.1341875791549685,1.147262692451477,1.1132553815841677,1.1361359357833862,1.1382602453231812,1.13222074508667,1.1474854946136477,1.145533561706543,1.1107664108276367,1.1349576711654663,1.1340065717697143
1.128809928894043,1.121779203414917,1.1166961193084717,1.1151257753372192,1.1189953088760376,1.1113905906677246,1.14153254032135,1.1356788873672483,1.0933046340942385,1.11809241771698,1.120140540599823
1.1134244203567505,1.108679175376892,1.0822510719299316,1.1035181283950806,1.1155139207839966,1.0952447652816772,1.1252762079238892,1.11568284034729,1.091740608215332,1.1118431091308594,1.1063174247741698
1.0962892770767212,1.0939821004867554,1.0790960788726809,1.0948115587234497,1.098829746246338,1.0941661596298218,1.100826859474182,1.102491021156311,1.0756971836090088,1.0958037376403809,1.093199372291565
1.072503685951233,1.0872966051101685,1.0621267557144165,1.0768864154815674,1.073440432548523,1.077546238899231,1.0944989919662476,1.0971028804779053,1.0571779012680054,1.0798845291137695,1.0778464436531068
1.0608018636703491,1.0681051015853882,1.052490234375,1.0587060451507568,1.0729849338531494,1.0666810274124146,1.0753997564315796,1.075924038887024,1.0429651737213137,1.0658135414123535,1.063987171649933
1.0600112676620483,1.060135006904602,1.0472326278686523,1.0522749423980713,1.0572209358215332,1.0422219038009644,1.05872642993927,1.061733365058899,1.0415679216384888,1.0551185607910156,1.0536242961883544
1.039939284324646,1.0425937175750732,1.0197670459747314,1.0330541133880615,1.043792486190796,1.0455801486968994,1.0488643646240234,1.050403714179993,1.0217477083206177,1.0442503690719604,1.0389992952346803
1.0258764028549194,1.0341235399246216,1.0112261772155762,1.025461196899414,1.029140591621399,1.0210254192352295,1.0464881658554075,1.0323970317840576,1.00200092792511,1.02146577835083,1.0249205231666565
1.0177991390228271,1.01958966255188,0.9973235726356506,1.0108144283294678,1.0155630111694336,0.9962278008461,1.0199449062347412,1.0187923908233645,0.9957059621810912,1.019629955291748,1.0111390829086304
0.9986619353294371,1.0056520700454712,0.9828113317489624,0.9876450896263124,1.00172758102417,0.9881276488304138,1.003954291343689,1.01585590839386,0.9761430621147156,1.0012080669403076,0.9961786985397338
0.9923861622810364,0.994221806526184,0.973922073841095,0.9802146553993224,0.9887213706970216,0.9760285019874572,0.9990053176879884,0.9938069581985474,0.9639752507209778,0.979847013950348,0.9842129111289978
0.9753833413124084,0.9721794128417968,0.961889624595642,0.9625356793403624,0.9691199660301208,0.9576815962791444,0.9876415729522704,0.9793051481246948,0.9521657824516296,0.9750089645385742,0.9692911088466645
0.9608322978019714,0.9653485417366028,0.9457311034202576,0.9593294262886048,0.9609493017196656,0.9548044800758362,0.962124228477478,0.9610974788665771,0.9271883368492126,0.9625005722045898,0.9559905767440796
0.9455048441886902,0.9353099465370178,0.932231068611145,0.9356583952903748,0.9403104186058044,0.9294278621673584,0.950873613357544,0.9442107677459716,0.9260156750679016,0.9411417245864868,0.9380684316158294
0.9297747611999512,0.9392780661582948,0.9126852750778198,0.9230349063873292,0.9345179796218872,0.920810043811798,0.9357783198356628,0.931212604045868,0.9148512482643129,0.9219236373901368,0.926386684179306
0.9075387120246888,0.9167055487632751,0.8959393501281738,0.8995526432991028,0.9083102941513062,0.9058716893196106,0.9173107147216796,0.922192633152008,0.8859810829162598,0.9093976020812988,0.9068800270557403
0.8981667160987854,0.9086645245552064,0.8870974779129028,0.8909468650817871,0.899690568447113,0.8917829394340515,0.9114540815353394,0.9061729311943054,0.8825542330741882,0.907292366027832,0.8983822703361511
0.8812975883483887,0.89173823595047,0.8631662726402283,0.8784332275390625,0.8848539590835571,0.8761181831359863,0.9044631719589232,0.8995543122291565,0.856566309928894,0.8814404010772705,0.8817631661891937
0.8732936978340149,0.8796453475952148,0.8503928780555725,0.8588844537734985,0.8691866993904114,0.8602031469345093,0.8812897801399231,0.8805047273635864,0.8466757535934448,0.8782037496566772,0.8678280234336853
0.8580373525619507,0.8593723773956299,0.8336092829704285,0.851610541343689,0.8436172604560852,0.8447916507720947,0.8727891445159912,0.8606820702552795,0.8340007662773132,0.8524134159088135,0.8510923862457276
0.834511399269104,0.8447636365890503,0.8190418481826782,0.8303115367889404,0.8338950872421265,0.8397946953773499,0.8425052762031555,0.8443530201911926,0.8192095160484314,0.8386457562446594,0.8347031772136688
0.8201975226402283,0.8259470462799072,0.8087853789329529,0.8153716921806335,0.8277913331985474,0.8129374384880066,0.8415277004241943,0.8268217444419861,0.7980440258979797,0.8265052437782288,0.8203929126262665
0.8180336356163025,0.8161176443099976,0.7932659983634949,0.7936109900474548,0.8047753572463989,0.7992098927497864,0.8197975754737854,0.8077099323272705,0.7772626280784607,0.8030403256416321,0.8032823979854584
0.7916752696037292,0.7988927364349365,0.7726884484291077,0.7872255444526672,0.7956970930099487,0.7840062975883484,0.8078092932701111,0.799777090549469,0.7722532749176025,0.7878187894821167,0.7897843837738037
0.7712040543556213,0.7701575756072998,0.7526050209999084,0.7705808281898499,0.7670885324478149,0.7601780295372009,0.7813360095024109,0.7854198217391968,0.7570322751998901,0.7704793810844421,0.7686081528663635
0.7575615644454956,0.7790295481681824,0.752815842628479,0.7553340196609497,0.759777307510376,0.7536486387252808,0.7712700963020325,0.7635402083396912,0.7279326319694519,0.7608404159545898,0.7581750273704528
0.7392138838768005,0.7474715113639832,0.7290316224098206,0.7280136942863464,0.7340137958526611,0.734401285648346,0.7567775249481201,0.7493487000465393,0.7225196957588196,0.7441887259483337,0.738498044013977
0.737215518951416,0.7315241098403931,0.7117801308631897,0.7226989269256592,0.7213859558105469,0.7195918560028076,0.7496939897537231,0.7301514148712158,0.6989478468894958,0.7218630313873291,0.7244852781295776
0.7020049691200256,0.7198395729064941,0.6875485181808472,0.6957792639732361,0.7063394784927368,0.7067217230796814,0.7222229242324829,0.7180716395378113,0.6868937611579895,0.699591338634491,0.7045013189315796
0.688401460647583,0.7037434577941895,0.686873733997345,0.6755721569061279,0.6797190308570862,0.6753957867622375,0.6994225382804871,0.7038637399673462,0.6665791273117065,0.6921163201332092,0.6871687352657319
0.6731505393981934,0.6856061816215515,0.6631107330322266,0.6588341593742371,0.667433500289917,0.6640925407409668,0.6971296072006226,0.6761798858642578,0.6533154845237732,0.6709222793579102,0.6709774911403656
0.6566977500915527,0.6681578755378723,0.638881266117096,0.644665002822876,0.65245521068573,0.6467768549919128,0.6674402356147766,0.6587241291999817,0.6244736909866333,0.6607634425163269,0.6519035458564758
0.6314049959182739,0.6529229879379272,0.6166187524795532,0.613898515701294,0.6355087757110596,0.633041262626648,0.6502586007118225,0.6389173269271851,0.6123859286308289,0.6328966021537781,0.631785374879837
0.614825963973999,0.6348761320114136,0.6019090414047241,0.6094317436218262,0.6080077886581421,0.614849328994751,0.638866126537323,0.619629979133606,0.5973385572433472,0.6099474430084229,0.6149682104587555
0.6038663387298584,0.6187558770179749,0.5884289145469666,0.5985375642776489,0.598993182182312,0.5927311778068542,0.6144402027130127,0.6150446534156799,0.5712336301803589,0.5941970944404602,0.5996228635311127
0.579887866973877,0.5903891921043396,0.5668294429779053,0.5637224912643433,0.5763563513755798,0.5774408578872681,0.6057390570640564,0.5808825492858887,0.5580625534057617,0.5838565826416016,0.5783166944980621
0.5600613951683044,0.5697281360626221,0.5426493287086487,0.550938069820404,0.5609405636787415,0.5542522072792053,0.574421226978302,0.5709455609321594,0.5373486876487732,0.5625468492507935,0.5583832025527954
0.5406135320663452,0.5507632493972778,0.5270469784736633,0.532551646232605,0.5314342379570007,0.528956949710846,0.5551137924194336,0.5478556752204895,0.5179227590560913,0.5405076146125793,0.5372766435146332
0.5276519656181335,0.5428143739700317,0.5024680495262146,0.5038089752197266,0.519899308681488,0.5091703534126282,0.536993145942688,0.5314925312995911,0.4974644780158996,0.5188974738121033,0.5190660655498505
0.5096119046211243,0.5151416063308716,0.4939502477645874,0.4967650771141052,0.5048646926879883,0.4908546805381775,0.5247395634651184,0.5083537101745605,0.478905439376831,0.4998670220375061,0.502305394411087
0.4814082980155945,0.5018166303634644,0.4786620438098907,0.470523864030838,0.47699636220932,0.4701654016971588,0.4992043375968933,0.4904366731643677,0.468353807926178,0.482327252626419,0.4819894671440125
0.4689594209194183,0.4766671359539032,0.4540856778621673,0.4522612690925598,0.4609637260437011,0.4537313878536224,0.4767162799835205,0.4688190817832947,0.4319595098495483,0.4537623226642608,0.4597925812005997
0.4507384002208709,0.4621990621089935,0.4351491630077362,0.4337914884090423,0.4440807700157165,0.4295681715011596,0.4570040702819824,0.4444131255149841,0.429825872182846,0.4482472538948059,0.4435017377138138
0.4130950570106506,0.4459583461284637,0.4187584817409515,0.4095471799373626,0.4206930100917816,0.4147395491600036,0.4389466047286987,0.4261163175106048,0.396415501832962,0.4184454679489136,0.4202715516090393
0.4072079658508301,0.4179471135139465,0.3830128312110901,0.3912898600101471,0.4007128477096557,0.3925989270210266,0.4248745441436767,0.4038547277450561,0.3807913064956665,0.3980596661567688,0.40003497898578644
0.379800945520401,0.3979944884777069,0.3715449273586273,0.3812878131866455,0.3805205225944519,0.3712397813796997,0.402427613735199,0.3854577839374542,0.3580574691295624,0.3833755254745483,0.38117068707942964
0.3750408589839935,0.3805903792381286,0.3544338047504425,0.3563645184040069,0.3635857403278351,0.3555824160575866,0.3718656301498413,0.3697943091392517,0.3439553380012512,0.3628820180892944,0.3634095013141632
0.3437411487102508,0.3604471385478973,0.3341554403305053,0.3344980776309967,0.3478959798812866,0.3459521234035492,0.36109060049057,0.3470863103866577,0.3216067552566528,0.3453800082206726,0.3441853582859039
