/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g-1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-1_30-30_tb.csv,row_average
1.8413259983062744,1.8613759279251096,1.8157477378845213,1.9441359043121336,1.8930013179779053,1.8711173772811889
1.8462977409362795,1.9142305850982664,1.902405023574829,1.9237593412399288,1.965566635131836,1.9104518651962281
1.866583228111267,1.8900526762008667,1.8449512720108032,1.9473364353179927,1.9239951372146609,1.8945837497711182
1.925315260887146,1.895233392715454,1.894214868545532,1.9518648386001587,1.911187767982483,1.9155632257461548
1.870439887046814,1.924012541770935,1.902541160583496,1.8638763427734373,1.873546004295349,1.8868831872940064
1.844014048576355,1.8871655464172363,1.9420204162597656,1.8483206033706665,1.9275681972503664,1.889817762374878
1.8564404249191284,1.9021254777908323,1.8277662992477417,1.844295144081116,1.932995319366455,1.8727245330810547
1.8965173959732056,1.8549805879592896,1.858176112174988,1.857060790061951,1.9608689546585083,1.8855207681655883
1.8815698623657229,1.8917155265808103,1.8943066596984863,1.8855421543121336,1.9315814971923828,1.8969431400299073
1.8588783740997317,1.921867847442627,1.8384891748428345,1.9632819890975952,1.8871034383773804,1.8939241647720337
1.8726075887680051,1.862269639968872,1.8848638534545896,1.910389423370361,1.901333451271057,1.8862927913665772
1.890616774559021,1.9208860397338867,1.86412513256073,1.8920977115631104,1.9030107259750368,1.894147276878357
1.8840430974960327,1.9629604816436768,1.9040344953536987,2.029592752456665,1.905112028121948,1.9371485710144043
1.975666880607605,1.8641397953033447,1.9580291509628296,1.8735902309417725,1.9504315853118896,1.9243715286254883
1.856213450431824,1.9144054651260376,1.9528818130493164,1.952886819839477,1.916165113449097,1.9185105323791505
1.882623314857483,1.87835955619812,1.9108630418777464,1.9557260274887085,1.9074652194976809,1.9070074319839478
1.9503777027130127,2.034396886825561,1.9305369853973389,2.034740686416626,1.9955086708068848,1.9891121864318848
2.0667898654937744,2.0244150161743164,1.8910588026046755,1.9480448961257932,1.9366191625595093,1.9733855485916139
1.9321393966674805,1.9757310152053835,1.9540414810180664,1.9572879076004028,1.92365837097168,1.9485716342926025
1.8532356023788448,1.927555084228516,1.919347047805786,1.9907846450805664,1.9273159503936768,1.923647665977478
1.9515366554260252,1.9193648099899288,1.933673858642578,1.9874460697174072,1.9607360363006592,1.95055148601532
1.9529533386230469,2.00240159034729,2.1210649013519287,2.009171724319458,1.8696298599243164,1.991044282913208
1.950000524520874,2.073870182037353,1.9983606338500977,1.9538334608078003,1.961848855018616,1.9875827312469483
2.027970552444458,1.906293034553528,2.0202581882476807,1.9767603874206543,1.9556140899658203,1.9773792505264283
2.0982844829559326,2.000225305557251,1.9738929271698,1.9579099416732788,2.034607172012329,2.012983965873718
1.9422948360443115,1.9957534074783323,2.137357234954834,2.114199638366699,2.15165638923645,2.0682523012161256
1.98236346244812,2.1628060340881348,1.950829029083252,2.121197462081909,2.196227788925171,2.0826847553253174
2.058332920074463,2.089643716812134,3.172252893447876,2.394512176513672,2.207468032836914,2.384441947937012
2.186477899551392,4.041612148284912,2.2677433490753174,2.012909412384033,2.397624969482422,2.5812735557556152
4.604069709777832,2.0829849243164062,1.973199844360352,2.368398427963257,3.145591259002685,2.8348488330841066
2.0222747325897217,2.054107427597046,2.0993881225585938,2.6637778282165527,2.4851629734039307,2.2649422168731688
3.568786859512329,3.7718443870544434,3.6477322578430176,4.173575401306152,3.913553953170776,3.8150985717773436
4.266918659210205,3.55863881111145,3.3675878047943115,3.754286289215088,4.434452533721924,3.876376819610596
3.583870887756348,3.0117433071136475,3.3667123317718506,3.5794053077697754,3.1216959953308105,3.3326855659484864
2.929741382598877,3.116602897644043,3.046618938446045,3.3318963050842285,3.0842444896698,3.1018208026885987
2.852362632751465,2.896671772003174,2.9557347297668457,2.910837888717652,2.902132511138916,2.9035479068756103
2.637532949447632,2.895418167114258,2.631086587905884,2.7499687671661377,2.899419069290161,2.7626851081848143
2.6830430030822754,2.884403705596924,2.7785351276397705,2.893211603164673,2.5390281677246094,2.7556443214416504
2.421416521072388,2.6058173179626465,2.635375022888184,2.717423439025879,2.576179027557373,2.591242265701294
2.473160743713379,2.736623525619507,2.5307092666625977,2.733652114868164,2.456979990005493,2.586225128173828
2.5380470752716064,2.4690170288085938,2.6025502681732178,2.635950088500977,2.5763871669769287,2.5643903255462646
2.3401036262512207,2.2435708045959477,2.2441351413726807,2.7235138416290283,2.3754425048828125,2.385353183746338
2.2599902153015137,2.6660685539245605,2.59043550491333,2.6406173706054688,2.3131823539733887,2.4940587997436525
2.305544376373291,2.4346587657928467,2.2384090423583984,2.8824386596679688,2.452939510345459,2.462798070907593
2.3499867916107178,2.349907636642456,2.3428897857666016,2.763031482696533,2.32642126083374,2.4264473915100098
2.1324679851531982,2.3564610481262207,2.3968698978424072,2.4148435592651367,2.4124138355255127,2.3426112651824953
2.0812337398529053,2.331904172897339,2.1243889331817627,2.540022134780884,2.351311206817627,2.2857720375061037
2.189707040786743,2.1400060653686523,2.1932365894317627,2.606356382369995,2.181509494781494,2.2621631145477297
2.026344060897827,2.1512651443481445,2.2715158462524414,2.2852442264556885,2.0898094177246094,2.164835739135742
2.174474239349365,2.808932065963745,2.3740041255950928,2.4881491661071777,1.9790467023849487,2.3649212598800657
2.6030802726745605,2.1908907890319824,2.3233721256256104,2.3038387298583984,2.0625431537628174,2.296745014190674
2.0161283016204834,2.4675889015197754,2.0796189308166504,2.270153522491455,2.0361924171447754,2.1739364147186278
2.175723075866699,2.635377883911133,2.156858205795288,2.579657793045044,2.486714124679565,2.406866216659546
2.456763744354248,2.186995506286621,2.0155396461486816,2.279350757598877,2.2566583156585693,2.2390615940093994
1.9531058073043823,2.148693323135376,2.1384997367858887,2.357292413711548,2.000918388366699,2.119701933860779
2.015894889831543,2.12741756439209,1.9962716102600095,2.403426170349121,2.0246777534484863,2.11353759765625
1.8894306421279907,2.188509702682495,2.246124029159546,2.363280296325684,1.9827001094818115,2.1340089559555055
1.9444860219955444,1.9024779796600344,2.077970504760742,2.190920114517212,2.013113021850586,2.025793528556824
1.9082509279251096,1.9241673946380613,2.3076562881469727,2.169417381286621,1.9299708604812624,2.0478925704956055
2.0576345920562744,2.4309515953063965,2.0912976264953613,2.2396864891052246,2.189182043075561,2.201750469207764
2.0307281017303467,1.9014374017715452,1.9638301134109497,2.1555089950561523,1.930864930152893,1.9964739084243774
2.1393399238586426,2.020615577697754,1.8797047138214111,2.2710249423980717,1.9871768951416016,2.0595724105834963
2.0483224391937256,1.8963574171066284,1.9892054796218872,2.4811313152313232,2.211326360702514,2.1252686023712157
1.93767523765564,1.866062879562378,1.8566648960113523,2.0877859592437744,1.9595348834991453,1.941544771194458
2.249605178833008,2.314312219619751,2.015479564666748,1.9234107732772827,1.9833085536956787,2.0972232580184937
1.989213943481445,2.267955780029297,1.896390080451965,2.087854385375977,2.1425037384033203,2.0767835855484007
1.8823952674865725,1.957002878189087,2.006744146347046,2.2835209369659424,2.1348464488983154,2.0529019355773928
1.885503172874451,2.0211334228515625,1.9365739822387693,2.0224087238311768,1.8657552003860476,1.9462749004364013
1.9161328077316284,1.9519840478897093,1.773374080657959,1.9371349811553955,1.752232789993286,1.8661717414855956
1.935035228729248,1.8231552839279173,1.8182947635650637,2.04695200920105,1.8606970310211184,1.8968268632888794
1.936712861061096,1.8931947946548464,1.7241055965423584,2.239227056503296,1.873727798461914,1.933393621444702
1.8798044919967647,1.820427775382996,1.7456234693527222,2.2139222621917725,1.9089144468307493,1.913738489151001
1.8429547548294067,1.802921295166016,1.800115704536438,1.9245579242706297,1.7879972457885742,1.831709384918213
1.7722837924957275,1.7143476009368896,1.8253679275512693,1.934134006500244,1.9465229511260984,1.838531255722046
1.740844488143921,2.167912721633911,1.8076698780059812,1.973840355873108,1.813392639160156,1.9007320165634156
1.7874939441680908,1.7080588340759275,1.6244078874588013,1.853301167488098,1.7717735767364502,1.7490070819854737
1.7623579502105713,1.9591374397277832,1.7861320972442627,1.915311336517334,1.7796002626419067,1.8405078172683715
1.896572470664978,1.74263334274292,1.7702463865280151,1.9510241746902464,1.7629475593566897,1.8246847867965699
2.156981945037842,1.803304433822632,1.6960588693618774,2.123790740966797,1.830775499343872,1.922182297706604
1.8394718170166016,1.8771214485168457,1.8674509525299072,1.890148639678955,1.7087541818618774,1.8365894079208374
1.759385585784912,1.7055312395095823,1.7054791450500488,1.79657781124115,1.688815712928772,1.731157898902893
1.759649634361267,1.8423864841461184,1.7869470119476318,1.7362864017486572,1.763179063796997,1.7776897192001342
1.9377580881118772,1.7796216011047363,1.7044950723648071,2.040438175201416,1.8101922273635864,1.8545010328292846
1.713620662689209,1.766622543334961,1.7096656560897827,1.783353567123413,1.920978546142578,1.7788481950759887
1.7538567781448364,1.7048132419586182,1.724331617355347,1.7941899299621582,1.746248722076416,1.744688057899475
1.723965764045715,1.7439391613006592,1.6256028413772583,1.7488560676574707,1.843278646469116,1.737128496170044
1.724558711051941,1.743976593017578,1.669901728630066,1.7796274423599243,1.7680119276046753,1.737215280532837
1.7667962312698364,1.7064679861068726,1.622137427330017,1.8479171991348269,1.7474335432052612,1.7381504774093628
1.7387243509292605,1.7343742847442627,1.7916269302368164,1.6770528554916382,1.6676350831985474,1.721882700920105
1.751157522201538,1.7028872966766355,1.5718685388565063,1.8822540044784544,1.636497974395752,1.7089330673217773
1.708832621574402,1.7509794235229492,1.623212814331055,1.7570531368255615,1.703108549118042,1.7086373090744018
1.6471086740493774,1.700972318649292,1.6370741128921509,1.8229751586914065,1.7039368152618408,1.7024134159088136
1.7209060192108154,1.6702240705490112,1.6379815340042114,1.806801199913025,1.7343138456344604,1.7140453338623047
1.6178334951400757,1.613904595375061,1.6500110626220703,1.829341173171997,1.6732202768325806,1.676862120628357
1.648892521858215,1.7121121883392334,1.6225478649139404,1.7376738786697388,1.6648626327514648,1.6772178173065186
1.6933826208114624,1.6775459051132202,1.6489830017089844,1.6821568012237549,1.6446889638900757,1.6693514585494995
1.6502243280410769,1.635710835456848,1.590768337249756,1.7084503173828125,1.698661208152771,1.6567630052566529
1.6549437046051023,1.6936408281326294,1.612898588180542,1.7072793245315552,1.6290693283081057,1.6595663547515869
1.67809796333313,1.657555341720581,1.5854121446609497,1.6757265329360962,1.6219021081924438,1.64373881816864
1.65325129032135,1.6602239608764648,1.6447327136993408,1.7784414291381836,1.630704641342163,1.6734708070755004
1.6586120128631592,1.6992313861846924,1.6634997129440308,1.7648252248764038,1.654536485671997,1.6881409645080567
1.6766809225082395,1.6368788480758667,1.6336055994033811,1.6945804357528689,1.661576271057129,1.6606644153594972
1.6810575723648071,1.7043768167495728,1.604909062385559,1.682602047920227,1.6203514337539673,1.6586593866348267
1.6970728635787964,1.6813414096832275,1.620323657989502,1.7094188928604126,1.6526585817337036,1.6721630811691284
1.6632835865020752,1.6814689636230469,1.619429588317871,1.7343735694885254,1.663710355758667,1.6724532127380372
1.7042406797409058,1.6739314794540403,1.6151163578033447,1.7383333444595337,1.6719777584075928,1.6807199239730835
1.6976561546325684,1.6709959506988523,1.6378017663955688,1.7151355743408203,1.6545045375823977,1.6752187967300416
1.6763315200805664,1.6627660989761353,1.64601731300354,1.7141759395599363,1.6213020086288452,1.6641185760498047
1.676815629005432,1.6589369773864746,1.6520243883132937,1.7383394241333008,1.6579939126968384,1.6768220663070679
1.6771116256713867,1.6800274848937988,1.6314643621444702,1.747625470161438,1.641550064086914,1.6755558013916017
1.7309426069259644,1.6592013835906982,1.6527382135391235,1.757650375366211,1.645142912864685,1.6891350984573363
1.7048593759536743,1.668008804321289,1.6710418462753296,1.72773277759552,1.6561990976333618,1.685568380355835
1.7059485912322998,1.693603754043579,1.6769427061080933,1.7629094123840332,1.6890631914138794,1.705693531036377
1.7106356620788574,1.7074439525604248,1.6716145277023315,1.7245713472366333,1.6799118518829346,1.6988354682922364
1.7133070230484009,1.7028450965881348,1.6530797481536863,1.741778016090393,1.6861271858215332,1.6994274139404297
1.7281246185302734,1.6943551301956177,1.6882866621017456,1.737157940864563,1.7228243350982666,1.7141497373580932
1.7081656455993652,1.7059298753738403,1.6632959842681885,1.765086650848389,1.7063615322113037,1.7097679376602173
1.71736741065979,1.7178568840026855,1.6789073944091797,1.740742802619934,1.7263107299804688,1.7162370443344117
1.7215722799301147,1.7280240058898926,1.7012217044830322,1.7637042999267578,1.7054566144943235,1.7239957809448243
1.722305417060852,1.7211081981658936,1.6924145221710205,1.8073848485946653,1.7051677703857422,1.7296761512756347
1.7346336841583252,1.7481303215026855,1.7095627784729004,1.807283878326416,1.689269781112671,1.7377760887145997
