<<<<<<< HEAD
<<<<<<< HEAD
=======
<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> b321d13 (experiment:)
>>>>>>> cell_kd
3.9908026962102507,3.3061276514178233,2.9089112852088372,2.6314627081325965,2.3990474496628433,2.217676410807029,2.058373394857937,1.9149805978088275,1.7935071773123603,1.6760767117405173,1.5921251588078909,1.4761477698217271,1.4080710032407018,1.3199254065168682,1.248800941202306,1.1705544206908596,1.1010273237437789,1.0256556938153154,0.9694891821991611,0.9000522575234482,0.8586204175555086,0.8016709545493587,0.7600855178947165,0.721654432461893,0.6808026203389232,0.6480995064179169,0.6181316705964736,0.5875137453992736,0.5625644965366683,0.5414957403457663,0.516971382400193,0.5029834673026413,0.48894653123780213,0.47505152996777483,0.4720068500902746,0.4617080661711273,0.4529880971336653,0.4467608965360155,0.44554960615275335,0.43970197614265083,0.44400358596583744,0.4419580394232689,0.4468013425788682,0.4416650373053766,0.450651242627937,0.4501219963570132,0.4535800238872027,0.4569121663318362,0.46585967941860473,0.46480566196485873
0.016240180688508743,0.014257861020754048,0.01308706013213052,0.012263249475182727,0.011480691634687413,0.01092791660914659,0.010418353119244345,0.010058865856525953,0.009637666968299574,0.009329171383019084,0.009011501604333422,0.008743540064885078,0.008463377593876859,0.008298523289596767,0.008023115252052416,0.007867690593421949,0.007650421515350872,0.007455129808169287,0.007364933348193626,0.00722844541206403,0.0070482842902539755,0.006925874985022091,0.0068223940667305515,0.006734896454544588,0.006635531396251739,0.006550764046632389,0.006465564825302558,0.006343779231117736,0.006269817437931279,0.006242048251843645,0.006186931507873658,0.006124988570151268,0.006121000930471812,0.006106413003516528,0.0061169893382189144,0.006077908847309257,0.006108778227719476,0.006091685750257605,0.006129141262094992,0.006154307725995266,0.006169456314651656,0.006237273389781932,0.006272948979230494,0.006274887428218092,0.00632497496533621,0.0063257396024755715,0.006342956925739727,0.006416447741055457,0.006442652678051048,0.0064893525185887166
