/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-L11_tb.csv,/home/miura/lab/KD-hdas/results/stat/11layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-L11_tb.csv,row_average
3.811514616012573,3.780367374420166,3.860093832015991,3.786132574081421,3.7978596687316895,3.748274803161621,3.8097894191741934,3.8154468536376953,3.849222898483277,3.7935311794281006,3.805223321914673
3.528839111328125,3.414783477783203,3.430306196212769,3.5153117179870605,3.488078355789185,3.563568353652954,3.416482448577881,3.4709482192993164,3.641519784927368,3.48753023147583,3.4957367897033693
3.1610777378082275,3.1868340969085693,3.315694570541382,3.1991090774536133,3.1926190853118896,3.173300266265869,3.1810576915740967,3.159517765045166,3.220875740051269,3.1841838359832764,3.197426986694336
3.0624351501464844,2.905897617340088,2.956378698348999,3.0521433353424072,2.9968652725219727,3.0072474479675293,3.184888362884521,2.963599681854248,3.048820972442627,3.001549243927002,3.017982578277588
2.780966520309448,2.728060007095337,2.857960700988769,2.9052164554595947,2.770849227905273,2.9082164764404297,2.847039699554444,2.742009162902832,2.8648931980133057,2.7685680389404297,2.8173779487609862
2.7048864364624023,2.680568218231201,2.6746084690093994,2.7162976264953613,2.6113715171813965,2.7917020320892334,2.6795239448547363,2.6728618144989014,2.6333162784576416,2.7705838680267334,2.6935720205307008
2.667219400405884,2.4806013107299805,2.7980782985687256,2.5651352405548096,2.545365333557129,2.607567310333252,2.594727039337158,2.540529251098633,2.5148069858551025,2.5605621337890625,2.5874592304229735
2.437300682067871,2.462785482406616,2.420743465423584,2.492638111114502,2.517777919769287,2.419023275375366,2.448370695114136,2.494971752166748,2.4274916648864746,2.4751291275024414,2.4596232175827026
2.3977646827697754,2.354518413543701,2.389549493789673,2.368715286254883,2.4607155323028564,2.348551988601685,2.3394339084625244,2.3270492553710938,2.3986384868621826,2.408302068710327,2.3793239116668703
2.295665979385376,2.3353586196899414,2.347987174987793,2.337604522705078,2.284341096878052,2.3919520378112797,2.3712637424468994,2.3148794174194336,2.243218183517456,2.340102434158325,2.3262373208999634
2.2209744453430176,2.208105564117432,2.2153046131134038,2.2308974266052246,2.257411003112793,2.213218927383423,2.3202133178710938,2.2186148166656494,2.157323122024536,2.196183919906616,2.223824715614319
2.1935129165649414,2.135133981704712,2.2689878940582275,2.199828863143921,2.1261281967163086,2.2366883754730225,2.145981550216675,2.175998449325561,2.1464991569519043,2.2823119163513184,2.1911071300506593
2.196394920349121,2.1158924102783203,2.1513614654541016,2.1656687259674072,2.114811420440674,2.1718943119049072,2.237542152404785,2.123932123184204,2.107149124145508,2.1283516883850098,2.151299834251404
