/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.001_0-50_tb.csv,row_average
0.0861999988555908,0.0754399970173835,0.0897200033068656,0.0949200019240379,0.0901200026273727,0.0872800007462501
0.13612000644207,0.1280799955129623,0.132080003619194,0.1458799988031387,0.1419599950313568,0.13682399988174437
0.1711999922990799,0.1740400046110153,0.1749999970197677,0.1718000024557113,0.1780399978160858,0.17401599884033203
0.2030799984931945,0.2054799944162368,0.1979600042104721,0.2113599926233291,0.2161999940872192,0.20681599676609036
0.2442400008440017,0.2413199990987777,0.2301999926567077,0.2435199916362762,0.2575199902057647,0.24335999488830562
0.269320011138916,0.2593599855899811,0.2574799954891205,0.2811599969863891,0.2779200077056885,0.26904799938201907
0.2932400107383728,0.2935599982738495,0.2909199893474579,0.3095600008964538,0.3009999990463257,0.29765599966049194
0.325439989566803,0.3262799978256225,0.3260799944400787,0.3264400064945221,0.3213199973106384,0.32511199712753297
0.329800009727478,0.3353599905967712,0.3305200040340423,0.3463200032711029,0.3472000062465668,0.33784000277519227
0.3671599924564361,0.3561199903488159,0.3503600060939789,0.3440400063991546,0.35275998711586,0.3540879964828491
0.3736000061035156,0.3663600087165832,0.3591200113296509,0.3921999931335449,0.3821600079536438,0.3746880054473877
0.3982000052928924,0.3714799880981445,0.3773199915885925,0.3935199975967407,0.4068399965763092,0.3894719958305358
