/home/miura/lab/KD-hdas/results/stat/30-30/loss/g001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.01_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.01_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.01_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.01_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.01_30-30_tb.csv,row_average
1.8310996294021609,1.79233980178833,1.9098501205444336,1.6954197883605957,1.7913765907287598,1.804017186164856
1.7586179971694946,1.9063658714294436,1.8028148412704468,1.8033000230789185,1.6722053289413452,1.7886608123779297
1.8029897212982176,1.7581199407577517,1.8211636543273928,1.7679014205932615,1.8898658752441408,1.8080081224441529
1.8001261949539185,1.8204360008239744,1.7933021783828735,1.6120409965515137,1.7021772861480713,1.7456165313720704
1.741363286972046,1.833483099937439,1.7611702680587769,1.7617818117141724,1.812124490737915,1.7819845914840697
1.768049240112305,1.7207167148590088,1.6674822568893433,1.630794644355774,1.735506296157837,1.7045098304748536
1.7993674278259275,1.8103927373886108,1.707065463066101,1.778605341911316,1.6616750955581665,1.7514212131500244
1.6488401889801023,1.6657780408859253,1.593868613243103,1.6906311511993408,1.6446820497512815,1.6487600088119507
1.6979734897613523,1.6550999879837036,1.6713171005249023,1.5924898386001587,1.650465488433838,1.653469181060791
1.599219799041748,1.7323777675628662,1.5960708856582642,1.660197138786316,1.657201647758484,1.6490134477615357
1.7659955024719238,1.6474475860595703,1.617861270904541,1.679466724395752,1.7053238153457642,1.6832189798355102
1.6697872877120972,1.7069274187088013,1.5976711511611938,1.55960214138031,1.6865442991256714,1.6441064596176147
1.6543079614639282,1.6587172746658323,1.694798707962036,1.639408826828003,1.6729505062103271,1.6640366554260253
1.6649892330169678,1.6124807596206665,1.598695158958435,1.573160171508789,1.6349372863769531,1.6168525218963623
1.623623609542847,1.7499306201934814,1.5109739303588867,1.6798597574234009,1.540173888206482,1.6209123611450196
1.6689517498016355,1.7723435163497925,1.5670608282089231,1.5628938674926758,1.7485933303833008,1.6639686584472657
1.601914644241333,1.6354506015777588,1.4881973266601562,1.6252200603485107,1.5806570053100586,1.5862879276275634
1.6882400512695312,1.5566800832748413,1.547781229019165,1.5870559215545654,1.6330173015594482,1.6025549173355103
1.5883063077926636,1.6492193937301636,1.5063704252243042,1.6571249961853027,1.7145689725875854,1.623118019104004
1.875434160232544,1.6198835372924805,1.6868561506271362,1.5812114477157593,1.468627691268921,1.6464025974273682
1.602576732635498,1.5489782094955444,1.5267640352249146,1.6799296140670776,1.559895157814026,1.5836287498474122
1.5770792961120603,1.5888391733169556,1.698009014129639,1.4815906286239624,1.5106192827224731,1.571227478981018
1.6090896129608154,1.5454931259155271,1.5706355571746826,1.5960297584533691,1.524942398071289,1.5692380905151366
1.7979353666305542,1.5872966051101685,1.5556951761245728,1.572749137878418,1.559849977493286,1.6147052526474
1.6460808515548706,1.6346774101257324,1.5446678400039673,1.5616739988327026,1.5055171251296997,1.5785234451293946
1.4995206594467163,1.653679609298706,1.5739935636520386,1.538623571395874,1.5314542055130005,1.559454321861267
1.669674038887024,1.5277695655822754,1.464144229888916,1.505545973777771,1.4987642765045166,1.5331796169281007
1.58699631690979,1.633435845375061,1.578169822692871,1.6299256086349487,1.5464411973953247,1.5949937582015992
1.5437582731246948,1.5594067573547363,1.5147398710250854,1.5811160802841189,1.5040786266326904,1.540619921684265
1.64092755317688,1.5291996002197266,1.4318602085113523,1.5033280849456787,1.5656089782714844,1.5341848850250244
1.472004771232605,1.494647979736328,1.5380871295928955,1.523868203163147,1.5460373163223269,1.5149290800094604
1.579074740409851,1.5422388315200806,1.5151698589324951,1.6432620286941528,1.4866564273834229,1.5532803773880004
1.5182623863220217,1.493564248085022,1.5302348136901855,1.5280507802963257,1.5328510999679563,1.5205926656723023
1.4977058172225952,1.5181732177734375,1.4277514219284058,1.5453786849975586,1.4236583709716797,1.4825335025787354
1.463789939880371,1.5013896226882937,1.5436140298843384,1.5258368253707886,1.509172439575195,1.5087605714797974
1.4860988855361938,1.5219144821166992,1.5266590118408203,1.4884649515151978,1.4295886754989624,1.4905452013015748
1.446247696876526,1.439752221107483,1.4799436330795288,1.513200759887695,1.519749641418457,1.479778790473938
1.531780242919922,1.4954869747161863,1.519545078277588,1.546248435974121,1.5172531604766846,1.5220627784729004
1.4032403230667114,1.5257666110992432,1.4451667070388794,1.6450855731964111,1.486451506614685,1.501142144203186
1.437902569770813,1.4529945850372314,1.4540799856185913,1.5248174667358398,1.4080806970596311,1.4555750608444213
1.4267064332962036,1.4316030740737915,1.4874184131622314,1.4737560749053955,1.4371390342712402,1.4513246059417724
1.4947675466537476,1.4586925506591797,1.4598487615585327,1.531341552734375,1.4243624210357666,1.4738025665283203
1.4678529500961304,1.4883270263671875,1.489501714706421,1.505650520324707,1.519919753074646,1.4942503929138184
1.470632791519165,1.4712028503417969,1.456647872924805,1.501171350479126,1.4160466194152832,1.4631402969360352
1.5207297801971436,1.4294703006744385,1.4087036848068235,1.4886466264724731,1.4198466539382937,1.4534794092178345
1.4250874519348145,1.464989423751831,1.4149538278579712,1.522687554359436,1.4500006437301636,1.4555437803268432
1.4335135221481323,1.4504718780517578,1.498830795288086,1.4764091968536377,1.3837822675704956,1.448601531982422
1.4217625856399536,1.4134891033172607,1.4708174467086792,1.5362495183944702,1.403393268585205,1.4491423845291138
1.4438416957855225,1.439041256904602,1.4282065629959106,1.4984644651412964,1.3541313409805298,1.4327370643615722
1.448825478553772,1.4309396743774414,1.418811321258545,1.509335160255432,1.4308507442474363,1.4477524757385254
1.384250283241272,1.4633523225784302,1.442892074584961,1.4898802042007446,1.4293254613876345,1.4419400691986084
1.363145112991333,1.3894330263137815,1.440975308418274,1.5235531330108645,1.402151584625244,1.4238516330718993
1.3879258632659912,1.427259087562561,1.45262610912323,1.4667150974273682,1.3999402523040771,1.4268932819366456
1.3826797008514404,1.414523363113403,1.4507673978805542,1.5189414024353027,1.3641515970230105,1.426212692260742
1.4005732536315918,1.3945879936218262,1.446268916130066,1.4366679191589355,1.3587701320648191,1.4073736429214478
1.3789862394332886,1.3916387557983398,1.4396350383758545,1.4708515405654907,1.3709739446640017,1.410417103767395
1.364816427230835,1.3706153631210327,1.4069818258285522,1.4808785915374756,1.3676280975341797,1.398184061050415
1.3670870065689087,1.4041694402694702,1.4276278018951416,1.4527180194854736,1.3876032829284668,1.407841110229492
1.362330198287964,1.3896459341049194,1.4534212350845337,1.431323528289795,1.346964716911316,1.3967371225357055
1.3572595119476318,1.3976629972457886,1.4239572286605835,1.463442325592041,1.4066483974456787,1.4097940921783447
1.3833014965057373,1.345207452774048,1.4401832818984983,1.4598017930984497,1.3707740306854248,1.3998536109924316
1.3679953813552856,1.412069320678711,1.4258239269256592,1.456343173980713,1.3937932252883911,1.411205005645752
1.337422013282776,1.3984763622283936,1.412110686302185,1.4596152305603027,1.3804962635040283,1.3976241111755372
1.3471896648406982,1.3536120653152466,1.3767588138580322,1.4469410181045532,1.3725124597549438,1.3794028043746949
1.3502486944198608,1.349958062171936,1.4098275899887085,1.4464643001556396,1.3740475177764893,1.3861092329025269
1.3470267057418823,1.3634659051895142,1.4277695417404177,1.448459506034851,1.358851432800293,1.3891146183013916
1.355278730392456,1.3522523641586304,1.4300813674926758,1.440221071243286,1.3823782205581665,1.392042350769043
1.3444193601608276,1.377475619316101,1.4311540126800537,1.4491842985153198,1.3578886985778809,1.3920243978500366
1.3367153406143188,1.385542869567871,1.412766933441162,1.4559427499771118,1.408310055732727,1.3998555898666383
1.355596899986267,1.3585536479949951,1.4177671670913696,1.4352397918701172,1.385304570198059,1.3904924154281617
1.3670896291732788,1.3784689903259275,1.4253109693527222,1.451399326324463,1.3693877458572388,1.3983313322067261
1.360749125480652,1.385107159614563,1.4434196949005127,1.431153416633606,1.4027869701385498,1.4046432733535767
1.3067946434020996,1.392073154449463,1.4067140817642212,1.4529680013656616,1.3882572650909424,1.3893614292144776
1.3771411180496216,1.3748713731765747,1.4277381896972656,1.4521243572235107,1.3867954015731812,1.4037340879440308
1.3523786067962646,1.3832658529281616,1.4325768947601318,1.4412444829940796,1.360653042793274,1.3940237760543823
1.3826748132705688,1.390853762626648,1.4293044805526731,1.4365264177322388,1.4084765911102295,1.4095672130584718
1.3600975275039673,1.396563172340393,1.4156140089035034,1.4548187255859375,1.382363200187683,1.401891326904297
1.361727952957153,1.3756203651428225,1.4332942962646484,1.4501134157180786,1.402495503425598,1.4046503067016602
1.3514621257781982,1.4030044078826904,1.4242676496505735,1.4425480365753174,1.4104379415512085,1.4063440322875977
