"Wall time","Step","Value"
1735050285.62811,0,3.9362645149231
1735050508.68291,1,3.67723798751831
1735050731.47386,2,3.43111252784729
1735050955.28589,3,3.17342352867126
1735051176.97647,4,3.04001069068909
1735051402.65217,5,2.89080119132996
1735051626.65164,6,2.76742815971375
1735051850.97311,7,2.69832897186279
1735052074.35693,8,2.58005857467651
1735052299.36515,9,2.53826093673706
1735052523.72945,10,2.39309573173523
1735052745.74637,11,2.374427318573
1735052966.46443,12,2.34907174110413
1735053188.34198,13,2.25935888290405
1735053412.68918,14,2.16961050033569
1735053636.30166,15,2.17178058624268
1735053858.67502,16,2.08896660804749
1735054081.08813,17,2.03816390037537
1735054302.03718,18,2.06493496894836
1735054526.49833,19,2.06885099411011
1735054749.72072,20,2.07101702690125
1735054973.63232,21,2.05000019073486
1735055189.18423,22,2.00103068351746
1735055411.54885,23,1.95534539222717
1735055634.46034,24,1.92788505554199
1735055858.76353,25,1.94900178909302
1735056079.96758,26,1.91362798213959
1735056304.67659,27,1.91212558746338
1735056530.18471,28,1.91766536235809
1735056754.72295,29,1.85823786258698
1735056975.01626,30,1.87051224708557
1735057201.2564,31,1.82678556442261
1735057424.35072,32,1.83218359947205
1735057647.53644,33,1.81154310703278
1735057871.65667,34,1.81834089756012
1735058096.12045,35,1.88493847846985
1735058319.67547,36,1.87925970554352
1735058541.77328,37,1.82010579109192
1735058764.69701,38,1.78837287425995
1735058989.72876,39,1.82703065872192
1735059213.91352,40,1.81184840202332
1735059439.36441,41,1.79355907440186
1735059661.29667,42,1.86346745491028
1735059886.77334,43,1.74968469142914
1735060108.8456,44,1.80782234668732
1735060332.79807,45,1.81161653995514
1735060557.17945,46,1.7757031917572
1735060783.51354,47,1.77131295204163
1735061001.97726,48,1.74039459228516
1735061225.54581,49,1.76108288764954
1735061443.06745,50,1.82580888271332
1735061667.25606,51,1.78435468673706
1735061893.52536,52,1.82747447490692
1735062116.82214,53,1.8109472990036
1735062341.90758,54,1.7707222700119
1735062566.17358,55,1.75565159320831
1735062792.25917,56,1.73391783237457
1735063018.3335,57,1.73347198963165
1735063244.24163,58,1.76610112190247
1735063467.06757,59,1.73903608322144
1735063615.35798,60,2.2362790107727
1735063760.73496,61,2.20421409606934
1735063907.46944,62,2.59163641929626
1735064054.54797,63,1.99364602565765
1735064201.82043,64,1.95275330543518
1735064345.96603,65,1.93927550315857
1735064493.16484,66,2.09530425071716
1735064639.66779,67,1.80098438262939
1735064788.376,68,1.79855906963348
1735064934.96475,69,1.7891571521759
1735065082.11206,70,1.85146605968475
1735065228.71526,71,1.79580950737
1735065376.74327,72,1.71339452266693
1735065522.16306,73,1.87162983417511
1735065667.7717,74,1.72849881649017
1735065812.21706,75,1.746248960495
1735065958.16038,76,1.80372035503387
1735066104.83337,77,1.74661946296692
1735066252.33138,78,1.86096441745758
1735066398.25267,79,1.68483984470367
1735066545.90455,80,1.70314633846283
1735066692.92077,81,1.71872246265411
1735066837.13493,82,1.76237487792969
1735066984.87158,83,1.75361263751984
1735067132.47468,84,1.61653864383698
1735067281.03329,85,1.66716372966766
1735067429.55153,86,1.62766921520233
1735067577.0896,87,1.66964983940125
1735067726.3487,88,1.66244471073151
1735067875.17814,89,1.60391926765442
1735068022.30737,90,1.5823073387146
1735068170.19844,91,1.65560674667358
1735068319.1056,92,1.52704656124115
1735068466.46614,93,1.55526256561279
1735068615.29921,94,1.60451114177704
1735068763.47285,95,1.56399118900299
1735068909.19182,96,1.67474043369293
1735069055.72158,97,1.58554077148438
1735069201.93501,98,1.56530904769897
1735069349.86656,99,1.6351900100708
1735069494.23548,100,1.64315092563629
1735069638.35063,101,1.5276495218277
1735069782.57514,102,1.57571315765381
1735069929.71768,103,1.55462872982025
1735070073.02792,104,1.49610304832459
1735070221.11155,105,1.50511646270752
1735070368.03386,106,1.5429972410202
1735070516.67836,107,1.53402757644653
1735070665.12695,108,1.5008453130722
1735070811.586,109,1.52397859096527
1735070957.73085,110,1.48215687274933
1735071105.16862,111,1.45840358734131
1735071253.40317,112,1.55726683139801
1735071400.84352,113,1.43697452545166
1735071547.96597,114,1.49965643882751
1735071695.65053,115,1.5490802526474
1735071840.12857,116,1.44913983345032
1735071988.37867,117,1.39499282836914
1735072135.12664,118,1.43716490268707
1735072281.82694,119,1.42538142204285
1735072430.24701,120,1.43148803710938
1735072578.6063,121,1.49325692653656
1735072725.69589,122,1.45214211940765
1735072873.67989,123,1.4006415605545
1735073022.6113,124,1.40234851837158
1735073171.46006,125,1.41491198539734
1735073319.57227,126,1.37903022766113
1735073468.41762,127,1.42172503471375
1735073616.75798,128,1.38319647312164
1735073766.05748,129,1.36039781570435
1735073915.08584,130,1.39050734043121
1735074060.82656,131,1.38497161865234
1735074207.86268,132,1.3728255033493
1735074356.50231,133,1.39856934547424
1735074500.52246,134,1.38721120357513
1735074649.44076,135,1.35491597652435
1735074798.10038,136,1.36089205741882
1735074942.39851,137,1.38002228736877
1735075090.16446,138,1.36525738239288
1735075234.47671,139,1.38223314285278
1735075382.6259,140,1.37848937511444
1735075528.97198,141,1.37804222106934
1735075676.12015,142,1.38235211372375
1735075822.01414,143,1.39544034004211
1735075969.84677,144,1.3849663734436
1735076117.69823,145,1.38621485233307
1735076262.61872,146,1.40267419815063
1735076409.47724,147,1.39895343780518
1735076554.85152,148,1.38878393173218
1735076701.15996,149,1.39743852615356
