/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.001_30-30_tb.csv,row_average
1.80156719684601,1.891035079956055,1.79855906963348,1.8185510635376,1.8848183155059812,1.8389061450958253
1.80457997322083,1.7392522096633911,1.7891571521759,1.73117566108704,1.7115442752838137,1.755141854286195
1.7923823595047,1.8610219955444336,1.85146605968475,1.78629672527313,1.744096040725708,1.8070526361465444
1.82183873653412,1.8194329738616943,1.79580950737,1.79880499839783,1.6866251230239868,1.7845022678375262
1.76790595054626,1.7651784420013428,1.71339452266693,1.772873878479,1.8907195329666135,1.7820144653320296
1.6571683883667,1.6146485805511477,1.87162983417511,1.74766683578491,1.6960150003433228,1.7174257278442382
1.76158940792084,1.8259433507919312,1.72849881649017,1.625448346138,1.8101359605789185,1.7503231763839717
1.77935659885407,1.7991139888763428,1.746248960495,1.69559097290039,1.6248387098312378,1.7290298461914084
1.75410270690918,1.6920615434646606,1.80372035503387,1.61898839473724,1.8437891006469729,1.7425324201583847
1.65582358837128,1.8570353984832764,1.74661946296692,1.63034462928772,1.675028681755066,1.7129703521728523
1.62889277935028,1.630010008811951,1.86096441745758,1.59289407730103,1.6396523714065552,1.6704827308654793
1.70208883285522,1.6122292280197144,1.68483984470367,1.62220656871796,1.6704270839691162,1.6583583116531362
1.62291789054871,1.6533490419387815,1.70314633846283,1.57872247695923,1.6174607276916504,1.6351192951202402
1.7366749048233,1.7113651037216189,1.71872246265411,1.66704595088959,1.6156867742538452,1.689899039268493
1.62129759788513,1.6522598266601562,1.76237487792969,1.58823454380035,1.6637952327728271,1.6575924158096307
1.63624703884125,1.749485969543457,1.75361263751984,1.61631274223328,1.6246449947357178,1.6760606765747093
1.70479547977448,1.7074397802352903,1.61653864383698,1.55118453502655,1.6266413927078247,1.641319966316225
1.69990682601929,1.5361762046813965,1.66716372966766,1.65956366062164,1.7708972692489624,1.66674153804779
1.61967039108276,1.694117307662964,1.62766921520233,1.60392153263092,1.6447782516479492,1.6380313396453847
1.5784797668457,1.61080002784729,1.66964983940125,1.63288259506226,1.6431081295013428,1.626984071731569
1.60287463665009,1.561363935470581,1.66244471073151,1.56534028053284,1.6364085674285889,1.605686426162722
1.58159828186035,1.616788625717163,1.60391926765442,1.54023444652557,1.674936294555664,1.6034953832626335
1.69973266124725,1.6037722826004028,1.5823073387146,1.58512449264526,1.562373161315918,1.6066619873046861
1.51870882511139,1.4794327020645142,1.65560674667358,1.55976927280426,1.553860783576965,1.553475666046142
1.46516108512878,1.6051673889160156,1.52704656124115,1.52542841434479,1.5437910556793213,1.5333189010620114
1.93407785892487,1.644188404083252,1.55526256561279,1.47776222229004,1.5501585006713867,1.632289910316468
1.63453769683838,1.5932990312576294,1.60451114177704,1.44611537456512,1.621715426445007,1.5800357341766351
1.55088400840759,1.6789186000823977,1.56399118900299,1.48075544834137,1.5966994762420654,1.5742497444152825
1.56406569480896,1.6241941452026367,1.67474043369293,1.51007425785065,1.5560108423233032,1.5858170747756961
1.52999138832092,1.590000867843628,1.58554077148438,1.49582934379578,1.4990592002868652,1.5400843143463148
1.63174843788147,1.574298858642578,1.56530904769897,1.43916165828705,1.5295772552490234,1.5480190515518184
1.59732818603516,1.559704303741455,1.6351900100708,1.43634903430939,1.5458929538726809,1.554892897605897
1.50414645671844,1.5445393323898315,1.64315092563629,1.51474058628082,1.6160510778427124,1.5645256757736188
1.45785403251648,1.6659412384033203,1.5276495218277,1.49023473262787,1.5849071741104126,1.5453173398971565
1.50355231761932,1.598984956741333,1.57571315765381,1.43846964836121,1.571245193481445,1.5375930547714236
1.59860992431641,1.546164870262146,1.55462872982025,1.46709036827087,1.49048912525177,1.5313966035842892
1.55247700214386,1.5260252952575684,1.49610304832459,1.41879713535309,1.4772146940231323,1.4941234350204482
1.5209983587265,1.5117250680923462,1.50511646270752,1.48525190353394,1.466086745262146,1.4978357076644904
1.55393648147583,1.5305392742156982,1.5429972410202,1.51092267036438,1.4976494312286377,1.5272090196609491
1.55642867088318,1.468384027481079,1.53402757644653,1.41564035415649,1.5709881782531738,1.5090937614440905
1.50797617435455,1.5440231561660769,1.5008453130722,1.37809038162231,1.5101443529129028,1.4882158756256079
1.53450739383698,1.5352710485458374,1.52397859096527,1.42610931396484,1.543635010719299,1.5127002716064453
1.46122169494629,1.468938231468201,1.48215687274933,1.3915536403656,1.502787947654724,1.4613316774368288
1.50222373008728,1.4854551553726196,1.45840358734131,1.37428164482117,1.4547348022460938,1.455019783973695
1.45118057727814,1.488394260406494,1.55726683139801,1.40910005569458,1.4669159650802612,1.4745715379714972
1.56769645214081,1.48422110080719,1.43697452545166,1.38873791694641,1.5207219123840332,1.4796703815460206
1.51578974723816,1.4247101545333862,1.49965643882751,1.47278904914856,1.4348894357681274,1.4695669651031487
1.40040731430054,1.4368224143981934,1.5490802526474,1.42341899871826,1.4797911643981934,1.4579040288925174
1.52650701999664,1.411978244781494,1.44913983345032,1.4019228219986,1.4657217264175415,1.451053929328919
1.42566180229187,1.4968522787094116,1.39499282836914,1.41908538341522,1.445137619972229,1.436345982551574
1.49737858772278,1.4642322063446045,1.43716490268707,1.35784375667572,1.494726300239563,1.4502691507339476
1.46199607849121,1.4355772733688354,1.42538142204285,1.32811510562897,1.449541687965393,1.4201223134994518
1.43337368965149,1.4829922914505005,1.43148803710938,1.35883700847626,1.5128906965255735,1.4439163446426408
1.41986477375031,1.431339144706726,1.49325692653656,1.32540988922119,1.4865660667419434,1.4312873601913458
1.49866902828217,1.4130778312683103,1.45214211940765,1.31008744239807,1.4662357568740845,1.428042435646057
1.41798090934753,1.421177625656128,1.4006415605545,1.3500462770462,1.4374679327011108,1.4054628610610937
1.42323410511017,1.428966999053955,1.40234851837158,1.34787130355835,1.470672607421875,1.4146187067031861
1.43458116054535,1.4277429580688477,1.41491198539734,1.33743953704834,1.4459038972854614,1.4121159076690677
1.42198967933655,1.421686768531799,1.37903022766113,1.38605546951294,1.4950048923492432,1.4207534074783326
1.38086020946503,1.4503055810928345,1.42172503471375,1.32429504394531,1.4425814151763916,1.4039534568786631
1.45202219486237,1.439195156097412,1.38319647312164,1.32209551334381,1.4695768356323242,1.4132172346115115
1.44409334659576,1.458333969116211,1.36039781570435,1.35920166969299,1.4754847288131714,1.4195023059844964
1.41023027896881,1.4008280038833618,1.39050734043121,1.33795380592346,1.461700201034546,1.4002439260482775
1.38999760150909,1.4456936120986938,1.38497161865234,1.33132970333099,1.4455294609069824,1.3995043992996192
1.4277184009552,1.4190126657485962,1.3728255033493,1.33691680431366,1.4321633577346802,1.3977273464202873
1.40172445774078,1.4023752212524414,1.39856934547424,1.3343471288681,1.4531224966049194,1.398027729988096
1.40259099006653,1.3940081596374512,1.38721120357513,1.30938100814819,1.4471265077590942,1.388063573837279
1.40283513069153,1.4067270755767822,1.35491597652435,1.31155586242676,1.4416204690933228,1.3835309028625489
1.41183316707611,1.415571689605713,1.36089205741882,1.33298456668854,1.4440882205963137,1.3930739402770993
1.41969871520996,1.4106601476669312,1.38002228736877,1.3232456445694,1.42681884765625,1.3920891284942623
1.39031600952148,1.403895616531372,1.36525738239288,1.32793200016022,1.4229886531829834,1.382077932357787
1.40313935279846,1.4363694190979004,1.38223314285278,1.33766198158264,1.469036102294922,1.4056879997253404
1.41894578933716,1.4215176105499268,1.37848937511444,1.33171045780182,1.4047138690948486,1.391075420379639
1.38815927505493,1.4305249452590942,1.37804222106934,1.339723944664,1.4440265893936155,1.3960953950881958
1.40588092803955,1.4415926933288574,1.38235211372375,1.35520029067993,1.4603602886199951,1.4090772628784165
1.43086397647858,1.4278589487075806,1.39544034004211,1.33576261997223,1.4495998620986938,1.407905149459839
1.41276967525482,1.4005839824676514,1.3849663734436,1.35949516296387,1.454819917678833,1.4025270223617547
1.43027138710022,1.4218518733978271,1.38621485233307,1.31050324440002,1.4510457515716553,1.3999774217605583
1.42809927463532,1.425282001495361,1.40267419815063,1.34694373607636,1.4239661693572998,1.4053930759429942
1.41342198848724,1.3956539630889893,1.39895343780518,1.32552409172058,1.4382349252700806,1.394357681274414
1.41479814052582,1.4103435277938845,1.38878393173218,1.36332559585571,1.4541890621185305,1.4062880516052252
1.42038452625275,1.4391372203826904,1.39743852615356,1.34019064903259,1.45593523979187,1.4106172323226922
