/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.001_30-30_tb.csv,row_average
3.96167969703674,4.003853797912598,3.9362645149231,3.9853847026825,3.921434164047241,3.961723375320436
3.55853486061096,3.6535532474517822,3.67723798751831,3.65250635147095,3.688600540161133,3.646086597442627
3.39700174331665,3.54341197013855,3.43111252784729,3.43407225608826,3.4079031944274902,3.442700338363648
3.22937655448914,3.2080283164978027,3.17342352867126,3.21816611289978,3.215855598449707,3.2089700222015383
3.01145434379578,3.0179436206817627,3.04001069068909,3.08159971237183,2.969917297363281,3.0241851329803486
2.81637120246887,2.8594112396240234,2.89080119132996,2.87808275222778,2.841580629348755,2.8572494029998774
2.74242734909058,2.7525813579559326,2.76742815971375,2.74440312385559,2.756523609161377,2.752672719955446
2.57424736022949,2.600425958633423,2.69832897186279,2.65225481987,2.69132661819458,2.6433167457580566
2.67467045783997,2.5849201679229736,2.58005857467651,2.59832668304443,2.5213398933410645,2.5918631553649893
2.42841672897339,2.455263376235962,2.53826093673706,2.51208186149597,2.375636339187622,2.461931848526001
2.37006640434265,2.4076578617095947,2.39309573173523,2.42300629615784,2.470147132873535,2.41279468536377
2.43645882606506,2.271021842956543,2.374427318573,2.29969596862793,2.2809038162231445,2.332501554489135
2.30663180351257,2.242895126342773,2.34907174110413,2.29711055755615,2.2427098751068115,2.287683820724487
2.23216247558594,2.2220709323883057,2.25935888290405,2.24013924598694,2.190152406692505,2.2287767887115484
2.16659140586853,2.2390780448913574,2.16961050033569,2.27672410011291,2.155322790145874,2.2014653682708722
2.15986442565918,2.110246419906616,2.17178058624268,2.13430142402649,2.148466825485229,2.144931936264039
2.1336989402771,2.097180128097534,2.08896660804749,2.12628364562988,2.11187744140625,2.111601352691651
2.10842776298523,1.975301504135132,2.03816390037537,2.05895566940308,2.0566864013671875,2.0475070476532
2.02508664131165,2.0036606788635254,2.06493496894836,2.05969262123108,1.9970312118530276,2.0300812244415285
1.99445486068726,1.992950439453125,2.06885099411011,2.09660077095032,1.9970253705978396,2.0299764871597312
2.10008955001831,1.9461979866027832,2.07101702690125,1.94766449928284,2.0760715007781982,2.0282081127166767
1.93957591056824,1.9651941061019895,2.05000019073486,1.98419964313507,1.8988686800003047,1.967567706108093
2.01958179473877,1.890129566192627,2.00103068351746,1.99738645553589,1.9737855195999143,1.9763828039169322
1.97751557826996,1.950892448425293,1.95534539222717,2.0073778629303,1.9861841201782229,1.9754630804061892
1.92626404762268,1.927698373794556,1.92788505554199,1.97251522541046,1.9559978246688845,1.9420721054077141
1.89183330535889,1.9256750345230105,1.94900178909302,1.91182172298431,1.9592515230178835,1.9275166749954227
1.89341259002686,1.8975086212158203,1.91362798213959,1.91532289981842,1.9056850671768188,1.9051114320755018
1.87148320674896,1.876717567443848,1.91212558746338,1.8426148891449,1.8800413608551023,1.8765965223312382
1.91572523117065,1.872618317604065,1.91766536235809,1.84737384319305,1.822853803634644,1.8752473115920996
1.91358184814453,1.8657031059265137,1.85823786258698,1.89855623245239,1.9318684339523315,1.8935894966125488
1.8591160774231,1.8278326988220213,1.87051224708557,1.88402223587036,1.8974171876907349,1.8677800893783574
1.80553507804871,1.8465038537979128,1.82678556442261,1.80290687084198,1.9208743572235107,1.8405211448669447
1.80617892742157,1.8696924448013303,1.83218359947205,1.85098206996918,1.8120516538619995,1.8342177391052261
1.80111086368561,1.8185505867004397,1.81154310703278,1.84643721580505,1.77021586894989,1.8095715284347538
1.79522180557251,1.8462862968444824,1.81834089756012,1.82985186576843,1.7926547527313232,1.8164711236953728
1.7843496799469,1.7714489698410034,1.88493847846985,1.77220523357391,1.796146035194397,1.801817679405212
1.82791984081268,1.8012923002243042,1.87925970554352,1.85504639148712,1.7593166828155518,1.824566984176635
1.83375108242035,1.8179913759231567,1.82010579109192,1.82472634315491,1.7425737380981443,1.807829666137696
1.8564966917038,1.8018561601638796,1.78837287425995,1.76270341873169,1.7612700462341309,1.79413983821869
1.75566005706787,1.771092653274536,1.82703065872192,1.82939946651459,1.7662527561187744,1.789887118339538
1.74403738975525,1.7952332496643066,1.81184840202332,1.77959251403809,1.820156455039978,1.7901736021041887
1.77731347084045,1.821441650390625,1.79355907440186,1.78817307949066,1.833795428276062,1.8028565406799313
1.87144184112549,1.833373069763184,1.86346745491028,1.80857169628143,1.7873389720916748,1.8328386068344116
1.7829909324646,1.7655305862426758,1.74968469142914,1.77142322063446,1.745275378227234,1.762980961799622
1.70715403556824,1.7700703144073486,1.80782234668732,1.7627512216568,1.7571935653686523,1.7609982967376723
1.81498146057129,1.7503981590270996,1.81161653995514,1.7775251865387,1.7588534355163574,1.7826749563217175
1.74414348602295,1.7618082761764526,1.7757031917572,1.73983204364777,1.7772746086120603,1.7597523212432864
1.74313187599182,1.7607342004776,1.77131295204163,1.79783916473389,1.7684119939804075,1.7682860374450695
1.69567835330963,1.7237465381622314,1.74039459228516,1.75459635257721,1.7393388748168943,1.7307509422302254
1.77957451343536,1.8089814186096191,1.76108288764954,1.73427855968475,1.7401624917984009,1.764815974235534
1.73663032054901,1.7458502054214478,1.82580888271332,1.73301672935486,1.7561694383621216,1.7594951152801521
1.8447231054306,1.766364812850952,1.78435468673706,1.74859166145325,1.710597276687622,1.770926308631897
1.76243412494659,1.7499650716781616,1.82747447490692,1.74317038059235,1.715649962425232,1.7597388029098506
1.8986850976944,1.7386404275894165,1.8109472990036,1.76466071605682,1.798893690109253,1.802365446090698
1.74823343753815,1.7675058841705322,1.7707222700119,1.80022752285004,1.729392170906067,1.763216257095338
1.70332646369934,1.7853597402572632,1.75565159320831,1.73157358169556,1.755716323852539,1.7463255405426026
1.76730036735535,1.7980657815933228,1.73391783237457,1.75612771511078,1.7357205152511597,1.7582264423370364
1.71144008636475,1.77310049533844,1.73347198963165,1.77404272556305,1.7108458280563354,1.740580224990845
1.74130964279175,1.7630653381347656,1.76610112190247,1.74031388759613,1.7141568660736084,1.7449893712997446
1.7362904548645,1.758452296257019,1.73903608322144,1.70985984802246,1.7578130960464478,1.7402903556823734
2.21271204948425,2.2512741088867188,2.2362790107727,2.13423919677734,2.1582438945770264,2.198549652099607
2.20029616355896,2.307765007019043,2.20421409606934,2.06181907653809,1.9810811281204224,2.1510350942611707
1.94585824012756,2.149191379547119,2.59163641929626,1.92685651779175,1.912344455718994,2.105177402496337
2.00159859657288,1.8364657163619995,1.99364602565765,2.07070755958557,1.865496277809143,1.9535828351974485
1.91536331176758,2.0904183387756348,1.95275330543518,1.89210224151611,1.9002591371536253,1.9501792669296258
1.90529823303223,1.936391234397888,1.93927550315857,1.92713379859924,2.030329942703247,1.9476857423782348
1.8357857465744,1.868176817893982,2.09530425071716,1.7175920009613,1.7948471307754517,1.8623411893844586
1.8179075717926,1.8069428205490112,1.80098438262939,1.87457072734833,1.9807995557785036,1.8562410116195671
