/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g1_0-50_tb.csv,row_average
0.0787200033664703,0.0883999988436698,0.0851999968290329,0.0894000008702278,0.0818800032138824,0.08472000062465665
0.138040006160736,0.1396799981594085,0.1331200003623962,0.1413999944925308,0.1401599943637848,0.13847999870777128
0.1712400019168853,0.1810799986124038,0.1795199960470199,0.1831599920988083,0.1942799985408783,0.1818559974431991
0.2178799957036972,0.2151999920606613,0.2113599926233291,0.2137199938297271,0.2307599931955337,0.21778399348258967
0.2515200078487396,0.2466000020503997,0.2532399892807007,0.2579599916934967,0.2699599862098694,0.2558559954166412
0.2861999869346618,0.277999997138977,0.2814399898052215,0.2713199853897095,0.2928799986839294,0.28196799159049984
0.3014400005340576,0.3093999922275543,0.3075200021266937,0.3091999888420105,0.3104000091552734,0.30759199857711794
0.3511599898338318,0.3157599866390228,0.3294799923896789,0.3397200107574463,0.3335599899291992,0.3339359939098358
0.3539600074291229,0.3434000015258789,0.3476000130176544,0.3569599986076355,0.3633599877357483,0.353056001663208
0.3605999946594238,0.361840009689331,0.3574000000953674,0.3874799907207489,0.3805600106716156,0.36957600116729733
0.38264000415802,0.3844799995422363,0.3741999864578247,0.3901599943637848,0.3741999864578247,0.38113599419593813
0.4232800006866455,0.4022400081157684,0.389160007238388,0.4024800062179565,0.4191600084304809,0.4072640061378479
0.4241600036621094,0.3849999904632568,0.3927600085735321,0.4233199954032898,0.4307200014591217,0.41119199991226196
0.4393599927425384,0.419400006532669,0.423799991607666,0.4180000126361847,0.4336000084877014,0.42683200240135194
0.4429599940776825,0.4241999983787536,0.4338400065898895,0.4546799957752228,0.4385199844837188,0.4388399958610535
0.4409999847412109,0.4273200035095215,0.4358800053596496,0.4464800059795379,0.4409199953079223,0.43831999897956847
0.461679995059967,0.4264799952507019,0.4485599994659424,0.4747200012207031,0.4668799936771393,0.45566399693489074
0.4782399833202362,0.4511599838733673,0.4643200039863586,0.4702000021934509,0.4692400097846985,0.4666319966316223
0.463479995727539,0.456959992647171,0.459520012140274,0.4707199931144714,0.4676400125026703,0.46366400122642515
0.4888800084590912,0.4562399983406067,0.459879994392395,0.480320006608963,0.4757199883460998,0.47220799922943113
0.485040009021759,0.4713599979877472,0.4674800038337707,0.4721199870109558,0.4818800091743469,0.47557600140571593
0.4815599918365478,0.4628399908542633,0.486840009689331,0.4845600128173828,0.4944799840450287,0.4820559978485107
0.5008000135421753,0.461320012807846,0.4853599965572357,0.5009599924087524,0.4935599863529205,0.488400000333786
0.4971199929714203,0.4643200039863586,0.4873999953269958,0.4955199956893921,0.4944799840450287,0.4877679944038391
0.4985199868679046,0.4821600019931793,0.4830000102519989,0.4989199936389923,0.4941999912261963,0.4913599967956543
0.5145599842071533,0.4905200004577636,0.4840799868106842,0.4988400042057037,0.5089600086212158,0.4993919968605042
0.5118799805641174,0.4899599850177765,0.5008000135421753,0.505840003490448,0.4984000027179718,0.5013759970664978
0.519320011138916,0.4942399859428406,0.5012400150299072,0.5191199779510498,0.4964399933815002,0.5060719966888427
0.5181999802589417,0.501800000667572,0.5054399967193604,0.5027999877929688,0.520039975643158,0.5096559882164001
0.5210000276565552,0.4963200092315674,0.511959969997406,0.5288400053977966,0.5103999972343445,0.5137040019035339
0.5253199934959412,0.5027599930763245,0.5031200051307678,0.523360013961792,0.5159599781036377,0.5141039967536927
0.5234799981117249,0.5042399764060974,0.5064399838447571,0.523360013961792,0.5170800089836121,0.5149199962615967
0.5261600017547607,0.5127999782562256,0.5213199853897095,0.5135999917984009,0.5145599842071533,0.51768798828125
0.5224000215530396,0.5055599808692932,0.5099200010299683,0.5324000120162964,0.5331599712371826,0.520687997341156
0.5198400020599365,0.5090399980545044,0.5104399919509888,0.5375999808311462,0.5088800191879272,0.5171599984169006
0.5319200158119202,0.5143200159072876,0.5204799771308899,0.5203199982643127,0.5144799947738647,0.520304000377655
0.5377200245857239,0.5079600214958191,0.5204399824142456,0.5249999761581421,0.5318400263786316,0.5245920062065125
0.5361999869346619,0.509440004825592,0.5180799961090088,0.5044400095939636,0.5283600091934204,0.5193040013313294
0.5281599760055542,0.5105199813842773,0.521120011806488,0.5273600220680237,0.5255600214004517,0.522544002532959
0.530239999294281,0.498199999332428,0.51555997133255,0.5278000235557556,0.5354399681091309,0.5214479923248291
0.5273200273513794,0.5188400149345398,0.5271999835968018,0.5200799703598022,0.5301200151443481,0.5247120022773742
0.5285199880599976,0.5092800259590149,0.5257200002670288,0.5250800251960754,0.5189599990844727,0.5215120077133178
0.5472000241279602,0.5036799907684326,0.5089600086212158,0.5311599969863892,0.5249199867248535,0.5231840014457703
0.5464800000190735,0.5304800271987915,0.5295199751853943,0.5327600240707397,0.5301600098609924,0.5338800072669982
0.5396400094032288,0.5245599746704102,0.5361999869346619,0.5376399755477905,0.5239999890327454,0.5324079871177674
0.5524399876594543,0.533840000629425,0.5414000153541565,0.5259199738502502,0.5353999733924866,0.5377999901771545
0.5329599976539612,0.5247600078582764,0.5374400019645691,0.5368000268936157,0.5405600070953369,0.5345040082931518
0.5338799953460693,0.5267599821090698,0.5410400032997131,0.5410799980163574,0.5298399925231934,0.5345199942588806
0.5532400012016296,0.5331599712371826,0.5456399917602539,0.5439199805259705,0.5465599894523621,0.5445039868354797
0.5472000241279602,0.5352799892425537,0.5199999809265137,0.5313599705696106,0.5410799980163574,0.5349839925765991
0.4519999921321869,0.3859999775886535,0.3795999884605407,0.4423999786376953,0.3989999890327453,0.41179998517036437
0.4971999824047088,0.4657999873161316,0.4549999833106994,0.4449999928474426,0.4769999980926513,0.4679999887943268
0.4955999851226806,0.4779999852180481,0.4599999785423279,0.4493999779224396,0.4759999811649322,0.4717999815940857
0.5019999742507935,0.4945999979972839,0.4619999825954437,0.5019999742507935,0.5040000081062317,0.49291998744010923
0.5041999816894531,0.5005999803543091,0.5069999694824219,0.4927999973297119,0.4761999845504761,0.4961599826812744
0.5077999830245972,0.4941999912261963,0.5033999681472778,0.4695999920368194,0.4863999783992767,0.4922799825668335
0.532800018787384,0.532800018787384,0.5249999761581421,0.503600001335144,0.4697999954223633,0.5128000020980835
0.5361999869346619,0.4817999899387359,0.5123999714851379,0.487199991941452,0.4953999817371368,0.5025999844074249
0.5307999849319458,0.5209999680519104,0.4985999763011932,0.5175999999046326,0.4959999918937683,0.51279998421669
0.5407999753952026,0.5227999687194824,0.5335999727249146,0.5181999802589417,0.5123999714851379,0.5255599737167358
0.5099999904632568,0.5303999781608582,0.4941999912261963,0.5191999673843384,0.493399977684021,0.5094399809837341
0.5419999957084656,0.5029999613761902,0.5203999876976013,0.5227999687194824,0.5392000079154968,0.5254799842834472
0.551800012588501,0.5051999688148499,0.5288000106811523,0.532800018787384,0.5343999862670898,0.5305999994277955
0.538599967956543,0.5152000188827515,0.5095999836921692,0.5221999883651733,0.5353999733924866,0.5241999864578247
0.551800012588501,0.5130000114440918,0.5253999829292297,0.5249999761581421,0.5184000134468079,0.5267199993133544
0.5342000126838684,0.5239999890327454,0.5414000153541565,0.5356000065803528,0.5230000019073486,0.5316400051116943
0.5217999815940857,0.5266000032424927,0.5267999768257141,0.5167999863624573,0.5248000025749207,0.5233599901199341
0.5615999698638916,0.5313999652862549,0.546999990940094,0.5483999848365784,0.515999972820282,0.5408799767494201
0.5755999684333801,0.543999969959259,0.5299999713897705,0.5155999660491943,0.5295999646186829,0.5389599680900574
0.5590000152587891,0.5277999639511108,0.5478000044822693,0.5429999828338623,0.5504000186920166,0.5455999970436096
0.562999963760376,0.5152000188827515,0.5361999869346619,0.5559999942779541,0.5297999978065491,0.5400399923324585
0.5593999624252319,0.5447999835014343,0.5230000019073486,0.5238000154495239,0.5493999719619751,0.5400799870491028
0.5550000071525574,0.5401999950408936,0.5543999671936035,0.5047999620437622,0.5525999665260315,0.5413999795913697
0.5685999989509583,0.551800012588501,0.5573999881744385,0.5315999984741211,0.5235999822616577,0.5465999960899353
0.579800009727478,0.5511999726295471,0.5501999855041504,0.5497999787330627,0.5537999868392944,0.5569599866867065
0.5717999935150146,0.5432000160217285,0.5609999895095825,0.5465999841690063,0.5396000146865845,0.5524399995803833
0.5514000058174133,0.5271999835968018,0.5645999908447266,0.5425999760627747,0.5527999997138977,0.5477199912071228
0.5685999989509583,0.5619999766349792,0.564799964427948,0.5202000141143799,0.5662000179290771,0.5563599944114686
0.574999988079071,0.5361999869346619,0.545199990272522,0.561199963092804,0.5306000113487244,0.5496399879455567
0.5593999624252319,0.5619999766349792,0.5507999658584595,0.5357999801635742,0.5410000085830688,0.5497999787330627
0.5615999698638916,0.54339998960495,0.5679999589920044,0.5313999652862549,0.5583999752998352,0.5525599718093872
0.5787999629974365,0.5547999739646912,0.5460000038146973,0.562999963760376,0.550000011920929,0.558519983291626
0.5835999846458435,0.5406000018119812,0.553600013256073,0.5593999624252319,0.5568000078201294,0.5587999939918518
0.571399986743927,0.5523999929428101,0.5863999724388123,0.5613999962806702,0.5568000078201294,0.5656799912452698
0.5735999941825867,0.5532000064849854,0.5834000110626221,0.5515999794006348,0.5370000004768372,0.5597599983215332
0.5751999616622925,0.5525999665260315,0.5701999664306641,0.5533999800682068,0.5687999725341797,0.5640399694442749
0.5845999717712402,0.5605999827384949,0.5557999610900879,0.5615999698638916,0.5527999997138977,0.5630799770355225
0.5609999895095825,0.5705999732017517,0.5667999982833862,0.5766000151634216,0.5795999765396118,0.5709199905395508
0.5943999886512756,0.5325999855995178,0.5669999718666077,0.573199987411499,0.5781999826431274,0.5690799832344056
0.6033999919891357,0.5723999738693237,0.5877999663352966,0.56659996509552,0.5823999643325806,0.5825199723243714
0.5755999684333801,0.5821999907493591,0.587399959564209,0.5361999869346619,0.5568000078201294,0.5676399827003479
0.5839999914169312,0.5791999697685242,0.5825999975204468,0.564799964427948,0.5917999744415283,0.5804799795150757
0.597000002861023,0.5659999847412109,0.5776000022888184,0.568399965763092,0.5857999920845032,0.5789599895477295
0.5839999914169312,0.5672000050544739,0.5863999724388123,0.5835999846458435,0.5907999873161316,0.5823999881744385
0.5769999623298645,0.5949999690055847,0.5821999907493591,0.5787999629974365,0.5839999914169312,0.5833999752998352
0.5979999899864197,0.5537999868392944,0.590999960899353,0.5831999778747559,0.5777999758720398,0.5807599782943725
0.6060000061988831,0.5766000151634216,0.5777999758720398,0.5627999901771545,0.58160001039505,0.5809599995613098
0.6043999791145325,0.5965999960899353,0.5934000015258789,0.5839999914169312,0.592799961566925,0.5942399859428406
0.597599983215332,0.5748000144958496,0.5853999853134155,0.5849999785423279,0.5863999724388123,0.5858399868011475
