/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g1_0-50_tb.csv,row_average
0.5889999866485596,0.5791999697685242,0.5791999697685242,0.5802000164985657,0.5960000157356262,0.5847199916839599
0.6078000068664551,0.5953999757766724,0.5916000008583069,0.5870000123977661,0.593999981880188,0.5951599955558777
0.5983999967575073,0.5945999622344971,0.593999981880188,0.5916000008583069,0.589199960231781,0.593559980392456
0.6029999852180481,0.6083999872207642,0.5895999670028687,0.6001999974250793,0.598800003528595,0.5999999880790711
0.6097999811172485,0.5978000164031982,0.5974000096321106,0.600600004196167,0.5911999940872192,0.5993600010871887
0.6129999756813049,0.5888000130653381,0.5952000021934509,0.5827999711036682,0.6031999588012695,0.5965999841690064
0.6159999966621399,0.5967999696731567,0.6110000014305115,0.6001999974250793,0.6193999648094177,0.608679986000061
0.6168000102043152,0.6060000061988831,0.6074000000953674,0.5971999764442444,0.6119999885559082,0.6078799962997437
0.6277999877929688,0.6010000109672546,0.6193999648094177,0.5866000056266785,0.6096000075340271,0.6088799953460693
0.6272000074386597,0.5799999833106995,0.6092000007629395,0.6060000061988831,0.6172000169754028,0.6079200029373169
0.6323999762535095,0.600600004196167,0.6229999661445618,0.6046000123023987,0.6172000169754028,0.615559995174408
0.6200000047683716,0.6047999858856201,0.6061999797821045,0.6083999872207642,0.6101999878883362,0.6099199891090393
0.6359999775886536,0.6047999858856201,0.623199999332428,0.6025999784469604,0.6281999945640564,0.6189599871635437
0.6295999884605408,0.6105999946594238,0.6110000014305115,0.6143999695777893,0.6096000075340271,0.6150399923324585
0.6351999640464783,0.614799976348877,0.6039999723434448,0.6085999608039856,0.621399998664856,0.6167999744415283
0.626800000667572,0.6051999926567078,0.6200000047683716,0.6132000088691711,0.6186000108718872,0.616760003566742
0.6369999647140503,0.6277999877929688,0.6291999816894531,0.6209999918937683,0.6241999864578247,0.627839982509613
0.6348000168800354,0.6186000108718872,0.6330000162124634,0.6092000007629395,0.6326000094413757,0.6256400108337402
0.6449999809265137,0.6207999587059021,0.6207999587059021,0.6175999641418457,0.6123999953269958,0.6233199715614319
0.6351999640464783,0.6182000041007996,0.6141999959945679,0.6195999979972839,0.623199999332428,0.6220799922943115
0.640999972820282,0.6265999674797058,0.626800000667572,0.6092000007629395,0.6363999843597412,0.6279999852180481
0.6389999985694885,0.6123999953269958,0.6155999898910522,0.6341999769210815,0.618399977684021,0.6239199876785279
0.6385999917984009,0.6294000148773193,0.6385999917984009,0.6197999715805054,0.6305999755859375,0.6313999891281128
0.6425999999046326,0.6265999674797058,0.6405999660491943,0.6241999864578247,0.6377999782562256,0.6343599796295166
0.6477999687194824,0.6327999830245972,0.6362000107765198,0.6251999735832214,0.6291999816894531,0.6342399835586547
0.6471999883651733,0.6258000135421753,0.6301999688148499,0.6323999762535095,0.6470000147819519,0.636519992351532
0.6485999822616577,0.6301999688148499,0.6381999850273132,0.6245999932289124,0.6373999714851379,0.6357999801635742
0.6485999822616577,0.6399999856948853,0.6471999883651733,0.6349999904632568,0.6448000073432922,0.6431199908256531
0.6561999917030334,0.6363999843597412,0.6383999586105347,0.6333999633789062,0.6416000127792358,0.6411999821662903
0.6579999923706055,0.6395999789237976,0.6319999694824219,0.6276000142097473,0.6448000073432922,0.6403999924659729
0.6531999707221985,0.6317999958992004,0.6473999619483948,0.6333999633789062,0.6477999687194824,0.6427199721336365
0.6579999923706055,0.6407999992370605,0.646399974822998,0.6340000033378601,0.6534000039100647,0.6465199947357178
0.6553999781608582,0.6525999903678894,0.646399974822998,0.6371999979019165,0.649399995803833,0.648199987411499
0.6581999659538269,0.6431999802589417,0.6499999761581421,0.6294000148773193,0.6574000120162964,0.6476399898529053
0.6624000072479248,0.6401999592781067,0.6553999781608582,0.6337999701499939,0.6498000025749207,0.6483199834823609
0.6613999605178833,0.6430000066757202,0.6459999680519104,0.6381999850273132,0.6523999571800232,0.6481999754905701
0.6585999727249146,0.6455999612808228,0.6539999842643738,0.6359999775886536,0.6556000113487244,0.6499599814414978
0.6603999733924866,0.6387999653816223,0.6416000127792358,0.6381999850273132,0.6545999646186829,0.6467199802398682
0.6631999611854553,0.6484000086784363,0.6507999897003174,0.6419999599456787,0.6516000032424927,0.6511999845504761
0.6710000038146973,0.6434000134468079,0.6471999883651733,0.6467999815940857,0.6570000052452087,0.6530799984931945
0.6703999638557434,0.6403999924659729,0.6521999835968018,0.6421999931335449,0.663599967956543,0.6537599802017212
0.6665999889373779,0.645799994468689,0.6577999591827393,0.6373999714851379,0.6521999835968018,0.6519599795341492
0.670799970626831,0.649399995803833,0.6588000059127808,0.6401999592781067,0.6593999862670898,0.6557199835777283
0.6705999970436096,0.642799973487854,0.6549999713897705,0.6485999822616577,0.650600016117096,0.6535199880599976
0.6675999760627747,0.6448000073432922,0.6543999910354614,0.6491999626159668,0.6517999768257141,0.6535599827766418
0.6646000146865845,0.644599974155426,0.6549999713897705,0.6452000141143799,0.6606000065803528,0.6539999961853027
0.6679999828338623,0.6466000080108643,0.6549999713897705,0.6452000141143799,0.6561999917030334,0.6541999936103821
0.675000011920929,0.6448000073432922,0.6545999646186829,0.6412000060081482,0.6559999585151672,0.6543199896812439
0.6593999862670898,0.6435999870300293,0.644599974155426,0.6435999870300293,0.6625999808311462,0.6507599830627442
0.6697999835014343,0.6507999897003174,0.6593999862670898,0.6448000073432922,0.6563999652862549,0.6562399864196777
0.6685999631881714,0.6437999606132507,0.6559999585151672,0.6431999802589417,0.6563999652862549,0.6535999655723572
