/home/miura/lab/KD-hdas/results/stat/30-30/acc/g0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.001_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/acc/g0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.001_30-30_tb.csv,row_average
0.0795599967241287,0.0750000029802322,0.0807199999690055,0.088639996945858,0.0924799963831901,0.08327999860048291
0.1471199989318847,0.1278000026941299,0.1150799989700317,0.1516000032424926,0.119159996509552,0.1321520000696182
0.1699199974536895,0.1540800034999847,0.1581200063228607,0.1871600002050399,0.1706400066614151,0.167984002828598
0.2019200026988983,0.2041199952363968,0.2130399942398071,0.212919995188713,0.2038400024175644,0.20716799795627594
0.2458799928426742,0.2440799921751022,0.2352399975061416,0.2547599971294403,0.2548800110816955,0.24696799814701076
0.2835200130939483,0.2710399925708771,0.2678000032901764,0.2635599970817566,0.2757200002670288,0.27232800126075746
0.3017599880695343,0.2951599955558777,0.2964400053024292,0.3070800006389618,0.2964400053024292,0.2993759989738464
0.3357599973678589,0.3321999907493591,0.3107199966907501,0.3274799883365631,0.3095600008964538,0.323143994808197
0.324999988079071,0.3289600014686584,0.3330399990081787,0.3441599905490875,0.3474400043487549,0.33571999669075014
0.3674800097942352,0.3580000102519989,0.3396799862384796,0.3591200113296509,0.379040002822876,0.36066400408744814
0.3709200024604797,0.3705599904060364,0.3751600086688995,0.366919994354248,0.3623600006103515,0.36918399930000306
0.3706400096416473,0.4019599854946136,0.3821600079536438,0.4004800021648407,0.4004800021648407,0.39114400148391726
0.3973599970340729,0.4082799851894378,0.3820799887180328,0.3973200023174286,0.4039199948310852,0.3977919936180115
0.4108400046825409,0.4071599841117859,0.4030399918556213,0.4211600124835968,0.4234800040721893,0.4131359994411469
0.4266799986362457,0.4079599976539612,0.4243200123310089,0.4219200015068054,0.430759996175766,0.4223280012607574
0.422320008277893,0.4349200129508972,0.4229199886322021,0.4212799966335296,0.4308800101280212,0.4264640033245087
0.4341199994087219,0.4421600103378296,0.4421199858188629,0.4486799836158752,0.4364399909973144,0.4407039940357208
0.4409999847412109,0.4710400104522705,0.4590800106525421,0.448199987411499,0.4508000016212463,0.4540239989757538
0.4563600122928619,0.4603199958801269,0.4464800059795379,0.4434399902820587,0.4701200127601623,0.4553440034389495
0.4665200114250183,0.4649199843406677,0.4533999860286712,0.4543600082397461,0.4660800099372864,0.46105599999427793
0.4414800107479095,0.4753600060939789,0.450439989566803,0.4679200053215027,0.448199987411499,0.4566799998283386
0.4776000082492828,0.4757600128650665,0.4562000036239624,0.4742799997329712,0.4896000027656555,0.4746880054473877
0.466839998960495,0.4923999905586242,0.4693999886512756,0.4708000123500824,0.4794000089168548,0.47576799988746643
0.4747999906539917,0.4760800004005432,0.4780400097370147,0.4771200120449066,0.4697999954223633,0.4751680016517639
0.4845199882984161,0.484360009431839,0.479200005531311,0.4763599932193756,0.4775199890136719,0.4803919970989227
0.4940800070762634,0.4860399961471557,0.4812799990177154,0.495279997587204,0.4819200038909912,0.48772000074386596
0.4939999878406524,0.4948799908161163,0.489080011844635,0.4936800003051758,0.4896799921989441,0.49226399660110476
0.5018399953842163,0.4959200024604797,0.4913199841976166,0.5004400014877319,0.4931600093841553,0.49653599858284
0.4895199835300445,0.4991999864578247,0.4886800050735473,0.4909600019454956,0.5095199942588806,0.49557599425315857
0.4942399859428406,0.4998399913311004,0.4995200037956238,0.4945600032806396,0.4891200065612793,0.49545599818229674
0.5022000074386597,0.5093200206756592,0.4998399913311004,0.4964799880981445,0.4904800057411194,0.49966400265693667
0.5162000060081482,0.5090000033378601,0.5110800266265869,0.512440025806427,0.4973199963569641,0.5092080116271973
0.5155199766159058,0.5010799765586853,0.5110800266265869,0.5074800252914429,0.5202800035476685,0.5110880017280579
0.5179200172424316,0.5101199746131897,0.51555997133255,0.506600022315979,0.5233200192451477,0.5147040009498596
0.5198799967765808,0.5103999972343445,0.5115199685096741,0.5075600147247314,0.5212799906730652,0.5141279935836792
0.5258399844169617,0.5223199725151062,0.5044800043106079,0.514240026473999,0.5197200179100037,0.5173200011253357
0.5141599774360657,0.5243600010871887,0.506600022315979,0.5156800150871277,0.5267999768257141,0.5175199985504151
0.5116000175476074,0.5156800150871277,0.5135999917984009,0.5176399946212769,0.5320000052452087,0.5181040048599244
0.509119987487793,0.5157999992370605,0.5211600065231323,0.5238800048828125,0.5322799682617188,0.5204479932785034
0.5226399898529053,0.5279600024223328,0.510640025138855,0.4944799840450287,0.5316399931907654,0.5174719989299774
0.5313199758529663,0.5204399824142456,0.52183997631073,0.5216000080108643,0.5200799703598022,0.5230559825897216
0.5232399702072144,0.5204399824142456,0.5252000093460083,0.522159993648529,0.5164799690246582,0.5215039849281311
0.5060399770736694,0.5194399952888489,0.5145999789237976,0.5262799859046936,0.5262799859046936,0.5185279846191406
0.5260400176048279,0.5292800068855286,0.531719982624054,0.5298399925231934,0.5346800088882446,0.5303120017051697
0.5403599739074707,0.525439977645874,0.5265600085258484,0.5279600024223328,0.5331199765205383,0.5306879878044128
0.5204399824142456,0.5344399809837341,0.525439977645874,0.5335599780082703,0.5319200158119202,0.5291599869728089
0.5315600037574768,0.532800018787384,0.5323200225830078,0.0818400010466575,0.5307599902153015,0.44185600727796553
0.5391200184822083,0.5324400067329407,0.5361999869346619,0.1238000020384788,0.5350000262260437,0.45331200808286665
0.5505200028419495,0.542680025100708,0.5406000018119812,0.1660799980163574,0.5375199913978577,0.46748000383377075
0.5255600214004517,0.5293599963188171,0.5310800075531006,0.2089599967002868,0.5397999882698059,0.4669520020484924
0.5372399687767029,0.5399600267410278,0.5236799716949463,0.2295199930667877,0.5325599908828735,0.4725919902324677
0.5152000188827515,0.5337200164794922,0.5287200212478638,0.270440012216568,0.545520007610321,0.47872001528739927
0.5333600044250488,0.5321599841117859,0.5212399959564209,0.3040399849414825,0.5392400026321411,0.48600799441337583
