/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-1_0-50_tb.csv,row_average
0.0887200012803077,0.0800800025463104,0.0768399983644485,0.0829600021243095,0.0737200006842613,0.08046400099992748
0.1184400022029876,0.1308799982070922,0.1250399947166443,0.1276399940252304,0.1349200010299682,0.12738399803638453
0.1658399999141693,0.1555999964475631,0.1427199989557266,0.1640399992465973,0.1539199948310852,0.1564239978790283
0.2088799923658371,0.2011200040578842,0.1859200000762939,0.1953999996185302,0.197840005159378,0.19783200025558467
0.24371999502182,0.2303600013256073,0.2213599979877472,0.222240000963211,0.2378800064325332,0.2311120003461838
0.2689200043678283,0.2468400001525879,0.2461200058460235,0.2532399892807007,0.2514800131320953,0.2533200025558472
0.2761200070381164,0.2755599915981293,0.2665199935436249,0.2737599909305572,0.270000010728836,0.2723919987678528
0.2787199914455414,0.2998799979686737,0.2795599997043609,0.293040007352829,0.3005599975585937,0.29035199880599977
0.3120799958705902,0.3143599927425384,0.301360011100769,0.3061999976634979,0.303160011768341,0.3074320018291473
0.31700000166893,0.3040800094604492,0.3193599879741668,0.3134799897670746,0.3303599953651428,0.3168559968471527
0.3225600123405456,0.3374800086021423,0.319240003824234,0.3328399956226349,0.341839998960495,0.3307920038700104
0.3595199882984161,0.3415200114250183,0.3434000015258789,0.3438799977302551,0.3551999926567077,0.34870399832725524
0.3662000000476837,0.3474799990653991,0.3518399894237518,0.3597199916839599,0.3694799840450287,0.3589439928531647
0.3704400062561035,0.3559600114822387,0.3690400123596191,0.361840009689331,0.3607999980449676,0.363616007566452
0.3894000053405761,0.3819200098514557,0.3750799894332886,0.359959989786148,0.3901999890804291,0.3793119966983795
0.3890799880027771,0.3885200023651123,0.3793599903583526,0.3760800063610077,0.3889600038528442,0.3843999981880188
0.3933599889278412,0.3701199889183044,0.3834800124168396,0.3802799880504608,0.3936400115489959,0.3841759979724884
0.4073199927806854,0.3908399939537048,0.3908799886703491,0.3938800096511841,0.3921200037002563,0.39500799775123596
0.4066799879074096,0.3950400054454803,0.3958399891853332,0.3927199840545654,0.4058400094509125,0.3992239952087402
0.3986800014972687,0.3876000046730041,0.3945600092411041,0.4063999950885772,0.414000004529953,0.40024800300598146
0.406360000371933,0.3981600105762481,0.3995200097560882,0.4082399904727936,0.4039599895477295,0.4032480001449585
0.4136399924755096,0.4007599949836731,0.3995999991893768,0.389160007238388,0.4238399863243103,0.4053999960422516
0.407039999961853,0.4235599935054779,0.4153999984264374,0.3967199921607971,0.4115599989891052,0.4108559966087341
0.4338400065898895,0.4066399931907654,0.419400006532669,0.4024800062179565,0.4161199927330017,0.4156960010528564
0.4126400053501129,0.4153999984264374,0.4177199900150299,0.4303599894046783,0.4186800122261047,0.4189599990844727
0.3940399885177612,0.4311999976634979,0.4375199973583221,0.4326800107955932,0.4398799836635589,0.4270639955997467
0.4362399876117706,0.3916400074958801,0.4165999889373779,0.4298399984836578,0.4356800019741058,0.42199999690055845
0.4130400121212005,0.41279998421669,0.4289999902248382,0.4334000051021576,0.4357599914073944,0.42479999661445617
0.4326800107955932,0.4374800026416778,0.4165199995040893,0.4439600110054016,0.4301599860191345,0.43216000199317933
0.4321599900722503,0.4192399978637695,0.3473599851131439,0.3977600038051605,0.3812800049781799,0.39555999636650085
0.3986400067806244,0.4340400099754333,0.3887999951839447,0.4136799871921539,0.423799991607666,0.41179199814796447
0.4411599934101105,0.4000400006771087,0.4126400053501129,0.3736799955368042,0.4181199967861175,0.40912799835205077
0.3379200100898742,0.3752399981021881,0.2178400009870529,0.4051199853420257,0.4034000039100647,0.34790399968624114
0.3781200051307678,0.3567200005054474,0.365119993686676,0.3040800094604492,0.396479994058609,0.36010400056838987
0.3485200107097626,0.2232400029897689,0.0751999989151954,0.3875199854373932,0.3712399899959564,0.2811439976096153
0.0673599988222122,0.2787599861621856,0.2376800030469894,0.3049199879169464,0.0298800002783536,0.18371999524533744
0.0196800008416175,0.3403599858283996,0.380079984664917,0.0982799977064132,0.1330800056457519,0.19429599493741984
0.4342399835586548,0.1141600012779235,0.2585600018501282,0.3767200112342834,0.3161199986934662,0.2999599993228912
0.352400004863739,0.0131200002506375,0.3628399968147278,0.0307199992239475,0.1429599970579147,0.1804079996421933
0.0741999968886375,0.0296400003135204,0.0532799996435642,0.1136799976229667,0.0948399975895881,0.07312799841165538
0.0351199992001056,0.0232800003141164,0.4049600064754486,0.1300799995660781,0.2741999924182892,0.17352799959480758
0.014560000039637,0.0105200000107288,0.0750799998641014,0.0377999991178512,0.1058399975299835,0.048759999312460375
0.0213600005954504,0.1015999987721443,0.0697999969124794,0.0588800013065338,0.0165199991315603,0.05363199934363365
0.0254399999976158,0.0102399997413158,0.199080005288124,0.0882399976253509,0.0243200007826089,0.06946400068700306
0.0125599997118115,0.0184000004082918,0.0141599997878074,0.0359999984502792,0.0095999995246529,0.018143999576568558
