/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-1_0-50_tb.csv,row_average
0.0105200000107288,0.1563600003719329,0.0223200004547834,0.0722000002861023,0.0152000002562999,0.05532000027596947
0.010080000385642,0.2813999950885772,0.0136799998581409,0.1543599963188171,0.0220400001853704,0.09631199836730951
0.0173199996352195,0.2050800025463104,0.0176400002092123,0.0217599999159574,0.0306000001728534,0.0584800004959106
0.4152399897575378,0.3673999905586242,0.3719599843025207,0.0131599996238946,0.0104799997061491,0.2356479927897453
0.3085599839687347,0.2657999992370605,0.4083200097084045,0.0149600002914667,0.0567199997603893,0.21087199859321112
0.0087999999523162,0.0077999997884035,0.1019999980926513,0.0802000015974044,0.0423999987542629,0.04823999963700766
0.0099999997764825,0.0626000016927719,0.1969999969005584,0.1811999976634979,0.1096000000834465,0.11207999922335143
0.0092000002041459,0.1151999980211258,0.2379999905824661,0.181999996304512,0.1796000003814697,0.1447999970987439
0.0087999999523162,0.1798000037670135,0.221000000834465,0.243599995970726,0.2049999982118606,0.17163999974727626
0.0087999999523162,0.1747999936342239,0.2251999974250793,0.2865999937057495,0.1667999923229217,0.17243999540805813
0.0105999996885657,0.1887999922037124,0.3400000035762787,0.3375999927520752,0.2822000086307525,0.23183999937027688
0.0101999994367361,0.1921999901533126,0.2122000008821487,0.3574000000953674,0.2933999896049499,0.21307999603450295
0.0105999996885657,0.2467999905347824,0.2811999917030334,0.3258000016212463,0.2929999828338623,0.231479993276298
0.0969999954104423,0.2021999955177307,0.2797999978065491,0.3655999898910522,0.3235999941825866,0.2536399945616722
0.1519999951124191,0.2327999919652938,0.337799996137619,0.2437999993562698,0.257999986410141,0.24487999379634856
0.175599992275238,0.2899999916553497,0.3673999905586242,0.3003999888896942,0.3235999941825866,0.29139999151229856
0.1965999901294708,0.3039999902248382,0.3791999816894531,0.3907999992370605,0.3535999953746795,0.3248399913311004
0.2342000007629394,0.3041999936103821,0.3801999986171722,0.4213999807834625,0.3761999905109405,0.34323999285697937
0.2626000046730041,0.2839999794960022,0.3206000030040741,0.4089999794960022,0.2520000040531158,0.3056399941444397
0.2689999938011169,0.2897999882698059,0.3077999949455261,0.4143999814987182,0.3569999933242798,0.3275999903678894
0.2831999957561493,0.3353999853134155,0.4016000032424927,0.3779999911785126,0.3716000020503998,0.35395999550819396
0.3109999895095825,0.321399986743927,0.3637999892234802,0.3759999871253967,0.3567999899387359,0.34579998850822447
0.3335999846458435,0.3299999833106994,0.4217999875545501,0.4309999942779541,0.3355999886989593,0.3703999876976013
0.3630000054836273,0.3445999920368194,0.3449999988079071,0.4405999779701233,0.3597999811172485,0.3705999910831451
0.3531999886035919,0.3840000033378601,0.4213999807834625,0.4025999903678894,0.3630000054836273,0.38483999371528627
0.3747999966144562,0.3643999993801117,0.3797999918460846,0.4508000016212463,0.3711999952793121,0.3881999969482422
0.3425999879837036,0.3596000075340271,0.4141999781131744,0.4619999825954437,0.3910000026226043,0.39387999176979066
0.3789999783039093,0.2899999916553497,0.4301999807357788,0.4395999908447265,0.3623999953269958,0.3802399873733521
0.337799996137619,0.4068000018596649,0.3723999857902527,0.431799978017807,0.4264000058174133,0.3950399935245514
0.3729999959468841,0.3700000047683716,0.4283999800682068,0.4368000030517578,0.397599995136261,0.4011599957942963
0.3817999958992004,0.3980000019073486,0.4341999888420105,0.4171999990940094,0.3861999809741974,0.40347999334335327
0.3615999817848205,0.3477999866008758,0.4386000037193298,0.4465999901294708,0.3646000027656555,0.3918399930000305
0.4223999977111816,0.4141999781131744,0.4088000059127807,0.3925999999046325,0.4095999896526336,0.4095199942588805
0.4413999915122986,0.4018000066280365,0.4573999941349029,0.4945999979972839,0.4269999861717224,0.44443999528884887
0.4389999806880951,0.4009999930858612,0.4389999806880951,0.4555999934673309,0.4174000024795532,0.4303999900817871
0.4440000057220459,0.4352000057697296,0.410999983549118,0.3819999992847442,0.3055999875068664,0.39555999636650085
0.3925999999046325,0.431799978017807,0.4580000042915344,0.4736000001430511,0.376800000667572,0.42655999660491944
0.4569999873638153,0.3567999899387359,0.3989999890327453,0.5119999647140503,0.4345999956130981,0.431879985332489
0.4171999990940094,0.4405999779701233,0.4666000008583069,0.4637999832630157,0.4399999976158142,0.44563999176025393
0.4449999928474426,0.4205999970436096,0.4643999934196472,0.4767999947071075,0.4239999949932098,0.44615999460220335
0.3819999992847442,0.4143999814987182,0.4717999994754791,0.4979999959468841,0.3811999857425689,0.42947999238967893
0.4557999968528747,0.4283999800682068,0.3935999870300293,0.4899999797344208,0.4221999943256378,0.4379999876022339
0.4539999961853027,0.4461999833583832,0.4363999962806701,0.475600004196167,0.4679999947547912,0.45603999495506287
0.4375999867916107,0.4495999813079834,0.3825999796390533,0.4914000034332275,0.4057999849319458,0.43339998722076417
0.4741999804973602,0.4614000022411346,0.4862000048160553,0.4977999925613403,0.4106000065803528,0.46603999733924867
0.4528000056743622,0.4487999975681305,0.4844000041484833,0.4129999876022339,0.4547999799251556,0.4507599949836731
0.4659999907016754,0.4449999928474426,0.4027999937534332,0.4855999946594238,0.4629999995231628,0.45247999429702757
0.4681999981403351,0.4501999914646148,0.4749999940395355,0.4945999979972839,0.451799988746643,0.4679599940776825
0.4531999826431274,0.4720000028610229,0.4808000028133392,0.5083999633789062,0.4799999892711639,0.47887998819351185
0.4842000007629394,0.4650000035762787,0.4824000000953674,0.4695999920368194,0.4653999805450439,0.4733199954032898
0.4715999960899353,0.4686000049114227,0.4912000000476837,0.525600016117096,0.4565999805927276,0.4827199995517731
0.4199999868869781,0.4357999861240387,0.4729999899864197,0.52920001745224,0.4668000042438507,0.46495999693870543
0.5130000114440918,0.4977999925613403,0.4878000020980835,0.4666000008583069,0.5008000135421753,0.49320000410079956
0.5023999810218811,0.4959999918937683,0.4777999818325043,0.4948000013828277,0.4857999980449676,0.49135999083518983
0.4668000042438507,0.4547999799251556,0.4847999811172485,0.5212000012397766,0.4955999851226806,0.4846399903297424
0.4887999892234802,0.4925999939441681,0.4501999914646148,0.4821999967098236,0.4837999939918518,0.4795199930667877
0.5072000026702881,0.498199999332428,0.4927999973297119,0.5023999810218811,0.4298000037670135,0.4860799968242645
0.4765999913215637,0.4797999858856201,0.5166000127792358,0.5284000039100647,0.4580000042915344,0.49187999963760376
0.4790000021457672,0.483599990606308,0.5293999910354614,0.4993999898433685,0.4569999873638153,0.4896799921989441
0.520799994468689,0.4948000013828277,0.5031999945640564,0.5257999897003174,0.4721999764442444,0.503359991312027
0.5117999911308289,0.4909999966621399,0.5051999688148499,0.5410000085830688,0.4314000010490417,0.49607999324798585
0.5231999754905701,0.5094000101089478,0.5263999700546265,0.538599967956543,0.503600001335144,0.5202399849891662
0.4849999845027923,0.4883999824523926,0.4821999967098236,0.532800018787384,0.4650000035762787,0.49067999720573424
0.5257999897003174,0.4927999973297119,0.4919999837875366,0.532800018787384,0.4893999993801117,0.5065599977970123
0.5009999871253967,0.4767999947071075,0.4921999871730804,0.5008000135421753,0.5011999607086182,0.49439998865127566
0.4777999818325043,0.5099999904632568,0.5047999620437622,0.5339999794960022,0.496999979019165,0.5047199785709381
0.5325999855995178,0.5137999653816223,0.531000018119812,0.5432000160217285,0.4927999973297119,0.5226799964904785
0.5320000052452087,0.5152000188827515,0.5076000094413757,0.5473999977111816,0.5317999720573425,0.526800000667572
0.5189999938011169,0.5230000019073486,0.5303999781608582,0.5443999767303467,0.5148000121116638,0.5263199925422668
0.5239999890327454,0.5230000019073486,0.5393999814987183,0.5579999685287476,0.5117999911308289,0.5312399864196777
0.5415999889373779,0.519599974155426,0.5335999727249146,0.5432000160217285,0.5175999999046326,0.531119990348816
0.5471999645233154,0.5220000147819519,0.5293999910354614,0.5575999617576599,0.5031999945640564,0.531879985332489
0.5148000121116638,0.525600016117096,0.5460000038146973,0.5568000078201294,0.5234000086784363,0.5333200097084045
0.5347999930381775,0.5199999809265137,0.545799970626831,0.545799970626831,0.4813999831676483,0.5255599796772004
0.5360000133514404,0.526199996471405,0.5541999936103821,0.5577999949455261,0.527999997138977,0.5404399991035461
0.5397999882698059,0.5311999917030334,0.5383999943733215,0.5482000112533569,0.5371999740600586,0.5389599919319152
0.5401999950408936,0.546999990940094,0.538599967956543,0.564799964427948,0.5191999673843384,0.5419599771499634
0.5482000112533569,0.5325999855995178,0.5568000078201294,0.5600000023841858,0.4529999792575836,0.5301199972629547
0.5504000186920166,0.5493999719619751,0.540399968624115,0.5766000151634216,0.5202000141143799,0.5473999977111816
0.561199963092804,0.5555999875068665,0.5509999990463257,0.5699999928474426,0.5525999665260315,0.5580799818038941
0.5593999624252319,0.5473999977111816,0.5636000037193298,0.5830000042915344,0.520799994468689,0.5548399925231934
0.5703999996185303,0.5541999936103821,0.555400013923645,0.5753999948501587,0.5543999671936035,0.5619599938392639
0.5591999888420105,0.5533999800682068,0.5662000179290771,0.5817999839782715,0.540399968624115,0.5601999878883361
0.5641999840736389,0.5496000051498413,0.5703999996185303,0.5825999975204468,0.5483999848365784,0.5630399942398071
0.5618000030517578,0.5597999691963196,0.561199963092804,0.58160001039505,0.5527999997138977,0.5634399890899658
0.5709999799728394,0.5699999928474426,0.5663999915122986,0.5812000036239624,0.5527999997138977,0.5682799935340881
0.5667999982833862,0.5539999604225159,0.5726000070571899,0.5843999981880188,0.548799991607666,0.5653199911117553
0.5618000030517578,0.551800012588501,0.5659999847412109,0.5885999798774719,0.5527999997138977,0.5641999959945678
0.5663999915122986,0.5641999840736389,0.562999963760376,0.5902000069618225,0.5529999732971191,0.567359983921051
0.5717999935150146,0.5577999949455261,0.5703999996185303,0.5875999927520752,0.5604000091552734,0.5695999979972839
0.5691999793052673,0.564799964427948,0.5799999833106995,0.585599958896637,0.5509999990463257,0.5701199769973755
0.5708000063896179,0.5591999888420105,0.5726000070571899,0.5895999670028687,0.5622000098228455,0.5708799958229065
0.5715999603271484,0.5649999976158142,0.5708000063896179,0.587399959564209,0.5595999956130981,0.5708799839019776
0.5631999969482422,0.5609999895095825,0.5723999738693237,0.5859999656677246,0.5640000104904175,0.5693199872970581
0.5787999629974365,0.5595999956130981,0.5753999948501587,0.590999960899353,0.5523999929428101,0.5714399814605713
0.5795999765396118,0.5618000030517578,0.5758000016212463,0.5875999927520752,0.5651999711990356,0.5739999890327454
0.574999988079071,0.5615999698638916,0.5708000063896179,0.599399983882904,0.5633999705314636,0.5740399837493897
0.573199987411499,0.5637999773025513,0.5737999677658081,0.5992000102996826,0.5587999820709229,0.5737599849700927
0.5741999745368958,0.5597999691963196,0.5787999629974365,0.592799961566925,0.5583999752998352,0.5727999687194825
0.5771999955177307,0.5699999928474426,0.5787999629974365,0.5965999960899353,0.5609999895095825,0.5767199873924256
0.5741999745368958,0.5699999928474426,0.5784000158309937,0.6001999974250793,0.5615999698638916,0.5768799901008606
0.5735999941825867,0.5669999718666077,0.574999988079071,0.5934000015258789,0.5577999949455261,0.5733599901199341
0.5727999806404114,0.5533999800682068,0.5740000009536743,0.5925999879837036,0.5573999881744385,0.5700399875640869
0.5733999609947205,0.5626000165939331,0.5767999887466431,0.5974000096321106,0.5582000017166138,0.5736799955368042
0.574999988079071,0.5618000030517578,0.5867999792098999,0.590999960899353,0.5569999814033508,0.5743199825286865
