/home/miura/lab/KD-hdas/results/stat/0-50/g0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.01_0-50_tb.csv,row_average
1.6812758445739746,1.7970575094223022,1.7788187265396118,1.810156226158142,1.708405613899231,1.7551427841186524
1.7239593267440796,1.998409390449524,1.8887077569961548,1.6836422681808472,1.6894510984420776,1.7968339681625367
1.6959306001663208,1.7329686880111694,1.7546807527542114,1.801969289779663,1.7232344150543213,1.7417567491531372
1.734250783920288,1.741965889930725,1.6672217845916748,1.7112046480178833,1.671601414680481,1.7052489042282104
1.734300971031189,1.72253680229187,1.706415057182312,1.7933605909347534,1.67339026927948,1.7260007381439209
1.745283126831055,1.70133638381958,1.6669867038726809,1.7350094318389893,1.8378809690475464,1.7372993230819702
1.795509696006775,1.7669681310653689,1.663353681564331,1.7195028066635132,1.5950549840927124,1.70807785987854
1.7146689891815186,1.6684179306030271,1.734041452407837,1.7147092819213867,1.5953471660614014,1.6854369640350342
1.5406928062438965,1.9277368783950808,1.9574731588363647,1.685557246208191,1.6214182376861572,1.746575665473938
1.685747504234314,1.6424839496612549,1.704983472824097,1.6363359689712524,1.683479070663452,1.6706059932708741
1.5399246215820312,1.7251936197280884,1.6380887031555176,1.6792885065078735,1.611067295074463,1.6387125492095946
1.6813995838165283,1.6116312742233276,1.7171355485916138,1.6427797079086304,1.588295340538025,1.648248291015625
1.6438217163085938,1.721969723701477,1.7743980884552002,1.625012993812561,1.6096097230911257,1.6749624490737915
1.5509588718414309,1.6066793203353882,1.6381226778030396,1.7097227573394775,1.6296591758728027,1.6270285606384278
1.7043249607086182,1.6648857593536377,1.7826061248779297,1.6955976486206057,1.548370122909546,1.6791569232940673
1.5433220863342283,1.790090560913086,1.7691398859024048,1.7981809377670288,1.619556546211243,1.704058003425598
1.5652425289154053,1.6905244588851929,1.718054175376892,1.723798751831055,1.5831137895584106,1.6561467409133912
1.529673457145691,1.5584534406661987,1.6252042055130005,1.6171419620513916,1.57835853099823,1.5817663192749023
1.6440171003341677,1.613112211227417,1.662736415863037,1.6137703657150269,1.6423158645629885,1.6351903915405273
1.5888491868972778,1.5867120027542114,1.5690521001815796,1.678463339805603,1.5325970649719238,1.591134738922119
1.6954166889190674,1.6890132427215576,1.645798683166504,1.637011170387268,1.5612949132919312,1.6457069396972657
1.5809518098831177,1.632810115814209,1.527896761894226,1.6515768766403198,1.5316734313964844,1.5849817991256714
1.6267523765563965,1.6184309720993042,1.612054467201233,1.6950982809066772,1.552048921585083,1.6208770036697389
1.6061408519744873,1.5631237030029297,1.6957802772521973,1.6843266487121582,1.5094618797302246,1.6117666721343995
1.569370985031128,1.5719672441482544,1.6287554502487185,1.655613660812378,1.571563482284546,1.5994541645050049
1.5434718132019043,1.6044977903366089,1.5684587955474854,1.5346616506576538,1.567355036735535,1.5636890172958373
1.558961033821106,1.5626702308654783,1.6645768880844116,1.6334081888198853,1.5702062845230105,1.5979645252227783
1.533463954925537,1.7808830738067627,1.5869232416152954,1.638091802597046,1.4694904088974,1.6017704963684083
1.6733133792877195,1.695478439331055,1.6527743339538574,1.635000705718994,1.5593607425689695,1.643185520172119
1.552513837814331,1.6047416925430298,1.587445855140686,1.6084328889846802,1.4873102903366089,1.568088912963867
1.518236517906189,1.5426077842712402,1.6883796453475952,1.6135547161102295,1.6229844093322754,1.5971526145935058
1.5239237546920776,1.6261829137802124,1.473111867904663,1.5501383543014526,1.470435619354248,1.5287585020065309
1.521684169769287,1.5670572519302368,1.591091871261597,1.5420465469360352,1.4950551986694336,1.5433870077133178
1.5257269144058228,1.5161877870559692,1.5633041858673096,1.5400266647338867,1.4938935041427612,1.5278278112411499
1.5149940252304075,1.5063822269439695,1.4957278966903689,1.5584310293197632,1.5363078117370603,1.522368597984314
1.5131443738937378,1.6049975156784058,1.5657578706741333,1.5978533029556274,1.5539129972457886,1.5671332120895385
1.5185436010360718,1.5101473331451416,1.4930592775344849,1.5654915571212769,1.5039619207382202,1.518240737915039
1.5147590637207031,1.5099750757217407,1.6229071617126465,1.5777281522750854,1.5249018669128418,1.5500542640686035
1.4726886749267578,1.5256640911102295,1.5000147819519043,1.5342094898223877,1.500033259391785,1.5065220594406128
1.6368484497070312,1.4607418775558472,1.433121681213379,1.398273468017578,1.4884408712387085,1.4834852695465088
1.5072206258773804,1.5245429277420044,1.4973920583724976,1.4888124465942385,1.4932504892349243,1.502243709564209
1.4663536548614502,1.5019291639328003,1.4981917142868042,1.513815999031067,1.416278839111328,1.4793138742446899
1.558891534805298,1.4539248943328855,1.518937110900879,1.452236533164978,1.4770861864089966,1.4922152519226075
1.4985262155532837,1.505866765975952,1.5241081714630127,1.415845274925232,1.483935832977295,1.485656452178955
1.4802181720733645,1.5228694677352903,1.4383395910263062,1.4701236486434937,1.4528576135635376,1.4728816986083983
1.49137544631958,1.494882106781006,1.4221582412719729,1.4744261503219604,1.4893537759780884,1.4744391441345215
1.5127664804458618,1.4476633071899414,1.471857666969299,1.4421875476837158,1.4618372917175293,1.4672624588012695
1.485566020011902,1.4832241535186768,1.4556349515914917,1.4669986963272097,1.5020594596862793,1.4786966562271118
1.4850326776504517,1.4812242984771729,1.4208424091339111,1.4020987749099731,1.401056170463562,1.4380508661270142
1.5172531604766846,1.4689797163009644,1.5111713409423828,1.4337806701660156,1.4914312362670898,1.4845232248306275
1.525653839111328,1.4312031269073486,1.41416597366333,1.4650821685791016,1.5355125665664673,1.474323534965515
1.5759587287902832,1.4594861268997192,1.4572287797927856,1.4921139478683472,1.4633890390396118,1.4896353244781495
1.5045807361602783,1.457294225692749,1.4432859420776367,1.4446839094161987,1.48084557056427,1.4661380767822265
1.5272735357284546,1.4023783206939695,1.4846481084823608,1.4063377380371094,1.4983422756195068,1.4637959957122804
1.5035712718963623,1.4174349308013916,1.4083298444747925,1.4006730318069458,1.4157207012176514,1.4291459560394286
1.4613561630249023,1.461572289466858,1.4404878616333008,1.4820454120635986,1.4613122940063477,1.4613548040390014
1.5104924440383911,1.4269143342971802,1.4414485692977903,1.385448336601257,1.4333617687225342,1.4395330905914308
1.4623661041259766,1.408400297164917,1.4149658679962158,1.3743345737457275,1.3998794555664062,1.4119892597198487
1.4568301439285278,1.424992561340332,1.3849198818206787,1.438948392868042,1.4505765438079834,1.4312535047531127
1.4963566064834597,1.3898216485977173,1.421152949333191,1.3930563926696775,1.4625085592269895,1.432579231262207
1.485835313796997,1.412615180015564,1.3841373920440674,1.3827300071716309,1.4429054260253906,1.42164466381073
1.4810057878494265,1.399987816810608,1.4093000888824463,1.3754667043685913,1.4501891136169434,1.423189902305603
1.4636199474334717,1.3927749395370483,1.3671596050262451,1.4425827264785769,1.4531866312026978,1.423864769935608
1.4724445343017578,1.3743090629577637,1.364823818206787,1.370727300643921,1.4213881492614746,1.400738573074341
1.4807273149490356,1.3820345401763916,1.395671248435974,1.3678157329559326,1.4397445917129517,1.4131986856460572
1.4442763328552246,1.3827096223831177,1.4023659229278564,1.375018835067749,1.4639596939086914,1.4136660814285278
1.450045466423035,1.4070404767990112,1.3780970573425293,1.3407427072525024,1.444389820098877,1.404063105583191
1.4372693300247192,1.3661279678344729,1.3646132946014404,1.378551959991455,1.4133858680725098,1.3919896841049195
1.484266757965088,1.3939892053604126,1.3799549341201782,1.366677165031433,1.432536005973816,1.4114848136901856
1.4976694583892822,1.366755485534668,1.3721708059310913,1.3683093786239624,1.4443387985229492,1.4098487854003907
1.4404345750808716,1.3823282718658447,1.355068922042847,1.3652071952819824,1.3847260475158691,1.385553002357483
1.4560009241104126,1.3733094930648804,1.369537115097046,1.3438318967819214,1.4367542266845703,1.395886731147766
1.463880181312561,1.3801175355911257,1.3828030824661257,1.3525960445404053,1.443494439125061,1.4045782566070557
1.4530726671218872,1.3553040027618408,1.3496503829956057,1.3497645854949951,1.4610635042190552,1.3937710285186768
1.4395217895507812,1.3709241151809692,1.3891810178756714,1.3586715459823608,1.445004105567932,1.400660514831543
1.4757345914840698,1.3503466844558716,1.362174391746521,1.346084713935852,1.462780475616455,1.399424171447754
1.4771403074264526,1.3853236436843872,1.3723331689834597,1.3469510078430176,1.4431877136230469,1.4049871683120727
1.471171736717224,1.377330303192139,1.3841009140014648,1.371777892112732,1.4482465982437134,1.4105254888534546
1.492608904838562,1.3933303356170654,1.3809928894042969,1.3646626472473145,1.4402940273284912,1.414377760887146
1.447261095046997,1.3732187747955322,1.340426325798035,1.3505277633666992,1.4654611349105835,1.3953790187835693
1.470992922782898,1.3697763681411743,1.3572769165039062,1.352165460586548,1.4505585432052612,1.4001540422439576
1.4767735004425049,1.4147168397903442,1.371472716331482,1.3646169900894165,1.4698996543884275,1.419495940208435
1.4484729766845703,1.374921441078186,1.3731180429458618,1.3632701635360718,1.4470363855361938,1.4013638019561767
1.4861708879470823,1.3786689043045044,1.3494699001312256,1.351256012916565,1.4872792959213257,1.4105690002441407
1.4944747686386108,1.3874118328094482,1.3898818492889404,1.3684343099594116,1.4821083545684814,1.4244622230529784
1.469154953956604,1.3940197229385376,1.384317398071289,1.377453088760376,1.4848170280456543,1.4219524383544921
