/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.1_0-50_tb.csv,row_average
0.0837199985980987,0.0839599967002868,0.0834399983286857,0.0851199999451637,0.0796400010585784,0.08317599892616265
0.1252399981021881,0.1250399947166443,0.1374000012874603,0.124279998242855,0.1335600018501281,0.12910399883985516
0.1945600062608719,0.1671600043773651,0.1650400012731552,0.1771599948406219,0.1788399964570999,0.1765520006418228
0.2349199950695037,0.2100400030612945,0.1941200047731399,0.2145199924707412,0.2104000002145767,0.21279999911785116
0.2626799941062927,0.2375199943780899,0.2379200011491775,0.2482399940490722,0.2338400036096573,0.24403999745845795
0.2906799912452698,0.2845999896526336,0.2715600132942199,0.2886399924755096,0.2673200070858001,0.28055999875068666
0.3124800026416778,0.3109999895095825,0.2970399856567383,0.294400006532669,0.2906000018119812,0.3011039972305298
0.3431600034236908,0.3317999839782715,0.3087599873542785,0.3234399855136871,0.3316799998283386,0.32776799201965334
0.3459999859333038,0.352319985628128,0.3372400104999542,0.3305200040340423,0.3240799903869629,0.33803199529647826
0.355320006608963,0.3614799976348877,0.355679988861084,0.3685199916362762,0.3583999872207641,0.35987999439239504
0.3850399851799011,0.3779999911785126,0.376800000667572,0.3737599849700928,0.3664000034332275,0.3759999930858612
0.3912400007247925,0.3999199867248535,0.3930799961090088,0.3968800008296966,0.3808000087738037,0.392383998632431
0.4104399979114532,0.420879989862442,0.3976399898529053,0.4083999991416931,0.3914799988269806,0.40576799511909484
0.4277200102806091,0.4321199953556061,0.411080002784729,0.4162000119686126,0.4107199907302856,0.4195680022239685
0.4198800027370453,0.4318000078201294,0.4151600003242492,0.4318400025367737,0.4196400046348572,0.42366400361061096
0.4426000118255615,0.4470399916172027,0.4239600002765655,0.4366799890995025,0.4262399971485138,0.43530399799346925
0.4575999975204468,0.4484399855136871,0.4284799993038177,0.4381200075149536,0.4402799904346466,0.44258399605751036
0.4672000110149383,0.4597600102424621,0.4492000043392181,0.4412800073623657,0.442440003156662,0.45197600722312925
0.4568800032138824,0.4659999907016754,0.4420399963855743,0.4575999975204468,0.4538399875164032,0.4552719950675964
0.4707599878311157,0.4666000008583069,0.4411599934101105,0.4668000042438507,0.4571599960327148,0.4604959964752197
0.4710400104522705,0.4593999981880188,0.4556399881839752,0.472240000963211,0.453359991312027,0.46233599781990053
0.4707199931144714,0.4786799848079681,0.4655999839305877,0.4680399894714355,0.4702399969100952,0.47065598964691163
0.489080011844635,0.4955199956893921,0.4663600027561188,0.4778000116348266,0.4848400056362152,0.48272000551223754
0.4905200004577636,0.4943200051784515,0.4629999995231628,0.4799199998378753,0.4818800091743469,0.4819280028343201
0.4860799908638,0.4891999959945678,0.4882799983024597,0.4949600100517273,0.4754799902439117,0.48679999709129335
0.4900400042533874,0.4973199963569641,0.4896799921989441,0.4889599978923797,0.478520005941391,0.4889039993286133
0.498879998922348,0.4997600018978119,0.4881599843502044,0.4880400002002716,0.4899599850177765,0.4929599940776825
0.5058799982070923,0.4979600012302398,0.4996399879455566,0.490799993276596,0.4867599904537201,0.496207994222641
0.5123199820518494,0.5153599977493286,0.5038399696350098,0.5230399966239929,0.4908399879932403,0.5090799868106842
0.516759991645813,0.5099599957466125,0.4925999939441681,0.4968400001525879,0.5061200261116028,0.5044560015201569
0.500760018825531,0.5089600086212158,0.509880006313324,0.4976399838924408,0.506600022315979,0.5047680079936981
0.5072399973869324,0.5248399972915649,0.5224800109863281,0.5035200119018555,0.5071200132369995,0.5130400061607361
0.5229600071907043,0.5148800015449524,0.5077999830245972,0.5190399885177612,0.4995999932289123,0.5128559947013855
0.5133199691772461,0.5195199847221375,0.5057600140571594,0.5164799690246582,0.5147200226783752,0.5139599919319153
0.5188000202178955,0.52920001745224,0.5049600005149841,0.5259199738502502,0.5242800116539001,0.520632004737854
0.5168399810791016,0.5216000080108643,0.5194399952888489,0.5212000012397766,0.5060399770736694,0.5170239925384521
0.5189200043678284,0.526199996471405,0.516759991645813,0.5179200172424316,0.514240026473999,0.5188080072402954
0.5257599949836731,0.5262399911880493,0.5167199969291687,0.5245199799537659,0.5182799696922302,0.5223039865493775
