/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.1_0-50_tb.csv,row_average
0.5109599828720093,0.5343599915504456,0.5281999707221985,0.5194399952888489,0.5161600112915039,0.5218239903450013
0.5362399816513062,0.5282800197601318,0.5108000040054321,0.5337600111961365,0.5269200205802917,0.5272000074386597
0.5275999903678894,0.5216799974441528,0.5255600214004517,0.5250800251960754,0.5195599794387817,0.5238960027694702
0.5111600160598755,0.5215200185775757,0.527999997138977,0.5196399688720703,0.5271599888801575,0.5214959979057312
0.5292400121688843,0.539080023765564,0.5353999733924866,0.5339199900627136,0.502560019493103,0.5280400037765502
0.53711998462677,0.5262799859046936,0.5304399728775024,0.5296400189399719,0.539680004119873,0.5326319932937622
0.5309600234031677,0.5349199771881104,0.5227999687194824,0.5346400141716003,0.522159993648529,0.529095995426178
0.5283200144767761,0.5363199710845947,0.5243600010871887,0.5171200037002563,0.5245999693870544,0.5261439919471741
0.5307599902153015,0.5365200042724609,0.5416799783706665,0.5368000268936157,0.5348399877548218,0.5361199975013733
0.5418400168418884,0.5447199940681458,0.5376799702644348,0.5340399742126465,0.5400800108909607,0.5396719932556152
0.5454400181770325,0.5415999889373779,0.532039999961853,0.5324400067329407,0.5380799770355225,0.5379199981689453
0.5414400100708008,0.5355200171470642,0.5394799709320068,0.537880003452301,0.5186399817466736,0.5345919966697693
0.4479999840259552,0.4117999970912933,0.3928000032901764,0.4277999997138977,0.4005999863147735,0.41619999408721925
0.4192000031471252,0.4505999982357025,0.4721999764442444,0.4195999801158905,0.4461999833583832,0.44155998826026915
0.4427999854087829,0.4648000001907348,0.4808000028133392,0.474399983882904,0.462799996137619,0.465119993686676
0.4587999880313873,0.4492000043392181,0.4777999818325043,0.4697999954223633,0.4759999811649322,0.46631999015808107
0.4761999845504761,0.5045999884605408,0.4857999980449676,0.4779999852180481,0.4826000034809112,0.48543999195098875
0.4860000014305115,0.4808000028133392,0.4993999898433685,0.4736000001430511,0.4826000034809112,0.4844799995422363
0.4855999946594238,0.4997999966144562,0.4927999973297119,0.4845999777317047,0.5041999816894531,0.49339998960494996
0.4844000041484833,0.5067999958992004,0.4614000022411346,0.5073999762535095,0.5099999904632568,0.4939999938011169
0.4699999988079071,0.4984000027179718,0.5257999897003174,0.5072000026702881,0.48539999127388,0.49735999703407285
0.5105999708175659,0.5105999708175659,0.4873999953269958,0.4883999824523926,0.5285999774932861,0.5051199793815613
0.4896000027656555,0.4937999844551086,0.525600016117096,0.488999992609024,0.4811999797821045,0.49583999514579774
0.5407999753952026,0.5212000012397766,0.5063999891281128,0.5005999803543091,0.498199999332428,0.5134399890899658
0.550599992275238,0.5343999862670898,0.5185999870300293,0.5005999803543091,0.5072000026702881,0.5222799897193908
0.5295999646186829,0.517799973487854,0.5047999620437622,0.4921999871730804,0.5194000005722046,0.5127599775791168
0.5202000141143799,0.5149999856948853,0.5370000004768372,0.5263999700546265,0.5135999917984009,0.5224399924278259
0.5297999978065491,0.5127999782562256,0.5365999937057495,0.5145999789237976,0.527400016784668,0.5242399930953979
0.5388000011444092,0.536799967288971,0.5389999747276306,0.5424000024795532,0.5357999801635742,0.5385599851608276
0.5163999795913696,0.5353999733924866,0.550000011920929,0.5171999931335449,0.5442000031471252,0.532639992237091
0.5221999883651733,0.5203999876976013,0.5525999665260315,0.5023999810218811,0.4971999824047088,0.5189599812030792
0.52920001745224,0.548799991607666,0.5424000024795532,0.5437999963760376,0.542199969291687,0.5412799954414368
0.5299999713897705,0.5577999949455261,0.5429999828338623,0.5235999822616577,0.5145999789237976,0.5337999820709228
0.527999997138977,0.540399968624115,0.5681999921798706,0.553600013256073,0.5145999789237976,0.5409599900245666
0.5343999862670898,0.5231999754905701,0.5460000038146973,0.5375999808311462,0.526199996471405,0.5334799885749817
0.548799991607666,0.5417999625205994,0.5651999711990356,0.5389999747276306,0.5407999753952026,0.5471199750900269
0.536799967288971,0.5288000106811523,0.5587999820709229,0.5361999869346619,0.5565999746322632,0.5434399843215942
0.5415999889373779,0.5533999800682068,0.5813999772071838,0.540399968624115,0.5281999707221985,0.5489999771118164
0.5388000011444092,0.5794000029563904,0.5270000100135803,0.5468000173568726,0.5511999726295471,0.54864000082016
0.5597999691963196,0.5547999739646912,0.5763999819755554,0.5604000091552734,0.5573999881744385,0.5617599844932556
0.5561999678611755,0.553600013256073,0.5011999607086182,0.5582000017166138,0.5375999808311462,0.5413599848747254
0.5245999693870544,0.527999997138977,0.5577999949455261,0.5591999888420105,0.5593999624252319,0.54579998254776
0.5547999739646912,0.5450000166893005,0.5766000151634216,0.5679999589920044,0.5586000084877014,0.5605999946594238
0.5479999780654907,0.5407999753952026,0.5726000070571899,0.5636000037193298,0.5543999671936035,0.5558799862861633
0.5726000070571899,0.5672000050544739,0.5591999888420105,0.5597999691963196,0.5662000179290771,0.5649999976158142
0.5613999962806702,0.5737999677658081,0.5701999664306641,0.5662000179290771,0.5527999997138977,0.5648799896240234
0.5493999719619751,0.5673999786376953,0.5651999711990356,0.562999963760376,0.5559999942779541,0.5601999759674072
0.5360000133514404,0.5712000131607056,0.5673999786376953,0.5799999833106995,0.5407999753952026,0.5590799927711487
0.5473999977111816,0.5767999887466431,0.5917999744415283,0.5727999806404114,0.5605999827384949,0.5698799848556518
0.5365999937057495,0.5669999718666077,0.576200008392334,0.5519999861717224,0.5715999603271484,0.5606799840927124
0.5667999982833862,0.5597999691963196,0.5835999846458435,0.5669999718666077,0.587399959564209,0.5729199767112731
0.5691999793052673,0.574400007724762,0.5812000036239624,0.5673999786376953,0.5708000063896179,0.572599995136261
0.5799999833106995,0.5745999813079834,0.5849999785423279,0.5669999718666077,0.5785999894142151,0.5770399808883667
0.5787999629974365,0.5565999746322632,0.574400007724762,0.5753999948501587,0.5690000057220459,0.5708399891853333
0.5769999623298645,0.5672000050544739,0.5769999623298645,0.5785999894142151,0.5755999684333801,0.5750799775123596
0.5737999677658081,0.574999988079071,0.5785999894142151,0.5758000016212463,0.5835999846458435,0.5773599863052368
0.56659996509552,0.5733999609947205,0.5715999603271484,0.5893999934196472,0.5582000017166138,0.57183997631073
0.562999963760376,0.5773999691009521,0.568399965763092,0.569599986076355,0.5911999940872192,0.5739199757575989
0.5879999995231628,0.5834000110626221,0.5960000157356262,0.5726000070571899,0.5809999704360962,0.5842000007629394
0.5708000063896179,0.5953999757766724,0.6003999710083008,0.589199960231781,0.592199981212616,0.5895999789237976
0.564799964427948,0.576200008392334,0.6055999994277954,0.5953999757766724,0.5834000110626221,0.5850799918174744
0.5769999623298645,0.585599958896637,0.600600004196167,0.604200005531311,0.5870000123977661,0.5908799886703491
0.574400007724762,0.5820000171661377,0.6015999913215637,0.6074000000953674,0.5755999684333801,0.5881999969482422
0.5799999833106995,0.6105999946594238,0.5979999899864197,0.5920000076293945,0.5863999724388123,0.59339998960495
0.5830000042915344,0.5821999907493591,0.6089999675750732,0.590999960899353,0.5870000123977661,0.5904399871826171
0.5965999960899353,0.5845999717712402,0.6051999926567078,0.6007999777793884,0.5935999751091003,0.5961599826812745
0.5807999968528748,0.597599983215332,0.597000002861023,0.5871999859809875,0.5929999947547913,0.5911199927330018
0.592199981212616,0.6143999695777893,0.6046000123023987,0.5985999703407288,0.5888000130653381,0.5997199892997742
0.6079999804496765,0.6047999858856201,0.598800003528595,0.6021999716758728,0.5889999866485596,0.6005599856376648
0.5925999879837036,0.6133999824523926,0.6139999628067017,0.6017999649047852,0.5917999744415283,0.6027199745178222
0.5848000049591064,0.6007999777793884,0.6103999614715576,0.6033999919891357,0.6139999628067017,0.6026799798011779
0.6025999784469604,0.6097999811172485,0.6173999905586243,0.6100000143051147,0.592799961566925,0.6065199851989747
0.6177999973297119,0.602400004863739,0.614799976348877,0.6092000007629395,0.6207999587059021,0.6129999876022338
0.6078000068664551,0.6011999845504761,0.6187999844551086,0.6241999864578247,0.6121999621391296,0.6128399848937989
0.6100000143051147,0.6060000061988831,0.6111999750137329,0.6209999918937683,0.6172000169754028,0.6130800008773803
0.6258000135421753,0.6251999735832214,0.6182000041007996,0.6078000068664551,0.6019999980926514,0.6157999992370605
0.6089999675750732,0.6057999730110168,0.6215999722480774,0.6261999607086182,0.6175999641418457,0.6160399675369262
0.6029999852180481,0.6141999959945679,0.6291999816894531,0.616599977016449,0.6114000082015991,0.6148799896240235
0.6133999824523926,0.6169999837875366,0.625,0.621999979019165,0.6179999709129333,0.6190799832344055
0.6105999946594238,0.6161999702453613,0.6327999830245972,0.618399977684021,0.616599977016449,0.6189199805259704
0.618399977684021,0.6241999864578247,0.6317999958992004,0.6294000148773193,0.6089999675750732,0.6225599884986878
0.6114000082015991,0.6297999620437622,0.6362000107765198,0.6297999620437622,0.6168000102043152,0.6247999906539917
0.6189999580383301,0.6291999816894531,0.6358000040054321,0.6333999633789062,0.6327999830245972,0.6300399780273438
0.621399998664856,0.6359999775886536,0.6304000020027161,0.6222000122070312,0.6295999884605408,0.6279199957847595
0.6175999641418457,0.6327999830245972,0.6335999965667725,0.6313999891281128,0.6376000046730042,0.6305999875068664
0.6309999823570251,0.6367999911308289,0.63919997215271,0.6345999836921692,0.621399998664856,0.6325999855995178
0.6295999884605408,0.6355999708175659,0.6417999863624573,0.6323999762535095,0.6299999952316284,0.6338799834251404
0.6305999755859375,0.6294000148773193,0.6383999586105347,0.6380000114440918,0.6363999843597412,0.6345599889755249
0.6367999911308289,0.6383999586105347,0.6485999822616577,0.6398000121116638,0.6389999985694885,0.6405199885368347
0.6387999653816223,0.6444000005722046,0.6453999876976013,0.6430000066757202,0.6401999592781067,0.642359983921051
0.63919997215271,0.63919997215271,0.6405999660491943,0.6387999653816223,0.6389999985694885,0.639359974861145
0.6337999701499939,0.6425999999046326,0.6416000127792358,0.6425999999046326,0.6405999660491943,0.6402399897575378
0.6412000060081482,0.6466000080108643,0.6416000127792358,0.6439999938011169,0.645799994468689,0.6438400030136109
0.6419999599456787,0.649399995803833,0.6448000073432922,0.6452000141143799,0.649399995803833,0.6461599946022034
0.6395999789237976,0.6491999626159668,0.652999997138977,0.6495999693870544,0.6413999795913696,0.6465599775314331
0.6337999701499939,0.6498000025749207,0.6435999870300293,0.6399999856948853,0.6439999938011169,0.6422399878501892
0.6498000025749207,0.6423999667167664,0.6520000100135803,0.6437999606132507,0.650600016117096,0.6477199912071228
0.6434000134468079,0.6470000147819519,0.651199996471405,0.645799994468689,0.6444000005722046,0.6463600039482117
0.6495999693870544,0.6435999870300293,0.6503999829292297,0.651199996471405,0.6437999606132507,0.6477199792861938
0.6439999938011169,0.6541999578475952,0.6543999910354614,0.6470000147819519,0.6502000093460083,0.6499599933624267
0.6441999673843384,0.6574000120162964,0.6581999659538269,0.649399995803833,0.645799994468689,0.6509999871253968
0.6467999815940857,0.6462000012397766,0.6549999713897705,0.6507999897003174,0.6453999876976013,0.6488399863243103
0.6503999829292297,0.6480000019073486,0.6588000059127808,0.6567999720573425,0.6547999978065491,0.6537599921226501
0.6439999938011169,0.6517999768257141,0.6538000106811523,0.6495999693870544,0.6462000012397766,0.6490799903869628
0.649399995803833,0.6525999903678894,0.6575999855995178,0.6556000113487244,0.6575999855995178,0.6545599937438965
0.6480000019073486,0.6535999774932861,0.6620000004768372,0.6480000019073486,0.6485999822616577,0.6520399928092957
0.6516000032424927,0.6489999890327454,0.6575999855995178,0.6585999727249146,0.6520000100135803,0.6537599921226501
0.6435999870300293,0.6521999835968018,0.6552000045776367,0.6574000120162964,0.6448000073432922,0.6506399989128113
0.6509999632835388,0.649399995803833,0.6583999991416931,0.6606000065803528,0.6509999632835388,0.6540799856185913
0.6503999829292297,0.6499999761581421,0.6552000045776367,0.6507999897003174,0.645799994468689,0.6504399895668029
0.6553999781608582,0.6527999639511108,0.6547999978065491,0.6574000120162964,0.6502000093460083,0.6541199922561646
0.6462000012397766,0.645799994468689,0.6559999585151672,0.6613999605178833,0.6434000134468079,0.6505599856376648
