"sample1","sample2","sample3","sample4","sample5","average"
1.63251066207886,1.65590810775757,1.68789064884186,1.7460663318634,1.67003905773163,1.67848296165466
1.74329078197479,1.68250441551209,1.74138307571411,1.73715627193451,1.70604145526886,1.72207520008087
1.57603371143341,1.73699045181274,1.79869711399078,1.6374489068985,1.68512880802155,1.6868597984314
1.62457263469696,1.65409195423126,1.66318225860596,1.63061833381653,1.76317489147186,1.66712801456451
1.62261366844177,1.67268526554108,1.63534665107727,1.7863655090332,1.6182119846344,1.66704461574554
1.74235415458679,1.70827186107636,1.68209850788116,1.61420595645905,1.71027493476868,1.69144108295441
1.56887316703796,1.64237082004547,1.76451528072357,1.80979156494141,1.89172196388245,1.73545455932617
1.62716746330261,1.65359842777252,1.63270533084869,1.71668899059296,1.80499720573425,1.68703148365021
1.57126176357269,1.71026456356049,1.68779480457306,1.64416408538818,1.65041947364807,1.6527809381485
1.74302351474762,1.68721544742584,1.67705583572388,1.63709020614624,1.73434793949127,1.69574658870697
1.59098291397095,1.61327052116394,1.62018620967865,1.66237461566925,1.70889687538147,1.63914222717285
1.60001277923584,1.58125281333923,1.62121200561523,1.57686018943787,1.67523217201233,1.6109139919281
1.57915949821472,1.53286254405975,1.69459962844849,1.74284565448761,1.68868339061737,1.64763014316559
1.67929625511169,1.56940674781799,1.57656228542328,1.75000429153442,1.58271312713623,1.63159654140472
1.55462217330933,1.61577546596527,1.69794702529907,1.6326003074646,1.65517902374268,1.63122479915619
1.61332619190216,1.61649584770203,1.67916750907898,1.7963752746582,1.69259691238403,1.67959234714508
1.55405414104462,1.61657893657684,1.56137359142303,1.5623471736908,1.65152025222778,1.58917481899261
1.48591220378876,1.70691227912903,1.62315034866333,1.6783652305603,1.72471725940704,1.64381146430969
1.57641971111298,1.74636363983154,1.65853583812714,1.62029933929443,1.62234425544739,1.6447925567627
1.59026229381561,1.55866861343384,1.61556363105774,1.58910226821899,1.57008159160614,1.58473567962646
1.65232002735138,1.49743938446045,1.55123507976532,1.52030551433563,1.64651012420654,1.57356202602386
1.52486753463745,1.61833608150482,1.52690064907074,1.55798590183258,1.56179118156433,1.55797626972198
1.70635402202606,1.5271703004837,1.47485303878784,1.62201809883118,1.71153163909912,1.60838541984558
1.59750294685364,1.52937066555023,1.5998227596283,1.53269159793854,1.63559031486511,1.57899565696716
1.55484294891357,1.68553984165192,1.54017877578735,1.58627116680145,1.66977941989899,1.60732243061066
1.51883292198181,1.60974335670471,1.51640725135803,1.57504546642303,1.55963575839996,1.55593295097351
1.48370277881622,1.56247866153717,1.53217577934265,1.51385974884033,1.55330586433411,1.5291045665741
1.53161859512329,1.52136421203613,1.49505400657654,1.59207737445831,1.60658895969391,1.54934062957764
1.52182197570801,1.54936170578003,1.53122091293335,1.50294613838196,1.53417360782623,1.52790486812592
1.62642574310303,1.54121160507202,1.56818342208862,1.43099975585938,1.53827357292175,1.54101881980896
1.54328143596649,1.54201066493988,1.50712013244629,1.40137541294098,1.5433030128479,1.50741813182831
1.4361264705658,1.5348904132843,1.64192545413971,1.52545607089996,1.63197124004364,1.55407392978668
1.44581699371338,1.54979610443115,1.48011887073517,1.650026679039,1.59888780117035,1.54492928981781
1.41578567028046,1.5246342420578,1.67426800727844,1.44372868537903,1.51172351837158,1.51402802467346
1.403475522995,1.51731371879578,1.51997625827789,1.46619248390198,1.51875960826874,1.48514351844788
1.5349086523056,1.54863321781158,1.52147054672241,1.4903849363327,1.51630437374115,1.52234034538269
1.43650507926941,1.58895885944366,1.48598325252533,1.52598607540131,1.49790620803833,1.50706789493561
1.4086080789566,1.50677394866943,1.46878612041473,1.40962278842926,1.52070224285126,1.46289863586426
1.43676733970642,1.54348337650299,1.50807106494904,1.49406456947327,1.515629529953,1.49960317611694
1.42441534996033,1.53294682502747,1.53527307510376,1.44571709632874,1.45262169837952,1.47819480895996
1.40493249893188,1.50042331218719,1.49637699127197,1.48420608043671,1.44492936134338,1.46617364883423
1.44040870666504,1.56039142608643,1.46059250831604,1.49092853069305,1.45791375637054,1.48204698562622
1.37145674228668,1.48587930202484,1.43392872810364,1.40504920482636,1.51872825622559,1.44300844669342
1.40846240520477,1.5120952129364,1.48412227630615,1.50948333740234,1.41085410118103,1.46500346660614
1.38460397720337,1.50866961479187,1.5192643404007,1.50093102455139,1.48072683811188,1.47883915901184
1.40519845485687,1.56439709663391,1.54208338260651,1.43126249313355,1.47215902805328,1.48302009105682
1.43672716617584,1.47579109668732,1.43221271038055,1.41715180873871,1.48997485637665,1.45037152767181
1.39416480064392,1.56063437461853,1.47488451004028,1.44416737556458,1.48274087905884,1.47131838798523
1.45617616176605,1.53676009178162,1.45016467571259,1.46518063545227,1.52600312232971,1.48685693740845
1.4180691242218,1.51682662963867,1.4662070274353,1.40999126434326,1.47304558753967,1.45682792663574
1.3622795343399,1.47674214839935,1.52780342102051,1.40091466903687,1.4319816827774,1.43994429111481
1.402871966362,1.54427945613861,1.43231570720673,1.44831299781799,1.44376921653748,1.45430986881256
1.38431715965271,1.50572144985199,1.43553304672241,1.42167365550995,1.43338429927826,1.43612592220306
1.38987219333649,1.46727168560028,1.51144254207611,1.36879587173462,1.44218146800995,1.43591275215149
1.34567475318909,1.49139630794525,1.44854784011841,1.41218757629395,1.44082129001617,1.42772555351257
1.37991011142731,1.47053754329681,1.44828701019287,1.38178157806396,1.44551718235016,1.42520668506622
1.40221452713013,1.49042773246765,1.51684498786926,1.44687640666962,1.40709173679352,1.45269107818604
1.38320994377136,1.51034331321716,1.46725630760193,1.35596144199371,1.43031525611877,1.42941725254059
1.39845287799835,1.49417781829834,1.4192636013031,1.37306213378906,1.40483605861664,1.4179584980011
1.3716824054718,1.51377832889557,1.4572149515152,1.37619817256928,1.41718137264252,1.42721104621887
1.36530423164368,1.43994069099426,1.46161675453186,1.3848911523819,1.41884744167328,1.414120054245
1.38301730155945,1.47948896884918,1.47994554042816,1.38177454471588,1.39808022975922,1.42446131706238
1.36654675006866,1.48732769489288,1.44498205184937,1.3945643901825,1.43677651882172,1.42603948116302
1.40696704387665,1.47776460647583,1.42894756793976,1.38731598854065,1.42617559432983,1.42543416023254
1.37335002422333,1.4833310842514,1.42123484611511,1.3760039806366,1.43640351295471,1.41806468963623
1.39822244644165,1.48281168937683,1.46123325824738,1.35724186897278,1.39042365550995,1.41798658370972
1.38890957832336,1.47625982761383,1.42846059799194,1.3944000005722,1.41988229751587,1.42158246040344
1.3923259973526,1.45985269546509,1.44783651828766,1.3830269575119,1.39814686775208,1.41623780727386
1.37721157073975,1.49705684185028,1.42773056030273,1.37827610969543,1.41492927074432,1.4190408706665
1.39576268196106,1.4849556684494,1.45500612258911,1.38665294647217,1.42506444454193,1.42948837280273
1.37478303909302,1.46811544895172,1.46867942810059,1.35268127918243,1.40584862232208,1.41402156352997
1.37534081935883,1.50238370895386,1.46471476554871,1.39840447902679,1.41104972362518,1.43037869930267
1.41688585281372,1.46477019786835,1.43983578681946,1.39896821975708,1.43138027191162,1.43036806583405
1.41170585155487,1.48744678497314,1.4432897567749,1.37758421897888,1.4347128868103,1.43094789981842
1.40371155738831,1.47676241397858,1.43252694606781,1.3912627696991,1.41265225410461,1.42338318824768
1.40441119670868,1.48981416225433,1.43041563034058,1.3840765953064,1.42365992069244,1.42647550106049
1.43846416473389,1.48716950416565,1.44295799732208,1.37705194950104,1.43446111679077,1.43602094650269
1.41312277317047,1.48601448535919,1.43389844894409,1.38831877708435,1.41031563282013,1.42633402347565
1.42473709583282,1.47130298614502,1.46498668193817,1.39191913604736,1.41948330402374,1.43448584079742
1.40629827976227,1.48329484462738,1.44924437999725,1.38463342189789,1.42055428028107,1.42880504131317
1.39819347858429,1.49775922298431,1.43554651737213,1.37910950183868,1.42260646820068,1.42664303779602
