エポック数,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,検証損失,訓練損失,訓練損失,訓練損失,訓練損失,
,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラム30-20,カリキュラムなし,カリキュラムなし,カリキュラムなし,カリキュラムなし,カリキュラムなし,カリキュラムなし,カリキュラムなし,カリキュラムなし,固定セル,固定セル,固定セル,固定セル,固定セル,固定セル,深さ期待値損失の値,深さ期待値損失の値,深さ期待値損失の値,深さ期待値損失の値,深さ期待値損失の値,深さ期待値損失の値,深さ期待値損失の値,深さ期待値損失の値,カリキュラム30-30,カリキュラム30-31,カリキュラム30-32,カリキュラム30-33,カリキュラム30-34,カリキュラム30-35,カリキュラム30-36,カリキュラム30-37,固定セル,固定セル,固定セル,固定セル
エポック数,g=1(カリキュラム),g=0.1(カリキュラム),g=0.01(カリキュラム),g=0.001(カリキュラム),g=-0.001(カリキュラム),g=-0.01(カリキュラム),g=-0.1(カリキュラム),g=-1(カリキュラム),g=0(カリキュラム),g=1,g=0.1,g=0.01,g=0.001,g=-0.001,g=-0.01,g=-0.1,g=-1,11セル,20セル(離散化・LRリセット),32セル,20セル(離散化・リセット),20セル（アナログ・LRリセット）,20セル（アナログ・リセット）,g=1,g=0.1,g=0.01,g=0.001,g=-0.001,g=-0.01,g=-0.1,g=-1,30-30_g=1,30-30_g=0.001,30-30_g=0.1,30-30_g=0.01,30-30_g=-0.001,30-30_g=-0.01,30-30_g=-1,20セル(離散化・LRリセット),20セル(離散化・リセット),20セル（アナログ・LRリセット）,20セル（アナログ・リセット）,
1,3.893935108,3.923799324,3.936589861,3.964200258,3.944745779,3.920762491,3.920180559,3.937385368,3.91590476,3.930809069,3.934438753,3.945515442,3.902477741,3.933167839,3.890850735,3.918450356,3.932312918,3.805223322,3.98064487,4.237558985,3.996335769,4.004388595,4.000156212,5.990481853,6.0603652,6.162998676,6.181952477,6.18879509,6.210691452,6.330693722,6.41509819,3.931504869,3.961723375,3.900435305,3.993107271,3.936718225,3.938872766,3.94566164,4.263158846,4.269055843,4.281420374,4.272706366,
2,3.593692398,3.594843817,3.603277969,3.620425463,3.633114958,3.619689465,3.612144232,3.62289896,3.594324064,3.581097984,3.660022449,3.652992439,3.591262197,3.636419678,3.581588221,3.655502033,3.65818634,3.49573679,3.740509248,3.982827234,3.767420506,3.767435884,3.788849568,5.60643959,5.774523735,6.08000803,6.152313232,6.172408104,6.245344162,6.657322407,6.901881218,3.644131184,3.646086597,3.590424967,3.644562006,3.63592968,3.615510368,3.619091415,3.850551748,3.889840102,3.861693048,3.861141205,
3,3.362854624,3.381607723,3.413602924,3.408482075,3.392586613,3.410893583,3.383857346,3.425322008,3.347561073,3.348971701,3.372237492,3.379347658,3.39178772,3.404818964,3.367580462,3.389289904,3.480782175,3.197426987,3.54173367,3.818609285,3.555528522,3.547951889,3.54107883,5.264217377,5.523269653,6.00075388,6.118156433,6.152915955,6.289529324,7.016952991,7.45454073,3.38924036,3.442700338,3.382731199,3.390878677,3.373112774,3.36143012,3.407065105,3.613668013,3.626042175,3.614891648,3.623310184,
4,3.188362932,3.182434654,3.229395771,3.213462639,3.177466154,3.218087244,3.186053801,3.196757936,3.144820595,3.140707827,3.178886461,3.191310549,3.215413904,3.217809248,3.227022028,3.223439503,3.25868125,3.017982578,3.374474525,3.697920895,3.404829907,3.357180715,3.447078061,4.960461617,5.306650639,5.911298275,6.077177048,6.135223866,6.314395905,7.391362667,8.073220253,3.170612955,3.208970022,3.168662024,3.216764593,3.178409052,3.189569664,3.190597725,3.410366368,3.482912207,3.407825327,3.50187335,
5,3.012612724,2.996293402,3.016444397,3.030304718,3.040369463,3.015962219,3.025366211,3.015719748,3.047011137,2.959061003,3.025947618,3.020513916,3.025084829,3.030752373,3.026443291,3.036469603,3.080350208,2.817377949,3.203888297,3.577672172,3.237274456,3.205450201,3.238131189,4.693352222,5.124189854,5.834671497,6.036881447,6.112205505,6.337797642,7.780548096,8.754024506,2.994938803,3.024185133,2.999089193,3.018386412,3.020956087,3.008931875,2.995821476,3.235892582,3.283044362,3.22744534,3.294321108,
6,2.849781179,2.847559977,2.856841326,2.842171764,2.878528786,2.87983222,2.841359186,2.888019419,2.870587015,2.838097811,2.838389158,2.865761852,2.895695496,2.895825768,2.870419025,2.884827518,2.966564894,2.693572021,3.073495603,3.447693396,3.120893431,3.04932816,3.09908793,4.458731174,4.9696455,5.766156673,5.999866962,6.081417561,6.350889683,8.181830406,9.464907646,2.879917479,2.857249403,2.848772335,2.913295412,2.866528893,2.865511322,2.876656961,3.073190928,3.114817905,3.064014196,3.117839622,
7,2.760892773,2.735002089,2.73944416,2.760800886,2.743328428,2.741745853,2.734406281,2.754976892,2.714931679,2.711440706,2.740900707,2.75340395,2.759238386,2.764080048,2.730441332,2.756553316,2.867897749,2.58745923,2.951281786,3.361055398,2.953724766,2.930378389,2.984855962,4.252482414,4.840250015,5.707318783,5.958305836,6.057741642,6.354032993,8.580705643,10.17703533,2.726763058,2.75267272,2.748040724,2.74393487,2.751398849,2.754968452,2.759482193,2.926930237,2.963601685,2.919383311,2.964447761,
8,2.632422781,2.617828941,2.620718241,2.627136803,2.646131802,2.633243942,2.627960014,2.668673754,2.587012386,2.576719666,2.609887123,2.629160166,2.6104918,2.654772186,2.619351959,2.649242163,2.791177845,2.459623218,2.846677184,3.25194819,2.857201242,2.835098696,2.872142196,4.070566177,4.73299408,5.654104233,5.915016651,6.027514458,6.352784634,8.975356102,10.87320805,2.623713017,2.643316746,2.617194366,2.64775157,2.628253698,2.61583004,2.642497921,2.800257683,2.830823088,2.788142967,2.830948186,
