/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-reset_tb.csv,row_average
0.3985199928283691,0.4082399904727936,0.406360000371933,0.4027200043201446,0.3827599883079529,0.3963199853897095,0.3413200080394745,0.3990399837493896,0.4055199921131134,0.3924799859523773,0.39332799315452577
0.3939200043678283,0.4197199940681457,0.4146400094032287,0.3740000128746032,0.4112400114536285,0.4265599846839905,0.3723199963569641,0.4141199886798858,0.4129199981689453,0.4025200009346008,0.40419600009918205
0.4043200016021728,0.4095599949359894,0.4256399869918823,0.410640001296997,0.4167200028896332,0.4090799987316131,0.3693999946117401,0.4255200028419494,0.4115200042724609,0.4189200103282928,0.41013199985027315
0.4177599847316742,0.4347600042819977,0.4135200083255768,0.4199999868869781,0.4260399937629699,0.4341999888420105,0.393200010061264,0.4334399998188019,0.4318799972534179,0.432559996843338,0.4237359970808029
0.4313600063323974,0.4485200047492981,0.4222399890422821,0.4328799843788147,0.4194400012493133,0.4494000077247619,0.4073199927806854,0.4495199918746948,0.4372000098228454,0.4142000079154968,0.431207999587059
0.4385199844837188,0.4431599974632263,0.4428800046443939,0.446399986743927,0.4372400045394897,0.4433999955654144,0.4122399985790252,0.4427199959754944,0.4450399875640869,0.4348399937152862,0.4386439949274063
0.4284400045871734,0.4640400111675262,0.443120002746582,0.4422799944877624,0.4444000124931335,0.4589599967002868,0.4313200116157532,0.4516800045967102,0.4366799890995025,0.4356800019741058,0.44366000294685354
0.448199987411499,0.4652400016784668,0.4477599859237671,0.4554399847984314,0.4575999975204468,0.4397200047969818,0.4328799843788147,0.444599986076355,0.4634400010108948,0.4452399909496307,0.45001199245452883
0.4548400044441223,0.4614799916744232,0.456959992647171,0.4541600048542022,0.4579199850559234,0.4713999927043915,0.4435200095176697,0.4664799869060516,0.4593600034713745,0.4626800119876861,0.45887999832630155
0.4687599837779999,0.4871200025081634,0.4567599892616272,0.4651600122451782,0.4613600075244903,0.4591600000858307,0.442359983921051,0.4655999839305877,0.4644399881362915,0.45592001080513,0.462663996219635
0.4655999839305877,0.4740799963474273,0.4712399840354919,0.4752799868583679,0.4612799882888794,0.4589999914169311,0.4428400099277496,0.4719600081443786,0.4796800017356872,0.4768799841403961,0.4677839934825897
0.4540799856185913,0.4758400022983551,0.4781599938869476,0.4509600102901459,0.4535599946975708,0.4645600020885467,0.4582799971103668,0.4754799902439117,0.472680002450943,0.4788799881935119,0.4662479966878891
0.4599599838256836,0.471560001373291,0.4553200006484985,0.4666799902915954,0.4803999960422516,0.4736000001430511,0.4699200093746185,0.4752399921417236,0.4804399907588959,0.4654400050640106,0.469855996966362
0.4654400050640106,0.4746400117874145,0.4625200033187866,0.4717600047588348,0.4749200046062469,0.471560001373291,0.4653599858283996,0.4818800091743469,0.4846400022506714,0.4693999886512756,0.4722120016813278
0.4849199950695038,0.494839996099472,0.4790000021457672,0.4787600040435791,0.4828400015830993,0.4720799922943115,0.4789600074291229,0.4796400070190429,0.4798400104045868,0.4630399942398071,0.4793920010328293
0.4794400036334991,0.4654400050640106,0.4584400057792663,0.4903999865055084,0.4723599851131439,0.4848400056362152,0.4707199931144714,0.4899199903011322,0.4809199869632721,0.4639999866485595,0.4756479948759079
0.4960399866104126,0.502240002155304,0.482479989528656,0.4841200113296509,0.4684000015258789,0.4932799935340881,0.4820800125598907,0.4779599905014038,0.485040009021759,0.4825600087642669,0.4854200005531311
0.4840799868106842,0.4947200119495392,0.4814800024032593,0.4925599992275238,0.4946399927139282,0.4941999912261963,0.4699600040912628,0.4825600087642669,0.4913600087165832,0.4621599912643432,0.4847719997167587
0.4881599843502044,0.4939999878406524,0.4874799847602844,0.4903199970722198,0.4926799833774566,0.4844000041484833,0.4590399861335754,0.4839600026607513,0.475600004196167,0.4909200072288513,0.4846559941768646
0.4899199903011322,0.4961600005626678,0.4857200086116791,0.4957599937915802,0.4690000116825104,0.4998399913311004,0.4811199903488159,0.4913600087165832,0.4875999987125397,0.48539999127388,0.4881879985332489
0.478080004453659,0.4922800064086914,0.4896399974822998,0.4972400069236755,0.4914000034332275,0.4844000041484833,0.4966000020503998,0.4790000021457672,0.4827199876308441,0.5019199848175049,0.48932799994945525
0.4963999986648559,0.5033199787139893,0.4982799887657165,0.4977200031280517,0.4909200072288513,0.5004400014877319,0.4969199895858764,0.4943200051784515,0.4973999857902527,0.4865599870681762,0.4962279945611954
0.496639996767044,0.4860799908638,0.4846799969673157,0.508359968662262,0.5023999810218811,0.4823600053787231,0.4909999966621399,0.4915199875831604,0.4976800084114074,0.4895199835300445,0.49302399158477783
0.4889599978923797,0.4987599849700928,0.4985600113868713,0.5121999979019165,0.4936800003051758,0.5022799968719482,0.5146399736404419,0.5008400082588196,0.4911200106143951,0.5016400218009949,0.5002680003643036
0.5044800043106079,0.5021600127220154,0.497759997844696,0.4912000000476837,0.503000020980835,0.4988400042057037,0.4913600087165832,0.5038399696350098,0.5004400014877319,0.5016800165176392,0.4994760036468506
0.4927600026130676,0.4953599870204925,0.4999600052833557,0.5001199841499329,0.4889200031757355,0.5132799744606018,0.4923200011253357,0.5006399750709534,0.4904400110244751,0.5025200247764587,0.4976319968700409
0.489760011434555,0.4927999973297119,0.5059999823570251,0.5112000107765198,0.5029600262641907,0.4950799942016601,0.4941200017929077,0.5183200240135193,0.5052400231361389,0.4980799853801727,0.5013560056686401
0.5131199955940247,0.5063599944114685,0.4972400069236755,0.5128800272941589,0.5036399960517883,0.4964399933815002,0.486519992351532,0.5021200180053711,0.5013599991798401,0.4940800070762634,0.5013760030269623
0.5013200044631958,0.5162799954414368,0.4916400015354156,0.5005999803543091,0.5170000195503235,0.51528000831604,0.5162000060081482,0.516759991645813,0.5051199793815613,0.5078399777412415,0.5088039964437485
0.4878000020980835,0.5063999891281128,0.5177199840545654,0.4919999837875366,0.510640025138855,0.5022799968719482,0.5117200016975403,0.5119199752807617,0.5025200247764587,0.4854800105094909,0.5028479993343353
0.5085200071334839,0.5188800096511841,0.5083199739456177,0.4978399872779846,0.513759970664978,0.5012400150299072,0.5027199983596802,0.5053200125694275,0.5103600025177002,0.4930399954319,0.5059999972581863
0.5044800043106079,0.4991199970245361,0.4945999979972839,0.5143600106239319,0.5091999769210815,0.5140799880027771,0.5108799934387207,0.5049600005149841,0.513759970664978,0.4899599850177765,0.5055399924516678
0.5080000162124634,0.5117200016975403,0.5181599855422974,0.5019599795341492,0.5007200241088867,0.5011600255966187,0.4925599992275238,0.5095199942588806,0.5128800272941589,0.4885199964046478,0.5045200049877167
0.5096399784088135,0.5044400095939636,0.5026400089263916,0.5085600018501282,0.502560019493103,0.5115199685096741,0.4995200037956238,0.52156001329422,0.5071200132369995,0.5168399810791016,0.5084399998188018
0.5008800029754639,0.5248399972915649,0.5043200254440308,0.5143200159072876,0.5228800177574158,0.5226399898529053,0.511680006980896,0.5151600241661072,0.5010799765586853,0.4976399838924408,0.5115440040826797
0.1501999944448471,0.1397999972105026,0.1359999924898147,0.1159999966621398,0.1436000019311905,0.1283999979496002,0.511959969997406,0.1162000000476837,0.1035999953746795,0.1209999993443489,0.16667599454522133
0.190200001001358,0.2093999981880188,0.1835999935865402,0.214599996805191,0.2083999961614608,0.2217999994754791,0.5121600031852722,0.2021999955177307,0.2114000022411346,0.2105999886989593,0.2364359974861145
0.2933999896049499,0.2621999979019165,0.2624000012874603,0.2903999984264374,0.2511999905109405,0.2608000040054321,0.5221199989318848,0.2587999999523163,0.2631999850273132,0.2383999973535537,0.2902919963002205
0.311599999666214,0.3337999880313873,0.3089999854564667,0.3179999887943268,0.2867999970912933,0.2999999821186065,0.1431999951601028,0.2958000004291534,0.3269999921321869,0.3093999922275543,0.2934599921107292
0.3504000008106231,0.3628000020980835,0.3525999784469604,0.3495999872684479,0.3579999804496765,0.3637999892234802,0.1897999942302703,0.3449999988079071,0.3509999811649322,0.3648000061511993,0.33877999186515806
0.3685999810695648,0.3565999865531921,0.3625999987125397,0.3905999958515167,0.3583999872207641,0.3801999986171722,0.2237999886274337,0.3687999844551086,0.3555999994277954,0.3495999872684479,0.3514799907803535
0.4003999829292297,0.3921999931335449,0.3540000021457672,0.4013999998569488,0.3825999796390533,0.3833999931812286,0.2769999802112579,0.3685999810695648,0.4129999876022339,0.3955999910831451,0.3768199890851974
0.3951999843120575,0.4281999766826629,0.4161999821662903,0.3917999863624573,0.373799979686737,0.4001999795436859,0.3734000027179718,0.3664000034332275,0.3967999815940857,0.3895999789237976,0.39315998554229736
0.4381999969482422,0.4391999840736389,0.4145999848842621,0.4465999901294708,0.4303999841213226,0.4117999970912933,0.3983999788761139,0.4151999950408935,0.429999977350235,0.4415999948978424,0.4265999883413315
0.4493999779224396,0.4629999995231628,0.4492000043392181,0.4301999807357788,0.4493999779224396,0.4350000023841858,0.3965999782085418,0.4485999941825866,0.4438000023365021,0.4223999977111816,0.4387599915266037
0.4389999806880951,0.4505999982357025,0.4673999845981598,0.4623999893665313,0.4557999968528747,0.4625999927520752,0.414000004529953,0.4449999928474426,0.4790000021457672,0.4492000043392181,0.452499994635582
0.4616000056266784,0.459199994802475,0.4686000049114227,0.4505999982357025,0.4596000015735626,0.4632000029087066,0.4379999935626983,0.4657999873161316,0.4896000027656555,0.4614000022411346,0.4617599993944168
0.4483999907970428,0.4763999879360199,0.4409999847412109,0.4869999885559082,0.4809999763965606,0.4827999770641327,0.4352000057697296,0.490799993276596,0.4808000028133392,0.4686000049114227,0.46919999122619627
0.4921999871730804,0.47079998254776,0.4679999947547912,0.4883999824523926,0.4790000021457672,0.4883999824523926,0.4686000049114227,0.4879999756813049,0.4873999953269958,0.4769999980926513,0.4807799905538559
0.4937999844551086,0.4950000047683716,0.4893999993801117,0.4921999871730804,0.4731999933719635,0.4763999879360199,0.4523999989032745,0.4668000042438507,0.4703999757766723,0.491599977016449,0.4801199913024902
0.5072000026702881,0.5019999742507935,0.4711999893188476,0.4842000007629394,0.4824000000953674,0.4941999912261963,0.4873999953269958,0.4883999824523926,0.477400004863739,0.4855999946594238,0.48799999356269835
0.4963999986648559,0.4883999824523926,0.5008000135421753,0.4959999918937683,0.4793999791145324,0.4984000027179718,0.4629999995231628,0.4795999825000763,0.4991999864578247,0.4937999844551086,0.48949999213218687
0.4912000000476837,0.5166000127792358,0.4862000048160553,0.5063999891281128,0.4878000020980835,0.4963999986648559,0.4775999784469604,0.5098000168800354,0.5238000154495239,0.4917999804019928,0.49875999987125397
0.503600001335144,0.4943999946117401,0.5062000155448914,0.5105999708175659,0.5157999992370605,0.5045999884605408,0.5112000107765198,0.5033999681472778,0.5013999938964844,0.5181999802589417,0.5069399923086166
0.5166000127792358,0.52920001745224,0.5239999890327454,0.5031999945640564,0.5148000121116638,0.5065999627113342,0.477400004863739,0.5137999653816223,0.4984000027179718,0.4875999987125397,0.5071599960327149
0.524399995803833,0.5191999673843384,0.5011999607086182,0.4979999959468841,0.5063999891281128,0.5130000114440918,0.5001999735832214,0.5315999984741211,0.5080000162124634,0.5117999911308289,0.5113799899816514
0.5130000114440918,0.5239999890327454,0.5227999687194824,0.5130000114440918,0.5284000039100647,0.5099999904632568,0.5041999816894531,0.5101999640464783,0.5144000053405762,0.4809999763965606,0.5120999902486801
0.5281999707221985,0.5331999659538269,0.4863999783992767,0.5145999789237976,0.4901999831199646,0.5231999754905701,0.5022000074386597,0.5163999795913696,0.52920001745224,0.5263999700546265,0.514999982714653
0.5381999611854553,0.5275999903678894,0.4995999932289123,0.5263999700546265,0.5202000141143799,0.5491999983787537,0.5184000134468079,0.5175999999046326,0.5473999977111816,0.5099999904632568,0.5254599928855896
0.5388000011444092,0.4808000028133392,0.5378000140190125,0.5230000019073486,0.5220000147819519,0.5203999876976013,0.5239999890327454,0.5253999829292297,0.536799967288971,0.5227999687194824,0.5231799930334091
0.5446000099182129,0.5299999713897705,0.5356000065803528,0.526199996471405,0.5324000120162964,0.5181999802589417,0.522599995136261,0.520799994468689,0.540399968624115,0.5343999862670898,0.5305199921131134
0.5478000044822693,0.5415999889373779,0.5455999970436096,0.531000018119812,0.543999969959259,0.5185999870300293,0.5073999762535095,0.4932000041007995,0.5393999814987183,0.5417999625205994,0.5310399889945984
0.5288000106811523,0.5374000072479248,0.5482000112533569,0.5347999930381775,0.5482000112533569,0.5315999984741211,0.5127999782562256,0.5267999768257141,0.546999990940094,0.5216000080108643,0.5337199985980987
0.503600001335144,0.5401999950408936,0.5501999855041504,0.531000018119812,0.546999990940094,0.5378000140190125,0.5173999667167664,0.5217999815940857,0.5468000173568726,0.555400013923645,0.5351199984550477
0.5608000159263611,0.5419999957084656,0.5450000166893005,0.5378000140190125,0.532800018787384,0.5363999605178833,0.5162000060081482,0.5515999794006348,0.5343999862670898,0.5532000064849854,0.5410199999809265
0.5741999745368958,0.5378000140190125,0.5347999930381775,0.5353999733924866,0.548799991607666,0.5029999613761902,0.5388000011444092,0.5557999610900879,0.545199990272522,0.5331999659538269,0.5406999826431275
0.5546000003814697,0.5468000173568726,0.5144000053405762,0.5407999753952026,0.5523999929428101,0.527999997138977,0.5465999841690063,0.536799967288971,0.5357999801635742,0.5482000112533569,0.5404399931430817
0.5414000153541565,0.5397999882698059,0.5437999963760376,0.5419999957084656,0.551800012588501,0.5252000093460083,0.5564000010490417,0.5425999760627747,0.5428000092506409,0.5557999610900879,0.544159996509552
0.5557999610900879,0.5586000084877014,0.5432000160217285,0.5609999895095825,0.5157999992370605,0.5475999712944031,0.545199990272522,0.5697999596595764,0.5468000173568726,0.5555999875068665,0.5499399900436401
0.5194000005722046,0.5595999956130981,0.5479999780654907,0.5539999604225159,0.5627999901771545,0.5324000120162964,0.5432000160217285,0.5293999910354614,0.5669999718666077,0.5437999963760376,0.5459599912166595
0.550000011920929,0.5407999753952026,0.5504000186920166,0.5619999766349792,0.5561999678611755,0.5379999876022339,0.5507999658584595,0.5687999725341797,0.5595999956130981,0.571399986743927,0.5547999858856201
0.5537999868392944,0.5525999665260315,0.5622000098228455,0.5471999645233154,0.5339999794960022,0.5453999638557434,0.5185999870300293,0.5315999984741211,0.5557999610900879,0.5543999671936035,0.5455599784851074
0.5601999759674072,0.5691999793052673,0.5216000080108643,0.5735999941825867,0.5785999894142151,0.542199969291687,0.5633999705314636,0.5575999617576599,0.5437999963760376,0.5699999928474426,0.5580199837684632
0.5741999745368958,0.5619999766349792,0.5569999814033508,0.5415999889373779,0.5561999678611755,0.5501999855041504,0.5464000105857849,0.5717999935150146,0.550599992275238,0.5705999732017517,0.5580599844455719
0.5722000002861023,0.5722000002861023,0.5443999767303467,0.5834000110626221,0.5715999603271484,0.568399965763092,0.5582000017166138,0.5537999868392944,0.574999988079071,0.5655999779701233,0.5664799869060516
0.5504000186920166,0.5577999949455261,0.5717999935150146,0.546999990940094,0.5658000111579895,0.571399986743927,0.5685999989509583,0.5649999976158142,0.5443999767303467,0.5807999968528748,0.5622999966144562
0.5787999629974365,0.5773999691009521,0.5690000057220459,0.5473999977111816,0.5784000158309937,0.5631999969482422,0.5595999956130981,0.5726000070571899,0.5618000030517578,0.5579999685287476,0.5666199922561646
0.5733999609947205,0.5654000043869019,0.5658000111579895,0.5453999638557434,0.589199960231781,0.545199990272522,0.5631999969482422,0.5595999956130981,0.5511999726295471,0.590999960899353,0.5649399816989898
0.545799970626831,0.5690000057220459,0.5773999691009521,0.58160001039505,0.5776000022888184,0.5703999996185303,0.5590000152587891,0.5722000002861023,0.5717999935150146,0.5672000050544739,0.5691999971866608
0.5853999853134155,0.5791999697685242,0.579800009727478,0.5626000165939331,0.5717999935150146,0.5587999820709229,0.5604000091552734,0.5726000070571899,0.5605999827384949,0.5694000124931335,0.570059996843338
0.5981999635696411,0.5830000042915344,0.5802000164985657,0.5407999753952026,0.598800003528595,0.5705999732017517,0.585599958896637,0.5741999745368958,0.5827999711036682,0.5888000130653381,0.5802999854087829
0.597599983215332,0.5861999988555908,0.5838000178337097,0.5637999773025513,0.5830000042915344,0.5637999773025513,0.5577999949455261,0.587399959564209,0.5515999794006348,0.569599986076355,0.5744599878787995
0.5831999778747559,0.5881999731063843,0.59579998254776,0.5859999656677246,0.574999988079071,0.5523999929428101,0.5641999840736389,0.5852000117301941,0.5613999962806702,0.5911999940872192,0.5782599866390228
0.5888000130653381,0.5809999704360962,0.599399983882904,0.5703999996185303,0.6061999797821045,0.569599986076355,0.578000009059906,0.5989999771118164,0.5669999718666077,0.5791999697685242,0.5838599860668182
0.5945999622344971,0.5852000117301941,0.5751999616622925,0.5659999847412109,0.5925999879837036,0.5699999928474426,0.5791999697685242,0.5913999676704407,0.5519999861717224,0.5830000042915344,0.5789199829101562
0.6146000027656555,0.5935999751091003,0.5888000130653381,0.5579999685287476,0.5934000015258789,0.5564000010490417,0.5600000023841858,0.5924000144004822,0.5442000031471252,0.5863999724388123,0.5787799954414368
0.6015999913215637,0.587399959564209,0.6055999994277954,0.5893999934196472,0.5841999650001526,0.5785999894142151,0.5781999826431274,0.597599983215332,0.5737999677658081,0.5961999893188477,0.5892599821090698
0.6014000177383423,0.6033999919891357,0.5916000008583069,0.5813999772071838,0.6114000082015991,0.5595999956130981,0.5672000050544739,0.5888000130653381,0.5509999990463257,0.5853999853134155,0.584119999408722
0.6074000000953674,0.5945999622344971,0.6053999662399292,0.5595999956130981,0.5974000096321106,0.5805999636650085,0.5547999739646912,0.6015999913215637,0.5709999799728394,0.6114000082015991,0.5883799850940704
0.6015999913215637,0.5813999772071838,0.5924000144004822,0.5654000043869019,0.6049999594688416,0.5507999658584595,0.5557999610900879,0.5963999629020691,0.567799985408783,0.597599983215332,0.5814199805259704
0.6007999777793884,0.6132000088691711,0.5902000069618225,0.5949999690055847,0.5913999676704407,0.5699999928474426,0.5705999732017517,0.5827999711036682,0.5705999732017517,0.593999981880188,0.587859982252121
0.6097999811172485,0.6001999974250793,0.602400004863739,0.5877999663352966,0.6133999824523926,0.5667999982833862,0.5740000009536743,0.6017999649047852,0.5703999996185303,0.59579998254776,0.5922399878501892
0.5885999798774719,0.604200005531311,0.6010000109672546,0.5758000016212463,0.6049999594688416,0.5748000144958496,0.5777999758720398,0.5992000102996826,0.5694000124931335,0.6035999655723572,0.5899399936199188
0.6132000088691711,0.6043999791145325,0.6085999608039856,0.5831999778747559,0.6128000020980835,0.5640000104904175,0.5703999996185303,0.5997999906539917,0.5924000144004822,0.5981999635696411,0.5946999907493591
0.6197999715805054,0.6017999649047852,0.5961999893188477,0.5521999597549438,0.6139999628067017,0.5999999642372131,0.5655999779701233,0.593999981880188,0.5482000112533569,0.5795999765396118,0.5871399760246276
0.6132000088691711,0.6035999655723572,0.6172000169754028,0.5751999616622925,0.6187999844551086,0.5809999704360962,0.589199960231781,0.6097999811172485,0.5577999949455261,0.5949999690055847,0.5960799813270569
0.6211999654769897,0.6019999980926514,0.6223999857902527,0.598800003528595,0.616599977016449,0.5789999961853027,0.5838000178337097,0.5981999635696411,0.5241999626159668,0.6159999966621399,0.5962199866771698
0.6258000135421753,0.6313999891281128,0.6215999722480774,0.5863999724388123,0.6096000075340271,0.5881999731063843,0.5974000096321106,0.6093999743461609,0.5807999968528748,0.614799976348877,0.6065399885177613
0.6211999654769897,0.6103999614715576,0.616599977016449,0.5776000022888184,0.6215999722480774,0.5863999724388123,0.5787999629974365,0.6358000040054321,0.5943999886512756,0.6057999730110168,0.6048599779605865
0.6309999823570251,0.6191999912261963,0.6222000122070312,0.5965999960899353,0.6233999729156494,0.5898000001907349,0.5827999711036682,0.6110000014305115,0.5859999656677246,0.6308000087738037,0.609279990196228
0.6405999660491943,0.6197999715805054,0.6164000034332275,0.5771999955177307,0.6251999735832214,0.6089999675750732,0.5595999956130981,0.6233999729156494,0.6035999655723572,0.6261999607086182,0.6100999772548675
0.621999979019165,0.6177999973297119,0.6189999580383301,0.5726000070571899,0.6227999925613403,0.5773999691009521,0.5884000062942505,0.6123999953269958,0.5952000021934509,0.6139999628067017,0.6041599869728088
0.6416000127792358,0.6330000162124634,0.6189999580383301,0.5794000029563904,0.6189999580383301,0.5877999663352966,0.5889999866485596,0.6301999688148499,0.5899999737739563,0.6309999823570251,0.6119999825954437
0.6413999795913696,0.6295999884605408,0.6261999607086182,0.5825999975204468,0.6344000101089478,0.5853999853134155,0.5857999920845032,0.6376000046730042,0.5609999895095825,0.6272000074386597,0.6111199915409088
0.6369999647140503,0.6348000168800354,0.6344000101089478,0.592799961566925,0.6345999836921692,0.6010000109672546,0.5857999920845032,0.6369999647140503,0.5983999967575073,0.6312000155448914,0.6186999917030335
0.63919997215271,0.6276000142097473,0.6312000155448914,0.5853999853134155,0.6416000127792358,0.5981999635696411,0.6169999837875366,0.6353999972343445,0.5953999757766724,0.6387999653816223,0.6209799885749817
0.6417999863624573,0.6305999755859375,0.6290000081062317,0.5952000021934509,0.6287999749183655,0.6047999858856201,0.5985999703407288,0.6405999660491943,0.6046000123023987,0.6301999688148499,0.6204199850559234
0.649399995803833,0.6412000060081482,0.6358000040054321,0.5659999847412109,0.6344000101089478,0.5879999995231628,0.602400004863739,0.6399999856948853,0.5938000082969666,0.6345999836921692,0.6185599982738494
0.6453999876976013,0.6407999992370605,0.6365999579429626,0.555400013923645,0.6419999599456787,0.6100000143051147,0.5898000001907349,0.6348000168800354,0.5945999622344971,0.6243999600410461,0.6173799872398377
0.6534000039100647,0.6369999647140503,0.6355999708175659,0.6031999588012695,0.6425999999046326,0.5942000150680542,0.59579998254776,0.6340000033378601,0.5961999893188477,0.6240000128746033,0.6215999901294709
0.6485999822616577,0.6349999904632568,0.6401999592781067,0.6139999628067017,0.6401999592781067,0.5848000049591064,0.6028000116348267,0.6489999890327454,0.6007999777793884,0.6353999972343445,0.6250799834728241
0.6563999652862549,0.6380000114440918,0.6349999904632568,0.5979999899864197,0.6389999985694885,0.6093999743461609,0.5978000164031982,0.6455999612808228,0.5947999954223633,0.6435999870300293,0.6257599890232086
