/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.1_30-20_tb.csv,row_average
0.0824399963021278,0.0953999981284141,0.0868399962782859,0.0751200020313263,0.0817599967122078,0.08431199789047236
0.1381999999284744,0.144799992442131,0.1208800002932548,0.1417199969291687,0.1448400020599365,0.13808799833059307
0.176839992403984,0.1681199967861175,0.186719998717308,0.1809999942779541,0.176159992814064,0.17776799499988552
0.2118799984455108,0.1969600021839141,0.206959992647171,0.2235199958086013,0.2241600006818771,0.21269599795341487
0.2493599951267242,0.2395199984312057,0.2515999972820282,0.2655999958515167,0.2496799975633621,0.2511519968509674
0.2824000120162964,0.2704800069332123,0.2785600125789642,0.2906799912452698,0.2746799886226654,0.2793600022792816
0.2938799858093261,0.3026799857616424,0.3112399876117706,0.3106800019741058,0.3059599995613098,0.30488799214363094
0.3149600028991699,0.3260799944400787,0.3176000118255615,0.3410399854183197,0.3339999914169311,0.32673599720001223
0.3085599839687347,0.3485200107097626,0.3416799902915954,0.3420000076293945,0.3198800086975097,0.3321280002593994
0.3468799889087677,0.3425999879837036,0.3549999892711639,0.3641200065612793,0.365119993686676,0.3547439932823181
0.3740000128746032,0.3688400089740753,0.3680399954319,0.3667199909687042,0.3826000094413757,0.3720400035381317
0.3885999917984009,0.3925600051879883,0.3917999863624573,0.3809599876403808,0.3950400054454803,0.38979199528694153
0.3913599848747253,0.3871200084686279,0.4052799940109253,0.4083600044250488,0.4124400019645691,0.4009119987487793
0.3993200063705444,0.4089199900627136,0.4126800000667572,0.4210399985313415,0.4181599915027618,0.4120239973068237
0.4243600070476532,0.4105199873447418,0.4293999969959259,0.4366799890995025,0.4208000004291534,0.42435199618339536
0.4358800053596496,0.4239999949932098,0.428519994020462,0.4305999875068664,0.42739999294281,0.4292799949645995
0.4419600069522857,0.4303999841213226,0.4374800026416778,0.4462800025939941,0.4493600130081177,0.44109600186347964
0.4560000002384186,0.4487999975681305,0.4591200053691864,0.4509600102901459,0.4626800119876861,0.4555120050907135
0.4392400085926056,0.4492399990558624,0.4605999886989593,0.45660001039505,0.4614000022411346,0.4534160017967224
0.4617599844932556,0.4477199912071228,0.4646399915218353,0.4601599872112274,0.4757199883460998,0.4619999885559082
0.4652000069618225,0.4639999866485595,0.4694399833679199,0.4530400037765503,0.462119996547699,0.4627599954605103
0.4658800065517425,0.4632399976253509,0.4735600054264068,0.4704000055789947,0.4758000075817108,0.4697760045528412
0.4776400029659271,0.4661200046539306,0.4835200011730194,0.4736799895763397,0.4820800125598907,0.47660800218582156
0.4855200052261352,0.4731599986553192,0.4763199985027313,0.4708400070667267,0.482479989528656,0.4776639997959137
0.4817200005054474,0.4673999845981598,0.4833199977874756,0.4736399948596954,0.4836399853229522,0.47794399261474607
0.4783999919891357,0.4812799990177154,0.4874399900436401,0.4917199909687042,0.4885599911212921,0.48547999262809755
0.4901599884033203,0.4878000020980835,0.4923999905586242,0.5055599808692932,0.4918799996376037,0.493559992313385
0.490119993686676,0.4985199868679046,0.5059999823570251,0.4891200065612793,0.5013999938964844,0.4970319926738739
0.4939999878406524,0.4860399961471557,0.5118399858474731,0.4957599937915802,0.508400022983551,0.49920799732208254
0.487960010766983,0.498199999332428,0.4874399900436401,0.5027599930763245,0.5016000270843506,0.4955920040607452
0.4963600039482116,0.4967600107192993,0.5003200173377991,0.5100799798965454,0.5073599815368652,0.5021759986877441
0.515720009803772,0.5012400150299072,0.4911600053310394,0.5126000046730042,0.4997999966144562,0.5041040062904358
0.5118799805641174,0.4973599910736084,0.5125200152397156,0.5067600011825562,0.5144400000572205,0.5085919976234436
0.5110399723052979,0.5132399797439575,0.508359968662262,0.5034800171852112,0.5085600018501282,0.5089359879493713
0.5076799988746643,0.5021600127220154,0.5258399844169617,0.5224800109863281,0.5241600275039673,0.5164640069007873
0.5157600045204163,0.521399974822998,0.5092800259590149,0.5094799995422363,0.51555997133255,0.5142959952354431
0.4986400008201599,0.4952000081539154,0.5240399837493896,0.514240026473999,0.5289199948310852,0.5122080028057099
0.5115600228309631,0.5105199813842773,0.5209599733352661,0.5112800002098083,0.5277599692344666,0.5164159893989563
0.5230399966239929,0.514519989490509,0.5231599807739258,0.5184000134468079,0.5200799703598022,0.5198399901390076
0.5188000202178955,0.5122799873352051,0.5231999754905701,0.5126799941062927,0.5295199751853943,0.5192959904670715
0.5271999835968018,0.5166400074958801,0.5190399885177612,0.5260400176048279,0.5299199819564819,0.5237679958343506
0.523360013961792,0.5206400156021118,0.5066800117492676,0.5199999809265137,0.5255200266838074,0.5192400097846985
0.5224000215530396,0.5200799703598022,0.5239999890327454,0.5264400243759155,0.5247200131416321,0.523528003692627
0.5306000113487244,0.5262399911880493,0.5325199961662292,0.5356000065803528,0.535040020942688,0.5320000052452087
0.5166000127792358,0.527239978313446,0.5248399972915649,0.5300400257110596,0.5339199900627136,0.526528000831604
0.5293999910354614,0.5293599963188171,0.5300400257110596,0.5316799879074097,0.5310800075531006,0.5303120017051697
0.5195599794387817,0.5287200212478638,0.5279600024223328,0.5237600207328796,0.5279600024223328,0.5255920052528381
0.5370399951934814,0.5262799859046936,0.5264800190925598,0.5332000255584717,0.534600019454956,0.5315200090408325
0.5384799838066101,0.5310800075531006,0.5325599908828735,0.5299599766731262,0.5476400256156921,0.5359439969062805
0.5369200110435486,0.5172399878501892,0.5378000140190125,0.5378000140190125,0.5365200042724609,0.5332560062408447
0.4088000059127807,0.3907999992370605,0.3879999816417694,0.4053999781608581,0.4183999896049499,0.40227999091148375
0.4226000010967254,0.4399999976158142,0.4093999862670898,0.4601999819278717,0.4529999792575836,0.43703998923301696
0.4875999987125397,0.4431999921798706,0.4461999833583832,0.4513999819755554,0.47079998254776,0.45983998775482177
0.4869999885559082,0.4713999927043915,0.4560000002384186,0.4713999927043915,0.4747999906539917,0.47211999297142027
0.5121999979019165,0.4569999873638153,0.4759999811649322,0.487199991941452,0.4699999988079071,0.4804799914360046
0.4957999885082245,0.4695999920368194,0.4569999873638153,0.4957999885082245,0.5062000155448914,0.48487999439239504
0.5055999755859375,0.4953999817371368,0.4945999979972839,0.5202000141143799,0.5144000053405762,0.5060399949550629
0.5169999599456787,0.5027999877929688,0.4899999797344208,0.5076000094413757,0.5027999877929688,0.5040399849414825
0.4975999891757965,0.5277999639511108,0.4953999817371368,0.4635999798774719,0.5184000134468079,0.5005599856376648
0.5103999972343445,0.5342000126838684,0.519599974155426,0.527999997138977,0.5155999660491943,0.521559989452362
0.5270000100135803,0.5363999605178833,0.4997999966144562,0.4601999819278717,0.5351999998092651,0.5117199897766114
0.5331999659538269,0.5173999667167664,0.520799994468689,0.5059999823570251,0.5162000060081482,0.5187199831008911
0.5435999631881714,0.5429999828338623,0.5072000026702881,0.5252000093460083,0.546999990940094,0.5331999897956848
0.5076000094413757,0.5095999836921692,0.5311999917030334,0.498799979686737,0.5360000133514404,0.5166399955749512
0.5134000182151794,0.5321999788284302,0.5135999917984009,0.5306000113487244,0.5026000142097473,0.5184800028800964
0.5399999618530273,0.550000011920929,0.5184000134468079,0.532800018787384,0.5335999727249146,0.5349599957466126
0.5396000146865845,0.550599992275238,0.526199996471405,0.5288000106811523,0.5442000031471252,0.537880003452301
0.5523999929428101,0.5590000152587891,0.527999997138977,0.5577999949455261,0.5357999801635742,0.5465999960899353
0.5468000173568726,0.5569999814033508,0.5054000020027161,0.5217999815940857,0.5288000106811523,0.5319599986076355
0.536799967288971,0.545799970626831,0.5231999754905701,0.5464000105857849,0.5374000072479248,0.5379199862480164
0.555400013923645,0.5263999700546265,0.5238000154495239,0.5389999747276306,0.5271999835968018,0.5343599915504456
0.5389999747276306,0.545199990272522,0.536799967288971,0.5277999639511108,0.5317999720573425,0.5361199736595154
0.5414000153541565,0.5582000017166138,0.543999969959259,0.4977999925613403,0.5591999888420105,0.5401199936866761
0.5595999956130981,0.564799964427948,0.5293999910354614,0.5401999950408936,0.569599986076355,0.5527199864387512
0.5557999610900879,0.5591999888420105,0.52920001745224,0.551800012588501,0.5473999977111816,0.5486799955368042
0.5465999841690063,0.5776000022888184,0.5013999938964844,0.54339998960495,0.5569999814033508,0.545199990272522
0.5669999718666077,0.5569999814033508,0.5471999645233154,0.5419999957084656,0.5605999827384949,0.5547599792480469
0.5827999711036682,0.5640000104904175,0.5295999646186829,0.562999963760376,0.540399968624115,0.5559599757194519
0.5626000165939331,0.5397999882698059,0.555400013923645,0.5295999646186829,0.5637999773025513,0.5502399921417236
0.5514000058174133,0.5586000084877014,0.5447999835014343,0.5733999609947205,0.5573999881744385,0.5571199893951416
