/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-1_30-20_tb.csv,row_average
0.4882400035858154,0.4887999892234802,0.4806399941444397,0.4690400063991546,0.477319985628128,0.4808079957962036
0.4935599863529205,0.4867999851703644,0.4906800091266632,0.4736399948596954,0.4825199842453003,0.48543999195098875
0.4918000102043152,0.4822799861431122,0.4891600012779236,0.502560019493103,0.4956800043582916,0.49229600429534914
0.4979600012302398,0.4897199869155884,0.4922800064086914,0.4933600127696991,0.489439994096756,0.49255200028419494
0.4980799853801727,0.4958800077438354,0.5009999871253967,0.4925599992275238,0.5016400218009949,0.4978320002555847
0.4981200098991394,0.4930399954319,0.5147600173950195,0.513759970664978,0.4997999966144562,0.5038959980010986
0.5086399912834167,0.5078399777412415,0.4967199862003326,0.502839982509613,0.5048400163650513,0.504175990819931
0.5105599761009216,0.489439994096756,0.4975599944591522,0.5091599822044373,0.5042399764060974,0.5021919846534729
0.4979600012302398,0.4896000027656555,0.5066800117492676,0.4910399913787842,0.5034800171852112,0.4977520048618317
0.5033599734306335,0.5002800226211548,0.5080400109291077,0.504040002822876,0.4948000013828277,0.50210400223732
0.4974400103092193,0.5056800246238708,0.5016000270843506,0.5083199739456177,0.5047199726104736,0.5035520017147064
0.5027599930763245,0.4993599951267242,0.4990800023078918,0.509119987487793,0.4858399927616119,0.4992319941520691
0.5024399757385254,0.4983600080013275,0.5029199719429016,0.5100399851799011,0.5023999810218811,0.5032319843769073
0.4970400035381317,0.4932799935340881,0.5019599795341492,0.4954000115394592,0.501039981842041,0.49774399399757385
0.5005999803543091,0.5001199841499329,0.5074800252914429,0.5073599815368652,0.5034400224685669,0.5037999987602234
0.4934000074863434,0.5155199766159058,0.5143200159072876,0.5036399960517883,0.5037999749183655,0.5061359941959381
0.5005999803543091,0.4942399859428406,0.5140399932861328,0.5006399750709534,0.5002800226211548,0.5019599914550781
0.5075600147247314,0.5053600072860718,0.4993999898433685,0.496639996767044,0.4993599951267242,0.5016640007495881
0.496639996767044,0.5007200241088867,0.5030800104141235,0.4912000000476837,0.5025200247764587,0.4988320112228394
0.4985600113868713,0.4999200105667114,0.5097600221633911,0.5096799731254578,0.4960399866104126,0.5027920007705688
0.5106800198554993,0.5129200220108032,0.5085200071334839,0.4964399933815002,0.5009599924087524,0.5059040069580079
0.5060799717903137,0.4922400116920471,0.5125600099563599,0.4991599917411804,0.5051599740982056,0.5030399918556213
0.4692800045013428,0.497759997844696,0.5077199935913086,0.5048800110816956,0.508400022983551,0.4976080060005188
0.5009999871253967,0.4953199923038482,0.4945600032806396,0.498199999332428,0.5113599896430969,0.500087994337082
0.5014399886131287,0.5008800029754639,0.4981200098991394,0.5034800171852112,0.4913600087165832,0.4990560054779053
0.4990800023078918,0.5162400007247925,0.4944399893283844,0.5024799704551697,0.5057600140571594,0.5035999953746796
0.4826000034809112,0.4896799921989441,0.4867599904537201,0.500760018825531,0.4957199990749359,0.4911040008068085
0.146599993109703,0.1469999998807907,0.1473999917507171,0.1613999903202057,0.088199995458126,0.1381199941039085
0.1894000023603439,0.2101999968290329,0.1861999928951263,0.2393999993801117,0.1771999895572662,0.20047999620437623
0.259799987077713,0.2581999897956848,0.1972000002861023,0.2558000087738037,0.2277999967336654,0.23975999653339386
0.2857999801635742,0.1877999901771545,0.280599981546402,0.3118000030517578,0.2735999822616577,0.26791998744010925
0.2660000026226043,0.3007999956607818,0.3111999928951263,0.2716000080108642,0.2430000007152557,0.27851999998092647
0.3481999933719635,0.3619999885559082,0.3391999900341034,0.3251999914646148,0.3032000064849853,0.33555999398231506
0.3197999894618988,0.30239999294281,0.3242000043392181,0.3319999873638153,0.3373999893665313,0.32315999269485474
0.3684000074863434,0.3727999925613403,0.3765999972820282,0.3655999898910522,0.3037999868392944,0.3574399948120117
0.3527999818325043,0.3605999946594238,0.3641999959945678,0.4183999896049499,0.3403999805450439,0.367279988527298
0.3951999843120575,0.3698000013828277,0.3741999864578247,0.410999983549118,0.3540000021457672,0.38083999156951903
0.3597999811172485,0.3421999812126159,0.3587999939918518,0.3610000014305115,0.3138000071048736,0.34711999297142027
0.4197999835014343,0.3995999991893768,0.4019999802112579,0.3587999939918518,0.3402000069618225,0.3840799927711487
0.4233999848365783,0.3944000005722046,0.4159999787807464,0.3946000039577484,0.3881999850273132,0.4033199906349182
0.409199982881546,0.4013999998569488,0.4083999991416931,0.4229999780654907,0.3919999897480011,0.40679998993873595
0.4249999821186065,0.4023999869823456,0.3625999987125397,0.4199999868869781,0.4111999869346618,0.40423998832702634
0.4167999923229217,0.3765999972820282,0.4068000018596649,0.4359999895095825,0.3628000020980835,0.3997999966144562
0.3910000026226043,0.4149999916553497,0.4174000024795532,0.4537999927997589,0.4229999780654907,0.4200399935245514
0.4479999840259552,0.417600005865097,0.4298000037670135,0.4264000058174133,0.4215999841690063,0.4286799967288971
0.4249999821186065,0.4456000030040741,0.4440000057220459,0.4469999969005584,0.4153999984264374,0.43539999723434447
0.4386000037193298,0.3499999940395355,0.4567999839782715,0.4616000056266784,0.4305999875068664,0.42751999497413634
0.4319999814033508,0.4359999895095825,0.4287999868392944,0.4598000049591064,0.4251999855041504,0.4363599896430969
0.4490000009536743,0.4343999922275543,0.4285999834537506,0.4369999766349792,0.3537999987602234,0.42055999040603637
0.4451999962329864,0.4650000035762787,0.4717999994754791,0.4223999977111816,0.3695999979972839,0.43479999899864197
0.4508000016212463,0.4495999813079834,0.3987999856472015,0.4899999797344208,0.4369999766349792,0.4452399849891663
0.4715999960899353,0.3599999845027923,0.468999981880188,0.4919999837875366,0.4009999930858612,0.4387199878692627
0.4793999791145324,0.4192000031471252,0.4598000049591064,0.4244000017642975,0.4653999805450439,0.44963999390602105
0.4686000049114227,0.407399982213974,0.4635999798774719,0.4831999838352203,0.4239999949932098,0.44935998916625974
0.4447999894618988,0.4107999801635742,0.449999988079071,0.4477999806404114,0.491599977016449,0.4489999830722809
0.4623999893665313,0.4751999974250793,0.477400004863739,0.4377999901771545,0.4215999841690063,0.45487999320030215
0.4492000043392181,0.4655999839305877,0.4053999781608581,0.4721999764442444,0.4671999812126159,0.4519199848175048
0.4791999757289886,0.4573999941349029,0.4275999963283539,0.4573999941349029,0.4639999866485595,0.4571199893951416
0.4617999792098999,0.4598000049591064,0.4545999765396118,0.4763999879360199,0.474399983882904,0.4653999865055084
0.4975999891757965,0.4483999907970428,0.4684000015258789,0.4808000028133392,0.4821999967098236,0.4754799962043762
0.3429999947547912,0.4472000002861023,0.4857999980449676,0.5029999613761902,0.472599983215332,0.4503199875354767
0.4879999756813049,0.4896000027656555,0.4809999763965606,0.4885999858379364,0.4741999804973602,0.48427998423576357
0.5152000188827515,0.5209999680519104,0.4963999986648559,0.5073999762535095,0.4809999763965606,0.5041999876499176
0.477400004863739,0.4053999781608581,0.5180000066757202,0.4763999879360199,0.5135999917984009,0.47815999388694763
0.48539999127388,0.4959999918937683,0.5041999816894531,0.4192000031471252,0.488999992609024,0.47875999212265014
0.4783999919891357,0.4912000000476837,0.5152000188827515,0.4881999790668487,0.4691999852657318,0.4884399950504303
0.4741999804973602,0.5121999979019165,0.4650000035762787,0.5026000142097473,0.498799979686737,0.49055999517440796
0.4745999872684479,0.4851999878883362,0.524399995803833,0.5443999767303467,0.4781999886035919,0.5013599872589112
0.4777999818325043,0.4611999988555908,0.5356000065803528,0.5209999680519104,0.4862000048160553,0.4963599920272827
0.5049999952316284,0.4578000009059906,0.5203999876976013,0.5311999917030334,0.4839999973773956,0.4996799945831299
0.5393999814987183,0.4528000056743622,0.4984000027179718,0.5167999863624573,0.4731999933719635,0.4961199939250946
0.538599967956543,0.4363999962806701,0.4923999905586242,0.5388000011444092,0.519599974155426,0.5051599860191345
0.5317999720573425,0.5126000046730042,0.5099999904632568,0.5338000059127808,0.477400004863739,0.5131199955940247
0.5248000025749207,0.4975999891757965,0.526199996471405,0.5248000025749207,0.5169999599456787,0.5180799901485443
0.5099999904632568,0.5320000052452087,0.5105999708175659,0.5289999842643738,0.5184000134468079,0.5199999928474426
0.5234000086784363,0.5123999714851379,0.5212000012397766,0.5045999884605408,0.5163999795913696,0.5155999898910523
0.5289999842643738,0.4513999819755554,0.5187999606132507,0.5483999848365784,0.5302000045776367,0.515559983253479
0.5130000114440918,0.5371999740600586,0.5212000012397766,0.5637999773025513,0.5342000126838684,0.5338799953460693
0.5245999693870544,0.4857999980449676,0.5425999760627747,0.5573999881744385,0.5109999775886536,0.5242799818515778
0.5130000114440918,0.5080000162124634,0.527999997138977,0.5271999835968018,0.5411999821662903,0.5234799981117249
0.5220000147819519,0.5173999667167664,0.5460000038146973,0.5378000140190125,0.5299999713897705,0.5306399941444397
0.5541999936103821,0.51419997215271,0.5199999809265137,0.5604000091552734,0.5523999929428101,0.5402399897575378
0.5600000023841858,0.5112000107765198,0.5496000051498413,0.5475999712944031,0.5375999808311462,0.5411999940872192
0.5597999691963196,0.524399995803833,0.5399999618530273,0.562999963760376,0.5281999707221985,0.5430799722671509
0.550599992275238,0.5521999597549438,0.5399999618530273,0.5655999779701233,0.522599995136261,0.5461999773979187
0.5489999651908875,0.5546000003814697,0.5406000018119812,0.5609999895095825,0.5342000126838684,0.5478799939155579
0.5715999603271484,0.5023999810218811,0.5461999773979187,0.5658000111579895,0.5577999949455261,0.5487599849700928
0.5679999589920044,0.5370000004768372,0.5676000118255615,0.5766000151634216,0.5351999998092651,0.556879997253418
0.5277999639511108,0.5446000099182129,0.5654000043869019,0.5879999995231628,0.5356000065803528,0.5522799968719483
0.5641999840736389,0.5559999942779541,0.548799991607666,0.5645999908447266,0.5586000084877014,0.5584399938583374
0.5672000050544739,0.526199996471405,0.5712000131607056,0.5753999948501587,0.5843999981880188,0.5648800015449524
0.5934000015258789,0.546999990940094,0.5649999976158142,0.5636000037193298,0.5644000172615051,0.5666800022125245
0.58160001039505,0.5641999840736389,0.5701999664306641,0.5687999725341797,0.5766000151634216,0.5722799897193909
0.5820000171661377,0.5690000057220459,0.5649999976158142,0.5758000016212463,0.5699999928474426,0.5723600029945374
0.5795999765396118,0.5633999705314636,0.56659996509552,0.5888000130653381,0.5715999603271484,0.5739999771118164
0.5817999839782715,0.5758000016212463,0.5663999915122986,0.5861999988555908,0.567799985408783,0.5755999922752381
0.5823999643325806,0.5349999666213989,0.579800009727478,0.578000009059906,0.592799961566925,0.5735999822616578
0.568399965763092,0.564799964427948,0.5543999671936035,0.5893999934196472,0.5727999806404114,0.5699599742889404
0.5956000089645386,0.5595999956130981,0.5843999981880188,0.5867999792098999,0.5857999920845032,0.5824399948120117
0.6057999730110168,0.5879999995231628,0.5785999894142151,0.5934000015258789,0.5631999969482422,0.5857999920845032
0.6029999852180481,0.5785999894142151,0.5771999955177307,0.6017999649047852,0.5979999899864197,0.5917199850082397
0.6061999797821045,0.5740000009536743,0.5875999927520752,0.6014000177383423,0.5838000178337097,0.5906000018119812
0.6123999953269958,0.589199960231781,0.5785999894142151,0.6067999601364136,0.5881999731063843,0.5950399756431579
0.5974000096321106,0.5813999772071838,0.590399980545044,0.6103999614715576,0.5849999785423279,0.5929199814796448
0.6074000000953674,0.5960000157356262,0.5888000130653381,0.5884000062942505,0.5799999833106995,0.5921200037002563
0.6110000014305115,0.5881999731063843,0.5992000102996826,0.618399977684021,0.5893999934196472,0.6012399911880493
0.6143999695777893,0.5605999827384949,0.6003999710083008,0.6092000007629395,0.5906000137329102,0.5950399875640869
0.6168000102043152,0.5949999690055847,0.6061999797821045,0.618399977684021,0.6055999994277954,0.6083999872207642
0.6105999946594238,0.5952000021934509,0.5978000164031982,0.6255999803543091,0.6060000061988831,0.607039999961853
0.6087999939918518,0.5870000123977661,0.5943999886512756,0.6096000075340271,0.6067999601364136,0.6013199925422669
0.6137999892234802,0.5879999995231628,0.5997999906539917,0.6191999912261963,0.5949999690055847,0.6031599879264832
0.6137999892234802,0.5956000089645386,0.6035999655723572,0.6186000108718872,0.5985999703407288,0.6060399889945984
0.6110000014305115,0.5945999622344971,0.600600004196167,0.6251999735832214,0.6074000000953674,0.6077599883079529
0.6143999695777893,0.5934000015258789,0.5978000164031982,0.6291999816894531,0.6039999723434448,0.6077599883079529
0.6172000169754028,0.5898000001907349,0.6025999784469604,0.6200000047683716,0.6082000136375427,0.6075600028038025
0.6227999925613403,0.6031999588012695,0.6100000143051147,0.6371999979019165,0.6089999675750732,0.6164399862289429
0.6205999851226807,0.5916000008583069,0.6071999669075012,0.6243999600410461,0.602400004863739,0.6092399835586548
0.6243999600410461,0.5961999893188477,0.5981999635696411,0.6317999958992004,0.6085999608039856,0.6118399739265442
0.6207999587059021,0.597599983215332,0.6111999750137329,0.6345999836921692,0.6069999933242798,0.6142399787902832
0.6197999715805054,0.5949999690055847,0.6067999601364136,0.6341999769210815,0.6168000102043152,0.6145199775695801
0.6317999958992004,0.6067999601364136,0.6093999743461609,0.6301999688148499,0.6182000041007996,0.6192799806594849
0.6157999634742737,0.6029999852180481,0.6074000000953674,0.6301999688148499,0.6082000136375427,0.6129199862480164
0.6236000061035156,0.5949999690055847,0.6025999784469604,0.6362000107765198,0.6105999946594238,0.6135999917984009
0.6345999836921692,0.6043999791145325,0.6061999797821045,0.6322000026702881,0.6100000143051147,0.6174799919128418
0.6207999587059021,0.6019999980926514,0.6053999662399292,0.6312000155448914,0.6128000020980835,0.6144399881362915
0.6240000128746033,0.5945999622344971,0.6079999804496765,0.6277999877929688,0.6121999621391296,0.6133199810981751
0.6193999648094177,0.6010000109672546,0.6069999933242798,0.63919997215271,0.6137999892234802,0.6160799860954285
