/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-L32_tb.csv,row_average
1.9100496768951416,1.8420642614364624,1.814157605171204,1.7980258464813232,2.1133742332458496,1.7912389039993286,1.961233139038086,1.839860320091248,1.8136285543441768,1.9581198692321775,1.8841752409934998
2.077406406402588,1.7829033136367798,1.9125452041625977,1.782260179519653,1.8038253784179688,1.787845015525818,1.9044142961502075,1.8763253688812256,1.8928087949752808,1.8730816841125488,1.8693415641784668
1.8206357955932615,1.811358094215393,1.822452187538147,1.804442763328552,1.9135398864746092,1.865567684173584,1.9791638851165767,1.913087248802185,1.862364649772644,2.1567599773406982,1.8949372172355652
1.915689706802368,1.7674362659454346,1.76455557346344,1.7889375686645508,1.7758272886276243,1.969967484474182,1.8095442056655884,1.813915133476257,1.877214789390564,1.993606686592102,1.8476694703102112
1.981252193450928,1.8947076797485352,1.807938575744629,1.7585383653640747,1.872318983078003,1.80826199054718,1.9060845375061035,1.8366382122039795,1.8730318546295168,1.987331509590149,1.8726103901863098
1.9487308263778689,1.812730312347412,1.9552651643753047,1.9007986783981323,1.7828081846237185,1.9784866571426392,1.974764347076416,1.7691538333892822,1.9668147563934328,1.927636742591858,1.9017189502716065
1.9110549688339236,1.7805359363555908,1.7690438032150269,1.8624026775360107,1.8189271688461304,1.7971017360687256,1.7746835947036743,1.8440396785736084,1.99149751663208,1.8876662254333496,1.843695330619812
2.156914710998535,2.0161917209625244,1.8030322790145876,2.004417657852173,1.7258474826812744,1.8045170307159424,1.906792998313904,1.85356867313385,1.6955952644348145,1.7820417881011963,1.87489196062088
1.8093740940093996,1.7097282409667969,2.0142710208892822,1.804625153541565,1.769534468650818,1.7873084545135498,1.807339072227478,1.9431594610214236,1.87339186668396,2.019808053970337,1.853853988647461
1.7957556247711182,1.9740474224090576,1.8200626373291016,1.9106266498565676,1.799522876739502,1.796811819076538,1.7657710313796997,1.7531832456588743,1.7062537670135498,1.770229458808899,1.8092264533042908
1.7581154108047483,1.7642278671264648,1.8161994218826292,1.7530816793441772,1.7177096605300903,1.9503695964813232,2.031052827835083,1.8458139896392824,1.7955037355422974,1.770088791847229,1.8202162981033325
1.9166449308395384,1.844860553741455,2.032496690750122,1.858397126197815,1.7955965995788574,1.858505129814148,1.816718578338623,1.8141577243804927,1.7246501445770264,1.7724609375,1.8434488415718078
1.784541130065918,1.6700162887573242,1.8573323488235476,1.7793598175048828,1.6762197017669678,1.9769461154937744,1.863797903060913,1.760631084442139,1.7486637830734253,2.0109410285949707,1.8128449201583863
1.7754430770874023,1.6830471754074097,1.8204073905944824,1.7048015594482422,1.8569968938827517,1.8135640621185305,1.7278176546096802,1.8589612245559688,1.759381890296936,1.830436944961548,1.783085787296295
1.7786320447921753,1.702295184135437,1.7794266939163208,1.8020133972167969,1.7713524103164673,1.845245599746704,1.7162359952926636,1.7768436670303345,1.775341272354126,1.7088253498077393,1.7656211614608766
1.766050100326538,1.7988823652267456,1.8006303310394287,1.6558094024658203,1.89684534072876,1.9138399362564087,1.730015516281128,1.7407188415527344,1.8382433652877808,1.7562017440795898,1.7897236943244934
1.7439614534378052,1.6864455938339231,2.0964162349700928,1.819767713546753,1.7826133966445925,1.9341037273406985,1.9236958026885984,1.7413924932479858,1.8663376569747925,1.6359986066818235,1.8230732679367065
1.811521887779236,1.7018494606018066,1.652075171470642,1.679092526435852,1.7542717456817627,1.7412258386611938,1.733952522277832,1.7124873399734497,1.6618033647537231,1.8757967948913572,1.7324076652526856
1.723030924797058,1.91973876953125,1.732323408126831,1.771753430366516,1.75411057472229,1.6635017395019531,1.916030764579773,1.84136164188385,1.6577825546264648,1.8233896493911743,1.780302345752716
1.822664499282837,1.6889545917510986,1.7595746517181396,1.76101815700531,1.7797011137008667,1.7880659103393557,1.7161335945129397,1.8252687454223635,1.6887500286102295,1.7216638326644895,1.755179512500763
1.7588107585906982,1.6685311794281006,1.776595950126648,1.7334154844284058,1.7096039056777954,1.6659163236618042,1.661959886550903,1.8859087228775024,1.9158697128295896,1.7091238498687744,1.7485735774040223
1.8289074897766116,1.7109618186950684,1.62736713886261,1.6597450971603394,1.62011981010437,1.6997315883636477,1.718881368637085,1.8265353441238403,1.7257614135742188,1.6166071891784668,1.7034618258476257
1.6370950937271118,1.905822277069092,1.7578282356262207,1.694983720779419,1.6982955932617188,1.727130651473999,1.639065861701965,1.766557693481445,1.671095609664917,1.7076650857925415,1.720553982257843
1.7752647399902344,1.7184627056121826,1.7857743501663208,1.621549367904663,1.8900022506713867,1.6607463359832764,1.6955548524856567,1.720019817352295,1.7166218757629397,1.6696678400039673,1.7253664135932922
1.7054959535598757,1.7337185144424438,2.074098587036133,1.713528752326965,1.7108856439590454,1.6909078359603882,1.7607892751693726,1.6056978702545166,1.6486486196517944,1.7691690921783447,1.741294014453888
1.7409003973007202,1.593883395195007,1.6842585802078247,1.698583722114563,1.620662808418274,1.7853368520736694,1.6858851909637451,1.6451042890548706,1.7696669101715088,1.7001408338546753,1.6924422979354858
1.731127142906189,1.7291988134384155,1.7292941808700562,1.7132999897003174,1.6243823766708374,1.70841646194458,1.732646346092224,1.7244499921798706,1.7692404985427856,1.6954193115234375,1.7157475113868714
1.9645408391952517,1.7583132982254028,1.7324321269989014,1.6127411127090454,1.604215383529663,1.754550218582153,1.8169703483581543,1.728002429008484,1.7123771905899048,1.693003535270691,1.7377146482467651
1.624599814414978,1.8474299907684328,1.768717646598816,1.7442995309829712,1.7651920318603516,1.7554432153701782,1.790947198867798,1.682159423828125,1.7585148811340332,1.6597017049789429,1.7397005438804627
1.702253818511963,1.7162483930587769,1.6901403665542605,1.6555858850479126,1.6475975513458252,1.6053526401519775,1.635989785194397,1.6617138385772705,1.720439314842224,1.8495349884033203,1.6884856581687928
1.7487013339996338,1.6345868110656738,1.8025312423706052,1.7212529182434082,1.7162795066833496,1.9209532737731931,1.6962831020355225,1.857967495918274,1.773687481880188,1.7123364210128784,1.7584579586982727
1.6928313970565796,1.610383152961731,1.6466879844665527,1.695042848587036,1.664449691772461,1.85992968082428,1.7571438550949097,1.5624037981033323,1.704329013824463,1.652212381362915,1.6845413804054261
1.648442625999451,1.627116560935974,1.671191930770874,1.6406608819961548,1.6094422340393066,1.8843982219696045,1.7095164060592651,1.5925655364990234,1.701241135597229,1.6944884061813354,1.6779063940048218
1.678714394569397,1.874488949775696,1.784430980682373,1.66215717792511,1.621191382408142,1.824423551559448,1.6310620307922363,1.5837901830673218,1.702681064605713,1.7119908332824707,1.7074930548667908
1.6423461437225342,1.7218847274780271,1.6601152420043943,1.7327498197555542,1.6306560039520264,1.799100637435913,1.6559137105941772,1.5763964653015137,1.7372839450836182,1.711237549781799,1.6867684245109558
1.6620981693267822,1.575218915939331,1.6337913274765017,1.7537875175476074,1.581925630569458,1.7224940061569214,1.7100857496261597,1.58288836479187,1.620918035507202,1.6894348859786987,1.6532642602920533
1.7331807613372805,1.685958743095398,1.7467665672302246,1.625059962272644,1.6842941045761108,1.6004457473754885,1.9546719789505005,1.609721541404724,1.6474204063415527,1.7787545919418335,1.7066274404525756
1.625718116760254,1.848553776741028,1.5563181638717651,1.7713922262191772,1.5385993719100952,1.7055262327194214,1.8232775926589968,1.6512947082519531,1.6616486310958862,1.694600224494934,1.687692904472351
1.627476453781128,1.7817168235778809,1.835774302482605,1.6049481630325315,1.5833317041397097,1.6354286670684814,1.687599539756775,1.6080024242401123,1.5791306495666504,1.590481519699097,1.6533890247344971
1.586230993270874,1.6277616024017334,1.6090043783187866,1.5993785858154297,1.802604079246521,1.5904887914657593,1.5791488885879517,1.737229585647583,1.629051923751831,1.5946428775787354,1.6355541706085206
1.6733464002609253,1.5934706926345823,1.650105595588684,1.6236587762832642,1.591806411743164,1.6663538217544556,1.7788246870040894,1.6049480438232422,1.7126498222351074,1.662683129310608,1.6557847380638122
1.6313549280166626,1.5690480470657349,1.6496210098266602,1.6500471830368042,1.737997055053711,1.6141337156295776,1.694491982460022,1.5942795276641846,1.6100162267684937,1.590238332748413,1.6341228008270263
1.7015396356582642,1.5879075527191162,1.76670503616333,1.7259265184402466,1.6723601818084717,1.6506967544555664,1.7064179182052612,1.6980922222137451,1.6585476398468018,1.662620186805725,1.683081364631653
1.6512678861618042,1.6096183061599731,1.6246788501739502,1.613507866859436,1.6807570457458496,1.752900242805481,1.7983357906341553,1.7205866575241089,1.5775803327560425,1.6495261192321775,1.6678759098052978
1.6477000713348389,1.5862605571746826,1.6623332500457764,1.6740312576293943,1.654018759727478,1.5735712051391602,1.65632963180542,1.6683664321899414,1.658606767654419,1.6848891973495483,1.646610713005066
1.6560240983963013,1.5388940572738647,1.6037282943725586,1.6738927364349363,1.535697102546692,1.683283805847168,1.7336244583129885,1.72554612159729,1.6445225477218628,1.5850861072540283,1.638029932975769
1.6759501695632937,1.5662858486175537,1.6811203956604004,1.603946328163147,1.5945277214050293,1.6199159622192385,1.6504111289978027,1.5489715337753296,1.7301795482635498,1.6109436750411987,1.6282252311706542
1.743857502937317,1.5545934438705444,1.6351245641708374,1.5745428800582886,1.6152780055999756,1.669725775718689,1.6466002464294434,1.6536370515823364,1.6442500352859497,1.5769994258880615,1.6314608931541443
1.661429762840271,1.544365406036377,1.6303644180297852,1.651871681213379,1.711207628250122,1.5993136167526243,1.65720534324646,1.7017686367034912,1.6511269807815552,1.536157488822937,1.6344810962677
1.6702747344970703,1.5571422576904297,1.621732234954834,1.6240969896316528,1.5614264011383057,1.6630079746246338,1.6755179166793823,1.6322749853134155,1.682459592819214,1.653225660324097,1.6341158747673035
1.6195570230484009,1.5487754344940186,1.615971922874451,1.6893864870071411,1.6243221759796145,1.635036587715149,1.646933674812317,1.658331274986267,1.6900787353515625,1.5654217004776,1.629381501674652
1.5986440181732178,1.58561909198761,1.5782907009124756,1.5944640636444092,1.6914564371109009,1.7672185897827148,1.6528087854385376,1.646387219429016,1.7066529989242554,1.596153974533081,1.6417695879936218
1.6463419198989868,1.5791549682617188,1.6619603633880615,1.5873240232467651,1.6002957820892334,1.6198476552963257,1.6539686918258667,1.5522449016571045,1.5767099857330322,1.644997239112854,1.6122845530509948
1.689472198486328,1.5953752994537354,1.538500428199768,1.648186206817627,1.608888864517212,1.6078652143478394,1.6620051860809326,1.6126662492752075,1.5654963254928589,1.566446304321289,1.6094902276992797
1.6133517026901243,1.540339708328247,1.657061219215393,1.5994985103607178,1.6651082038879397,1.6221001148223877,1.653060793876648,1.6470155715942385,1.5771664381027222,1.6874603033065796,1.6262162566184997
1.6032752990722656,1.56822669506073,1.622589945793152,1.6059240102767944,1.6026253700256348,1.7679229974746704,1.674309492111206,1.5948255062103271,1.6110519170761108,1.6355918645858765,1.6286343097686768
1.6320003271102903,1.5308785438537598,1.5610593557357788,1.6718909740447998,1.5509008169174194,1.665746569633484,1.6305371522903442,1.5944492816925049,1.5830786228179932,1.5858204364776611,1.6006362080574035
1.631633758544922,1.5490469932556152,1.5335131883621216,1.612529754638672,1.5990206003189087,1.5886346101760864,1.606742262840271,1.6364805698394775,1.5838613510131836,1.5644382238388062,1.5905901312828064
1.623013973236084,1.559625506401062,1.6027281284332275,1.6016911268234253,1.5513662099838257,1.5942429304122925,1.6407908201217651,1.5752917528152466,1.6065523624420166,1.5273027420043943,1.588260555267334
1.586383819580078,1.5530177354812622,1.6108816862106323,1.6410287618637085,1.5650310516357422,1.6205666065216064,1.6494605541229248,1.611029028892517,1.6351215839385986,1.5897830724716189,1.6062303900718689
1.6066094636917114,1.5296703577041626,1.6166961193084717,1.5952036380767822,1.644044041633606,1.615013599395752,1.602869749069214,1.5991653203964231,1.6235761642456057,1.6080671548843384,1.6040915608406068
1.5364218950271606,1.56109881401062,1.5969982147216797,1.6464704275131226,1.596915364265442,1.6333924531936646,1.6222999095916748,1.5700777769088743,1.6133074760437012,1.546186447143555,1.5923168778419494
1.588034987449646,1.583389401435852,1.621172547340393,1.6385736465454102,1.536474347114563,1.5971983671188354,1.682369351387024,1.5992474555969238,1.5977309942245483,1.5869715213775637,1.603116261959076
1.6047439575195312,1.5949196815490725,1.6136707067489624,1.624312162399292,1.6022130250930786,1.6112346649169922,1.621883749961853,1.6348408460617063,1.6114542484283447,1.6004623174667358,1.6119735360145568
1.5852690935134888,1.5752891302108765,1.5999983549118042,1.6346787214279177,1.548267126083374,1.5861471891403198,1.6189199686050415,1.5951809883117676,1.6285135746002195,1.58604097366333,1.595830512046814
1.6026813983917236,1.5468961000442505,1.5968906879425049,1.6278622150421145,1.5657823085784912,1.5750607252120972,1.6045016050338743,1.5914595127105713,1.5956716537475586,1.5966925621032717,1.5903498768806457
1.5814508199691772,1.5649484395980835,1.5385797023773191,1.6279922723770142,1.561585545539856,1.6044691801071167,1.6148738861083984,1.621325135231018,1.6064181327819824,1.6180139780044556,1.5939657092094421
