/home/miura/lab/KD-hdas/results/stat/0-50/g1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g1_0-50_tb.csv,row_average
1.460371494293213,1.4975268840789795,1.5164501667022705,1.5315494537353516,1.4816690683364868,1.4975134134292603
1.4454768896102903,1.5196977853775024,1.4730210304260254,1.553269624710083,1.5081324577331543,1.499919557571411
1.4662388563156128,1.5737959146499634,1.52526593208313,1.5131038427352903,1.4650822877883911,1.5086973667144776
1.4304882287979126,1.522548794746399,1.4518693685531616,1.5011860132217407,1.4901775121688845,1.4792539834976197
1.5021426677703855,1.487795352935791,1.5112979412078855,1.4879213571548462,1.5162501335144043,1.5010814905166625
1.3916784524917605,1.5442067384719849,1.4541915655136108,1.5184420347213743,1.4454350471496582,1.4707907676696776
1.4555058479309082,1.500869631767273,1.5264511108398438,1.47590172290802,1.5235295295715332,1.4964515686035156
1.448779582977295,1.4825162887573242,1.5399504899978638,1.5238492488861084,1.4485855102539062,1.4887362241744995
1.458855152130127,1.5313148498535156,1.511406660079956,1.4990966320037842,1.487689733505249,1.4976726055145264
1.407825589179993,1.4343042373657229,1.4372665882110596,1.474095344543457,1.4778085947036743,1.4462600708007813
1.463179588317871,1.4351580142974854,1.4570724964141846,1.5045583248138428,1.446818232536316,1.46135733127594
1.3817132711410522,1.4998953342437744,1.4958804845809937,1.5270872116088867,1.5295660495758057,1.4868284702301025
1.4507484436035156,1.4758014678955078,1.5318384170532229,1.483328104019165,1.445913791656494,1.4775260448455811
1.4169591665267944,1.4584765434265137,1.4915615320205688,1.4711612462997437,1.4374604225158691,1.455123782157898
1.4443769454956057,1.495531439781189,1.5232990980148315,1.45962655544281,1.488405704498291,1.4822479486465454
1.4391907453536987,1.4584462642669678,1.415562629699707,1.5212029218673706,1.4713624715805054,1.46115300655365
1.4371720552444458,1.4631963968276978,1.4429619312286377,1.4805418252944946,1.4735825061798096,1.4594909429550171
1.42536199092865,1.4391183853149414,1.4281935691833496,1.4764831066131592,1.4457380771636963,1.4429790258407593
1.4364938735961914,1.4804311990737915,1.4553587436676023,1.4663680791854858,1.4427756071090698,1.4562855005264281
1.3939530849456787,1.4633634090423584,1.468339204788208,1.4976565837860107,1.4356812238693235,1.4517987012863158
1.4300713539123535,1.3936227560043335,1.4550316333770752,1.5033520460128784,1.4590874910354614,1.4482330560684205
1.3954663276672363,1.4594106674194336,1.4256657361984253,1.490900993347168,1.4616665840148926,1.4466220617294312
1.4020150899887085,1.4381083250045776,1.486114501953125,1.5030112266540527,1.422869086265564,1.4504236459732056
1.4078494310379028,1.454270601272583,1.4474371671676636,1.4848580360412598,1.422960638999939,1.4434751749038697
1.411447048187256,1.4448164701461792,1.4544779062271118,1.4904639720916748,1.4436137676239014,1.4489638328552246
1.402909278869629,1.4102301597595217,1.447545051574707,1.4731733798980713,1.4302010536193848,1.4328117847442627
1.40171217918396,1.4707061052322388,1.438607692718506,1.5062612295150757,1.411750555038452,1.4458075523376466
1.4201422929763794,1.4710651636123655,1.442702054977417,1.489344596862793,1.4433269500732422,1.4533162117004395
1.433030366897583,1.4566160440444946,1.4352657794952393,1.4736943244934082,1.4042197465896606,1.440565252304077
1.4292548894882202,1.4578406810760498,1.4218229055404663,1.46644389629364,1.4369571208953855,1.4424638986587524
1.404867172241211,1.480890870094299,1.4674925804138184,1.4980616569519043,1.4370014667510986,1.4576627492904664
1.4084101915359497,1.4412600994110107,1.45502769947052,1.484130859375,1.420902967453003,1.4419463634490968
1.4057952165603638,1.4636932611465454,1.4750062227249146,1.4667880535125732,1.4217442274093628,1.446605396270752
1.4005324840545654,1.4642460346221924,1.4861564636230469,1.476456642150879,1.4189682006835938,1.4492719650268555
1.4105429649353027,1.453520894050598,1.4681227207183838,1.4954482316970823,1.44377338886261,1.4542816400527954
1.3917258977890017,1.474390983581543,1.466643214225769,1.4927409887313845,1.4209086894989014,1.4492819547653197
1.421877384185791,1.4668363332748413,1.4458781480789185,1.484508395195007,1.4502902030944824,1.4538780927658081
1.400070071220398,1.4754818677902222,1.4511590003967283,1.483839511871338,1.4449167251586914,1.4510934352874756
1.4188761711120603,1.4834082126617432,1.4558496475219729,1.4918783903121948,1.420490264892578,1.45410053730011
1.3985832929611206,1.4667229652404783,1.4746607542037964,1.5197044610977173,1.4359288215637207,1.4591200590133666
1.4126101732254028,1.481905460357666,1.44681715965271,1.5154155492782593,1.4502794742584229,1.4614055633544922
1.4214000701904297,1.5157991647720337,1.5125547647476196,1.5003339052200315,1.435603141784668,1.4771382093429566
1.4148001670837402,1.478407859802246,1.4593844413757324,1.518713355064392,1.4407707452774048,1.4624153137207032
1.4405957460403442,1.480721116065979,1.47504460811615,1.5150792598724363,1.4604811668395996,1.4743843793869018
