/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.01_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.01_0-50_tb.csv,row_average
0.0731199979782104,0.0923200026154518,0.0849599987268447,0.0824799984693527,0.0787599980831146,0.08232799917459485
0.1255999952554702,0.1344799995422363,0.1279599964618683,0.1312000006437301,0.1177600026130676,0.1273999989032745
0.1712799966335296,0.1736399978399276,0.1808000057935714,0.1858399957418441,0.1749600023031234,0.1773039996623992
0.2127600014209747,0.212239995598793,0.2153600007295608,0.2133200019598007,0.2081599980592727,0.21236799955368038
0.2429600059986114,0.2417600005865097,0.2404399961233139,0.2492800056934356,0.2552799880504608,0.24594399929046631
0.2758399844169616,0.2752400040626526,0.2719599902629852,0.2812399864196777,0.2626399993896484,0.2733839929103851
0.2829999923706054,0.3042399883270263,0.3056800067424774,0.3003199994564056,0.3061999976634979,0.2998879969120025
0.3153199851512909,0.3296000063419342,0.3291600048542022,0.3201200067996979,0.326799988746643,0.3241999983787537
0.3439599871635437,0.3493199944496155,0.3284800052642822,0.3463599979877472,0.3502399921417236,0.34367199540138244
0.36039999127388,0.3626799881458282,0.3598800003528595,0.3580799996852875,0.3598000109195709,0.3601679980754852
0.3706400096416473,0.382999986410141,0.3746800124645233,0.362280011177063,0.3885599970817566,0.37583200335502626
0.3847599923610687,0.4019599854946136,0.3698799908161163,0.3925999999046325,0.3993600010871887,0.389711993932724
0.391759991645813,0.3950800001621246,0.4011200070381164,0.3860400021076202,0.4105199873447418,0.3969039976596832
0.4119200110435486,0.4277600049972534,0.4120799899101257,0.4239999949932098,0.4297199845314026,0.42109599709510803
0.4399200081825256,0.4241999983787536,0.4339599907398224,0.4269599914550781,0.4397999942302704,0.43296799659729
0.4187600016593933,0.4309599995613098,0.4250000119209289,0.4270800054073334,0.4396800100803375,0.4282960057258606
0.4349200129508972,0.4433600008487701,0.4427199959754944,0.4380800127983093,0.446399986743927,0.44109600186347964
0.4483599960803985,0.4607999920845032,0.4476000070571899,0.4472000002861023,0.4632399976253509,0.453439998626709
0.4553599953651428,0.4606399834156036,0.44896000623703,0.4537200033664703,0.4675599932670593,0.45724799633026125
0.4747999906539917,0.4471200108528137,0.470440000295639,0.4557600021362304,0.4622800052165985,0.4620800018310547
0.465719997882843,0.4690000116825104,0.4524399936199188,0.4505999982357025,0.4620000123977661,0.45995200276374815
0.4873999953269958,0.4789200127124786,0.4802800118923187,0.4633199870586395,0.4715999960899353,0.4763040006160736
0.4653199911117553,0.4655999839305877,0.4802800118923187,0.4805600047111511,0.4891200065612793,0.47617599964141843
0.4767599999904632,0.4827600121498108,0.4856399893760681,0.4702399969100952,0.4860000014305115,0.48027999997138976
0.4877600073814392,0.481359988451004,0.4876399934291839,0.4786399900913238,0.4872399866580963,0.48452799320220946
0.4882400035858154,0.4948000013828277,0.4843199849128723,0.4725199937820434,0.4834400117397308,0.48466399908065794
0.4828400015830993,0.4866000115871429,0.4869199991226196,0.4905200004577636,0.5015599727630615,0.4896879971027374
0.4991999864578247,0.5045999884605408,0.4949199855327606,0.4994399845600128,0.4998399913311004,0.4995999872684479
0.4968799948692322,0.5004000067710876,0.4910399913787842,0.4926399886608124,0.4923200011253357,0.4946559965610504
0.4961200058460235,0.505079984664917,0.5045599937438965,0.4982799887657165,0.5049600005149841,0.5017999947071076
0.5058000087738037,0.5098400115966797,0.5026400089263916,0.4920400083065033,0.5023199915885925,0.5025280058383942
0.5033599734306335,0.514519989490509,0.5084800124168396,0.506879985332489,0.5131999850273132,0.5092879891395569
0.5120000243186951,0.5117999911308289,0.5113199949264526,0.5115199685096741,0.5065199732780457,0.5106319904327392
0.5158399939537048,0.5105999708175659,0.509880006313324,0.5078799724578857,0.5106800198554993,0.5109759926795959
0.5144799947738647,0.5044800043106079,0.5193600058555603,0.5034000277519226,0.5144799947738647,0.5112400054931641
0.5261200070381165,0.5198799967765808,0.5151600241661072,0.5168399810791016,0.5105199813842773,0.5177039980888367
0.5262399911880493,0.5196399688720703,0.5148800015449524,0.5105599761009216,0.5206800103187561,0.5183999896049499
0.5206400156021118,0.525600016117096,0.5173199772834778,0.5202800035476685,0.5255200266838074,0.5218720078468323
0.5220000147819519,0.5278800129890442,0.5130400061607361,0.5130400061607361,0.5217199921607971,0.5195360064506531
0.5204399824142456,0.5145999789237976,0.5180400013923645,0.523639976978302,0.5186399817466736,0.5190719842910767
0.5318800210952759,0.5240799784660339,0.5246400237083435,0.5100399851799011,0.519760012626648,0.5220800042152405
0.508840024471283,0.5237200260162354,0.516759991645813,0.5055999755859375,0.517520010471344,0.5144880056381226
0.5234799981117249,0.5166400074958801,0.5148000121116638,0.5170800089836121,0.527239978313446,0.5198480010032653
0.5313599705696106,0.5355200171470642,0.5297999978065491,0.5224800109863281,0.5315600037574768,0.5301440000534058
0.5394799709320068,0.5281999707221985,0.5277599692344666,0.5274800062179565,0.5341600179672241,0.5314159870147706
0.5274800062179565,0.5356799960136414,0.5301200151443481,0.52920001745224,0.5327199697494507,0.5310400009155274
0.5320799946784973,0.5247600078582764,0.5311599969863892,0.5264400243759155,0.5352799892425537,0.5299440026283264
0.5379999876022339,0.5205199718475342,0.5355200171470642,0.5327199697494507,0.5475599765777588,0.5348639845848083
0.5299999713897705,0.5326399803161621,0.524399995803833,0.5355200171470642,0.541159987449646,0.5327439904212952
0.5339199900627136,0.5384799838066101,0.5325999855995178,0.5383599996566772,0.5373600125312805,0.5361439943313598
0.420199990272522,0.4057999849319458,0.3673999905586242,0.4106000065803528,0.4226000010967254,0.40531999468803404
0.4727999866008758,0.4143999814987182,0.4415999948978424,0.4185999929904938,0.4101999998092651,0.43151999115943906
0.4765999913215637,0.4174000024795532,0.42739999294281,0.4213999807834625,0.47079998254776,0.44271999001502993
0.4842000007629394,0.4815999865531921,0.4587999880313873,0.4399999976158142,0.4703999757766723,0.466999989748001
0.4873999953269958,0.4623999893665313,0.475600004196167,0.4485999941825866,0.4966000020503998,0.4741199970245361
0.4781999886035919,0.4809999763965606,0.477400004863739,0.4655999839305877,0.491599977016449,0.4787599861621857
0.5094000101089478,0.5031999945640564,0.5094000101089478,0.4703999757766723,0.5099999904632568,0.5004799962043762
0.5067999958992004,0.4932000041007995,0.4961999952793121,0.4713999927043915,0.5144000053405762,0.49639999866485596
0.5447999835014343,0.488999992609024,0.4826000034809112,0.4855999946594238,0.5169999599456787,0.5037999868392944
0.515999972820282,0.4979999959468841,0.5040000081062317,0.4939999878406524,0.5175999999046326,0.5059199929237366
0.5267999768257141,0.5167999863624573,0.5063999891281128,0.4805999994277954,0.490799993276596,0.5042799890041352
0.532800018787384,0.5009999871253967,0.5155999660491943,0.5162000060081482,0.5029999613761902,0.5137199878692627
0.5235999822616577,0.4923999905586242,0.5271999835968018,0.5163999795913696,0.5059999823570251,0.5131199836730957
0.5519999861717224,0.5127999782562256,0.524399995803833,0.5011999607086182,0.5435999631881714,0.5267999768257141
0.5582000017166138,0.5145999789237976,0.5155999660491943,0.5119999647140503,0.5381999611854553,0.5277199745178223
0.5370000004768372,0.4950000047683716,0.4985999763011932,0.5414000153541565,0.5447999835014343,0.5233599960803985
0.5511999726295471,0.527400016784668,0.5189999938011169,0.5073999762535095,0.5347999930381775,0.5279599905014039
0.5393999814987183,0.5363999605178833,0.550000011920929,0.5388000011444092,0.5482000112533569,0.5425599932670593
0.5401999950408936,0.5339999794960022,0.5320000052452087,0.5055999755859375,0.548799991607666,0.5321199893951416
0.5285999774932861,0.5447999835014343,0.5432000160217285,0.527400016784668,0.5135999917984009,0.5315199971199036
0.5263999700546265,0.5175999999046326,0.5437999963760376,0.5329999923706055,0.5615999698638916,0.5364799857139587
0.5406000018119812,0.5527999997138977,0.5315999984741211,0.5411999821662903,0.5644000172615051,0.546119999885559
0.5781999826431274,0.498199999332428,0.4979999959468841,0.5406000018119812,0.5613999962806702,0.5352799952030182
0.555400013923645,0.5537999868392944,0.5357999801635742,0.5539999604225159,0.5618000030517578,0.5521599888801575
0.5857999920845032,0.5471999645233154,0.555400013923645,0.5401999950408936,0.5579999685287476,0.557319986820221
0.5519999861717224,0.5641999840736389,0.5393999814987183,0.5515999794006348,0.5673999786376953,0.554919981956482
0.5640000104904175,0.5411999821662903,0.5289999842643738,0.5529999732971191,0.5644000172615051,0.5503199934959412
0.5859999656677246,0.5645999908447266,0.5582000017166138,0.5468000173568726,0.5663999915122986,0.5643999934196472
0.5511999726295471,0.5429999828338623,0.5361999869346619,0.5482000112533569,0.5823999643325806,0.5521999835968018
0.5773999691009521,0.5365999937057495,0.5324000120162964,0.5241999626159668,0.5622000098228455,0.5465599894523621
0.5917999744415283,0.5406000018119812,0.5320000052452087,0.5478000044822693,0.5712000131607056,0.5566799998283386
0.5895999670028687,0.5687999725341797,0.5609999895095825,0.5676000118255615,0.5785999894142151,0.5731199860572815
0.5690000057220459,0.5636000037193298,0.5515999794006348,0.5636000037193298,0.5735999941825867,0.5642799973487854
0.5871999859809875,0.573199987411499,0.5681999921798706,0.54339998960495,0.5838000178337097,0.5711599946022033
0.5565999746322632,0.5509999990463257,0.5493999719619751,0.5709999799728394,0.5863999724388123,0.5628799796104431
0.5871999859809875,0.5627999901771545,0.5888000130653381,0.5559999942779541,0.5967999696731567,0.5783199906349182
0.5719999670982361,0.5659999847412109,0.5600000023841858,0.5455999970436096,0.5879999995231628,0.5663199901580811
0.5841999650001526,0.5766000151634216,0.5561999678611755,0.5497999787330627,0.5857999920845032,0.5705199837684631
0.5843999981880188,0.5640000104904175,0.5591999888420105,0.5619999766349792,0.5791999697685242,0.5697599887847901
