/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-reset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-reset/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-reset_tb.csv,row_average
2.156735420227051,2.10243558883667,2.109163761138916,2.090585708618164,2.1387555599212646,2.1140053272247314,2.214008331298828,2.0695459842681885,2.117540121078491,2.1456751823425293,2.1258450984954833
2.1900880336761475,2.033935546875,2.1064765453338623,2.129592180252075,2.083801746368408,2.0506021976470947,2.1461293697357178,2.061882972717285,2.1134400367736816,2.1208410263061523,2.1036789655685424
2.0885066986083984,2.00624418258667,2.094363212585449,2.045706033706665,2.0464861392974854,2.085267782211304,2.125786304473877,2.1007869243621826,2.0184919834136963,2.1022961139678955,2.071393537521362
2.060377597808838,2.037558078765869,2.069577693939209,2.0759315490722656,2.034495115280152,1.989023804664612,2.111305952072144,2.0004212856292725,2.0460543632507324,2.028264045715332,2.0453009486198424
2.0180559158325195,1.915988802909851,2.058379411697388,2.041053056716919,2.040984630584717,2.0113725662231445,2.086129665374756,2.0022311210632324,2.021181344985962,2.0617053508758545,2.025708186626434
2.0066092014312744,1.9919216632843015,2.0080549716949463,1.974389910697937,2.058357954025269,2.052828788757324,2.124319076538086,1.9797494411468504,1.9475876092910769,1.9749172925949097,2.0118735909461973
2.086195945739746,1.9983646869659424,1.95260488986969,2.1193997859954834,2.143155574798584,2.035009384155273,2.0512290000915527,1.980377435684204,1.985840916633606,1.9938781261444087,2.0346055746078493
2.083743095397949,2.025674104690552,2.06726598739624,2.0270495414733887,1.9619792699813845,1.981817483901977,1.9980831146240237,1.9777599573135376,1.959982752799988,2.020977735519409,2.010433304309845
2.0690431594848637,1.986966252326965,2.0570547580718994,2.031388759613037,1.9897395372390747,2.0260121822357178,2.0120673179626465,1.956360936164856,1.9364163875579836,2.0439493656158447,2.0108998656272887
1.9572405815124512,1.9376624822616575,2.010384082794189,1.970946192741394,1.9751356840133667,2.056902885437012,1.9723796844482424,1.9998819828033447,1.9844629764556885,2.046794176101685,1.991179072856903
2.01938271522522,2.0839526653289795,2.042653799057007,1.924976229667664,2.026226282119751,1.9523656368255613,2.003857374191284,1.941134095191956,2.0054988861083984,2.110468864440918,2.011051654815674
1.913931131362915,1.903959035873413,1.990281701087952,1.9918681383132932,2.0576393604278564,1.92401659488678,1.9561806917190552,1.998619794845581,1.996865510940552,1.976073980331421,1.9709435939788817
1.990869164466858,1.9187250137329104,1.97098445892334,1.9373515844345093,1.9245933294296265,1.9208563566207888,2.018730640411377,2.0135014057159424,1.9503793716430664,2.106703996658325,1.9752695322036744
1.9569482803344729,1.958412766456604,1.9761351346969604,1.98284924030304,1.9684520959854128,1.9753413200378416,2.1062090396881104,1.9572293758392332,2.072449207305908,1.9667348861694336,1.9920761346817017
1.948320984840393,1.975658893585205,1.9636249542236328,1.9321802854537964,2.083902359008789,1.9141197204589844,1.9995025396347048,1.9715021848678589,1.9737154245376587,1.9762595891952517,1.9738786935806274
2.0329833030700684,1.987528920173645,1.9688198566436768,1.9239870309829712,1.98790979385376,2.023266077041626,1.911037564277649,2.0475149154663086,2.015892505645752,1.8901736736297607,1.9789113640785216
1.9358339309692385,1.9019042253494265,1.92705500125885,1.9596906900405884,1.9678926467895508,1.9283537864685056,1.914789795875549,1.9935407638549805,1.9393014907836916,2.016363859176636,1.9484726190567017
1.94471275806427,2.0247225761413574,2.0012927055358887,1.9223538637161253,1.9156219959259035,2.0404257774353027,1.945391058921814,1.9843547344207764,1.961764931678772,1.9543869495391848,1.9695027351379395
1.9822124242782595,1.9400163888931277,1.94148588180542,1.8842926025390625,2.012601137161255,1.9461063146591189,1.8620779514312744,1.943291425704956,1.9742710590362549,1.905443787574768,1.9391798973083496
1.9406198263168333,1.919527649879456,1.9183109998703003,1.9687412977218628,1.932306408882141,1.9320207834243772,1.9423143863677976,1.9032961130142207,1.9108569622039795,1.9337425231933596,1.9301736950874329
1.974415063858032,2.029326915740967,1.9228378534317017,1.9260506629943848,1.9753581285476685,1.8719565868377688,1.9780285358428955,1.919211506843567,1.987431764602661,1.9453355073928835,1.9529952526092529
2.0118613243103027,2.021550416946411,1.914987325668335,1.9142941236495967,1.9320110082626345,2.0012547969818115,1.958808660507202,1.854041576385498,1.911055326461792,1.9619953632354736,1.9481859922409057
1.907948017120361,1.962778091430664,1.97334897518158,1.891701459884644,1.9553380012512207,1.9793075323104856,2.0137720108032227,1.9443734884262085,1.9536868333816528,1.992287397384644,1.9574541807174684
1.9494800567626955,1.892214059829712,1.988055229187012,1.9554868936538696,1.870649099349976,1.9319260120391848,1.860834002494812,1.9020603895187376,1.9346307516098025,1.9351993799209597,1.922053587436676
2.019949197769165,1.9435571432113647,1.890677809715271,1.9837768077850344,1.9164000749588013,1.9698723554611208,1.917283058166504,1.8980649709701536,1.961596965789795,2.047917366027832,1.954909574985504
1.9308016300201416,1.903847098350525,1.9661977291107176,2.0030736923217773,1.9112365245819087,1.9720722436904907,1.958439588546753,1.9362342357635496,1.932437896728516,2.014327049255371,1.9528667688369752
1.9662936925888064,1.9949393272399905,2.008708477020264,1.9192126989364624,1.9746993780136108,1.910544753074646,1.925416350364685,1.9529459476470947,1.9452462196350095,2.017940044403076,1.9615946888923645
1.9465378522872925,1.9298717975616453,1.917166829109192,2.014887571334839,1.9908281564712524,1.9745556116104128,2.0045454502105717,1.9152677059173584,1.918686032295227,2.090022087097168,1.9702369093894958
1.946542501449585,1.947485327720642,1.9873536825180051,1.934230089187622,1.969409227371216,1.9115474224090576,1.947188377380371,1.87309730052948,1.9463945627212524,1.9070287942886357,1.9370277285575868
2.0198967456817627,1.8900861740112305,1.9675440788269043,1.9698458909988403,1.8630245923995967,1.898407220840454,1.915139079093933,1.9281566143035889,2.0094187259674072,2.0371155738830566,1.9498634696006776
3.550576448440552,3.5706090927124023,3.641105890274048,3.802294969558716,3.6335058212280273,3.699888229370117,1.8989341259002688,3.814082145690918,3.9184393882751465,3.740678071975708,3.5270114183425902
3.4884166717529297,3.2625248432159424,3.5402517318725586,3.220375299453736,3.2434394359588623,3.178211212158203,1.8900971412658687,3.230193853378296,3.2473678588867188,3.2583911418914795,3.1559269189834596
2.8411757946014404,2.983397960662842,2.972885847091675,2.833481788635254,3.0365591049194336,2.9822185039520264,1.870985507965088,3.0041213035583496,3.054008960723877,3.0317206382751465,2.861055541038513
2.680589199066162,2.61257266998291,2.70278000831604,2.7043943405151367,2.8594937324523926,2.777157783508301,3.656250953674317,2.7655763626098637,2.6160035133361816,2.6849234104156494,2.8059741973876955
2.4844532012939453,2.4367010593414307,2.537660837173462,2.543432712554932,2.451771974563598,2.47348427772522,3.30888295173645,2.567775249481201,2.471973419189453,2.443725109100342,2.5719860792160034
2.403749942779541,2.4740240573883057,2.4807910919189453,2.374274253845215,2.4333107471466064,2.3178110122680664,3.2200539112091064,2.405235767364502,2.430138349533081,2.563084602355957,2.5102473735809325
2.2920854091644287,2.377551794052124,2.4850587844848637,2.237745523452759,2.3229994773864746,2.4116268157958984,2.9343068599700928,2.474080801010132,2.2481462955474854,2.312224864959717,2.4095826625823973
2.3039751052856445,2.12304949760437,2.208183526992798,2.3065426349639893,2.4912707805633545,2.2817647457122803,2.410240650177002,2.4117164611816406,2.373534679412842,2.3298935890197754,2.3240171670913696
2.073294162750244,2.131363868713379,2.189539909362793,2.0577797889709477,2.1447441577911377,2.1876885890960693,2.3417742252349854,2.2055470943450928,2.2009851932525635,2.0690925121307373,2.160180950164795
1.9986377954483032,2.020314693450928,2.0541954040527344,2.136449098587036,2.0400266647338867,2.0841314792633057,2.3661012649536133,2.041985273361206,2.101485013961792,2.1563620567321777,2.099968874454498
2.1593332290649414,2.063436985015869,2.010023355484009,2.0347204208374023,2.011871576309204,1.9795167446136477,2.2259960174560547,2.058478832244873,1.927427887916565,2.0570521354675293,2.0527857184410094
1.985431790351868,2.026702880859375,1.961613416671753,2.040826797485352,2.019742488861084,2.007927894592285,2.148746967315674,2.001893758773804,1.862561106681824,1.99906325340271,2.005451035499573
2.054279088973999,1.9585509300231931,2.1069328784942627,1.8738150596618648,1.8962591886520384,1.9399380683898928,2.1358439922332764,1.8795675039291384,1.9146316051483157,2.019164085388184,1.9778982400894165
1.911653995513916,1.9899982213974,2.01031494140625,1.9034351110458372,1.886218786239624,1.8745794296264648,1.9912365674972532,1.8820589780807493,1.88128662109375,1.9757930040359497,1.9306575655937195
1.83941662311554,1.855492115020752,1.8496803045272827,1.889198660850525,1.9810177087783811,1.917695999145508,2.082822561264038,1.982621431350708,1.9784921407699585,1.8539453744888303,1.9230382919311524
1.8311922550201416,1.848155617713928,1.972930908203125,1.8516087532043457,1.9462347030639648,1.871546745300293,1.9230045080184937,1.9133750200271609,2.036239624023437,1.908413648605347,1.9102701783180236
1.861865997314453,1.8767554759979248,1.8663477897644043,1.8718581199646,1.9488310813903809,1.834924936294556,1.9943279027938845,1.960338830947876,1.8752310276031492,1.8416287899017332,1.8932109951972962
1.8383671045303345,1.789733648300171,1.9162803888320925,1.811535716056824,1.8838894367218015,1.851495385169983,2.0099241733551025,1.800422430038452,1.7522720098495483,1.888960719108581,1.854288101196289
1.8030933141708372,1.8851679563522337,1.825854778289795,1.850436210632324,1.8009740114212036,1.7816146612167358,1.805008172988892,1.7935404777526855,1.8661751747131348,1.7817977666854858,1.8193662524223329
1.8489006757736208,1.757002592086792,1.7567901611328125,1.8354918956756592,1.76905620098114,1.7954860925674438,1.9168260097503664,1.7985994815826416,1.8838975429534912,1.9301886558532717,1.8292239308357239
1.748770236968994,1.74851393699646,1.85862135887146,1.856866478919983,1.844558358192444,1.7922292947769165,1.8409960269927976,1.7131776809692385,1.868297219276428,1.8222547769546509,1.8094285368919372
1.8550959825515747,1.776822209358215,1.7513331174850464,1.871152758598328,1.7054349184036257,1.8170286417007449,1.824139714241028,1.8209837675094604,1.7914751768112185,1.9569042921066284,1.8170370578765869
1.7607476711273191,1.7188509702682495,1.9706248044967647,1.817672848701477,1.9627020359039309,1.777164340019226,1.845708250999451,1.7970683574676514,1.7072021961212158,1.7122348546981812,1.8069976329803468
1.665319561958313,1.7466527223587036,1.8359919786453247,1.757917881011963,1.7581645250320437,1.6839786767959597,1.7806223630905151,1.7826446294784546,1.6950098276138306,1.845880150794983,1.755218231678009
1.6925804615020752,1.9164671897888184,1.7180556058883667,1.731113314628601,1.7813664674758911,1.799155831336975,1.7428395748138428,1.7405396699905396,1.725452899932861,1.753941535949707,1.7601512551307679
1.7123414278030396,1.7551366090774536,1.7194989919662476,1.7335001230239868,1.7251137495040894,1.7825802564620972,1.773587703704834,1.7917304039001465,1.6884047985076904,1.6801728010177612,1.7362066864967347
1.645693302154541,1.6685506105422974,1.637203335762024,1.7395143508911133,1.6469577550888062,1.7984756231307983,1.846577525138855,1.9935699701309204,1.6841223239898682,1.7116445302963257,1.737230932712555
1.8332979679107664,1.735880970954895,1.6748234033584597,1.7188893556594849,1.6592836380004885,1.7163835763931274,1.814129114151001,1.7943549156188965,1.6647295951843262,1.7635219097137451,1.737529444694519
1.8980087041854856,1.6529349088668823,1.6580458879470823,1.751283884048462,1.6370025873184204,1.6988736391067505,1.8064064979553225,1.7946559190750122,1.6584326028823853,1.6559373140335083,1.7211581945419312
1.6613421440124512,1.6923277378082275,1.711090087890625,1.6934852600097656,1.74454665184021,1.7177263498306274,1.765098214149475,1.662793755531311,1.7166610956192017,1.63557767868042,1.7000648975372314
1.5354015827178955,1.7082369327545166,1.7288748025894165,1.703018307685852,1.6599786281585691,1.9784475564956665,1.6916297674179075,1.634062886238098,1.6840977668762207,1.777053713798523,1.7100801944732666
1.6292109489440918,1.6662092208862305,1.810208082199097,1.6971396207809448,1.6265275478363037,1.8060897588729856,1.6460808515548706,1.7001525163650513,1.732371211051941,1.6885405778884888,1.7002530336380004
1.7028292417526243,1.7382899522781372,1.6627254486083984,1.7031406164169312,1.6219838857650757,1.7493454217910769,1.610752820968628,1.6683142185211182,1.6470638513565063,1.6381677389144895,1.6742613196372986
1.6507176160812378,1.6456902027130127,1.711003065109253,1.632713794708252,1.9069372415542605,1.6760395765304563,1.6859489679336548,1.562772274017334,1.6977378129959106,1.688128113746643,1.6857688665390014
1.8509488105773928,1.6100397109985352,1.6517800092697144,1.6679941415786743,1.6430251598358154,1.750985026359558,1.6738473176956177,1.791827917098999,1.6007000207901,1.6764700412750244,1.691761815547943
1.6509021520614624,1.696455955505371,1.6439504623413086,1.6171482801437378,1.6417899131774902,1.7134618759155271,1.7014442682266235,1.602269172668457,1.6431277990341189,1.562129020690918,1.6472678899765014
1.6115000247955322,1.6862443685531616,1.6326535940170288,1.6554765701293943,1.736369013786316,1.686305046081543,1.9104186296463013,1.7610626220703125,1.657642483711243,1.6137527227401731,1.6951425075531006
1.646290898323059,1.5805118083953855,1.856451749801636,1.6145461797714231,1.5748564004898071,1.6952698230743408,1.634288668632507,1.675708293914795,1.7586052417755127,1.597806096076965,1.6634335160255431
1.5684106349945068,1.601529240608215,1.6259992122650146,1.7275705337524414,1.6305736303329468,1.7511334419250488,1.685981512069702,1.5944137573242188,1.6825003623962402,1.585394263267517,1.6453506588935851
1.6066449880599976,1.598883032798767,1.7118276357650757,1.5491054058074951,1.5888127088546753,1.6222925186157229,1.619590401649475,1.6736754179000854,1.6066367626190186,1.596192717552185,1.6173661589622497
1.6924172639846802,1.6536979675292969,1.5735831260681152,1.7322449684143066,1.6628291606903076,1.6124013662338257,1.6047319173812866,1.6431225538253784,1.6807223558425903,1.5636491775512695,1.6419399857521058
1.57059645652771,1.5898799896240234,1.5987554788589478,1.6813298463821411,1.5596717596054075,1.6180130243301392,1.6801799535751345,1.592405915260315,1.6178897619247437,1.6367727518081665,1.614549493789673
1.6101861000061035,1.622095227241516,1.624488353729248,1.7155636548995972,1.5214126110076904,1.698636531829834,1.5984677076339722,1.656280279159546,1.6816027164459229,1.5207947492599487,1.624952793121338
1.700902819633484,1.6288000345230105,1.5712227821350098,1.5524649620056152,1.5517593622207642,1.5569008588790894,1.6373697519302368,1.5870246887207031,1.6126446723937988,1.5900591611862185,1.598914909362793
1.596835732460022,1.5632967948913574,1.576559066772461,1.5935074090957642,1.6390094757080078,1.6041958332061768,1.6870490312576294,1.5525383949279783,1.6534712314605713,1.6290428638458252,1.6095505833625794
1.50741446018219,1.5353443622589111,1.5990002155303955,1.7689948081970217,1.48223876953125,1.565179467201233,1.5489017963409424,1.6085848808288574,1.5621851682662964,1.531330108642578,1.5709174036979676
1.5075507164001465,1.5878487825393677,1.5418764352798462,1.6746286153793335,1.559428572654724,1.5789157152175903,1.6553887128829956,1.5267865657806396,1.7140860557556152,1.5988250970840454,1.5945335268974303
1.574081301689148,1.574506402015686,1.505926489830017,1.5466724634170532,1.5831708908081057,1.698233723640442,1.6493356227874756,1.5255483388900757,1.6729015111923218,1.5634709596633911,1.5893847703933717
1.515035629272461,1.5728660821914673,1.5297439098358154,1.5815386772155762,1.464772343635559,1.6188677549362185,1.5675032138824463,1.4935795068740845,1.652801752090454,1.5804420709609983,1.5577150940895081
1.522400140762329,1.5477509498596191,1.6135168075561523,1.643460035324097,1.5389808416366575,1.592708945274353,1.5459996461868286,1.5402506589889526,1.6817530393600464,1.6004924774169922,1.5827313542366028
1.4684652090072632,1.5651469230651855,1.560392141342163,1.7166662216186523,1.5202536582946775,1.7117242813110352,1.6596176624298096,1.5618770122528076,1.786604881286621,1.5766963958740234,1.612744438648224
1.530138373374939,1.587192416191101,1.533541917800903,1.5379122495651243,1.6021828651428225,1.5998715162277222,1.571709156036377,1.478126883506775,1.6452394723892212,1.5328803062438965,1.5618795156478882
1.4998905658721924,1.5245691537857056,1.5413806438446045,1.5698883533477783,1.4535017013549805,1.691430926322937,1.6455650329589844,1.5582194328308103,1.6429499387741089,1.5670515298843384,1.569444727897644
1.4987196922302246,1.5113449096679688,1.504040002822876,1.682592272758484,1.5415401458740234,1.6093956232070925,1.642586588859558,1.5555411577224731,1.591889262199402,1.505703330039978,1.564335298538208
1.5238194465637207,1.5981838703155518,1.5736632347106934,1.639289617538452,1.5004348754882812,1.7371422052383425,1.6335337162017822,1.5508465766906738,1.7180795669555664,1.529996395111084,1.6004989504814149
1.5242592096328735,1.4693021774291992,1.5867531299591064,1.5196911096572876,1.5576454401016235,1.5902923345565796,1.6652072668075562,1.5950652360916138,1.6194076538085938,1.5407111644744873,1.5668334722518922
1.5018845796585083,1.5286527872085571,1.504111647605896,1.5598809719085691,1.4710090160369873,1.6179635524749756,1.6648918390274048,1.528167963027954,1.625815749168396,1.554073691368103,1.5556451797485351
1.6172367334365845,1.538622498512268,1.5203911066055298,1.6249513626098633,1.5135412216186523,1.6053423881530762,1.603311538696289,1.5685513019561768,1.641595721244812,1.5116171836853027,1.5745161056518555
1.5085524320602417,1.5172977447509766,1.4993005990982056,1.5935351848602295,1.4846017360687256,1.6101691722869873,1.62380051612854,1.5024752616882324,1.550610899925232,1.5361480712890625,1.5426491618156433
1.4650484323501587,1.53736412525177,1.522062063217163,1.782459735870361,1.500416874885559,1.4935492277145386,1.6622350215911863,1.58538019657135,1.783733606338501,1.6185091733932495,1.5950758457183838
1.522246241569519,1.5303280353546145,1.47094988822937,1.6512593030929563,1.4741299152374268,1.6288777589797974,1.5148046016693115,1.548326849937439,1.7220886945724487,1.5919127464294434,1.5654924035072326
1.4631192684173584,1.5190043449401855,1.4732745885849,1.580011010169983,1.4546267986297607,1.5653644800186155,1.6058284044265747,1.543628454208374,1.8820215463638303,1.4772483110427856,1.5564127206802367
1.449824571609497,1.474849820137024,1.4857819080352783,1.604704737663269,1.5274633169174194,1.5497277975082395,1.503181219100952,1.5077106952667236,1.607507348060608,1.475376844406128,1.5186128258705138
1.4528884887695312,1.5172690153121948,1.4914679527282717,1.6426397562026978,1.4650301933288574,1.6173746585845947,1.662488341331482,1.4339027404785156,1.5556236505508425,1.540436863899231,1.537912166118622
1.4696550369262695,1.4792495965957642,1.4522773027420044,1.5508666038513184,1.496260643005371,1.5920753479003906,1.585631012916565,1.489249587059021,1.578266978263855,1.4590953588485718,1.515262746810913
1.420865178108215,1.523024082183838,1.5191500186920166,1.6220115423202517,1.506928563117981,1.4673486948013306,1.730741024017334,1.43938410282135,1.5347462892532349,1.4742553234100342,1.5238454818725586
1.5124802589416504,1.4914032220840454,1.4939368963241575,1.7022409439086914,1.4769853353500366,1.6790934801101685,1.592335224151611,1.539341688156128,1.5583263635635376,1.5009212493896484,1.5547064661979675
1.3967227935791016,1.445510745048523,1.487548828125,1.6904617547988892,1.5161752700805664,1.5744222402572632,1.5770926475524902,1.4320446252822876,1.598623275756836,1.4553576707839966,1.5173959851264953
1.4445546865463257,1.4665610790252686,1.4907983541488647,1.6336661577224731,1.4456639289855957,1.6262235641479492,1.571714162826538,1.455352544784546,1.6942604780197144,1.5144928693771362,1.534328782558441
1.456742286682129,1.4489502906799316,1.4396693706512451,1.5773746967315674,1.4402135610580444,1.5256212949752808,1.558188557624817,1.445029616355896,1.5316455364227295,1.4807924032211304,1.4904227614402772
1.450610637664795,1.5106631517410278,1.4570765495300293,1.6243199110031128,1.477062106132507,1.5434890985488892,1.482231616973877,1.4930801391601562,1.6133028268814087,1.4656274318695068,1.511746346950531
1.4432086944580078,1.491960883140564,1.4596130847930908,1.561126470565796,1.4885047674179075,1.531114935874939,1.5441704988479614,1.4736428260803225,1.5496020317077637,1.508118987083435,1.5051063179969788
1.430225491523743,1.4871047735214231,1.477005124092102,1.7474535703659058,1.459867238998413,1.5853378772735596,1.5175976753234863,1.4524867534637451,1.5805771350860596,1.4664242267608645,1.5204079866409301
1.4336786270141602,1.4682338237762451,1.5143474340438845,1.8278675079345703,1.467642903327942,1.5087186098098757,1.5671066045761108,1.466112732887268,1.5960956811904907,1.5154799222946167,1.5365283846855164
1.418283224105835,1.466488480567932,1.4872210025787354,1.5468143224716189,1.4465395212173462,1.570575475692749,1.5380669832229614,1.4954434633255005,1.5466890335083008,1.5401978492736816,1.505631935596466
