/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-relaxEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer-analogLRreset/loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-relaxEval-LRreset_tb.csv,row_average
1.9508453607559204,1.9775201082229612,1.9524139165878296,1.9704484939575195,1.9550275802612305,1.9701412916183472,1.953478574752808,2.00095009803772,1.902893304824829,1.9404058456420896,1.9574124574661256
2.027750968933105,1.9093167781829836,1.9477355480194087,1.8805971145629885,1.934627890586853,2.0415568351745605,1.999274492263794,1.94815731048584,2.016979455947876,1.9827311038970947,1.9688727498054504
1.929184079170227,1.9269520044326784,1.9487621784210205,1.9844155311584477,1.9699960947036743,2.0083508491516118,1.95954704284668,1.8753830194473269,1.952632188796997,1.9815425872802732,1.9536765575408936
1.943358421325684,1.9011389017105105,1.9084677696228027,1.9068500995635984,1.9986921548843384,2.0377323627471924,1.9733977317810056,1.9081449508666992,1.94150185585022,2.037772417068481,1.9557056665420531
1.982119917869568,2.12082839012146,1.968644380569458,1.923994064331055,1.872499704360962,1.9983363151550293,1.968010425567627,1.933867335319519,1.905977964401245,1.8878589868545528,1.9562137484550477
1.943525433540344,1.943408727645874,1.7565747499465942,1.8449665307998655,1.912465214729309,1.8685295581817627,2.05786681175232,1.8272408246994016,1.9450502395629885,1.819339394569397,1.8918967485427856
1.999384522438049,2.116710901260376,1.8352274894714355,1.9714539051055908,1.7795628309249878,1.932173490524292,1.806541323661804,1.90396249294281,1.8819228410720823,1.8465033769607544,1.9073443174362184
2.0415427684783936,1.8780142068862915,1.9216126203536987,1.892807960510254,1.880666971206665,1.8202111721038816,1.885956168174744,1.8622088432312007,1.9351885318756104,1.8488517999649048,1.8967061042785645
1.8227462768554688,1.880968689918518,1.7558379173278809,1.9520258903503416,1.832619786262512,1.927537560462952,1.850447654724121,1.7988507747650146,1.8880976438522337,1.7995152473449707,1.8508647441864015
1.8386048078536987,1.7680470943450928,1.7973552942276,1.822484016418457,1.8254611492156985,2.01163387298584,1.818929433822632,1.8728392124176023,1.824806928634644,1.8345625400543213,1.8414724349975586
1.7545820474624634,1.863819122314453,1.9294513463974,1.9405072927474976,2.014004230499268,1.8460228443145752,1.8337163925170896,1.8357700109481807,1.7672017812728882,1.827853202819824,1.861292827129364
1.7550125122070312,1.9748018980026243,1.9270941019058228,1.8437970876693728,1.7690078020095823,1.88694429397583,1.944629192352295,1.7520112991333008,1.8635029792785645,1.8455437421798704,1.8562344908714294
1.8004674911499023,1.8331196308135984,1.9234458208084104,1.8432520627975464,1.7613425254821775,1.817049264907837,2.0038001537323,1.9350577592849727,1.800028920173645,1.9079190492630005,1.8625482678413392
1.855111837387085,1.941520094871521,1.7656073570251465,1.867089867591858,1.70057475566864,1.7477327585220337,1.810551404953003,1.7251226902008057,1.7453936338424685,1.7266942262649536,1.7885398626327516
1.7704969644546509,1.841035842895508,1.7796355485916138,2.002047061920166,1.7636536359786987,1.815514087677002,2.0430808067321777,1.8302748203277588,1.8777140378952024,1.841185450553894,1.8564638257026673
1.776788592338562,1.856642723083496,1.7925536632537842,1.7606499195098877,1.789979338645935,1.82414972782135,1.7465124130249023,1.8484832048416135,1.8749864101409912,1.912450671195984,1.8183196663856507
1.796888828277588,1.6961647272109983,1.9181839227676392,1.8431246280670168,1.7155357599258425,1.7099030017852783,1.7797787189483645,1.816449522972107,2.116868019104004,1.8619219064712524,1.825481903553009
1.784022092819214,1.8140352964401243,1.7551590204238892,1.7561050653457642,1.713711142539978,1.826921224594116,1.7220778465270996,1.839082717895508,1.7068150043487549,1.7103935480117798,1.7628322958946228
1.733309984207153,1.7878488302230835,1.6766983270645142,1.7379897832870483,1.7841894626617432,1.8427475690841677,1.7581480741500854,1.7837402820587158,1.6978721618652344,1.7275526523590088,1.7530097126960755
1.7719327211380005,1.8104394674301147,1.645590901374817,1.71934175491333,1.8207777738571167,1.6946958303451538,1.815058350563049,1.8943333625793457,1.8949041366577148,2.012040376663208,1.807911467552185
1.710781455039978,1.7767434120178225,1.6719118356704712,1.7371567487716677,1.7034435272216797,1.7954742908477783,1.873530387878418,2.0032918453216557,1.7892006635665894,1.735259771347046,1.7796793937683106
1.7355493307113647,1.78069806098938,1.6914019584655762,1.7228219509124756,1.7094537019729614,1.6266745328903198,1.7203211784362793,1.6777771711349487,1.679053783416748,1.7813247442245483,1.7125076413154603
1.8877445459365845,1.7772941589355469,1.7243340015411377,1.7833995819091797,1.7457599639892578,1.7733405828475952,1.744318962097168,1.7525501251220703,1.7398459911346436,1.732532024383545,1.7661119937896728
1.7031511068344116,1.8590022325515747,1.6528615951538086,1.7557462453842163,1.657706379890442,1.714923858642578,1.7260998487472534,1.7182904481887815,1.6663856506347656,1.7437231540679932,1.7197890520095824
1.7520885467529297,1.7250107526779177,1.678974986076355,1.7174464464187622,1.847194075584412,1.7096824645996094,1.7850055694580078,1.7538665533065796,1.7208341360092163,1.675806760787964,1.7365910291671753
1.940736532211304,1.7119879722595217,1.9287350177764893,1.6798734664916992,1.7338637113571167,1.7721563577651978,1.7564209699630735,1.89388370513916,1.7251847982406616,1.760165095329285,1.790300762653351
1.71961772441864,1.6460559368133545,1.7054051160812378,1.724231481552124,1.6733258962631226,1.807191610336304,1.7502700090408323,1.686137557029724,1.6767908334732056,1.8893905878067017,1.7278416752815247
1.8497545719146729,1.7970019578933716,1.6626814603805542,1.6662989854812622,1.7140573263168335,1.7041741609573364,1.7915589809417725,1.667560577392578,1.8296246528625488,1.7251094579696655,1.7407822132110595
1.8088228702545168,1.7904036045074463,1.674919366836548,1.860204577445984,1.7338595390319824,1.7528572082519531,1.879911422729492,1.7160247564315796,1.869632601737976,1.726517677307129,1.7813153624534608
1.721190333366394,1.7789181470870972,1.7220741510391235,1.7403531074523926,1.681854486465454,1.6778687238693235,1.751139760017395,1.726903200149536,1.6433836221694946,1.829732060432434,1.7273417592048645
1.7871912717819214,1.6799145936965942,1.6664271354675293,1.613892912864685,1.7045526504516602,1.6405868530273438,1.6498517990112305,1.7429383993148804,1.701290726661682,1.718869924545288,1.6905516266822815
1.6719121932983398,1.7721078395843506,1.7417662143707275,1.742789626121521,1.6380695104599,1.6616095304489136,1.7324175834655762,1.6129069328308103,1.79971444606781,1.7402900457382202,1.7113583922386169
1.763535737991333,1.7589665651321411,1.7040117979049685,1.665655255317688,1.8152800798416135,1.664790153503418,1.7582449913024902,1.7437947988510132,1.700302004814148,1.7746648788452148,1.7349246263504028
1.6712971925735474,1.7481286525726318,1.658780813217163,1.681950926780701,1.6595466136932373,1.657137751579285,1.6372003555297852,1.6722711324691772,1.722112774848938,1.7201900482177734,1.6828616261482239
1.822137713432312,1.82019317150116,1.6853538751602173,1.6833707094192505,1.69046151638031,1.6485772132873535,1.71580970287323,1.6307379007339478,1.58630633354187,1.719334363937378,1.700228250026703
1.5953375101089478,1.6943737268447876,1.6085281372070312,1.6579270362854004,1.6930596828460691,1.6423300504684448,1.7328088283538818,1.693814992904663,1.730929255485535,1.642370581626892,1.6691479802131652
1.6084967851638794,1.6672346591949463,1.615421175956726,1.7085002660751345,1.7219719886779783,1.7047717571258545,1.8046592473983765,1.7836036682128906,1.768308162689209,1.714347243309021,1.7097314953804017
1.6421098709106443,1.6643785238265991,1.7062774896621704,1.7110134363174438,1.6680952310562134,1.600963115692139,1.6744143962860107,1.6585084199905396,1.6244319677352903,1.902244448661804,1.6852436900138854
1.749447226524353,1.7030988931655884,1.6754817962646484,1.6973859071731567,1.700485110282898,1.7437413930892944,1.6539818048477173,1.603935718536377,1.5828441381454468,1.723728895187378,1.6834130883216858
1.596052646636963,1.7014305591583252,1.7022438049316406,1.6639060974121094,1.5800145864486694,1.6716796159744265,1.6315412521362305,1.6283460855484009,1.6641610860824585,1.682538986206055,1.6521914720535278
1.7349365949630735,1.7324442863464355,1.5630306005477903,1.6591627597808838,1.6146605014801023,1.6450685262680054,1.7476707696914673,1.6149084568023682,1.6838197708129885,1.7972139120101929,1.6792916178703308
1.7769981622695925,1.6592732667922974,1.5955636501312256,1.755229353904724,1.6746604442596436,1.7234992980957031,1.6965701580047607,1.5763503313064575,1.622201919555664,1.5966249704360962,1.6676971554756164
1.6417475938796997,1.6326738595962524,1.632838487625122,1.7385932207107544,1.629546046257019,1.7906100749969482,1.710049390792847,1.5796359777450562,1.7686926126480105,1.6385046243667605,1.676289188861847
1.705331325531006,1.623902440071106,1.5768407583236694,1.718414068222046,1.5765495300292969,1.5595781803131104,1.6550650596618652,1.698243260383606,1.8017455339431765,1.8525360822677608,1.6768206238746644
1.612402081489563,1.5978422164916992,1.6805554628372192,1.630343675613403,1.6166369915008545,1.6505662202835083,1.6753968000411987,1.6149842739105225,1.7962355613708496,1.819400787353516,1.6694364070892334
1.6004596948623655,1.6402207612991333,1.6008449792861938,1.627643346786499,1.5811235904693604,1.6062113046646118,1.6562778949737549,1.6263974905014038,1.6052683591842651,1.6136081218719482,1.6158055543899537
1.6786919832229614,1.6136136054992676,1.546033263206482,1.6837619543075562,1.6324994564056396,1.6206048727035522,1.6979262828826904,1.5775190591812134,1.5887845754623413,1.6841354370117188,1.6323570489883423
1.6796225309371948,1.5608032941818235,1.618539333343506,1.7419079542160034,1.5943235158920288,1.6425087451934814,1.650837779045105,1.6497087478637695,1.6646989583969116,1.588203191757202,1.6391154050827026
1.5378473997116089,1.5904384851455688,1.6738687753677368,1.5733598470687866,1.562859058380127,1.7129533290863037,1.6722922325134275,1.557482123374939,1.6028897762298584,1.6831743717193604,1.6167165398597718
1.664912223815918,1.6554659605026243,1.5943392515182495,1.6543865203857422,1.6079024076461792,1.6957110166549685,1.6317861080169678,1.6636431217193604,1.7664686441421509,1.6444581747055054,1.6579073429107667
1.5557514429092407,1.7270326614379885,1.591212272644043,1.5893813371658323,1.5672078132629397,1.6904432773590088,1.6698108911514282,1.6417280435562134,1.612431526184082,1.663974404335022,1.6308973670005797
1.70862877368927,1.6277716159820557,1.596837282180786,1.6892335414886477,1.7254374027252195,1.7170103788375854,1.6483135223388672,1.675169825553894,1.6572617292404177,1.6423397064208984,1.668800377845764
1.663293957710266,1.632964849472046,1.6249818801879885,1.635956883430481,1.5944279432296753,1.5929856300354004,1.6142498254776,1.63016676902771,1.641071319580078,1.7512736320495603,1.6381372690200806
1.6352510452270508,1.5761607885360718,1.6473119258880615,1.5615237951278689,1.6803687810897827,1.6650265455245972,1.5714008808135986,1.7847487926483154,1.5810178518295288,1.605798840522766,1.6308609247207642
1.6368613243103027,1.5955320596694946,1.6488194465637207,1.652341604232788,1.675800919532776,1.656182885169983,1.5580350160598757,1.6604264974594116,1.6249018907546997,1.6226118803024292,1.633151352405548
1.572091817855835,1.687092661857605,1.550090193748474,1.6514887809753418,1.596056580543518,1.809056043624878,1.608388900756836,1.5394107103347778,1.5519888401031494,1.660340666770935,1.622600519657135
1.6194978952407837,1.5905550718307495,1.7081149816513062,1.6278650760650637,1.6352232694625854,1.6224721670150757,1.655482292175293,1.6421732902526855,1.6057615280151367,1.5992374420166016,1.630638301372528
1.6626311540603638,1.549485206604004,1.5735129117965698,1.6064847707748413,1.5958614349365234,1.5979546308517456,1.644439697265625,1.5696711540222168,1.6192508935928345,1.6311430931091309,1.6050434947013854
1.61387836933136,1.5884486436843872,1.5148767232894895,1.6282557249069214,1.5845609903335571,1.640169382095337,1.6545244455337524,1.8005412817001345,1.5492291450500488,1.6124221086502075,1.6186906814575195
1.5563889741897583,1.6049686670303345,1.6145402193069458,1.6167207956314087,1.5407567024230957,1.6872968673706057,1.6060577630996704,1.5831938982009888,1.6306198835372925,1.7167010307312012,1.6157244801521302
1.5274360179901123,1.5778074264526367,1.5551751852035522,1.6412358283996582,1.6020150184631348,1.6136656999588013,1.5852552652359009,1.606450080871582,1.578592300415039,1.639082908630371,1.5926715731620789
1.6593631505966189,1.5813443660736084,1.5649874210357666,1.563657522201538,1.6117727756500244,1.633226990699768,1.5662859678268433,1.6159824132919312,1.5675764083862305,1.5995936393737793,1.5963790655136108
1.5846798419952393,1.594435214996338,1.5867714881896973,1.6060497760772705,1.5713566541671753,1.6665699481964111,1.60523784160614,1.5614465475082395,1.5066790580749512,1.6112602949142456,1.589448666572571
1.619064211845398,1.5928033590316772,1.5889058113098145,1.6043874025344849,1.744048237800598,1.6455546617507937,1.6445072889328003,1.666700005531311,1.5633140802383425,1.5688819885253906,1.6238167047500611
1.5927890539169312,1.586026906967163,1.5598406791687012,1.575373888015747,1.6617225408554075,1.557644248008728,1.6718465089797974,1.559066653251648,1.5524486303329468,1.572422742843628,1.58891818523407
1.563430666923523,1.5554323196411133,1.578578233718872,1.575933814048767,1.584560513496399,1.6416600942611694,1.5690205097198486,1.56298565864563,1.5676223039627075,1.5972683429718018,1.5796492457389832
1.578105092048645,1.5730104446411133,1.5740113258361816,1.5645873546600342,1.6470849514007568,1.601436734199524,1.6315090656280518,1.6480705738067627,1.554586410522461,1.6345263719558716,1.60069283246994
1.5755553245544434,1.5601779222488403,1.6211365461349487,1.5721460580825806,1.6035548448562622,1.5706149339675903,1.611293077468872,1.5757083892822266,1.5363962650299072,1.7034820318222046,1.5930065393447876
1.5368924140930176,1.5160106420516968,1.589255690574646,1.5994609594345093,1.6158145666122437,1.5706204175949097,1.601413607597351,1.570177674293518,1.609379529953003,1.591876745223999,1.5800902247428894
1.577720046043396,1.5727158784866333,1.572781324386597,1.5947332382202148,1.5706698894500732,1.5992021560668943,1.572734236717224,1.592495322227478,1.6059954166412354,1.6937696933746338,1.595281720161438
1.6131762266159058,1.6332767009735107,1.6173264980316162,1.6871590614318848,1.625930666923523,1.6509292125701904,1.6330044269561768,1.5639803409576416,1.595259666442871,1.6699305772781372,1.6289973378181457
1.581104755401611,1.513928771018982,1.6144369840621948,1.594916820526123,1.6039286851882937,1.5974078178405762,1.6380023956298828,1.5735270977020264,1.5982707738876345,1.651970148086548,1.5967494249343872
1.6048974990844729,1.5950212478637695,1.639717936515808,1.6026581525802612,1.6129146814346311,1.6258549690246582,1.6477413177490234,1.667516589164734,1.607151985168457,1.6333547830581665,1.6236829161643982
1.616728901863098,1.5356837511062622,1.5620851516723633,1.5758254528045654,1.5882714986801147,1.6237093210220337,1.599491834640503,1.563060998916626,1.565947651863098,1.6219282150268557,1.585273277759552
1.5480709075927734,1.5450607538223269,1.5967847108840942,1.631103515625,1.6495651006698608,1.5919431447982788,1.569092035293579,1.549902081489563,1.6158320903778076,1.661653995513916,1.59590083360672
