/home/miura/lab/KD-hdas/results/stat/30-30/loss/g1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g1_30-30_tb.csv,row_average
2.090129375457764,2.249481439590454,2.136695146560669,2.2200989723205566,2.100947618484497,2.1594705104827883
2.1182518005371094,2.1514699459075928,2.0874626636505127,2.1989076137542725,2.15887451171875,2.1429933071136475
2.0504252910614014,2.106016159057617,2.065800905227661,2.1083319187164307,2.1105124950408936,2.088217353820801
2.013280868530273,2.04331111907959,2.0606815814971924,2.1402101516723637,1.993772268295288,2.0502511978149416
2.031636953353882,2.1150474548339844,2.017134428024292,2.04721474647522,2.0505945682525635,2.052325630187988
2.003894805908203,2.0790252685546875,1.9745606184005735,2.062512159347534,1.9883371591567995,2.0216660022735597
1.9403297901153564,1.9635125398635864,2.0631558895111084,1.9819990396499636,1.9703549146652224,1.9838704347610474
1.9673643112182615,1.98029899597168,2.0823404788970947,1.984035849571228,1.8929160833358765,1.981391143798828
1.88416051864624,1.9528295993804927,1.956463932991028,1.9353865385055544,2.003110408782959,1.946390199661255
1.9652944803237915,1.9451779127120967,1.9344359636306765,1.9126664400100708,1.956735610961914,1.94286208152771
1.925363302230835,1.9958888292312624,1.9237350225448608,1.893213391304016,1.964096546173096,1.940459418296814
1.8852107524871824,1.892678022384644,1.887935996055603,1.9726489782333372,1.894854426383972,1.9066656351089477
1.895816206932068,1.8805969953536987,1.8782960176467896,1.875588178634644,1.9907448291778564,1.9042084455490111
1.8148131370544436,1.8704367876052856,1.89764142036438,1.878647327423096,1.8454318046569824,1.8613940954208374
1.8678250312805176,1.8728570938110352,1.8812270164489744,1.8567348718643188,1.8175523281097408,1.8592392683029175
1.885372281074524,1.844667673110962,1.902397632598877,1.8672192096710205,1.9101250171661377,1.881956362724304
1.808250904083252,1.8835828304290767,1.82962965965271,1.8695478439331052,1.8713128566741943,1.8524648189544677
1.800168752670288,1.8477849960327148,1.8307294845581052,1.7925539016723633,1.8377100229263303,1.8217894315719605
1.816569447517395,1.8191838264465328,1.8949077129364011,1.8498690128326416,1.80379319190979,1.8368646383285523
1.821672201156616,1.8306553363800049,1.828765630722046,1.851736068725586,1.7940212488174438,1.8253700971603393
1.7690656185150146,1.8154979944229128,1.781655192375183,1.8186641931533811,1.7387243509292605,1.7847214698791505
1.8430029153823853,1.8020521402359009,1.851289987564087,1.7845803499221802,1.812419414520264,1.8186689615249634
1.7841202020645142,1.8524588346481323,1.8610745668411253,1.7849851846694946,1.775385856628418,1.8116049289703369
1.8281551599502563,1.7705501317977903,1.8473905324935915,1.804038166999817,1.7506967782974243,1.8001661539077758
1.787684202194214,1.752179741859436,1.812816143035889,1.7741204500198364,1.7608922719955444,1.7775385618209838
1.7361137866973877,1.8222945928573608,1.7661163806915283,1.7654541730880735,1.7630622386932373,1.7706082344055176
1.7741587162017822,1.787818431854248,1.7641565799713137,1.7881758213043213,1.8184747695922847,1.78655686378479
1.8166433572769165,1.8296440839767456,1.771798849105835,1.7194600105285645,1.7900415658950806,1.7855175733566284
1.7768139839172363,1.755886435508728,1.801016926765442,1.841454029083252,1.73457133769989,1.7819485425949098
1.7473478317260742,1.7748478651046753,1.7092558145523071,1.7563127279281616,1.766241431236267,1.7508011341094971
1.7912577390670776,1.770517110824585,1.8201632499694824,1.765803337097168,1.7991111278533936,1.7893705129623414
1.755920171737671,1.7322602272033691,1.7658432722091677,1.7281358242034912,1.7385300397872925,1.7441379070281982
1.7944607734680176,1.849794864654541,1.7874878644943235,1.7451597452163696,1.7795512676239014,1.7912909030914306
1.727696418762207,1.715891718864441,1.8133291006088257,1.739105463027954,1.722126841545105,1.7436299085617066
1.7447925806045532,1.725884199142456,1.776754379272461,1.6975221633911133,1.7845494747161863,1.745900559425354
1.6927090883255005,1.7768155336380005,1.7626498937606812,1.7632853984832764,1.7913564443588257,1.7573632717132568
1.7794578075408936,1.8020168542861936,1.7470594644546509,1.7768200635910034,1.7391749620437622,1.7689058303833007
1.7411236763000488,1.826507806777954,1.7565765380859375,1.7362306118011477,1.7836227416992188,1.7688122749328614
1.7714838981628418,1.776532530784607,1.8078691959381104,1.735180377960205,1.7527146339416504,1.768756127357483
1.684367299079895,1.7314746379852295,1.7666109800338743,1.7881526947021484,1.7829052209854126,1.750702166557312
1.7445298433303833,1.7380437850952148,1.7797414064407349,1.737757921218872,1.8074445724487305,1.7615035057067872
1.821002721786499,1.7223280668258667,1.7000073194503784,1.696722388267517,1.766697883605957,1.7413516759872436
1.7098402976989746,1.7591122388839722,1.8593827486038208,1.6838139295578003,1.7613259553909302,1.7546950340270997
1.7347023487091064,1.7638750076293943,1.737396001815796,1.7228031158447266,1.7746776342391968,1.746690821647644
1.7400206327438354,1.7256499528884888,1.7395340204238892,1.753281593322754,1.8014618158340452,1.7519896030426025
1.7469656467437744,1.7201019525527954,1.7767412662506104,1.8058924674987795,1.749082088470459,1.7597566843032837
2.157000541687012,2.1849474906921387,2.0151560306549072,2.0264246463775635,2.211745023727417,2.119054746627808
2.1503381729125977,2.127714872360229,2.1278226375579834,2.272099256515503,2.218306541442871,2.179256296157837
2.0656521320343018,1.9118850231170652,2.004512310028076,2.1007113456726074,2.0294227600097656,2.0224367141723634
2.029437065124512,2.085451364517212,1.9144341945648196,1.7971011400222778,1.8040475845336916,1.9260942697525025
1.9213517904281616,2.029975652694702,1.9411325454711916,1.9934800863265991,1.8465546369552608,1.946498942375183
1.9194138050079343,1.8357079029083248,1.8165630102157595,1.833491802215576,1.856424689292908,1.8523202419281006
1.8103114366531368,1.773277997970581,1.849932551383972,1.809440851211548,1.726015567779541,1.793795680999756
1.8686197996139529,1.8239235877990725,1.7980821132659912,1.7706904411315918,1.8074229955673216,1.8137477874755858
1.7649255990982056,1.7533382177352903,1.766692876815796,1.7419068813323977,1.8375587463378904,1.772884464263916
1.7521344423294067,1.8396581411361692,1.8256618976593015,2.0576837062835693,1.7593272924423218,1.8468930959701537
1.682597517967224,1.779421329498291,1.7743462324142456,1.7013262510299685,1.7640517950057983,1.7403486251831055
1.9678274393081665,1.724442958831787,1.822866678237915,1.7618961334228516,1.7345569133758545,1.802318024635315
1.8458579778671265,1.7779732942581177,1.7582670450210571,1.795864462852478,1.7748847007751465,1.7905694961547851
1.6192508935928345,1.7715904712677002,1.8050683736801147,1.8420339822769165,1.7337321043014526,1.7543351650238037
1.70888352394104,1.807361960411072,1.8134610652923584,1.6676870584487915,1.7908316850662231,1.757645058631897
1.8178030252456665,1.7653913497924805,1.7187831401824951,1.70695960521698,1.75260329246521,1.7523080825805664
1.7498453855514526,1.6702762842178345,1.7110967636108398,1.6495403051376345,1.8666255474090576,1.7294768571853638
1.6700021028518677,1.7873533964157104,1.7144616842269895,1.643916130065918,1.732119083404541,1.7095704793930053
1.7384395599365234,1.7800787687301636,1.7946038246154783,1.6570188999176023,1.8459280729293823,1.76321382522583
1.7432096004486084,1.675686955451965,1.7197591066360474,1.6127417087554932,1.7358821630477903,1.6974559068679809
1.6319774389266968,1.6955186128616333,1.6500465869903564,1.6607320308685305,1.7320295572280884,1.674060845375061
1.6823042631149292,1.6645609140396118,1.683280110359192,1.7088558673858645,1.7272887229919434,1.6932579755783081
1.7304892539978027,1.6332480907440186,1.6128160953521729,1.826325297355652,1.7088888883590698,1.7023535251617432
1.7473160028457642,1.612299561500549,1.60985004901886,1.6662966012954712,1.613924503326416,1.649937343597412
1.691452980041504,1.6709721088409424,1.6459652185440063,1.5569486618041992,1.627838373184204,1.6386354684829711
1.5928831100463867,1.7180485725402832,1.6822856664657593,1.6520838737487793,1.6508938074111938,1.6592390060424804
1.5678116083145142,1.794834017753601,1.7126929759979248,1.689913272857666,1.7142627239227295,1.6959029197692872
1.5990495681762695,1.6482996940612793,1.6083507537841797,1.6844874620437622,1.5854746103286743,1.625132417678833
1.5902249813079834,1.7752989530563354,1.6257750988006592,1.5824298858642578,1.675330400466919,1.649811863899231
1.7599234580993652,1.7455447912216189,1.5625702142715454,1.5848956108093262,1.5687273740768433,1.6443322896957397
1.5870481729507446,1.674177646636963,1.6992322206497192,1.6571376323699951,1.5740715265274048,1.6383334398269653
1.696852207183838,1.6177101135253906,1.550695776939392,1.6151068210601809,1.586418867111206,1.6133567571640015
1.597341537475586,1.5952688455581665,1.4716789722442627,1.5227128267288208,1.6016768217086792,1.557735800743103
1.7267440557479858,1.5986746549606323,1.763184905052185,1.6090863943099976,1.545130968093872,1.6485641956329347
1.597469925880432,1.588050127029419,1.5303242206573486,1.583895564079285,1.604689598083496,1.580885887145996
1.5365324020385742,1.589869260787964,1.5275100469589231,1.723091721534729,1.5338842868804932,1.5821775436401366
1.603254318237305,1.5331807136535645,1.5433764457702637,1.5475088357925415,1.5597586631774902,1.5574157953262329
1.5424262285232544,1.578521490097046,1.5848348140716553,1.5490880012512207,1.57083261013031,1.5651406288146972
1.554895043373108,1.572281002998352,1.7434991598129272,1.5907973051071167,1.6047544479370115,1.613245391845703
1.4394333362579346,1.5227481126785278,1.5832972526550293,1.62740159034729,1.6021575927734375,1.5550075769424438
1.512540340423584,1.520865559577942,1.52234947681427,1.5423640012741089,1.5819005966186523,1.5360039949417115
1.5500208139419556,1.5539765357971191,1.502126693725586,1.5185469388961792,1.6359890699386597,1.5521320104599
1.508540391921997,1.5865308046340942,1.5440200567245483,1.5053205490112305,1.5477581024169922,1.5384339809417724
1.4967392683029177,1.5571067333221436,1.4842867851257324,1.502849578857422,1.5033811330795288,1.5088726997375488
1.459431529045105,1.511704683303833,1.5759011507034302,1.4833693504333496,1.5613991022109983,1.5183611631393432
1.475328803062439,1.4875192642211914,1.466236233711243,1.5002166032791138,1.6055183410644531,1.506963849067688
1.5456973314285278,1.552432656288147,1.5440224409103394,1.563449144363403,1.4777806997299194,1.5366764545440674
1.487196922302246,1.451537013053894,1.5130058526992798,1.5090620517730713,1.5246301889419556,1.4970864057540894
1.474286675453186,1.4986859560012815,1.5024945735931396,1.450869083404541,1.5331261157989502,1.4918924808502196
1.4875789880752563,1.4839215278625488,1.583425998687744,1.5458968877792358,1.6382534503936768,1.5478153705596924
1.404250979423523,1.553026795387268,1.521200180053711,1.5441964864730835,1.473477840423584,1.4992304563522338
1.4578187465667725,1.5134559869766235,1.5233252048492432,1.4069973230361938,1.498769760131836,1.4800734043121337
1.4472743272781372,1.5722862482070925,1.4916688203811646,1.5247803926467896,1.4908955097198486,1.5053810596466064
1.376603364944458,1.455571174621582,1.492578148841858,1.416650414466858,1.5370458364486694,1.455689787864685
1.4525001049041748,1.4928107261657717,1.563446044921875,1.452098727226257,1.5162346363067627,1.4954180479049684
1.4518485069274902,1.5280083417892456,1.4798552989959717,1.471266508102417,1.4852324724197388,1.4832422256469726
1.412306785583496,1.5324264764785769,1.5057439804077148,1.507482886314392,1.441139817237854,1.4798199892044068
1.4425119161605835,1.5084635019302368,1.4787168502807615,1.406164288520813,1.4682347774505615,1.4608182668685914
1.455121994018555,1.540992021560669,1.4658724069595337,1.4757059812545776,1.5154612064361572,1.4906307220458985
1.398620843887329,1.513879656791687,1.5158443450927734,1.4007655382156372,1.471651315689087,1.4601523399353027
1.438740372657776,1.4861282110214231,1.428133249282837,1.4212911128997805,1.5010952949523926,1.4550776481628418
1.38254976272583,1.4382209777832031,1.4430627822875977,1.4722764492034912,1.4620811939239502,1.4396382331848145
1.4374655485153198,1.4900566339492798,1.450938105583191,1.423383116722107,1.4580761194229126,1.451983904838562
1.3976300954818726,1.4416579008102417,1.445521593093872,1.4152921438217163,1.4140945672988892,1.4228392601013184
1.3920077085494995,1.475713849067688,1.447010517120361,1.423487424850464,1.415294170379639,1.4307027339935303
1.4135688543319702,1.5549023151397705,1.439499020576477,1.3939199447631836,1.3993937969207764,1.4402567863464355
1.3841285705566406,1.4382727146148682,1.4207298755645752,1.3763121366500854,1.4494073390960691,1.4137701272964478
1.364432692527771,1.4149751663208008,1.383106350898743,1.4285941123962402,1.411160588264465,1.400453782081604
1.4006288051605225,1.425636649131775,1.4241821765899658,1.4301855564117432,1.4479176998138428,1.42571017742157
1.4137040376663208,1.4490329027175903,1.477320909500122,1.3911749124526978,1.46004319190979,1.4382551908493042
1.3819420337677002,1.4614924192428589,1.427744746208191,1.3973156213760376,1.432016134262085,1.4201021909713745
1.3952207565307615,1.4664292335510254,1.4087189435958862,1.407436728477478,1.439071774482727,1.4233754873275757
1.3969954252243042,1.4056591987609863,1.4367024898529053,1.37975013256073,1.416333794593811,1.4070882081985474
1.429829239845276,1.4185727834701538,1.4211924076080322,1.418315887451172,1.437959909439087,1.4251740455627442
1.3823392391204834,1.4583454132080078,1.4306703805923462,1.394350290298462,1.4134949445724487,1.4158400535583495
1.3744895458221436,1.4287933111190796,1.4125813245773315,1.3812546730041504,1.4580460786819458,1.4110329866409301
1.3827757835388184,1.455130934715271,1.430290699005127,1.3571569919586182,1.42120361328125,1.4093116044998169
1.4053581953048706,1.4193753004074097,1.4205960035324097,1.4030503034591677,1.4309898614883425,1.41587393283844
1.3960191011428833,1.4299163818359375,1.4076006412506104,1.3720169067382812,1.4132843017578125,1.403767466545105
1.397192120552063,1.396094799041748,1.4130067825317385,1.3947864770889282,1.4450827836990356,1.4092325925827027
1.3629359006881714,1.428526759147644,1.425966739654541,1.3750258684158323,1.426591157913208,1.4038092851638795
1.3981152772903442,1.4534804821014404,1.4135102033615112,1.39365816116333,1.4254635572433472,1.4168455362319947
1.3764320611953735,1.4052125215530396,1.4238717555999756,1.4051300287246704,1.4421018362045288,1.4105496406555176
1.4041664600372314,1.4122599363327026,1.4406284093856812,1.3995383977890017,1.423449158668518,1.416008472442627
1.36869215965271,1.4410001039505005,1.4238431453704834,1.3991353511810305,1.439598560333252,1.4144538640975952
1.389984130859375,1.4160449504852295,1.422908902168274,1.4094722270965576,1.4290528297424316,1.4134926080703736
1.4172017574310305,1.45356023311615,1.435249924659729,1.4335888624191284,1.4174818992614746,1.4314165353775024
1.3919445276260376,1.4357829093933103,1.4102566242218018,1.4211875200271606,1.4450907707214355,1.4208524703979493
1.3953438997268677,1.4528318643569946,1.425325632095337,1.39960777759552,1.442960500717163,1.4232139348983766
1.3956321477890017,1.4449542760849,1.4360501766204834,1.4329285621643066,1.467450499534607,1.4354031324386596
