/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.1_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.1_30-20_tb.csv,row_average
0.4381999969482422,0.4260399937629699,0.4272800087928772,0.4335599839687347,0.4275600016117096,0.43052799701690675
0.4412400126457214,0.442440003156662,0.4371199905872345,0.4417600035667419,0.4324400126934051,0.439000004529953
0.4559600055217743,0.4396399855613708,0.447840005159378,0.4568800032138824,0.4557999968528747,0.4512239992618561
0.4568400084972381,0.4506399929523468,0.4591200053691864,0.4550800025463104,0.4312799870967865,0.45059199929237365
0.4671599864959717,0.459199994802475,0.4688000082969665,0.4476799964904785,0.4689599871635437,0.4623599946498871
0.4721199870109558,0.4608399868011474,0.4659200012683868,0.4765200018882751,0.4687599837779999,0.468831992149353
0.4485999941825866,0.4715200066566467,0.4690000116825104,0.4799199998378753,0.4745999872684479,0.4687279999256134
0.4855200052261352,0.4875999987125397,0.4796000123023987,0.4766800105571747,0.4673199951648712,0.4793440043926239
0.4808399975299835,0.4767599999904632,0.4790799915790558,0.4695999920368194,0.4740000069141388,0.47605599761009215
0.4809199869632721,0.4854399859905243,0.4938400089740753,0.4852800071239471,0.4674400091171264,0.48258399963378906
0.4911200106143951,0.4924399852752685,0.4792400002479553,0.5022799968719482,0.4915600121021271,0.49132800102233887
0.5034800171852112,0.4939599931240082,0.4835599958896637,0.4979600012302398,0.4857999980449676,0.4929520010948181
0.5019599795341492,0.4852400124073028,0.4961600005626678,0.4943999946117401,0.5045599937438965,0.4964639961719513
0.5116000175476074,0.4940800070762634,0.5035600066184998,0.5024799704551697,0.5111200213432312,0.5045680046081543
0.4866400063037872,0.5023999810218811,0.5019199848175049,0.5145599842071533,0.4950799942016601,0.5001199901103973
0.5037199854850769,0.5105599761009216,0.5055999755859375,0.5029199719429016,0.5044800043106079,0.5054559826850891
0.5234000086784363,0.5061600208282471,0.5078799724578857,0.5187600255012512,0.4984399974346161,0.5109280049800873
0.5225200057029724,0.5129600167274475,0.5162799954414368,0.5075200200080872,0.4922800064086914,0.5103120088577271
0.5128399729728699,0.5090399980545044,0.5153200030326843,0.5129600167274475,0.5155199766159058,0.5131359934806824
0.5162400007247925,0.5141599774360657,0.5151600241661072,0.5068399906158447,0.517520010471344,0.5139840006828308
0.5145999789237976,0.520039975643158,0.5183600187301636,0.5122399926185608,0.5182399749755859,0.5166959881782531
0.5098000168800354,0.5041599869728088,0.5261200070381165,0.5212000012397766,0.5222799777984619,0.5167119979858399
0.5181599855422974,0.5122399926185608,0.5247200131416321,0.525439977645874,0.5280799865722656,0.5217279911041259
0.5153999924659729,0.5221999883651733,0.5214399695396423,0.5256800055503845,0.5153999924659729,0.5200239896774292
0.5140399932861328,0.5269200205802917,0.5228400230407715,0.5124800205230713,0.523360013961792,0.5199280142784118
0.5151199698448181,0.5220000147819519,0.5270400047302246,0.5263199806213379,0.5249599814414978,0.523087990283966
0.4997200071811676,0.5214800238609314,0.5291199684143066,0.5218799710273743,0.5045199990272522,0.5153439939022064
0.5151600241661072,0.5241199731826782,0.5359600186347961,0.5199999809265137,0.5205199718475342,0.5231519937515259
0.5329200029373169,0.5337200164794922,0.5297999978065491,0.5350000262260437,0.5330399870872498,0.5328960061073303
0.5280399918556213,0.5312399864196777,0.5271199941635132,0.5283200144767761,0.5280799865722656,0.5285599946975708
0.5204399824142456,0.5270799994468689,0.5330399870872498,0.538320004940033,0.5267599821090698,0.5291279911994934
0.5304800271987915,0.5248399972915649,0.5331199765205383,0.5396400094032288,0.5246800184249878,0.5305520057678222
0.5227599740028381,0.539680004119873,0.5343599915504456,0.5363600254058838,0.5220400094985962,0.5310400009155274
0.5342000126838684,0.5282800197601318,0.5343599915504456,0.528439998626709,0.5370799899101257,0.5324720025062561
0.5368000268936157,0.5297200083732605,0.5418800115585327,0.5416399836540222,0.5328400135040283,0.5365760087966919
0.2351999878883361,0.3154000043869018,0.2789999842643738,0.2793999910354614,0.2047999948263168,0.26275999248027804
0.3615999817848205,0.3174000084400177,0.3605999946594238,0.3540000021457672,0.2991999983787536,0.3385599970817566
0.349399983882904,0.4203999936580658,0.3669999837875366,0.3935999870300293,0.3398000001907348,0.37403998970985414
0.363999992609024,0.4003999829292297,0.3610000014305115,0.4120000004768371,0.3436000049114227,0.376199996471405
0.4063999950885772,0.3330000042915344,0.4151999950408935,0.437199980020523,0.3998000025749206,0.3983199954032898
0.4413999915122986,0.4599999785423279,0.4141999781131744,0.4585999846458435,0.36039999127388,0.42691998481750487
0.4343999922275543,0.4896000027656555,0.4289999902248382,0.4334000051021576,0.421999990940094,0.44167999625205995
0.4381999969482422,0.4842000007629394,0.4241999983787536,0.3949999809265136,0.4283999800682068,0.43399999141693113
0.4159999787807464,0.4693999886512756,0.4687999784946441,0.4763999879360199,0.4475999772548675,0.45563998222351065
0.488999992609024,0.4775999784469604,0.460999995470047,0.4477999806404114,0.4177999794483185,0.45863998532295225
0.4573999941349029,0.388399988412857,0.4475999772548675,0.477400004863739,0.437199980020523,0.44159998893737784
0.4451999962329864,0.4839999973773956,0.4711999893188476,0.4939999878406524,0.4617999792098999,0.4712399899959564
0.498799979686737,0.515999972820282,0.4257999956607818,0.4855999946594238,0.4757999777793884,0.4803999841213226
0.4569999873638153,0.5069999694824219,0.498799979686737,0.4651999771595001,0.4614000022411346,0.4778799831867218
0.4571999907493591,0.4887999892234802,0.425599992275238,0.4713999927043915,0.4909999966621399,0.46679999232292174
0.4727999866008758,0.4826000034809112,0.4296000003814697,0.4510000050067901,0.4557999968528747,0.45835999846458436
0.4666000008583069,0.4474000036716461,0.5126000046730042,0.4967999756336212,0.4731999933719635,0.47931999564170835
0.4881999790668487,0.4611999988555908,0.5119999647140503,0.496999979019165,0.490799993276596,0.4898399829864502
0.4973999857902527,0.4651999771595001,0.4837999939918518,0.4795999825000763,0.4855999946594238,0.4823199868202209
0.5109999775886536,0.5342000126838684,0.5137999653816223,0.4943999946117401,0.4897999763488769,0.5086399853229523
0.5144000053405762,0.4135999977588653,0.5045999884605408,0.4702000021934509,0.4580000042915344,0.4721599996089935
0.5212000012397766,0.4709999859333038,0.4863999783992767,0.5299999713897705,0.4893999993801117,0.4995999872684479
0.5248000025749207,0.3889999985694885,0.5067999958992004,0.5263999700546265,0.4961999952793121,0.48863999247550965
0.5429999828338623,0.5005999803543091,0.4891999959945678,0.5307999849319458,0.4879999756813049,0.510319983959198
0.446399986743927,0.5379999876022339,0.5486000180244446,0.5085999965667725,0.5011999607086182,0.5085599899291993
0.5004000067710876,0.4738000035285949,0.5307999849319458,0.5123999714851379,0.4513999819755554,0.49375998973846436
0.4863999783992767,0.5331999659538269,0.5349999666213989,0.5131999850273132,0.4919999837875366,0.5119599759578705
0.5119999647140503,0.5525999665260315,0.498799979686737,0.5428000092506409,0.5015999674797058,0.5215599775314331
0.5212000012397766,0.5015999674797058,0.5415999889373779,0.526199996471405,0.4961999952793121,0.5173599898815155
0.4921999871730804,0.5455999970436096,0.4953999817371368,0.5401999950408936,0.5099999904632568,0.5166799902915955
0.51419997215271,0.5127999782562256,0.5259999632835388,0.5401999950408936,0.5361999869346619,0.525879979133606
0.5121999979019165,0.5455999970436096,0.5396000146865845,0.4851999878883362,0.4963999986648559,0.5157999992370605
0.54339998960495,0.5491999983787537,0.4857999980449676,0.5351999998092651,0.4668000042438507,0.5160799980163574
0.4803999960422516,0.5478000044822693,0.5613999962806702,0.5342000126838684,0.4963999986648559,0.5240400016307831
0.532800018787384,0.474399983882904,0.5127999782562256,0.522599995136261,0.5370000004768372,0.5159199953079223
0.5342000126838684,0.5446000099182129,0.5361999869346619,0.524399995803833,0.5529999732971191,0.538479995727539
0.5370000004768372,0.5483999848365784,0.5277999639511108,0.5471999645233154,0.5095999836921692,0.5339999794960022
0.5564000010490417,0.4705999791622162,0.5575999617576599,0.5347999930381775,0.5424000024795532,0.5323599874973297
0.5497999787330627,0.5636000037193298,0.5270000100135803,0.5591999888420105,0.5461999773979187,0.5491599917411805
0.5569999814033508,0.5575999617576599,0.5532000064849854,0.5669999718666077,0.5167999863624573,0.5503199815750122
0.546999990940094,0.5582000017166138,0.56659996509552,0.545799970626831,0.5187999606132507,0.5472799777984619
0.5568000078201294,0.5615999698638916,0.5601999759674072,0.5230000019073486,0.5515999794006348,0.5506399869918823
0.5432000160217285,0.5623999834060669,0.5759999752044678,0.5482000112533569,0.5504000186920166,0.5560400009155273
0.5501999855041504,0.5465999841690063,0.5799999833106995,0.5651999711990356,0.5613999962806702,0.5606799840927124
0.5537999868392944,0.5546000003814697,0.5726000070571899,0.578000009059906,0.5396000146865845,0.5597200036048889
0.561199963092804,0.5741999745368958,0.5667999982833862,0.5559999942779541,0.5719999670982361,0.5660399794578552
0.5586000084877014,0.522599995136261,0.5795999765396118,0.5834000110626221,0.562999963760376,0.5614399909973145
0.5259999632835388,0.5853999853134155,0.5601999759674072,0.5920000076293945,0.5655999779701233,0.5658399820327759
0.5681999921798706,0.5701999664306641,0.5424000024795532,0.5841999650001526,0.5557999610900879,0.5641599774360657
0.5719999670982361,0.5703999996185303,0.5737999677658081,0.5867999792098999,0.5691999793052673,0.5744399785995483
0.5758000016212463,0.555400013923645,0.5823999643325806,0.5777999758720398,0.5888000130653381,0.57603999376297
0.5741999745368958,0.5618000030517578,0.589199960231781,0.5823999643325806,0.5777999758720398,0.577079975605011
0.578000009059906,0.568399965763092,0.5784000158309937,0.6046000123023987,0.5763999819755554,0.5811599969863892
0.574999988079071,0.5807999968528748,0.5934000015258789,0.6014000177383423,0.5787999629974365,0.5858799934387207
0.5835999846458435,0.5825999975204468,0.5898000001907349,0.5965999960899353,0.5834000110626221,0.5871999979019165
0.592799961566925,0.6029999852180481,0.5771999955177307,0.5875999927520752,0.5911999940872192,0.5903599858283997
0.5795999765396118,0.6074000000953674,0.5853999853134155,0.6033999919891357,0.6028000116348267,0.5957199931144714
0.5825999975204468,0.5898000001907349,0.5884000062942505,0.6029999852180481,0.6061999797821045,0.5939999938011169
0.6031999588012695,0.5920000076293945,0.6078000068664551,0.6079999804496765,0.5996000170707703,0.6021199941635131
0.6057999730110168,0.6118000149726868,0.6015999913215637,0.6105999946594238,0.5881999731063843,0.6035999894142151
0.6103999614715576,0.6055999994277954,0.6033999919891357,0.6175999641418457,0.5934000015258789,0.6060799837112427
0.6146000027656555,0.59579998254776,0.6204000115394592,0.6049999594688416,0.6067999601364136,0.6085199832916259
0.5852000117301941,0.6291999816894531,0.5906000137329102,0.6047999858856201,0.6055999994277954,0.6030799984931946
0.6065999865531921,0.598800003528595,0.590399980545044,0.620199978351593,0.6060000061988831,0.6043999910354614
0.6019999980926514,0.6111999750137329,0.6105999946594238,0.6017999649047852,0.6137999892234802,0.6078799843788147
0.5885999798774719,0.6159999966621399,0.6290000081062317,0.623199999332428,0.604200005531311,0.6121999979019165
0.6123999953269958,0.6200000047683716,0.6154000163078308,0.6309999823570251,0.6207999587059021,0.6199199914932251
0.6240000128746033,0.625,0.6177999973297119,0.6209999918937683,0.6137999892234802,0.6203199982643127
0.6137999892234802,0.6121999621391296,0.6290000081062317,0.6240000128746033,0.6143999695777893,0.6186799883842469
0.6136000156402588,0.6369999647140503,0.6331999897956848,0.6399999856948853,0.6187999844551086,0.6285199880599975
0.6172000169754028,0.6484000086784363,0.6362000107765198,0.6323999762535095,0.621999979019165,0.6312399983406067
0.620199978351593,0.6355999708175659,0.6373999714851379,0.6369999647140503,0.6283999681472778,0.631719970703125
0.6281999945640564,0.6502000093460083,0.6439999938011169,0.6308000087738037,0.6359999775886536,0.6378399968147278
0.6281999945640564,0.6322000026702881,0.6335999965667725,0.6441999673843384,0.6326000094413757,0.6341599941253662
0.6308000087738037,0.6362000107765198,0.6389999985694885,0.6425999999046326,0.6394000053405762,0.6376000046730042
0.6358000040054321,0.6376000046730042,0.6276000142097473,0.6430000066757202,0.647599995136261,0.6383200049400329
0.6348000168800354,0.6273999810218811,0.6462000012397766,0.647599995136261,0.6473999619483948,0.6406799912452698
0.63919997215271,0.6484000086784363,0.645799994468689,0.6553999781608582,0.6380000114440918,0.645359992980957
0.6495999693870544,0.644599974155426,0.6495999693870544,0.6455999612808228,0.6513999700546265,0.6481599688529969
0.6499999761581421,0.6449999809265137,0.6462000012397766,0.6385999917984009,0.6574000120162964,0.6474399924278259
0.644599974155426,0.6481999754905701,0.6579999923706055,0.6517999768257141,0.6489999890327454,0.6503199815750123
0.6517999768257141,0.6539999842643738,0.6545999646186829,0.6621999740600586,0.6459999680519104,0.6537199735641479
0.6473999619483948,0.6545999646186829,0.651199996471405,0.6539999842643738,0.6563999652862549,0.6527199745178223
0.6421999931335449,0.6581999659538269,0.6628000140190125,0.6534000039100647,0.6455999612808228,0.6524399876594543
0.6516000032424927,0.6610000133514404,0.6628000140190125,0.6588000059127808,0.6484000086784363,0.6565200090408325
0.6466000080108643,0.652999997138977,0.6588000059127808,0.667199969291687,0.6534000039100647,0.6557999968528747
0.6430000066757202,0.6523999571800232,0.6583999991416931,0.6579999923706055,0.6531999707221985,0.6529999852180481
0.6539999842643738,0.6624000072479248,0.6649999618530273,0.6577999591827393,0.6502000093460083,0.6578799843788147
0.6559999585151672,0.6643999814987183,0.663599967956543,0.6631999611854553,0.6588000059127808,0.661199975013733
0.6531999707221985,0.6629999876022339,0.6647999882698059,0.665399968624115,0.6539999842643738,0.6600799798965454
0.6561999917030334,0.6656000018119812,0.6675999760627747,0.663599967956543,0.6565999984741211,0.6619199872016907
0.6535999774932861,0.6657999753952026,0.6620000004768372,0.6620000004768372,0.6588000059127808,0.6604399919509888
0.6570000052452087,0.6642000079154968,0.66839998960495,0.667199969291687,0.6615999937057495,0.6636799931526184
0.6553999781608582,0.6656000018119812,0.670199990272522,0.6669999957084656,0.6592000126838684,0.663479995727539
0.6577999591827393,0.6638000011444092,0.6599999666213989,0.6674000024795532,0.6588000059127808,0.6615599870681763
0.6545999646186829,0.661799967288971,0.6675999760627747,0.6661999821662903,0.6581999659538269,0.6616799712181092
0.6589999794960022,0.6621999740600586,0.6679999828338623,0.6613999605178833,0.6547999978065491,0.6610799789428711
0.6613999605178833,0.6746000051498413,0.6629999876022339,0.665399968624115,0.6682000160217285,0.6665199875831604
0.6625999808311462,0.6628000140190125,0.6633999943733215,0.665399968624115,0.663599967956543,0.6635599851608276
0.6553999781608582,0.6613999605178833,0.6664000153541565,0.6631999611854553,0.6592000126838684,0.6611199855804444
