/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.001_0-50_tb.csv,row_average
1.5836427211761477,1.6926976442337036,1.5254679918289185,1.518014669418335,1.5186091661453247,1.5676864385604858
1.592601299285889,1.6556469202041626,1.5013161897659302,1.5847177505493164,1.5283236503601074,1.572521162033081
1.5713605880737305,1.54182767868042,1.5557714700698853,1.7488012313842771,1.551052451133728,1.5937626838684082
1.65949547290802,1.5877888202667236,1.565463900566101,1.6349905729293823,1.5881805419921875,1.607183861732483
1.5183651447296145,1.6354432106018066,1.426560401916504,1.5479174852371216,1.5334200859069824,1.5323412656784057
1.5027145147323608,1.4926928281784058,1.405938744544983,1.7193580865859983,1.547849178314209,1.5337106704711914
1.5504504442214966,1.676211953163147,1.4589275121688845,1.5575504302978516,1.4586268663406372,1.5403534412384032
1.514374613761902,1.5452351570129397,1.373981475830078,1.5572420358657837,1.5011380910873413,1.4983942747116088
1.6069966554641724,1.5434690713882446,1.480956792831421,1.6756446361541748,1.571880578994751,1.5757895469665528
1.568816065788269,1.5498535633087158,1.5167596340179443,1.6098779439926147,1.522263765335083,1.5535141944885253
1.4582821130752563,1.6049668788909912,1.435497164726257,1.6074329614639282,1.4788906574249268,1.517013955116272
1.5203930139541626,1.62624192237854,1.4219969511032104,1.5368900299072266,1.5145342350006104,1.52401123046875
1.52249014377594,1.59980571269989,1.5756880044937134,1.5233875513076782,1.4849995374679563,1.5412741899490356
1.4869632720947266,1.5195680856704712,1.4729480743408203,1.5734864473342896,1.4671159982681274,1.504016375541687
1.581609845161438,1.6379854679107666,1.4283143281936646,1.5292854309082031,1.509851098060608,1.537409234046936
1.4530413150787354,1.4986473321914673,1.506962537765503,1.5297138690948486,1.4921797513961792,1.4961089611053466
1.4532577991485596,1.5481914281845093,1.451114058494568,1.567131519317627,1.4576791524887085,1.4954747915267945
1.469414234161377,1.5501097440719604,1.4059314727783203,1.504084229469299,1.4813024997711182,1.482168436050415
1.4433060884475708,1.4528599977493286,1.4167277812957764,1.4595980644226074,1.4924006462097168,1.452978515625
1.4672555923461914,1.565257906913757,1.461696743965149,1.510940432548523,1.4468694925308228,1.4904040336608886
1.4545681476593018,1.4657642841339111,1.4223802089691162,1.5058528184890747,1.443770170211792,1.4584671258926392
1.4296422004699707,1.5041066408157349,1.450504183769226,1.5388168096542358,1.4272652864456177,1.470067024230957
1.452432632446289,1.542815327644348,1.481691837310791,1.4586035013198853,1.4340407848358154,1.4739168167114258
1.4493720531463623,1.5105901956558228,1.4313400983810425,1.5076463222503662,1.4615451097488403,1.4720987558364869
1.44711172580719,1.4558690786361694,1.4005305767059326,1.463925004005432,1.4327454566955566,1.440036368370056
1.5935331583023071,1.5180708169937134,1.4124680757522583,1.5256125926971436,1.381797432899475,1.4862964153289795
1.5051053762435913,1.505219578742981,1.399314522743225,1.4854005575180054,1.571016788482666,1.4932113647460938
1.410914421081543,1.481739163398743,1.404705286026001,1.441752791404724,1.511196851730347,1.4500617027282714
1.4308655261993408,1.4716293811798096,1.3964794874191284,1.5037634372711182,1.4158170223236084,1.4437109708786011
1.4105110168457031,1.4965322017669678,1.4422024488449097,1.4857780933380127,1.4244356155395508,1.451891875267029
1.381345510482788,1.4639663696289062,1.4018852710723877,1.4426138401031494,1.475645661354065,1.4330913305282593
1.367116093635559,1.4719884395599363,1.3856300115585327,1.4669231176376345,1.46288001537323,1.4309075355529786
1.406919002532959,1.498396873474121,1.3891828060150146,1.5047096014022827,1.4081721305847168,1.441476082801819
1.374618649482727,1.463237166404724,1.3771941661834717,1.468386173248291,1.4352288246154783,1.4237329959869385
1.4149610996246338,1.4876652956008911,1.408034324645996,1.4527132511138916,1.40182626247406,1.4330400466918944
1.3866982460021973,1.4871172904968262,1.375179409980774,1.4639933109283447,1.4313730001449585,1.42887225151062
1.4038795232772827,1.4800115823745728,1.4069664478302002,1.491118550300598,1.4317643642425537,1.4427480936050414
1.3616613149642944,1.4337787628173828,1.3700493574142456,1.4701377153396606,1.4273357391357422,1.4125925779342652
1.3730473518371582,1.4596909284591677,1.3882625102996826,1.481415629386902,1.4187736511230469,1.4242380142211915
1.3788917064666748,1.4326778650283811,1.3914361000061035,1.4622399806976318,1.4054396152496338,1.414137053489685
1.3657995462417605,1.4723716974258425,1.3953438997268677,1.474303960800171,1.431320309638977,1.4278278827667237
1.36225426197052,1.4641883373260498,1.390528917312622,1.4241024255752563,1.4353559017181396,1.4152859687805175
1.3550076484680176,1.4448333978652954,1.3749006986618042,1.4798234701156616,1.4032562971115112,1.411564302444458
1.383575201034546,1.4842370748519895,1.3477526903152466,1.4729485511779783,1.4309160709381104,1.4238859176635743
1.379472255706787,1.4835193157196045,1.3816659450531006,1.4627928733825684,1.418696403503418,1.4252293586730957
1.3629757165908811,1.4400954246520996,1.3527156114578247,1.4736779928207395,1.4135340452194214,1.4085997581481933
1.3583588600158691,1.451457142829895,1.406322956085205,1.4606373310089111,1.4369308948516846,1.422741436958313
1.374163031578064,1.448569416999817,1.3784762620925903,1.4815088510513306,1.4227560758590698,1.4210947275161743
1.3772258758544922,1.4434397220611572,1.362095832824707,1.4781510829925537,1.4056556224822998,1.413313627243042
1.371064066886902,1.4750224351882937,1.3846604824066162,1.4658514261245728,1.4246675968170166,1.4242532014846803
1.390356183052063,1.4513691663742063,1.3859846591949463,1.449151873588562,1.4128005504608154,1.4179324865341187
1.3788076639175415,1.4732344150543213,1.402886986732483,1.469732642173767,1.4281623363494873,1.43056480884552
1.372803807258606,1.481294870376587,1.3702906370162964,1.4577869176864624,1.420356273651123,1.4205065011978149
1.3419227600097656,1.468687653541565,1.364292860031128,1.4764487743377686,1.4300771951675415,1.4162858486175538
1.3716797828674316,1.4655232429504397,1.3731634616851809,1.4828460216522217,1.4318312406539917,1.4250087499618531
1.3689095973968506,1.4837706089019775,1.3923425674438477,1.4647318124771118,1.450838327407837,1.432118582725525
1.382435321807861,1.4903208017349243,1.365794658660889,1.4753602743148804,1.4453301429748535,1.4318482398986816
1.3511512279510498,1.4772971868515017,1.392301082611084,1.5131009817123413,1.4324945211410522,1.4332690000534059
1.382701396942139,1.458014965057373,1.380841612815857,1.4789003133773804,1.421402096748352,1.4243720769882202
1.3732210397720337,1.4929641485214231,1.3652034997940063,1.4608930349349976,1.4491517543792725,1.4282866954803466
