/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.001_0-50_tb.csv,row_average
3.9707727432250977,3.9011270999908447,3.8342325687408447,3.8919713497161865,3.9142849445343018,3.902477741241455
3.5821566581726074,3.6591858863830566,3.5914456844329834,3.561635971069336,3.561886787414551,3.591262197494507
3.42105770111084,3.390239953994751,3.375970363616944,3.406560182571411,3.365110397338867,3.3917877197265627
3.2324793338775635,3.208035945892334,3.25376558303833,3.2161355018615723,3.1666531562805176,3.2154139041900636
3.011720657348633,3.0639474391937256,3.0934946537017822,3.025981903076172,2.930279493331909,3.0250848293304444
2.851381063461304,2.9561378955841064,2.9921841621398926,2.831531047821045,2.847243309020996,2.8956954956054686
2.778064489364624,2.7835898399353027,2.7780301570892334,2.702206611633301,2.754300832748413,2.7592383861541747
2.617166757583618,2.601666212081909,2.6139419078826904,2.598805427551269,2.6208786964416504,2.6104918003082274
2.58138108253479,2.603811740875244,2.590727567672729,2.517389297485352,2.5181283950805664,2.562287616729736
2.4378228187561035,2.472125768661499,2.48628568649292,2.546633243560791,2.4660089015960693,2.4817752838134766
2.3834614753723145,2.4042458534240723,2.447804927825928,2.3232202529907227,2.3369791507720947,2.379142332077026
2.279040575027466,2.4058079719543457,2.4011058807373047,2.29903244972229,2.240370512008667,2.3250714778900146
2.267918109893799,2.377702236175537,2.3091847896575928,2.334495306015014,2.1756153106689453,2.292983150482178
2.212026596069336,2.2844576835632324,2.2260842323303223,2.187705516815185,2.2247486114501958,2.2270045280456543
2.2288119792938232,2.2036795616149902,2.170518398284912,2.1715126037597656,2.0971105098724365,2.1743266105651857
2.1303014755249023,2.1484508514404297,2.1963798999786377,2.1195218563079834,2.103830337524414,2.1396968841552733
2.089266300201416,2.1266794204711914,2.152660608291626,2.126448631286621,2.055762529373169,2.1101634979248045
2.093666315078736,2.1574106216430664,2.111646890640259,2.046518325805664,2.0206997394561768,2.0859883785247804
2.0294618606567383,2.112604856491089,2.104177951812744,2.0533523559570312,1.973687767982483,2.054656958580017
1.9669944047927856,2.1085317134857178,2.0400636196136475,2.016489028930664,1.995001077651977,2.0254159688949587
1.9839907884597776,2.0610790252685547,2.044066905975342,2.00920844078064,1.953558564186096,2.010380744934082
1.9723639488220213,2.05311131477356,1.987754225730896,1.92816698551178,1.9400112628936768,1.9762815475463866
1.89755380153656,1.9968737363815308,1.9686766862869265,1.9619547128677368,1.986162066459656,1.962244200706482
1.957140326499939,2.019272327423096,1.9516111612319944,1.9635162353515625,1.893626689910889,1.957033348083496
1.930016040802002,1.9612183570861816,1.944729566574097,1.9307777881622317,1.9252829551696775,1.9384049415588378
1.8711516857147217,1.946057677268982,1.9179117679595947,1.900062084197998,1.9137675762176516,1.9097901582717896
1.9100500345230105,1.932090759277344,1.89937961101532,1.9285699129104612,1.878418564796448,1.909701776504517
1.85946786403656,1.9158802032470703,1.95623791217804,1.8717681169509888,1.8967205286026,1.9000149250030518
1.922274470329285,1.9135937690734863,1.842378854751587,1.860567569732666,1.7902292013168335,1.8658087730407715
1.866921544075012,1.9092321395874023,1.867651104927063,1.832051515579224,1.8856565952301023,1.8723025798797608
1.8336470127105715,1.9106024503707888,1.8788024187088013,1.8637889623641968,1.8699122667312624,1.8713506221771241
1.850730299949646,1.891718506813049,1.8125362396240237,1.8540138006210327,1.8661056756973269,1.8550209045410155
1.826602816581726,1.874588131904602,1.8554741144180296,1.7746853828430176,1.831675410270691,1.8326051712036133
1.80708110332489,1.853127121925354,1.833502173423767,1.8307204246521,1.8205766677856443,1.829001498222351
1.8317350149154663,1.841308832168579,1.785150170326233,1.882203459739685,1.8053678274154663,1.829153060913086
1.818540453910828,1.8467535972595213,1.805280923843384,1.8124459981918333,1.8287112712860107,1.8223464488983154
1.8131134510040283,1.8540077209472656,1.8503267765045168,1.8527147769927976,1.790239930152893,1.8320805311203003
1.8553959131240845,1.9182649850845337,1.7942626476287842,1.7866220474243164,1.749165654182434,1.8207422494888306
1.8300527334213257,1.854111194610596,1.7657616138458252,1.770478129386902,1.757074952125549,1.7954957246780396
1.7696337699890137,1.801883339881897,1.7814797163009644,1.8259217739105225,1.7743546962738037,1.7906546592712402
1.796196222305298,1.8036209344863887,1.7817676067352295,1.8546756505966189,1.74926495552063,1.797105073928833
1.846185326576233,1.7641894817352295,1.7552250623703003,1.7895201444625854,1.798948884010315,1.7908137798309327
1.8043729066848757,1.824687361717224,1.8203712701797483,1.8066351413726809,1.7337530851364136,1.7979639530181886
1.7978729009628296,1.8378669023513796,1.793808937072754,1.7806731462478638,1.7189387083053589,1.785832118988037
1.804298996925354,1.7954721450805664,1.7435345649719238,1.7820509672164917,1.7773863077163696,1.780548596382141
1.7488933801651,1.8030425310134888,1.74769389629364,1.7582889795303345,1.739385008811951,1.7594607591629028
1.7940958738327026,1.830505847930908,1.783008098602295,1.7671605348587036,1.8147544860839844,1.7979049682617188
1.75671648979187,1.776009202003479,1.733107566833496,1.7283358573913574,1.8083045482635496,1.7604947328567504
1.740556716918945,1.7807685136795044,1.6980962753295898,1.7237136363983154,1.773685336112976,1.7433640956878662
1.71919584274292,1.7764965295791626,1.7323377132415771,1.7397332191467283,1.776039958000183,1.7487606525421142
2.1425318717956543,2.3101677894592285,2.359360933303833,2.2513539791107178,2.1519429683685303,2.243071508407593
2.052062749862671,2.377901554107666,2.1054720878601074,2.570302963256836,2.1336820125579834,2.2478842735290527
2.052411794662476,2.180086374282837,1.9457792043685915,2.027111053466797,1.9327572584152224,2.0276291370391846
2.014691114425659,1.89411735534668,1.894153356552124,2.1211578845977783,1.958750605583191,1.9765740633010864
2.081040620803833,1.9764316082000728,1.966695070266724,2.0390028953552246,1.9506176710128784,2.0027575731277465
1.8630741834640503,1.857607126235962,1.9544075727462769,1.975096344947815,2.200033187866211,1.970043683052063
1.940737247467041,1.8534340858459477,1.8370835781097408,2.091886281967163,1.8363767862319944,1.9119035959243775
1.9442102909088133,1.8051711320877075,1.799666166305542,1.9590322971343996,1.829870581626892,1.8675900936126708
1.830089807510376,1.9475582838058472,1.9085806608200075,1.7724865674972534,1.7383363246917725,1.8394103288650512
1.7979925870895386,1.7820019721984863,1.695444107055664,1.7854115962982178,1.719574809074402,1.7560850143432618
1.7863661050796509,1.7757419347763062,1.769549012184143,1.7636183500289917,1.846260905265808,1.78830726146698
1.703608751296997,1.7566556930541992,1.6753257513046265,1.834242343902588,1.7043730020523071,1.7348411083221436
1.7183676958084106,1.7892764806747437,1.723777413368225,1.9242697954177856,1.7417271137237549,1.779483699798584
1.8652405738830569,1.853744983673096,1.7016762495040894,1.9655719995498655,1.6488451957702637,1.8070158004760741
1.7264962196350098,1.7367860078811646,1.7616801261901855,1.8364471197128296,1.7729508876800537,1.7668720722198485
1.6695276498794556,1.7190598249435425,1.7098709344863892,1.7215458154678345,1.733160376548767,1.7106329202651978
1.7095283269882202,1.7073508501052856,1.6856451034545898,1.9162938594818115,1.7540298700332642,1.7545696020126342
1.662259221076965,1.6622121334075928,1.6125667095184326,1.663966417312622,1.6586331129074097,1.6519275188446045
1.75404155254364,1.6724616289138794,1.6789230108261108,1.6669979095458984,1.717309832572937,1.6979467868804932
1.6883708238601685,1.7165517807006836,1.6587648391723633,1.661435842514038,1.6946429014205933,1.6839532375335693
1.638547658920288,1.727938890457153,1.5830787420272827,1.7403342723846436,1.7133374214172363,1.6806473970413207
1.7508116960525513,1.730350136756897,1.7502470016479492,1.6589007377624512,1.6526589393615725,1.7085937023162843
1.6000083684921265,1.757326364517212,1.586560606956482,1.670181155204773,1.6407297849655151,1.6509612560272218
1.66347074508667,1.753968596458435,1.6873451471328735,1.6487483978271484,1.6447347402572632,1.679653525352478
1.557193398475647,1.6333729028701782,1.5581581592559814,1.7530560493469238,1.592658758163452,1.6188878536224365
1.5641231536865234,1.8086509704589844,1.5790170431137085,1.6835598945617676,1.739067792892456,1.674883770942688
1.7072712182998655,1.7878650426864624,1.626115083694458,1.6019514799118042,1.549710392951965,1.654582643508911
1.9188940525054927,1.870290756225586,1.6825158596038818,1.7862943410873413,1.614201307296753,1.774439263343811
1.6655924320220947,1.563067078590393,1.600162148475647,1.716609239578247,1.6286221742630005,1.6348106145858765
1.7300070524215698,1.8200328350067136,1.5679807662963867,1.6961013078689575,1.609373688697815,1.6846991300582885
1.5729005336761477,1.6605216264724731,1.5910272598266602,1.6985926628112793,1.5654690265655518,1.6177022218704225
1.6803690195083618,1.5720645189285278,1.533140778541565,1.61545729637146,1.5824472904205322,1.5966957807540894
1.4943948984146118,1.5297383069992063,1.640043020248413,1.6778135299682615,1.692836046218872,1.6069651603698731
1.903125762939453,1.5555864572525024,1.4977854490280151,1.6900584697723389,1.596127986907959,1.6485368251800536
1.6712530851364136,1.6729960441589355,1.4947304725646973,1.7157695293426514,1.5917816162109375,1.629306149482727
1.6367334127426147,1.6878482103347778,1.4827181100845337,1.584348201751709,1.6170620918273926,1.6017420053482057
1.6838732957839966,1.6846749782562256,1.4457741975784302,1.6678210496902466,1.5398755073547363,1.604403805732727
2.058624267578125,1.5897516012191772,1.5160610675811768,1.6563255786895752,1.5808695554733276,1.6803264141082763
1.5397995710372925,1.6498048305511477,1.498222827911377,1.6261590719223022,1.493791937828064,1.5615556478500365
1.563521146774292,1.5352919101715088,1.560291409492493,1.648052215576172,1.5589215755462646,1.573215651512146
