"sample1","sample2","sample3","sample4","sample5","average"
1.56550204753876,1.59867882728577,1.71840500831604,1.66705024242401,1.69571900367737,1.64907102584839
1.6449214220047,1.67601728439331,1.57505989074707,1.62650835514069,1.66527414321899,1.63755621910095
1.57817852497101,1.5402147769928,1.69446003437042,1.74099385738373,1.71396470069885,1.65356237888336
1.53585398197174,1.57317233085632,1.63191592693329,1.73383176326752,1.6810781955719,1.63117043972015
1.64845860004425,1.60329294204712,1.7069833278656,1.63196229934692,1.60819840431213,1.63977911472321
1.58837807178497,1.58221387863159,1.60377466678619,1.70736420154572,1.87300848960876,1.67094786167145
1.5722873210907,1.64788830280304,1.60981261730194,1.57747054100037,1.6186728477478,1.60522632598877
1.70978832244873,1.56563901901245,1.7738630771637,1.63118207454681,1.62895214557648,1.66188492774963
1.53850746154785,1.63059151172638,1.535111784935,1.71727406978607,1.68610823154449,1.62151861190796
1.64153254032135,1.64242577552795,1.53954792022705,1.62011241912842,1.57539033889771,1.6038017988205
1.55392980575562,1.60008728504181,1.51569819450378,1.56866419315338,1.60953092575073,1.56958208084106
1.63533008098602,1.55799794197083,1.58009648323059,1.66832995414734,1.52570462226868,1.59349181652069
1.52775418758392,1.57365429401398,1.59406077861786,1.60261082649231,1.64852273464203,1.58932056427002
1.64652872085571,1.57914865016937,1.66444599628449,1.55739665031433,1.59665274620056,1.60883455276489
1.67394661903381,1.52908194065094,1.57053196430206,1.54313659667969,1.56650483608246,1.57664039134979
1.50783705711365,1.63605058193207,1.59684669971466,1.58864831924438,1.53306210041046,1.57248895168304
1.54329788684845,1.65956568717957,1.66559171676636,1.50396335124969,1.60997045040131,1.59647781848907
1.67357409000397,1.55424523353577,1.50724816322327,1.66671550273895,1.54588997364044,1.58953459262848
1.62274241447449,1.50501251220703,1.54765367507935,1.51070618629456,1.58096134662628,1.55341522693634
1.5477077960968,1.47918307781219,1.56027460098267,1.56572473049164,1.59388101100922,1.5493542432785
1.58777058124542,1.48533189296722,1.53306436538696,1.56335151195526,1.52766108512878,1.53943588733673
1.53449201583862,1.4813768863678,1.53332769870758,1.51204204559326,1.52887845039368,1.51802341938019
1.56032395362854,1.54002737998962,1.51471495628357,1.54455387592316,1.47071361541748,1.52606675624847
1.46668875217438,1.53549575805664,1.49686753749847,1.5126770734787,1.57052397727966,1.51645061969757
1.5319983959198,1.41320717334747,1.53843784332275,1.55968272686005,1.58949887752533,1.52656500339508
1.5142707824707,1.66670477390289,1.52688872814178,1.58072233200073,1.52108359336853,1.56193404197693
1.54359662532806,1.44686722755432,1.49485528469086,1.52830696105957,1.54955863952637,1.51263694763184
1.48805797100067,1.63848412036896,1.5237363576889,1.49002516269684,1.53098857402802,1.53425843715668
1.52917456626892,1.5303361415863,1.5913417339325,1.49736762046814,1.47840547561646,1.52532510757446
1.52546322345734,1.49049496650696,1.50522041320801,1.48604619503021,1.55951285362244,1.51334753036499
1.47454619407654,1.45458829402924,1.45591616630554,1.54576945304871,1.50705516338348,1.4875750541687
1.54239237308502,1.48225939273834,1.60055601596832,1.47419035434723,1.51368761062622,1.52261714935303
1.44810175895691,1.49352550506592,1.52766180038452,1.57193958759308,1.49689674377441,1.50762507915497
1.47232472896576,1.47760307788849,1.48377275466919,1.52949857711792,1.44827950000763,1.4822957277298
1.50865066051483,1.49020075798035,1.55093550682068,1.48300218582153,1.47163367271423,1.50088455677032
1.56563770771027,1.51878345012665,1.51190006732941,1.51856744289398,1.44511950016022,1.5120016336441
1.48348951339722,1.47312998771667,1.4998871088028,1.4873538017273,1.46596086025238,1.48196425437927
1.4996964931488,1.4667387008667,1.44701206684113,1.5329567193985,1.44060683250427,1.47740216255188
1.48160743713379,1.49019062519074,1.50281023979187,1.51173233985901,1.45100831985474,1.48746979236603
1.53397059440613,1.53205847740173,1.4881945848465,1.51118123531342,1.50886595249176,1.51485416889191
1.47451889514923,1.46342706680298,1.45269739627838,1.48884379863739,1.47050261497498,1.46999795436859
1.41693818569183,1.4664169549942,1.48663985729218,1.54314947128296,1.48469841480255,1.47956857681274
1.49791610240936,1.45370090007782,1.50370895862579,1.48121213912964,1.47208690643311,1.48172500133514
1.50168097019196,1.50157713890076,1.46198236942291,1.45865499973297,1.47166383266449,1.47911186218262
1.48575663566589,1.48347496986389,1.42215645313263,1.44352984428406,1.4285923242569,1.45270204544067
1.46963846683502,1.45887744426727,1.49794673919678,1.48364746570587,1.41970634460449,1.46596329212189
1.49510312080383,1.48368573188782,1.47885060310364,1.52036881446838,1.45232450962067,1.48606655597687
1.48712170124054,1.49149942398071,1.48746180534363,1.4376118183136,1.41627240180969,1.46399343013763
1.45744812488556,1.447918176651,1.48138463497162,1.50133383274078,1.43263816833496,1.46414458751678
1.48963356018066,1.44857108592987,1.47888374328613,1.47374260425568,1.41745173931122,1.46165654659271
1.48015642166138,1.46773195266724,1.44312381744385,1.44286692142487,1.42438781261444,1.45165338516235
1.47590804100037,1.43285489082336,1.49857831001282,1.44488394260407,1.43721067905426,1.45788717269897
1.4627126455307,1.42543268203735,1.45130586624146,1.45622038841248,1.42412161827087,1.44395864009857
1.45982372760773,1.46785986423492,1.47382009029388,1.4470602273941,1.45815134048462,1.46134305000305
1.4598640203476,1.39649105072021,1.47510421276093,1.4473397731781,1.40286719799042,1.43633325099945
1.49808359146118,1.44256317615509,1.45767748355865,1.44122111797333,1.39322590827942,1.44655425548553
1.48566889762878,1.4461886882782,1.43036091327667,1.46371877193451,1.4424067735672,1.45366880893707
1.44569563865662,1.42812538146973,1.45679557323456,1.46773517131805,1.43853950500488,1.44737825393677
1.44691300392151,1.45049250125885,1.43562984466553,1.45060992240906,1.40078091621399,1.43688523769379
1.47650074958801,1.42951858043671,1.44695115089417,1.43587362766266,1.44203674793243,1.4461761713028
1.46476149559021,1.42313241958618,1.44387292861938,1.45053243637085,1.42110788822174,1.44068143367767
1.47887742519379,1.42954409122467,1.46787703037262,1.46081435680389,1.40762436389923,1.44894745349884
1.46457290649414,1.42567181587219,1.45592796802521,1.44550836086273,1.42202353477478,1.44274091720581
1.47123289108276,1.44911885261536,1.48532152175903,1.45049726963043,1.41612720489502,1.45445954799652
1.45488560199738,1.44626188278198,1.44857633113861,1.47393846511841,1.44317245483398,1.45336694717407
1.47333443164825,1.42831802368164,1.43581295013428,1.44600117206574,1.42680776119232,1.44205486774445
1.47189879417419,1.439537525177,1.46032845973969,1.45721530914307,1.4567312002182,1.45714225769043
1.48120903968811,1.45585978031158,1.45842587947845,1.45646190643311,1.43969011306763,1.45832934379578
1.48462224006653,1.41099798679352,1.4413332939148,1.44627749919891,1.42646610736847,1.44193942546844
1.47258007526398,1.44875717163086,1.44217801094055,1.46283769607544,1.43158602714539,1.45158779621124
1.4751809835434,1.45238399505615,1.47033476829529,1.46856200695038,1.45002865791321,1.46329808235168
1.48223423957825,1.4456615447998,1.45291566848755,1.45553302764893,1.47231149673462,1.46173119544983
1.49383473396301,1.4393185377121,1.48532891273499,1.47923851013184,1.43974649906158,1.4674934387207
1.49823689460754,1.45782423019409,1.46056842803955,1.45055460929871,1.46087336540222,1.46561150550842
1.49992418289185,1.44389152526855,1.45238029956818,1.47253894805908,1.46545267105103,1.46683752536774
