"sample1","sample2","sample3","sample4","sample5","average"
3.93948101997375,3.95574426651001,3.88545536994934,3.93654751777649,3.96572113037109,3.93658986091614
3.58642888069153,3.50664234161377,3.66634917259216,3.63318157196045,3.62378787994385,3.60327796936035
3.3800094127655,3.33671593666077,3.47861194610596,3.42670154571533,3.44597578048706,3.41360292434692
3.32407450675964,3.14017271995544,3.23367142677307,3.22728514671326,3.22177505493164,3.22939577102661
3.06588840484619,2.96144080162048,3.06112885475159,3.00959634780884,2.98416757583618,3.01644439697266
2.86081624031067,2.82597303390503,2.92614150047302,2.81968903541565,2.85158681869507,2.85684132575989
2.72892332077026,2.7141854763031,2.7599573135376,2.7333779335022,2.76077675819397,2.73944416046143
2.60868716239929,2.58590912818909,2.67716670036316,2.67644906044006,2.55537915229797,2.62071824073791
2.52105093002319,2.52922129631042,2.52192854881287,2.60049915313721,2.57402324676514,2.54934463500977
2.46543455123901,2.44054794311523,2.44169354438782,2.42972254753113,2.44940900802612,2.44536151885986
2.37670302391052,2.40207624435425,2.41466355323791,2.34584999084473,2.48144292831421,2.40414714813232
2.27762174606323,2.28337383270264,2.37232947349548,2.30725574493408,2.41303205490112,2.33072257041931
2.25672388076782,2.26004695892334,2.25649809837341,2.29647397994995,2.26459527015686,2.26686763763428
2.24881625175476,2.1949188709259,2.15993213653564,2.20978474617004,2.25102210044861,2.21289482116699
2.19348239898682,2.17523670196533,2.09879946708679,2.12941956520081,2.13227367401123,2.1458423614502
2.13047170639038,2.15672397613525,2.08844470977783,2.12123370170593,2.15149617195129,2.12967405319214
2.18035364151001,2.03409123420715,2.08418726921082,2.09306836128235,2.0970778465271,2.09775567054749
2.07947516441345,2.00790882110596,2.03296089172363,2.079514503479,2.09822034835815,2.05961594581604
2.14437413215637,1.97869944572449,1.98612117767334,1.99989640712738,2.07813811302185,2.03744585514069
2.10691523551941,1.97364342212677,1.99792635440826,1.98600697517395,2.01182746887207,2.01526389122009
2.00541663169861,1.98025929927826,1.98823964595795,1.99890780448914,2.07672095298767,2.00990886688232
1.96136116981506,1.97102403640747,2.00764226913452,1.94434821605682,2.07200789451599,1.99127671718597
1.95503807067871,1.93989932537079,1.92927491664886,1.98788607120514,1.93239665031433,1.94889900684357
1.88753283023834,1.94764935970306,1.9052267074585,1.97377455234528,1.97663557529449,1.93816380500793
2.05348563194275,1.87614488601685,1.93459463119507,1.89829170703888,1.9038872718811,1.93328082561493
1.93653273582459,1.89736771583557,1.88621318340302,1.8688235282898,1.91330194473267,1.90044782161713
1.93018698692322,1.88799679279327,1.88071751594543,1.88073182106018,1.90779781341553,1.89748618602753
1.84219717979431,1.87733709812164,1.90044403076172,1.8537220954895,1.88587844371796,1.87191576957703
1.86686038970947,1.85199356079102,1.81590986251831,1.85070204734802,1.90596151351929,1.85828547477722
1.91873729228973,1.85479724407196,1.89140570163727,1.84219431877136,1.8714097738266,1.87570886611938
1.87201654911041,1.86107707023621,1.84912812709808,1.89093625545502,1.8748939037323,1.8696103811264
1.85148644447327,1.8197124004364,1.80064368247986,1.88084089756012,1.91083657741547,1.85270400047302
1.80175888538361,1.79757499694824,1.82038080692291,1.85831201076508,1.83982539176941,1.82357041835785
1.8484491109848,1.85145449638367,1.784912109375,1.83165466785431,1.84988081455231,1.83327023983002
1.87069272994995,1.79003858566284,1.81600201129913,1.78355550765991,1.8001960515976,1.81209697723389
1.74737453460693,1.81498205661774,1.81123721599579,1.81161081790924,1.8153373003006,1.80010838508606
1.85490262508392,1.78116953372955,1.78790843486786,1.82917439937592,1.83423960208893,1.81747891902924
1.76602852344513,1.78126645088196,1.79813706874847,1.83121538162231,1.86108660697937,1.80754680633545
1.78680193424225,1.77123188972473,1.73782253265381,1.81805491447449,1.80695879459381,1.78417401313782
1.81635165214539,1.74243938922882,1.82200455665588,1.74682474136353,1.81919372081757,1.78936281204224
1.78367376327515,1.78428077697754,1.74947929382324,1.7510359287262,1.7250679731369,1.75870754718781
1.8303781747818,1.81100654602051,1.76569032669067,1.88581693172455,1.82144379615784,1.82286715507507
1.76196706295013,1.74169933795929,1.80855143070221,1.81233239173889,1.78668832778931,1.78224771022797
1.77404701709747,1.74690663814545,1.72303128242493,1.79201364517212,1.73915278911591,1.75503027439117
1.72677624225616,1.78400206565857,1.79129302501678,1.77184104919434,1.78936779499054,1.77265603542328
1.80664968490601,1.71801257133484,1.73843014240265,1.77940607070923,1.79861795902252,1.76822328567505
1.7671765089035,1.7641966342926,1.73793339729309,1.77663898468018,1.79419326782227,1.76802775859833
1.79802477359772,1.77112638950348,1.69805335998535,1.75399267673492,1.74021172523499,1.75228178501129
1.77017605304718,1.70391690731049,1.72259783744812,1.73307526111603,1.74098837375641,1.73415088653564
1.72215270996094,1.7107902765274,1.75256526470184,1.73090493679047,1.73779404163361,1.73084144592285
2.34652709960937,2.10170769691467,2.64305186271667,2.18068671226501,2.29164052009583,2.31272277832031
2.11172819137573,2.02827334403992,2.20745611190796,1.9998334646225,2.09178972244263,2.08781616687775
1.97752749919891,2.1097846031189,2.01485180854797,2.09746384620666,2.08772563934326,2.05747067928314
1.95660579204559,2.04933905601501,1.89056134223938,1.91970133781433,1.94982767105103,1.95320703983307
1.88807594776154,1.85139441490173,1.92127096652985,1.84323680400848,2.00544190406799,1.90188400745392
1.88561725616455,1.79392397403717,1.87579870223999,1.99637997150421,1.892498254776,1.88884363174438
1.77159404754639,1.94906580448151,1.70736992359161,1.93271517753601,1.79281938076019,1.83071286678314
2.01540040969849,1.75282454490662,1.87623834609985,1.7758994102478,1.81839966773987,1.84775247573853
1.77784049510956,1.84813821315765,1.87080693244934,1.75285339355469,1.76187241077423,1.80230228900909
1.89054131507874,1.72194135189056,1.73245322704315,1.79244005680084,1.75581121444702,1.77863743305206
1.68044865131378,1.81760919094086,1.81728553771973,1.89058458805084,1.73410785198212,1.78800716400146
1.78785276412964,1.72538650035858,1.76837992668152,1.77770495414734,1.83089220523834,1.77804327011108
1.69718945026398,1.7087230682373,1.70008134841919,1.84269332885742,1.66027903556824,1.72179324626923
1.7944827079773,1.69611406326294,1.82161140441895,1.71619081497192,1.77253437042236,1.76018667221069
1.73914480209351,1.71006155014038,1.69875133037567,1.91482877731323,1.72787404060364,1.75813210010529
1.74254667758942,1.69469475746155,1.72700786590576,1.77716314792633,1.77450919151306,1.74318432807922
1.77213203907013,1.79831671714783,1.71656095981598,1.7562335729599,1.91124296188355,1.79089725017548
1.64295017719269,1.66481649875641,1.73673820495605,1.69715940952301,1.73943889141083,1.6962206363678
1.82912397384644,1.71223890781403,1.6685174703598,1.83958852291107,1.68294024467468,1.7464818239212
1.71498811244965,1.6254426240921,1.71084249019623,1.69476234912872,1.72432410717011,1.69407193660736
1.7535914182663,1.62665688991547,1.70657229423523,1.73858988285065,1.69148862361908,1.70337982177734
1.6184401512146,1.78382480144501,1.63383114337921,1.68224895000458,1.72319841384888,1.68830869197845
1.67556607723236,1.62023186683655,1.64052593708038,1.62425541877747,1.71917545795441,1.65595095157623
1.72633635997772,1.62619197368622,1.61155331134796,1.700679063797,1.73339521884918,1.67963118553162
1.57906198501587,1.71505856513977,1.6844722032547,1.58978044986725,1.66843295097351,1.64736123085022
