/home/miura/lab/KD-hdas/results/stat/0-50/g-0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.001_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.001_0-50_tb.csv,row_average
1.9150766134262085,1.845678448677063,1.8948392868041992,1.868377685546875,1.897732138633728,1.8843408346176147
1.874595165252685,1.8322893381118772,1.8484970331192017,1.900399088859558,1.821293592453003,1.8554148435592652
1.7965149879455566,1.7771878242492676,1.871931076049805,1.8522814512252808,1.882560133934021,1.8360950946807861
1.7868167161941528,1.7968116998672483,1.855712294578552,1.8706754446029663,1.889065146446228,1.8398162603378296
1.8822484016418457,1.847198247909546,1.816896915435791,1.8299113512039185,1.8255871534347532,1.8403684139251708
1.8029662370681765,1.7931727170944214,1.816872000694275,1.909326672554016,1.7863569259643557,1.8217389106750488
1.81809675693512,1.7504146099090576,1.8870258331298828,1.8269964456558228,1.839151382446289,1.8243370056152344
1.7962862253189087,1.770311713218689,1.8429052829742432,1.8676801919937132,1.8438879251480105,1.824214267730713
1.850231409072876,1.7725268602371216,1.8851518630981443,1.7565656900405884,1.7917567491531372,1.8112465143203735
1.8052324056625368,1.7605191469192505,1.7934706211090088,1.801807522773743,1.8049687147140503,1.7931996822357177
1.8483142852783203,1.7309439182281494,1.779202938079834,1.846929669380188,1.7742875814437866,1.7959356784820557
1.7752469778060913,1.7638342380523682,1.7919572591781616,1.7996069192886353,1.8004276752471924,1.7862146139144897
1.8045275211334229,1.8064287900924685,1.7789263725280762,1.7653995752334597,1.8462600708007808,1.8003084659576416
1.8332027196884155,1.7490359544754028,1.80362868309021,1.7805795669555664,1.773533821105957,1.7879961490631104
1.7690702676773071,1.7025701999664309,1.826201319694519,1.7516528367996216,1.7725951671600342,1.7644179582595825
1.743200182914734,1.7695856094360352,1.7453912496566772,1.7538461685180664,1.7532786130905151,1.7530603647232055
1.7633943557739258,1.764585256576538,1.788217306137085,1.759352684020996,1.8406853675842283,1.7832469940185547
1.8218938112258911,1.782615303993225,1.7689040899276731,1.7618361711502075,1.749118447303772,1.776873564720154
1.7356630563735962,1.78830885887146,1.7678067684173584,1.7642343044281006,1.833510518074036,1.7779047012329101
1.7028436660766602,1.7390762567520142,1.768052339553833,1.733692288398743,1.7301546335220337,1.7347638368606568
1.7399557828903198,1.7131797075271606,1.8428843021392824,1.7357527017593384,1.7158037424087524,1.7495152473449707
2.526787042617798,2.124657154083252,2.290165424346924,2.267331123352051,2.3072257041931152,2.303233289718628
2.223141670227051,2.0549333095550537,2.2921416759490967,2.1264710426330566,2.046494722366333,2.148636484146118
2.1426379680633545,2.136819839477539,2.080828905105591,1.9862486124038696,1.9667670726776123,2.062660479545593
1.9236564636230469,1.9983508586883545,2.1083297729492188,1.9093071222305296,1.9592655897140503,1.9797819614410401
1.9252201318740845,1.871997714042664,1.9900472164154053,1.90912663936615,1.9288126230239868,1.925040864944458
2.012291669845581,1.9821845293045044,1.8981819152832031,2.000840425491333,1.9813486337661743,1.9749694347381592
1.87166440486908,1.8550291061401367,1.806327223777771,1.896507143974304,1.891046404838562,1.8641148567199708
1.7952216863632202,1.8263297080993648,1.8068909645080569,1.9060156345367432,1.7804549932479858,1.8229825973510743
1.89424467086792,1.786013960838318,1.954919695854187,1.7532473802566528,1.755805730819702,1.828846287727356
1.7901955842971802,1.7260020971298218,1.772364616394043,1.823126196861267,1.7989784479141235,1.7821333885192872
1.8148049116134644,1.912045955657959,1.7063652276992798,1.720470905303955,1.780259132385254,1.7867892265319825
1.7598665952682495,1.6703203916549685,1.8298269510269165,1.8032495975494385,1.7552281618118286,1.7636983394622803
1.7447153329849243,1.6941086053848269,1.784765601158142,1.7409895658493042,1.7305526733398438,1.7390263557434082
1.689849019050598,1.8384488821029663,1.726359724998474,1.8257417678833008,1.7232387065887451,1.760727620124817
1.9766615629196167,1.745890498161316,1.7841506004333496,1.8230310678482056,1.7331993579864502,1.8125866174697876
1.7990355491638184,1.6801944971084597,1.9556602239608765,1.6495362520217896,1.7265987396240234,1.7622050523757935
1.6797873973846436,1.6887340545654297,1.7766119241714478,1.9437495470047,1.7431164979934692,1.766399884223938
1.670092225074768,1.7024589776992798,1.7878903150558472,1.702846646308899,1.711323857307434,1.7149224042892457
1.6695255041122437,1.5868396759033203,1.8244612216949463,1.815076470375061,1.665724754333496,1.7123255252838134
1.7767826318740845,1.6504381895065308,1.7216283082962036,1.7258254289627075,1.6388933658599854,1.7027135848999024
1.7058353424072266,1.5955893993377686,1.7065809965133667,1.6901719570159912,1.6176259517669678,1.6631607294082642
1.8420631885528564,1.719470500946045,1.7931554317474363,1.635939359664917,1.6832225322723389,1.7347702026367187
1.714771032333374,1.6643894910812378,2.045374870300293,1.9252890348434448,1.7229197025299072,1.8145488262176515
1.6705461740493774,1.5423742532730105,1.7179248332977295,1.68212890625,1.6736252307891846,1.6573198795318604
1.628014326095581,1.5385798215866089,1.6153383255004885,1.666650652885437,1.614902138710022,1.6126970529556275
1.773733139038086,1.6312265396118164,1.747130274772644,1.6565853357315063,1.7247967720031738,1.7066944122314454
1.6579577922821045,1.6500954627990725,1.7266672849655151,1.730162501335144,1.6255923509597778,1.6780950784683228
1.6982216835021973,1.763672947883606,1.70057213306427,1.7535967826843262,1.5793631076812744,1.6990853309631349
1.5839006900787354,1.6708928346633911,1.9155049324035645,1.698513746261597,1.7581826448440552,1.7253989696502685
1.597901701927185,1.6003117561340332,1.6029775142669678,1.7548694610595703,1.6985734701156616,1.6509267807006835
1.6568726301193235,1.832675099372864,1.6692533493041992,1.6047738790512085,1.5630091428756714,1.6653168201446533
1.8084290027618408,1.6265554428100586,1.6752558946609497,1.533110499382019,1.5664459466934204,1.6419593572616578
1.7699120044708252,1.5467228889465332,1.5928126573562622,1.7061169147491455,1.559195041656494,1.634951901435852
1.584964394569397,1.5314843654632568,1.6541824340820312,1.6650173664093018,1.6068326234817505,1.6084962368011475
1.5598092079162598,1.565472960472107,1.6535955667495728,1.6746946573257446,1.697487711906433,1.6302120208740234
1.605629801750183,1.58799946308136,1.7194125652313232,1.5833238363265991,1.5620694160461426,1.6116870164871215
1.6220674514770508,1.5505858659744265,1.6193472146987915,1.4766546487808228,1.6643929481506348,1.5866096258163451
1.5287632942199707,1.631680250167847,1.625704050064087,1.6053862571716309,1.518062710762024,1.5819193124771118
1.5575411319732666,1.6284527778625488,1.5461854934692385,1.5575236082077026,1.5471311807632446,1.5673668384552002
1.5799217224121094,1.5813835859298706,1.6275650262832642,1.579545974731445,1.6632471084594729,1.6063326835632323
1.512049674987793,1.5155203342437744,1.609100341796875,1.4892582893371582,1.7002979516983032,1.5652453184127808
1.485557198524475,1.509625792503357,1.5680474042892456,1.7111878395080566,1.5910751819610596,1.5730986833572387
1.5607622861862185,1.5966689586639404,1.616498589515686,1.6104410886764526,1.453136682510376,1.5675015211105348
1.5547364950180054,1.4964053630828855,1.545581936836243,1.6173808574676514,1.5982224941253662,1.5624654293060303
1.452767014503479,1.5476239919662476,1.6712279319763184,1.5176764726638794,1.4730477333068848,1.5324686288833618
1.552822232246399,1.4359660148620603,1.496647596359253,1.5141233205795288,1.5303425788879397,1.5059803485870362
1.4841363430023191,1.4625310897827148,1.6174660921096802,1.4965777397155762,1.5045846700668335,1.5130591869354248
1.5047897100448608,1.46100115776062,1.5807669162750244,1.6336311101913452,1.5196338891983032,1.5399645566940308
1.5722851753234863,1.499217510223389,1.5544627904891968,1.4962546825408936,1.5683037042617798,1.538104772567749
1.5795047283172607,1.5231729745864868,1.557291865348816,1.4891936779022217,1.5461221933364868,1.5390570878982544
1.4591286182403564,1.4943078756332395,1.5922224521636963,1.4999176263809204,1.4747827053070068,1.5040718555450439
1.499084234237671,1.6064670085906982,1.5428389310836792,1.5329080820083618,1.4619486331939695,1.528649377822876
1.4477500915527344,1.5073567628860474,1.4769233465194702,1.479493498802185,1.512681245803833,1.484840989112854
1.4990543127059937,1.4352566003799438,1.461290717124939,1.4813421964645386,1.5175566673278809,1.478900098800659
1.530763864517212,1.459524393081665,1.4617565870285034,1.4753990173339844,1.4883137941360474,1.4831515312194825
1.5660083293914795,1.4618375301361084,1.4622430801391602,1.483633041381836,1.591336369514465,1.51301167011261
1.483991622924805,1.4500794410705566,1.4200605154037476,1.4846608638763428,1.51274573802948,1.4703076362609864
1.422149419784546,1.4933180809020996,1.5021499395370483,1.4938095808029177,1.4943184852600098,1.4811491012573241
1.4414712190628052,1.5116264820098877,1.4425699710845947,1.4947457313537598,1.4442415237426758,1.4669309854507446
1.4388374090194702,1.4958535432815552,1.4570152759552002,1.5235207080841064,1.509880542755127,1.4850214958190917
1.5026799440383911,1.4910366535186768,1.4366203546524048,1.5116738080978394,1.478866457939148,1.484175443649292
1.452608585357666,1.4178916215896606,1.4747775793075562,1.4765266180038452,1.5377129316329956,1.4719034671783446
1.4576756954193115,1.4670308828353882,1.4403071403503418,1.480736255645752,1.457645058631897,1.460679006576538
1.5192184448242188,1.4624898433685305,1.4238927364349363,1.4447684288024902,1.509124755859375,1.4718988418579102
1.4626308679580688,1.4898825883865356,1.3788200616836548,1.4957202672958374,1.498288869857788,1.465068531036377
1.4428147077560425,1.4659051895141602,1.4219071865081787,1.4243175983428955,1.4901729822158811,1.4490235328674317
1.4812953472137451,1.422657132148743,1.4859609603881836,1.446936845779419,1.5109431743621826,1.4695586919784547
1.442506194114685,1.4177839756011963,1.3870060443878174,1.4886914491653442,1.4996490478515625,1.447127342224121
1.4686830043792725,1.5229806900024414,1.4334582090377808,1.468949317932129,1.454259991645813,1.4696662425994873
1.4349769353866575,1.5193742513656616,1.4122209548950195,1.3984473943710327,1.4297059774398804,1.4389451026916504
1.4417742490768433,1.4448766708374023,1.3897199630737305,1.4283690452575684,1.4865700006484983,1.4382619857788086
1.4481545686721802,1.4538315534591677,1.392645239830017,1.426526665687561,1.4863721132278442,1.441506028175354
1.4189767837524414,1.5110596418380735,1.3896468877792358,1.4440624713897705,1.440758466720581,1.4409008502960206
1.4239009618759155,1.4582055807113647,1.402593731880188,1.4273091554641724,1.461538314819336,1.4347095489501953
1.4491037130355835,1.44955313205719,1.4012075662612915,1.4280235767364502,1.470394492149353,1.4396564960479736
1.437387228012085,1.4338059425354004,1.405699610710144,1.4235165119171145,1.4513009786605835,1.4303420543670655
1.4035091400146484,1.428322196006775,1.4022510051727295,1.394473671913147,1.4540483951568604,1.416520881652832
1.4245645999908447,1.4311124086380005,1.3941045999526978,1.426811695098877,1.4393675327301023,1.4231921672821044
1.432795763015747,1.4094905853271484,1.3983442783355713,1.4220879077911377,1.4410154819488523,1.4207468032836914
1.4455331563949585,1.4050263166427612,1.352487564086914,1.424813985824585,1.4506516456604004,1.4157025337219238
1.4120935201644895,1.4686100482940674,1.3617976903915403,1.4739620685577393,1.464689016342163,1.43623046875
1.4374659061431885,1.427832841873169,1.3715436458587646,1.408117413520813,1.449557542800903,1.4189034700393677
1.418332576751709,1.4715005159378052,1.397798776626587,1.4260560274124146,1.4598817825317385,1.4347139358520509
1.4280940294265747,1.431506633758545,1.3994146585464478,1.43480122089386,1.4579261541366575,1.430348539352417
1.4457128047943115,1.431760311126709,1.3934379816055298,1.422921061515808,1.438716173171997,1.4265096664428711
1.41026771068573,1.4243699312210083,1.4082515239715576,1.4253696203231812,1.4327731132507324,1.4202063798904419
1.4300308227539062,1.428098201751709,1.414267897605896,1.4275670051574707,1.4617282152175903,1.4323384284973144
1.4297767877578735,1.4104158878326416,1.3722922801971436,1.442789912223816,1.4414403438568115,1.4193430423736573
1.4450201988220217,1.4418212175369265,1.3854624032974243,1.4357154369354248,1.4546973705291748,1.4325433254241944
1.4534039497375488,1.421699047088623,1.3808568716049194,1.4334313869476318,1.469435214996338,1.4317652940750123
1.439328670501709,1.3986860513687134,1.3861974477767944,1.4250574111938477,1.4542438983917236,1.4207026958465576
1.459113359451294,1.4106158018112185,1.3936527967453003,1.4483988285064695,1.434598445892334,1.4292758464813233
1.4344984292984009,1.4337631464004517,1.381277084350586,1.426270604133606,1.4585504531860352,1.426871943473816
1.432532787322998,1.4148333072662354,1.3742876052856443,1.4306485652923584,1.4536843299865725,1.4211973190307616
1.4334660768508911,1.4213629961013794,1.3828552961349487,1.4571534395217896,1.4363279342651367,1.4262331485748292
1.4464858770370483,1.4221768379211426,1.3877655267715454,1.4533077478408811,1.4451733827590942,1.4309818744659424
1.429546356201172,1.4357764720916748,1.4178720712661743,1.4441137313842771,1.4613827466964722,1.4377382755279542
1.446986198425293,1.4188696146011353,1.4052096605300903,1.4454320669174194,1.4630249738693235,1.4359045028686523
1.4706578254699707,1.4344394207000732,1.4165761470794678,1.4411756992340088,1.455763339996338,1.4437224864959717
1.451710820198059,1.4484939575195312,1.4037564992904663,1.4399738311767578,1.4406092166900637,1.4369088649749755
