/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-LRreset_tb.csv,row_average
0.3171600103378296,0.3482399880886078,0.3467200100421905,0.35275998711586,0.3147200047969818,0.3271999955177307,0.3276799917221069,0.3330000042915344,0.3353599905967712,0.3353599905967712,0.33381999731063844
0.3566400110721588,0.3572399914264679,0.3728800117969513,0.3587200045585632,0.3370000123977661,0.3599999845027923,0.3287599980831146,0.3598000109195709,0.3592399954795837,0.3455599844455719,0.3535840004682541
0.3663600087165832,0.3794400095939636,0.3724800050258636,0.356000006198883,0.3531199991703033,0.3666000068187713,0.365799993276596,0.3584800064563751,0.3709200024604797,0.36871999502182,0.36579200327396394
0.3733200132846832,0.3872799873352051,0.3782399892807007,0.3783600032329559,0.365880012512207,0.3871600031852722,0.3813199996948242,0.3787600100040436,0.3828000128269195,0.3574399948120117,0.3770560026168823
0.3944000005722046,0.4078399837017059,0.3917999863624573,0.3834800124168396,0.3486799895763397,0.3772400021553039,0.3861199915409088,0.3927199840545654,0.3991999924182892,0.3939599990844726,0.3875439941883087
0.3957999944686889,0.4102799892425537,0.4067600071430206,0.3837200105190277,0.3769199848175049,0.382999986410141,0.397159993648529,0.3969999849796295,0.4167999923229217,0.3980000019073486,0.3965439945459366
0.3911199867725372,0.4177199900150299,0.4253599941730499,0.4076800048351288,0.3950400054454803,0.4061999917030334,0.4130800068378448,0.4051199853420257,0.4219200015068054,0.4002799987792969,0.4083519965410233
0.4121600091457367,0.4293999969959259,0.4289200007915497,0.416839987039566,0.4052000045776367,0.4277999997138977,0.4183599948883056,0.4176799952983856,0.4207200109958648,0.4121600091457367,0.41892400085926057
0.4284799993038177,0.4438000023365021,0.4333600103855133,0.4340800046920776,0.4185200035572052,0.4308399856090545,0.4239600002765655,0.4228000044822693,0.4324400126934051,0.4282400012016296,0.429652002453804
0.4424799978733063,0.4335599839687347,0.4545199871063232,0.4368000030517578,0.4166399836540222,0.4286400079727173,0.4287199974060058,0.4419600069522857,0.4311200082302093,0.4438000023365021,0.43582399785518644
0.4496800005435943,0.4574799835681915,0.4510799944400787,0.4228799939155578,0.4300400018692016,0.4387199878692627,0.4380399882793426,0.4309599995613098,0.451200008392334,0.4252800047397613,0.4395359963178634
0.4451200067996979,0.4411199986934662,0.4521600008010864,0.4616400003433227,0.4405600130558014,0.437279999256134,0.4494000077247619,0.447079986333847,0.4490799903869629,0.445360004901886,0.44688000082969664
0.4528000056743622,0.463479995727539,0.4358800053596496,0.454719990491867,0.4458799958229065,0.4485599994659424,0.4477599859237671,0.4498800039291382,0.4501599967479706,0.4587199985980987,0.45078399777412415
0.4591600000858307,0.4706000089645386,0.4743199944496155,0.4591600000858307,0.4601199924945831,0.4579199850559234,0.4400799870491028,0.4674800038337707,0.4522799849510193,0.4537599980831146,0.4594879955053329
0.4711599946022033,0.4701200127601623,0.4626399874687195,0.4648399949073791,0.4517599940299988,0.4433200061321258,0.464599996805191,0.4611600041389465,0.466399997472763,0.4713599979877472,0.46273599863052367
0.4677599966526031,0.4766800105571747,0.4635599851608276,0.474480003118515,0.4544799923896789,0.4579199850559234,0.4612799882888794,0.4637199938297272,0.4763599932193756,0.4722000062465668,0.4668439954519272
0.4601199924945831,0.472240000963211,0.4751999974250793,0.4693599939346313,0.4527199864387512,0.4625200033187866,0.4545600116252899,0.4709599912166595,0.476280003786087,0.4764800071716308,0.467043998837471
0.4815199971199035,0.4847199916839599,0.4612799882888794,0.4870800077915191,0.4727199971675873,0.484279990196228,0.4769999980926513,0.4695999920368194,0.4746400117874145,0.4740799963474273,0.476691997051239
0.4771200120449066,0.4864400029182434,0.4747599959373474,0.4645600020885467,0.4636400043964386,0.4776799976825714,0.4717999994754791,0.4736799895763397,0.4740799963474273,0.4831199944019317,0.4746879994869232
0.4900400042533874,0.4910399913787842,0.4592399895191192,0.4808799922466278,0.4794400036334991,0.4929600059986114,0.4911200106143951,0.4805200099945068,0.4764800071716308,0.4830000102519989,0.4824720025062561
0.4661599993705749,0.4647600054740906,0.4881599843502044,0.4762400090694427,0.4921599924564361,0.4863599836826324,0.4843199849128723,0.4817599952220917,0.4688400030136108,0.4758000075817108,0.4784559965133667
0.4883599877357483,0.4834400117397308,0.4835599958896637,0.4908399879932403,0.4771200120449066,0.4749599993228912,0.4864799976348877,0.4782800078392029,0.4804799854755401,0.4782800078392029,0.48217999935150146
0.4889200031757355,0.4897199869155884,0.4757199883460998,0.4896000027656555,0.4708800017833709,0.4888399839401245,0.4725199937820434,0.4819599986076355,0.4807600080966949,0.4820800125598907,0.4820999979972839
0.4841200113296509,0.4791199862957001,0.4787999987602234,0.4892799854278564,0.4896399974822998,0.4982399940490722,0.4991599917411804,0.4950000047683716,0.4947200119495392,0.4930799901485443,0.49011599719524385
0.484360009431839,0.5029600262641907,0.5001199841499329,0.4921999871730804,0.4822799861431122,0.4917199909687042,0.4891200065612793,0.497759997844696,0.4790799915790558,0.4863599836826324,0.4905959963798523
0.4865599870681762,0.5012000203132629,0.4894799888134002,0.4795199930667877,0.4927600026130676,0.4751200079917907,0.4935199916362762,0.4936000108718872,0.4828000068664551,0.4778800010681152,0.4872440010309219
0.485040009021759,0.4939599931240082,0.4935199916362762,0.5004000067710876,0.4854800105094909,0.4910399913787842,0.4984000027179718,0.4968799948692322,0.4957599937915802,0.4985199868679046,0.4938999980688095
0.5034000277519226,0.5025200247764587,0.4969599843025207,0.4834800064563751,0.4860399961471557,0.488999992609024,0.5028799772262573,0.4940800070762634,0.4835599958896637,0.4927600026130676,0.4934680014848709
0.4976399838924408,0.4873200058937073,0.4914000034332275,0.5053200125694275,0.4793199896812439,0.502240002155304,0.5121600031852722,0.4864799976348877,0.5000799894332886,0.501039981842041,0.49629999697208405
0.5063599944114685,0.5009199976921082,0.5123199820518494,0.5034800171852112,0.4901599884033203,0.5049999952316284,0.5140799880027771,0.4869199991226196,0.4934799969196319,0.490799993276596,0.5003519952297211
0.5017200112342834,0.4976800084114074,0.4953599870204925,0.5027999877929688,0.5069599747657776,0.5094000101089478,0.4986400008201599,0.4844799935817718,0.4972400069236755,0.5148000121116638,0.5009079992771148
0.4815599918365478,0.4881599843502044,0.4976399838924408,0.4984000027179718,0.5017200112342834,0.497079998254776,0.5030400156974792,0.5075200200080872,0.4896399974822998,0.5102800130844116,0.4975040018558502
0.5161200165748596,0.5009199976921082,0.504800021648407,0.5111600160598755,0.4844399988651275,0.4915600121021271,0.4999200105667114,0.5049999952316284,0.4934799969196319,0.4954800009727478,0.5002880066633224
0.5057200193405151,0.5235199928283691,0.514240026473999,0.5096399784088135,0.5054799914360046,0.5123599767684937,0.4997600018978119,0.504800021648407,0.4952000081539154,0.5130800008773804,0.508380001783371
0.5031999945640564,0.503000020980835,0.5037999749183655,0.5083199739456177,0.4995200037956238,0.4974400103092193,0.4911600053310394,0.5085600018501282,0.5087199807167053,0.5008400082588196,0.5024559974670411
0.5054799914360046,0.4981600046157837,0.4896399974822998,0.5027999877929688,0.5076000094413757,0.513759970664978,0.5021200180053711,0.5156800150871277,0.4969199895858764,0.5095599889755249,0.5041719973087311
0.5181599855422974,0.5104799866676331,0.5131199955940247,0.4939599931240082,0.5082399845123291,0.5102400183677673,0.508840024471283,0.5000399947166443,0.509880006313324,0.5094000101089478,0.5082359999418259
0.5037599802017212,0.5092399716377258,0.5156800150871277,0.510640025138855,0.5034000277519226,0.4966000020503998,0.5224000215530396,0.5005599856376648,0.5026800036430359,0.5063999891281128,0.5071360021829605
0.5135200023651123,0.5053600072860718,0.50764000415802,0.5174400210380554,0.5144799947738647,0.5067600011825562,0.503600001335144,0.5047600269317627,0.5008800029754639,0.4936800003051758,0.5068120062351227
0.5146799683570862,0.5048400163650513,0.5131199955940247,0.4996399879455566,0.5194000005722046,0.5128800272941589,0.5299999713897705,0.5039200186729431,0.5009999871253967,0.5182399749755859,0.5117719948291779
0.4641999900341034,0.4650000035762787,0.460999995470047,0.4767999947071075,0.4431999921798706,0.4720000028610229,0.462799996137619,0.4639999866485595,0.462799996137619,0.4693999886512756,0.46411999464035036
0.4879999756813049,0.5001999735832214,0.5015999674797058,0.4845999777317047,0.4839999973773956,0.4925999939441681,0.4945999979972839,0.4661999940872192,0.5058000087738037,0.4598000049591064,0.4877399891614914
0.4979999959468841,0.4651999771595001,0.5041999816894531,0.5127999782562256,0.4824000000953674,0.5019999742507935,0.4903999865055084,0.5058000087738037,0.5101999640464783,0.498799979686737,0.4969799846410751
0.4979999959468841,0.5157999992370605,0.5095999836921692,0.5,0.4881999790668487,0.5022000074386597,0.524399995803833,0.5033999681472778,0.5040000081062317,0.5121999979019165,0.5057799935340881
0.5065999627113342,0.498199999332428,0.5180000066757202,0.51419997215271,0.4939999878406524,0.5037999749183655,0.5152000188827515,0.496999979019165,0.5209999680519104,0.5009999871253967,0.5068999856710434
0.5047999620437622,0.5293999910354614,0.4995999932289123,0.5144000053405762,0.4991999864578247,0.4862000048160553,0.5221999883651733,0.5087999701499939,0.5029999613761902,0.5113999843597412,0.5078999847173691
0.5285999774932861,0.5101999640464783,0.5155999660491943,0.5011999607086182,0.5069999694824219,0.5169999599456787,0.5126000046730042,0.4921999871730804,0.4905999898910522,0.5072000026702881,0.5082199782133102
0.5031999945640564,0.5360000133514404,0.4930000007152557,0.4927999973297119,0.5127999782562256,0.5239999890327454,0.4945999979972839,0.520799994468689,0.4923999905586242,0.5180000066757202,0.5087599962949753
0.5072000026702881,0.532800018787384,0.5139999985694885,0.5252000093460083,0.5134000182151794,0.5414000153541565,0.5077999830245972,0.5157999992370605,0.5331999659538269,0.5040000081062317,0.5194800019264221
0.5149999856948853,0.54339998960495,0.5303999781608582,0.5378000140190125,0.5205999612808228,0.5223999619483948,0.54339998960495,0.5321999788284302,0.5091999769210815,0.5022000074386597,0.5256599843502044
0.5149999856948853,0.5047999620437622,0.5126000046730042,0.5135999917984009,0.525600016117096,0.5288000106811523,0.5212000012397766,0.5153999924659729,0.5109999775886536,0.5067999958992004,0.5154799938201904
0.5442000031471252,0.5541999936103821,0.5349999666213989,0.527999997138977,0.5363999605178833,0.5397999882698059,0.5044000148773193,0.4955999851226806,0.4955999851226806,0.5212000012397766,0.5254399895668029
0.5447999835014343,0.5475999712944031,0.5306000113487244,0.5541999936103821,0.5349999666213989,0.5399999618530273,0.5397999882698059,0.5361999869346619,0.5108000040054321,0.521399974822998,0.5360399842262268
0.5205999612808228,0.5169999599456787,0.5486000180244446,0.5152000188827515,0.5137999653816223,0.5443999767303467,0.5489999651908875,0.5108000040054321,0.5315999984741211,0.5241999626159668,0.5275199830532074
0.527400016784668,0.5302000045776367,0.5475999712944031,0.5267999768257141,0.5363999605178833,0.5185999870300293,0.5397999882698059,0.5555999875068665,0.5437999963760376,0.5277999639511108,0.5353999853134155
0.5349999666213989,0.5239999890327454,0.5343999862670898,0.5103999972343445,0.5270000100135803,0.5478000044822693,0.5241999626159668,0.5483999848365784,0.5425999760627747,0.5591999888420105,0.5352999866008759
0.5284000039100647,0.5299999713897705,0.555400013923645,0.5551999807357788,0.5383999943733215,0.5288000106811523,0.5532000064849854,0.5363999605178833,0.5370000004768372,0.5489999651908875,0.5411799907684326
0.5343999862670898,0.5583999752998352,0.5496000051498413,0.5297999978065491,0.5378000140190125,0.5547999739646912,0.5547999739646912,0.5356000065803528,0.5437999963760376,0.5393999814987183,0.5438399910926819
0.5465999841690063,0.5493999719619751,0.5425999760627747,0.5497999787330627,0.4738000035285949,0.540399968624115,0.5527999997138977,0.546999990940094,0.5353999733924866,0.527400016784668,0.5365199863910675
0.5539999604225159,0.532800018787384,0.5569999814033508,0.5203999876976013,0.5491999983787537,0.5509999990463257,0.546999990940094,0.5514000058174133,0.5486000180244446,0.5461999773979187,0.5457599937915802
0.5662000179290771,0.5275999903678894,0.5410000085830688,0.5676000118255615,0.5460000038146973,0.5442000031471252,0.525600016117096,0.5568000078201294,0.5370000004768372,0.555400013923645,0.5467400074005127
0.5497999787330627,0.5604000091552734,0.5591999888420105,0.5375999808311462,0.5450000166893005,0.5181999802589417,0.543999969959259,0.5419999957084656,0.5587999820709229,0.550000011920929,0.5464999914169312
0.5618000030517578,0.5411999821662903,0.5618000030517578,0.5640000104904175,0.5582000017166138,0.5605999827384949,0.5347999930381775,0.5546000003814697,0.5523999929428101,0.5351999998092651,0.5524599969387054
0.538599967956543,0.5419999957084656,0.5795999765396118,0.5785999894142151,0.5471999645233154,0.5521999597549438,0.5525999665260315,0.5479999780654907,0.5649999976158142,0.5238000154495239,0.5527599811553955
0.5615999698638916,0.5446000099182129,0.5694000124931335,0.562999963760376,0.5317999720573425,0.5627999901771545,0.5493999719619751,0.555400013923645,0.5532000064849854,0.5601999759674072,0.5551399886608124
0.5615999698638916,0.5595999956130981,0.5591999888420105,0.5637999773025513,0.5491999983787537,0.5651999711990356,0.5543999671936035,0.5600000023841858,0.5425999760627747,0.5687999725341797,0.5584399819374084
0.5501999855041504,0.5541999936103821,0.54339998960495,0.555400013923645,0.5722000002861023,0.5482000112533569,0.5483999848365784,0.5231999754905701,0.5681999921798706,0.546999990940094,0.55103999376297
0.5583999752998352,0.5593999624252319,0.5649999976158142,0.5473999977111816,0.5619999766349792,0.5597999691963196,0.5501999855041504,0.5465999841690063,0.548799991607666,0.5307999849319458,0.5528399825096131
0.564799964427948,0.5241999626159668,0.56659996509552,0.5662000179290771,0.5537999868392944,0.5595999956130981,0.5794000029563904,0.5461999773979187,0.5464000105857849,0.5673999786376953,0.5574599862098694
0.5651999711990356,0.5673999786376953,0.542199969291687,0.5293999910354614,0.571399986743927,0.5482000112533569,0.5640000104904175,0.5669999718666077,0.5645999908447266,0.5393999814987183,0.5558799862861633
0.5649999976158142,0.567799985408783,0.5615999698638916,0.5618000030517578,0.5511999726295471,0.5673999786376953,0.5644000172615051,0.5551999807357788,0.5687999725341797,0.5619999766349792,0.5625199854373932
0.5715999603271484,0.5697999596595764,0.5759999752044678,0.5699999928474426,0.568399965763092,0.5649999976158142,0.5831999778747559,0.5781999826431274,0.5899999737739563,0.5636000037193298,0.573579978942871
0.5623999834060669,0.5667999982833862,0.5295999646186829,0.5920000076293945,0.5785999894142151,0.5568000078201294,0.5794000029563904,0.542199969291687,0.5393999814987183,0.5662000179290771,0.5613399922847748
0.5662000179290771,0.5785999894142151,0.5709999799728394,0.5733999609947205,0.5863999724388123,0.5619999766349792,0.5748000144958496,0.5715999603271484,0.5507999658584595,0.5539999604225159,0.5688799798488617
0.5496000051498413,0.5942000150680542,0.5745999813079834,0.5575999617576599,0.568399965763092,0.5867999792098999,0.5848000049591064,0.5672000050544739,0.5112000107765198,0.5825999975204468,0.5676999926567078
0.5685999989509583,0.5963999629020691,0.5575999617576599,0.5785999894142151,0.5636000037193298,0.5583999752998352,0.5877999663352966,0.5712000131607056,0.5691999793052673,0.5644000172615051,0.5715799868106842
0.5697999596595764,0.5979999899864197,0.5758000016212463,0.574400007724762,0.5701999664306641,0.5658000111579895,0.5672000050544739,0.571399986743927,0.568399965763092,0.578000009059906,0.5738999903202057
0.5758000016212463,0.5853999853134155,0.5863999724388123,0.5917999744415283,0.5605999827384949,0.5709999799728394,0.5791999697685242,0.5859999656677246,0.5681999921798706,0.5906000137329102,0.5794999837875366
0.5935999751091003,0.5989999771118164,0.5758000016212463,0.5934000015258789,0.5708000063896179,0.5735999941825867,0.5827999711036682,0.5825999975204468,0.5838000178337097,0.5735999941825867,0.5828999936580658
0.5654000043869019,0.5929999947547913,0.5817999839782715,0.5795999765396118,0.5859999656677246,0.5672000050544739,0.5898000001907349,0.5781999826431274,0.5694000124931335,0.5633999705314636,0.5773799896240235
0.561199963092804,0.5699999928474426,0.585599958896637,0.5691999793052673,0.5645999908447266,0.5803999900817871,0.599399983882904,0.592199981212616,0.5879999995231628,0.5758000016212463,0.5786399841308594
0.5812000036239624,0.5787999629974365,0.5981999635696411,0.5877999663352966,0.5733999609947205,0.579800009727478,0.5831999778747559,0.5662000179290771,0.5893999934196472,0.5920000076293945,0.582999986410141
0.579800009727478,0.592799961566925,0.6019999980926514,0.5963999629020691,0.5723999738693237,0.5795999765396118,0.5741999745368958,0.5838000178337097,0.5644000172615051,0.5841999650001526,0.5829599857330322
0.576200008392334,0.5751999616622925,0.5636000037193298,0.5952000021934509,0.5857999920845032,0.5771999955177307,0.6065999865531921,0.5527999997138977,0.5659999847412109,0.6037999987602234,0.5802399933338165
0.5825999975204468,0.597000002861023,0.590399980545044,0.5791999697685242,0.5845999717712402,0.573199987411499,0.5813999772071838,0.5626000165939331,0.5996000170707703,0.5949999690055847,0.5845599889755249
0.5852000117301941,0.6055999994277954,0.6057999730110168,0.5902000069618225,0.5974000096321106,0.5766000151634216,0.6089999675750732,0.5741999745368958,0.5825999975204468,0.571399986743927,0.5897999942302704
0.5952000021934509,0.5967999696731567,0.5870000123977661,0.587399959564209,0.573199987411499,0.5942000150680542,0.579800009727478,0.5885999798774719,0.593999981880188,0.5898000001907349,0.5885999917984008
0.5885999798774719,0.5644000172615051,0.5879999995231628,0.592799961566925,0.590999960899353,0.5835999846458435,0.6071999669075012,0.5884000062942505,0.5949999690055847,0.589199960231781,0.5888199806213379
0.5981999635696411,0.6057999730110168,0.5857999920845032,0.6014000177383423,0.5960000157356262,0.6028000116348267,0.6011999845504761,0.5838000178337097,0.5942000150680542,0.597000002861023,0.5966199994087219
0.5917999744415283,0.5899999737739563,0.6021999716758728,0.5945999622344971,0.5852000117301941,0.5838000178337097,0.6079999804496765,0.5931999683380127,0.6001999974250793,0.6039999723434448,0.5952999830245972
0.6087999939918518,0.602400004863739,0.6096000075340271,0.6103999614715576,0.6039999723434448,0.5893999934196472,0.6071999669075012,0.5949999690055847,0.6047999858856201,0.5979999899864197,0.6029599845409394
0.6082000136375427,0.6143999695777893,0.5989999771118164,0.6003999710083008,0.5803999900817871,0.6055999994277954,0.5938000082969666,0.5935999751091003,0.6055999994277954,0.5931999683380127,0.5994199872016907
0.59579998254776,0.5866000056266785,0.5953999757766724,0.6061999797821045,0.6037999987602234,0.5889999866485596,0.614799976348877,0.6046000123023987,0.6014000177383423,0.6141999959945679,0.6011799931526184
0.5956000089645386,0.6029999852180481,0.6028000116348267,0.6121999621391296,0.5997999906539917,0.5807999968528748,0.6028000116348267,0.6240000128746033,0.5885999798774719,0.6037999987602234,0.6013399958610535
0.6101999878883362,0.6119999885559082,0.6261999607086182,0.6043999791145325,0.602400004863739,0.6097999811172485,0.6150000095367432,0.599399983882904,0.592199981212616,0.599399983882904,0.607099986076355
0.6057999730110168,0.6053999662399292,0.6033999919891357,0.623199999332428,0.6064000129699707,0.6197999715805054,0.6092000007629395,0.6097999811172485,0.6089999675750732,0.621999979019165,0.6113999843597412
0.5978000164031982,0.6240000128746033,0.6141999959945679,0.6172000169754028,0.6161999702453613,0.6053999662399292,0.6195999979972839,0.6029999852180481,0.6245999932289124,0.6263999938964844,0.6148399949073792
0.6129999756813049,0.6074000000953674,0.621399998664856,0.6028000116348267,0.6189999580383301,0.6209999918937683,0.6133999824523926,0.5938000082969666,0.6143999695777893,0.6114000082015991,0.6117599904537201
0.6037999987602234,0.620199978351593,0.6133999824523926,0.6159999966621399,0.6222000122070312,0.6273999810218811,0.6330000162124634,0.6003999710083008,0.6035999655723572,0.6209999918937683,0.6160999894142151
0.6164000034332275,0.6247999668121338,0.6164000034332275,0.6043999791145325,0.6071999669075012,0.6168000102043152,0.6197999715805054,0.6189999580383301,0.6064000129699707,0.6169999837875366,0.614819985628128
0.6195999979972839,0.6223999857902527,0.5992000102996826,0.6114000082015991,0.6128000020980835,0.6182000041007996,0.6173999905586243,0.6157999634742737,0.6227999925613403,0.6297999620437622,0.6169399917125702
0.621999979019165,0.6172000169754028,0.6141999959945679,0.6137999892234802,0.6097999811172485,0.625,0.6305999755859375,0.6114000082015991,0.6189999580383301,0.6263999938964844,0.6189399898052216
0.6299999952316284,0.6205999851226807,0.6297999620437622,0.6177999973297119,0.6186000108718872,0.6233999729156494,0.6362000107765198,0.6179999709129333,0.6155999898910522,0.618399977684021,0.6228399872779846
0.6297999620437622,0.6309999823570251,0.6344000101089478,0.618399977684021,0.6340000033378601,0.6362000107765198,0.6330000162124634,0.621399998664856,0.620199978351593,0.6362000107765198,0.6294599950313569
0.6287999749183655,0.6074000000953674,0.6218000054359436,0.6237999796867371,0.6281999945640564,0.6283999681472778,0.6385999917984009,0.6229999661445618,0.6309999823570251,0.640999972820282,0.6271999835968017
0.6254000067710876,0.6327999830245972,0.6287999749183655,0.6277999877929688,0.6304000020027161,0.6283999681472778,0.6401999592781067,0.6209999918937683,0.6309999823570251,0.6333999633789062,0.6299199819564819
0.6240000128746033,0.6355999708175659,0.6291999816894531,0.6403999924659729,0.6337999701499939,0.6395999789237976,0.6281999945640564,0.6287999749183655,0.6139999628067017,0.6241999864578247,0.6297799825668335
0.6297999620437622,0.6351999640464783,0.6233999729156494,0.6349999904632568,0.6377999782562256,0.6326000094413757,0.6398000121116638,0.6276000142097473,0.6416000127792358,0.6363999843597412,0.6339199900627136
0.6425999999046326,0.6452000141143799,0.6254000067710876,0.6319999694824219,0.6291999816894531,0.6341999769210815,0.6559999585151672,0.6277999877929688,0.6322000026702881,0.6304000020027161,0.6354999899864197
0.6365999579429626,0.6412000060081482,0.6399999856948853,0.6341999769210815,0.6349999904632568,0.6348000168800354,0.6423999667167664,0.623199999332428,0.6389999985694885,0.6439999938011169,0.637039989233017
0.625,0.6430000066757202,0.6344000101089478,0.6417999863624573,0.6484000086784363,0.6312000155448914,0.6385999917984009,0.6365999579429626,0.6421999931335449,0.644599974155426,0.6385799944400787
0.6407999992370605,0.6552000045776367,0.6381999850273132,0.6365999579429626,0.6301999688148499,0.6441999673843384,0.6556000113487244,0.6399999856948853,0.6345999836921692,0.6405999660491943,0.6415999829769135
0.6399999856948853,0.6547999978065491,0.6330000162124634,0.6398000121116638,0.644599974155426,0.6423999667167664,0.650600016117096,0.6466000080108643,0.6376000046730042,0.6333999633789062,0.6422799944877624
0.6434000134468079,0.6503999829292297,0.6412000060081482,0.6439999938011169,0.6412000060081482,0.6462000012397766,0.6520000100135803,0.6327999830245972,0.6448000073432922,0.6484000086784363,0.6444400012493133
0.6467999815940857,0.6553999781608582,0.6462000012397766,0.6527999639511108,0.6477999687194824,0.650600016117096,0.6507999897003174,0.640999972820282,0.6417999863624573,0.6502000093460083,0.6483399868011475
0.6541999578475952,0.6499999761581421,0.6380000114440918,0.6583999991416931,0.6453999876976013,0.6425999999046326,0.661799967288971,0.6383999586105347,0.6466000080108643,0.6419999599456787,0.6477399826049804
0.6484000086784363,0.6499999761581421,0.6459999680519104,0.6523999571800232,0.6488000154495239,0.6513999700546265,0.6559999585151672,0.6365999579429626,0.6462000012397766,0.6545999646186829,0.6490399777889252
0.6516000032424927,0.6601999998092651,0.6365999579429626,0.6565999984741211,0.6495999693870544,0.6545999646186829,0.6621999740600586,0.6362000107765198,0.6462000012397766,0.6629999876022339,0.6516799867153168
