/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/acc/g-0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.1_0-50_tb.csv,row_average
0.0897200033068656,0.0874399989843368,0.0790399983525276,0.0863199979066848,0.0834399983286857,0.0851919993758201
0.1029599979519844,0.1493200063705444,0.1229199990630149,0.1400000005960464,0.1297599971294403,0.12899200022220608
0.1709599941968917,0.1848800033330917,0.1713999956846237,0.1601199954748153,0.1870000064373016,0.1748719990253448
0.1987199932336807,0.2178000062704086,0.2011599987745285,0.1935199946165084,0.2163600027561187,0.20551199913024898
0.245959997177124,0.2396799921989441,0.2379599958658218,0.2308799922466278,0.2444799989461898,0.23979199528694153
0.2759200036525726,0.2745999991893768,0.2735599875450134,0.2571600079536438,0.2632400095462799,0.2688960015773773
0.2946400046348572,0.3070800006389618,0.2932800054550171,0.2897599935531616,0.2954800128936767,0.2960480034351349
0.3172399997711181,0.3264400064945221,0.3141199946403503,0.3124000132083893,0.3294000029563904,0.31992000341415405
0.3223600089550018,0.3364399969577789,0.3228000104427337,0.3339999914169311,0.3175199925899505,0.3266240000724792
0.3506399989128113,0.3463200032711029,0.3411200046539306,0.3412399888038635,0.3405999839305877,0.3439839959144592
0.3636400103569031,0.3695600032806396,0.3522399961948395,0.3593199849128723,0.3650400042533874,0.36195999979972837
0.3816399872303009,0.3773199915885925,0.3465999960899353,0.3697600066661834,0.3813199996948242,0.3713279962539673
0.3845999836921692,0.3894000053405761,0.3867999911308288,0.3754000067710876,0.3929199874401092,0.3858239948749542
0.397159993648529,0.4129999876022339,0.3994799852371216,0.3975200057029724,0.400519996881485,0.40153599381446836
0.4233199954032898,0.4191199839115143,0.4186800122261047,0.3950400054454803,0.4057999849319458,0.41239199638366697
0.4202800095081329,0.4156399965286255,0.4210000038146972,0.414680004119873,0.4225600063800812,0.418832004070282
0.4389599859714508,0.4191600084304809,0.4302400052547455,0.4271999895572662,0.435479998588562,0.4302079975605011
0.4266400039196014,0.4284400045871734,0.42739999294281,0.4374400079250335,0.4492799937725067,0.43384000062942507
0.4484399855136871,0.4370000064373016,0.4377200007438659,0.4369600117206573,0.44896000623703,0.4418160021305083
0.4503600001335144,0.4537999927997589,0.4328399896621704,0.4386399984359741,0.4511599838733673,0.445359992980957
0.4653599858283996,0.4522799849510193,0.4356000125408172,0.457040011882782,0.4471200108528137,0.4514800012111664
0.4649600088596344,0.4561600089073181,0.4523600041866302,0.4555599987506866,0.4736399948596954,0.46053600311279297
0.4672800004482269,0.4618799984455108,0.465039998292923,0.4632000029087066,0.4709199965000152,0.46566399931907654
0.4655599892139435,0.4683600068092346,0.4593200087547302,0.4718399941921234,0.4681200087070465,0.4666400015354156
0.4690800011157989,0.4637199938297272,0.4677999913692474,0.4590399861335754,0.4693599939346313,0.46579999327659605
0.4678800106048584,0.475160002708435,0.4860399961471557,0.4819200038909912,0.4826000034809112,0.47872000336647036
0.4776799976825714,0.4875600039958954,0.4735200107097626,0.486840009689331,0.4860799908638,0.4823360025882721
0.4801999926567077,0.490880012512207,0.4848000109195709,0.4933600127696991,0.4938400089740753,0.488616007566452
0.4968400001525879,0.4972800016403198,0.4800399839878082,0.487199991941452,0.4958399832248688,0.49143999218940737
0.4920400083065033,0.494839996099472,0.4908399879932403,0.4925999939441681,0.4900400042533874,0.49207199811935426
0.4904800057411194,0.4903599917888641,0.4875200092792511,0.4979600012302398,0.4929600059986114,0.4918560028076172
0.4979600012302398,0.4927600026130676,0.4859600067138672,0.5031200051307678,0.5060799717903137,0.4971759974956512
0.4912799894809723,0.4977200031280517,0.4866000115871429,0.4977999925613403,0.5098000168800354,0.4966400027275085
0.4899199903011322,0.4968400001525879,0.487960010766983,0.501479983329773,0.5080000162124634,0.4968400001525879
0.5091999769210815,0.4978800117969513,0.5054000020027161,0.4984000027179718,0.4997200071811676,0.5021200001239776
0.5118799805641174,0.5077199935913086,0.4991999864578247,0.5041199922561646,0.5095199942588806,0.5064879894256592
0.5051199793815613,0.5090000033378601,0.4939599931240082,0.5053600072860718,0.5009199976921082,0.5028719961643219
0.5001599788665771,0.5005999803543091,0.5161600112915039,0.5034400224685669,0.5088800191879272,0.5058480024337768
0.5069199800491333,0.51419997215271,0.5015599727630615,0.5162000060081482,0.510200023651123,0.5098159909248352
0.5089200139045715,0.4906800091266632,0.5065199732780457,0.5140799880027771,0.5099999904632568,0.5060399949550629
0.5191199779510498,0.5147200226783752,0.5166000127792358,0.5162000060081482,0.5184000134468079,0.5170080065727234
0.4987199902534485,0.5165600180625916,0.5149199962615967,0.510640025138855,0.5099999904632568,0.5101680040359498
0.5151600241661072,0.4743599891662597,0.5157999992370605,0.5170800089836121,0.5226799845695496,0.5090160012245178
0.5270400047302246,0.5150799751281738,0.5234400033950806,0.5230399966239929,0.5237600207328796,0.5224720001220703
0.5105999708175659,0.5057200193405151,0.5242800116539001,0.5134000182151794,0.508080005645752,0.5124160051345825
0.5141199827194214,0.5083199739456177,0.5016800165176392,0.516759991645813,0.5246400237083435,0.5131039977073669
0.5204399824142456,0.4676400125026703,0.5008400082588196,0.5199599862098694,0.5270400047302246,0.5071839988231659
