/home/miura/lab/KD-hdas/results/stat/0-50/g-0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.1_0-50_tb.csv,row_average
2.3595871925354004,2.108959674835205,2.0257580280303955,2.4229838848114014,2.288426399230957,2.2411430358886717
2.529128313064575,2.2348897457122803,2.1386821269989014,2.372075080871582,2.215094566345215,2.297973966598511
2.1951184272766118,2.184950828552246,2.1296887397766118,2.40800142288208,2.1508045196533203,2.213712787628174
2.1945176124572754,2.135050058364868,2.119752883911133,2.3899476528167725,2.074187994003296,2.182691240310669
1.9178948402404783,1.99133574962616,2.088505983352661,2.349285125732422,2.2488560676574707,2.1191755533218384
2.135931491851806,2.0702500343322754,1.986740231513977,2.4806408882141118,2.0377509593963623,2.1422627210617065
2.103663921356201,2.013040781021118,2.418742179870605,2.6027371883392334,2.0549871921539307,2.2386342525482177
2.231729507446289,1.9980971813201904,2.1497626304626465,2.1175663471221924,2.36918044090271,2.1732672214508058
1.9931963682174685,2.0352485179901123,2.0605733394622803,2.0853395462036133,2.057701587677002,2.046411871910095
2.2239577770233154,2.042147159576416,1.9077978134155276,2.370962142944336,1.91509747505188,2.091992473602295
3.527914524078369,2.0158610343933105,1.9502168893814087,2.039757490158081,2.1393282413482666,2.334615635871887
1.9981472492218015,2.003004550933838,2.118605852127075,2.048959255218506,2.109745502471924,2.0556924819946287
1.9862674474716189,2.036297559738159,2.0701825618743896,1.9896970987319944,1.994248390197754,2.0153386116027834
1.8697879314422607,2.0583713054656982,1.8596017360687256,2.348016262054444,1.9757505655288696,2.0223055601119997
2.027099847793579,2.312626361846924,1.858257293701172,1.962065935134888,1.8327690362930296,1.9985636949539185
2.7657923698425293,1.987488865852356,2.0109622478485107,2.003701448440552,1.8771638870239256,2.1290217638015747
1.8354225158691408,1.9028242826461792,1.92888343334198,2.0015523433685303,1.9431777000427248,1.922372055053711
1.8855832815170288,1.9411814212799072,2.1345038414001465,1.907785177230835,2.2473244667053223,2.023275637626648
1.882489323616028,1.938050985336304,1.7781299352645874,1.920107126235962,2.113769054412842,1.9265092849731444
2.0142569541931152,1.7747972011566162,1.924376368522644,2.011620044708252,1.870480298995972,1.9191061735153199
2.1701090335845947,2.0034167766571045,1.9787014722824097,2.360450029373169,2.064618825912476,2.1154592275619506
1.833789706230164,1.922864556312561,1.9317145347595213,2.36489486694336,1.910526752471924,1.992758083343506
1.7059969902038574,2.0206167697906494,1.6823066473007202,1.9268118143081665,2.0628981590271,1.8797260761260985
1.7897955179214478,1.8682419061660769,1.7713470458984375,2.336021423339844,1.742197871208191,1.9015207529067992
1.739145040512085,1.992482662200928,1.843278288841248,1.9861398935317995,1.925962328910828,1.8974016427993774
2.0110154151916504,2.206233501434326,1.698015809059143,2.04972767829895,2.0296173095703125,1.9989219427108764
1.7755258083343506,1.893222093582153,1.9084900617599487,1.9267520904541016,1.948313593864441,1.890460729598999
1.7929856777191162,1.819680333137512,1.7781686782836914,1.9607553482055664,1.9084105491638184,1.852000117301941
1.8338770866394043,1.7500275373458862,1.8862911462783811,2.103445529937744,1.8064870834350584,1.876025676727295
1.7041327953338623,2.0653085708618164,1.6594462394714355,1.984809160232544,1.9081743955612185,1.8643742322921752
1.694918870925903,1.7975220680236816,1.7652602195739746,1.844574332237244,1.9351568222045896,1.8074864625930787
2.0560336112976074,1.7692489624023438,1.7165358066558838,1.865530014038086,1.7890349626541138,1.839276671409607
1.6045167446136477,1.765519380569458,1.7745555639266968,1.8913453817367556,1.8212741613388064,1.7714422464370727
1.693420648574829,1.6353874206542969,1.6827237606048584,1.7767471075057983,1.871991753578186,1.7320541381835937
1.7945799827575684,1.7872580289840698,1.8247686624526975,1.9056856632232664,1.8399574756622317,1.8304499626159667
2.08569598197937,1.7934426069259644,2.016433000564575,1.7552852630615234,1.6973106861114502,1.8696335077285766
1.6712031364440918,1.8552918434143064,1.732638597488403,1.7466917037963867,1.823201298713684,1.7658053159713745
1.648715257644653,1.736701250076294,1.7048628330230713,1.8195173740386963,1.6879130601882937,1.7195419549942017
1.771552801132202,1.7807008028030396,1.7465534210205078,1.7649691104888916,1.6625231504440308,1.7452598571777345
1.671467661857605,1.8768171072006223,1.6012606620788574,1.760746717453003,2.030143976211548,1.7880872249603272
1.771658420562744,1.7714024782180786,1.8206335306167605,1.7663601636886597,1.6875380277633667,1.7635185241699218
1.6874382495880127,1.784169316291809,1.7157903909683228,1.7437084913253784,1.648218035697937,1.715864896774292
1.6475517749786377,1.89971661567688,1.661432862281799,1.731954574584961,1.6959404945373535,1.7273192644119262
2.089973211288452,1.7469152212142944,1.5966858863830566,1.7792404890060425,1.797487735748291,1.8020605087280273
1.631603121757507,1.7055376768112185,1.549844741821289,1.7156379222869873,1.6263622045516968,1.6457971334457397
1.6012444496154783,1.652313232421875,1.6164207458496094,1.6891813278198242,1.7074124813079834,1.6533144474029542
1.6284817457199097,1.6156437397003174,1.651012301445007,1.7399990558624268,1.6600886583328247,1.6590451002120972
1.6148746013641355,1.6433511972427368,1.5321087837219238,1.8045568466186523,1.615747570991516,1.642127799987793
1.608539342880249,1.6131525039672852,1.6183196306228638,1.7822703123092651,1.7537997961044312,1.6752163171768188
1.777833342552185,1.609846591949463,1.6864209175109863,1.6665445566177368,1.6397074460983276,1.6760705709457397
1.572869896888733,1.6380481719970703,1.5590647459030151,1.6830081939697266,1.657621145248413,1.6221224308013915
1.593325972557068,1.6551907062530518,1.5513089895248413,1.660011649131775,1.7160005569458008,1.6351675748825074
1.7253999710083008,1.626514554023743,1.5599910020828247,1.6227461099624634,1.6284747123718262,1.6326252698898316
1.6356309652328491,1.6347029209136963,1.5149407386779783,1.579276204109192,1.6806164979934692,1.609033465385437
1.6728311777114868,1.5846784114837646,1.5137523412704468,1.6997896432876587,1.6776474714279177,1.629739809036255
1.5357630252838137,1.5818456411361694,1.5062614679336548,1.6923059225082395,1.7169777154922483,1.6066307544708252
1.6008623838424685,1.6949656009674072,1.535207748413086,1.5799788236618042,1.6326217651367188,1.608727264404297
1.622451663017273,1.6308650970458984,1.4893676042556765,1.6722151041030884,1.6128026247024536,1.6055404186248778
1.6046195030212402,1.606528878211975,1.5520617961883545,1.6020219326019287,1.6177552938461304,1.5965974807739258
1.6225217580795288,1.6535371541976929,1.6214298009872437,1.6445897817611694,1.605309009552002,1.6294775009155273
1.5542562007904053,1.648179292678833,1.500501036643982,1.6502997875213623,1.5902806520462036,1.5887033939361572
1.585163712501526,1.6480339765548706,1.571538329124451,1.58724844455719,1.6021076440811155,1.5988184213638306
1.6231502294540403,1.660343885421753,1.471527934074402,1.6029244661331177,1.5864346027374268,1.588876223564148
1.572866439819336,1.6370582580566406,1.4847253561019895,1.6561741828918457,1.6053369045257568,1.5912322282791138
1.58186674118042,1.5973117351531982,1.5137120485305786,1.599888563156128,1.648407220840454,1.5882372617721559
1.595439910888672,1.6264749765396118,1.4989607334136963,1.636357665061951,1.592525839805603,1.5899518251419067
1.6378819942474363,1.6217384338378906,1.5136545896530151,1.612862229347229,1.6407675743103027,1.6053809642791748
1.5696347951889038,1.666313648223877,1.5070637464523315,1.570909857749939,1.6273730993270874,1.5882590293884278
1.610752820968628,1.62657630443573,1.5055524110794067,1.6018152236938477,1.63300359249115,1.5955400705337524
1.6076300144195557,1.6713411808013916,1.5193861722946167,1.5959051847457886,1.634069323539734,1.6056663751602174
1.592767357826233,1.6502171754837036,1.49739408493042,1.6304302215576172,1.6404521465301514,1.602252197265625
1.605271339416504,1.6882967948913574,1.494278907775879,1.640628457069397,1.6460200548171997,1.6148991107940673
1.616155028343201,1.6544315814971924,1.5172507762908936,1.631516456604004,1.6028043031692505,1.6044316291809082
1.588490009307861,1.6366883516311646,1.503569483757019,1.6352545022964478,1.6426615715026855,1.6013327836990356
1.6307114362716677,1.664937973022461,1.526053547859192,1.6121745109558103,1.63406240940094,1.6135879755020142
1.6242023706436155,1.6712764501571655,1.518123745918274,1.6421982049942017,1.6307560205459597,1.6173113584518433
1.618494749069214,1.667163968086243,1.5299378633499146,1.6433730125427246,1.611740231513977,1.6141419649124145
1.6095948219299316,1.6709816455841064,1.5480467081069946,1.6520010232925415,1.6250685453414917,1.6211385488510133
1.6024904251098633,1.7169817686080933,1.54327130317688,1.6292085647583008,1.6622552871704102,1.6308414697647096
1.6186467409133911,1.6977256536483765,1.5440549850463867,1.6157705783843994,1.6620697975158691,1.6276535511016845
1.5971016883850098,1.7323166131973269,1.546428084373474,1.6618051528930664,1.6314339637756348,1.6338171005249023
1.6505829095840454,1.6919610500335691,1.5236904621124268,1.64700448513031,1.6620343923568726,1.6350546598434448
1.6352245807647705,1.7049908638000488,1.565351128578186,1.6817153692245483,1.6814345121383667,1.653743290901184
