/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.1_30-30_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-30/loss/g0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.1_30-30_tb.csv,row_average
1.7320494651794434,1.777952790260315,1.7451313734054563,1.7681769132614136,1.749445557594299,1.7545512199401856
1.7516192197799685,1.775625228881836,1.7537996768951416,1.7745537757873535,1.772936463356018,1.7657068729400636
1.7615169286727903,1.8676941394805908,1.7650437355041504,1.809955358505249,1.7541553974151611,1.7916731119155884
1.823216676712036,1.7640838623046875,1.770599603652954,1.7345250844955444,1.7439134120941162,1.7672677278518676
1.7425003051757812,1.7837733030319214,1.806088924407959,1.7759685516357422,1.7424969673156738,1.7701656103134156
1.7282592058181765,1.7417287826538086,1.7815842628479004,1.7409881353378296,1.7386069297790527,1.7462334632873535
1.813338279724121,1.782559156417847,1.7243821620941162,1.7338576316833496,1.6990846395492554,1.7506443738937378
1.759740948677063,1.7604883909225464,1.716600775718689,1.734182357788086,1.7968919277191162,1.7535808801651
1.785374879837036,1.7592607736587524,1.7867717742919922,1.7246681451797483,1.7359620332717896,1.7584075212478638
1.7460367679595947,1.8163189888000488,1.767033576965332,1.7463008165359497,1.776226043701172,1.7703832387924194
1.7660706043243408,1.7550851106643677,1.8101205825805664,1.6972273588180542,1.8071681261062624,1.7671343564987183
1.7708191871643066,1.7383685111999512,1.7337335348129272,1.7277817726135254,1.7360135316848757,1.7413433074951172
1.714241862297058,1.7533516883850098,1.731038212776184,1.805617094039917,1.7730530500411987,1.7554603815078735
1.68942129611969,1.7524702548980713,1.7668594121932983,1.6749553680419922,1.7309415340423584,1.7229295730590821
1.709234356880188,1.73953378200531,1.762803554534912,1.7090351581573486,1.8473918437957764,1.7535997390747071
1.7594163417816162,1.764213800430298,1.7712366580963137,1.727231502532959,1.7982778549194336,1.764075231552124
1.7282323837280271,1.729921817779541,1.723865032196045,1.6957234144210815,1.7436782121658323,1.7242841720581055
2.217134952545166,2.171569347381592,2.2427432537078857,2.259528398513794,2.200268268585205,2.2182488441467285
2.2174692153930664,2.097350835800171,2.140098094940185,2.0916805267333984,2.1675095558166504,2.1428216457366944
2.108942031860352,1.994079828262329,2.113029718399048,2.050704002380371,2.035062789916992,2.0603636741638183
1.9504594802856443,1.952642798423767,1.9391509294509888,1.9565788507461548,2.3054234981536865,2.0208511114120484
1.873008131980896,1.8516675233840945,1.824792742729187,1.898508071899414,2.0304291248321533,1.895681118965149
1.8234436511993408,1.8447203636169436,2.036491632461548,1.836391806602478,2.065556287765503,1.9213207483291626
1.809941291809082,1.8468217849731443,1.7647995948791504,1.951843738555908,1.8288666009902956,1.840454602241516
1.8233082294464111,1.8606152534484863,1.7896575927734375,1.8617963790893557,1.812930703163147,1.8296616315841674
1.8545321226119995,1.9088526964187624,1.9260787963867188,1.8255878686904907,1.8960825204849243,1.8822268009185792
1.705108642578125,1.771852970123291,1.7317945957183838,1.892999053001404,1.8378617763519287,1.7879234075546264
1.6663347482681274,1.8784759044647217,1.7647104263305664,1.7930339574813845,1.9531261920928955,1.811136245727539
1.6973708868026731,1.8219702243804927,1.7359157800674438,1.8266228437423704,1.970758438110352,1.8105276346206665
1.7689495086669922,1.82181453704834,1.8024704456329343,1.972439885139465,1.7551348209381104,1.8241618394851684
1.9142574071884155,1.6577231884002686,1.858773946762085,1.7123706340789795,1.778250813484192,1.784275197982788
1.8367704153060915,1.87516188621521,1.7853045463562012,1.8042185306549072,1.813859701156616,1.8230630159378052
1.706815481185913,1.7760664224624634,1.673515796661377,1.7031879425048828,1.9969735145568848,1.7713118314743042
1.6947684288024902,1.6611651182174685,1.7030137777328491,1.8797264099121092,1.7823227643966677,1.7441992998123168
1.587059736251831,1.777467966079712,1.7466328144073486,1.9163306951522827,1.9418017864227293,1.7938585996627807
1.7627625465393066,1.689807653427124,1.6984009742736816,1.7863404750823977,1.6592198610305786,1.7193063020706176
1.6713190078735352,1.7406423091888428,1.6919198036193848,1.7266827821731567,1.6885278224945068,1.7038183450698852
1.6545482873916626,1.6893030405044556,1.6179628372192385,1.669586420059204,1.7291253805160522,1.6721051931381226
1.7193446159362793,1.7360399961471558,1.649492859840393,1.6786816120147705,1.819362998008728,1.7205844163894652
1.739756464958191,1.5936442613601685,1.6574223041534424,1.813556432723999,1.6911948919296265,1.6991148710250854
1.6741182804107666,1.6650230884552002,1.673190951347351,1.6822398900985718,1.654328227043152,1.6697800874710083
1.6056064367294312,1.5952612161636353,1.6635645627975464,1.6706472635269165,1.8046345710754397,1.6679428100585938
1.62968111038208,1.6168557405471802,1.6050946712493896,1.622766137123108,1.9697641134262085,1.6888323545455932
1.6610043048858645,1.6917200088500977,1.6606985330581665,1.8170758485794067,1.7571364641189575,1.7175270318984985
1.6334679126739502,1.6497902870178225,1.679939866065979,1.5908432006835938,1.831585168838501,1.6771252870559692
1.6137795448303225,1.6871384382247925,1.6555867195129397,1.6847784519195557,1.7124567031860352,1.670747971534729
1.5955084562301636,1.5694152116775513,1.54818856716156,1.7399060726165771,1.8056803941726685,1.651739740371704
1.6170896291732788,1.6720510721206665,1.5435248613357544,1.6179319620132446,1.7505161762237549,1.6402227401733398
1.5803371667861938,1.6609543561935425,1.5536422729492188,1.514129877090454,1.6182866096496582,1.5854700565338136
1.5771182775497437,1.528132677078247,1.6223384141921997,1.541629672050476,1.6322275400161743,1.5802893161773681
1.6549400091171265,1.6954262256622314,1.7285679578781128,1.6473231315612793,1.6770055294036863,1.6806525707244873
1.6300665140151978,1.5877163410186768,1.5698492527008057,1.664929747581482,1.5949344635009766,1.6094992637634278
1.6699084043502808,1.5395219326019287,1.6624441146850586,1.6418554782867432,1.6245239973068235,1.627650785446167
1.543207764625549,1.6300088167190552,1.601121425628662,1.573673129081726,1.59415864944458,1.5884339570999146
1.611220121383667,1.515926718711853,1.559318780899048,1.5690548419952393,1.5977152585983276,1.5706471443176269
1.6134370565414429,1.557103157043457,1.584563970565796,1.6142634153366089,1.6575874090194702,1.605391001701355
1.5460768938064575,1.572975993156433,1.7262917757034302,1.5355106592178345,1.5874946117401123,1.5936699867248536
1.5731958150863647,1.5076652765274048,1.489177942276001,1.537365198135376,1.6694873571395874,1.5553783178329468
1.5500978231430054,1.5783905982971191,1.5528275966644287,1.5991798639297483,1.5341535806655884,1.562929892539978
1.5196070671081543,1.5265376567840576,1.455934762954712,1.580648422241211,1.516444444656372,1.5198344707489013
1.566361904144287,1.5193949937820437,1.5720365047454834,1.5022892951965332,1.5604006052017212,1.5440966606140136
1.5678484439849854,1.522736668586731,1.5028529167175293,1.5048717260360718,1.557247757911682,1.5311115026473998
1.5537583827972412,1.5441224575042725,1.5237644910812378,1.5409345626831057,1.5419212579727173,1.5409002304077148
1.5531799793243408,1.4502882957458496,1.5068007707595823,1.5286489725112915,1.62603759765625,1.5329911231994628
1.5331060886383057,1.4961830377578735,1.5039628744125366,1.5011006593704224,1.5380035638809204,1.5144712448120117
1.588515043258667,1.489580750465393,1.5262216329574585,1.4680304527282717,1.4626600742340088,1.5070015907287597
1.536587476730347,1.5217260122299194,1.5491784811019895,1.461498141288757,1.5223736763000488,1.5182727575302124
1.5067203044891355,1.4782919883728027,1.498022437095642,1.4526050090789795,1.5240817070007324,1.4919442892074586
1.5704286098480225,1.478432297706604,1.4929192066192627,1.4386961460113523,1.4779633283615112,1.4916879177093505
1.5203700065612793,1.430810809135437,1.5384387969970703,1.4690346717834473,1.5314772129058838,1.4980262994766236
1.6209796667099,1.4210264682769775,1.5135217905044556,1.43230402469635,1.5864166021347046,1.5148497104644776
1.5454790592193604,1.582667350769043,1.5220839977264404,1.474698781967163,1.5074639320373535,1.5264786243438722
1.52041494846344,1.4211879968643188,1.4791600704193115,1.4533756971359253,1.5658092498779297,1.487989592552185
1.5494053363800049,1.4672141075134275,1.4896421432495115,1.448185682296753,1.4944087266921997,1.4897711992263794
1.474843144416809,1.4244043827056885,1.458695888519287,1.4313255548477173,1.4871244430541992,1.4552786827087403
1.5148640871047974,1.4100871086120603,1.474433183670044,1.4474068880081177,1.473798751831055,1.4641180038452148
1.4959501028060913,1.4995074272155762,1.4751805067062378,1.4640381336212158,1.5063990354537964,1.4882150411605835
1.5228945016860962,1.4003794193267822,1.4509587287902832,1.4085898399353027,1.4713815450668335,1.4508408069610597
1.5753322839736938,1.4060066938400269,1.4733761548995972,1.3896398544311523,1.427930235862732,1.4544570446014404
1.545433521270752,1.425607681274414,1.467007040977478,1.390113115310669,1.4479455947875977,1.4552213907241822
1.4855270385742188,1.3979548215866089,1.500994324684143,1.4141371250152588,1.4069335460662842,1.4411093711853027
1.4848086833953855,1.4002976417541504,1.4532766342163086,1.394391417503357,1.4226359128952026,1.431082057952881
1.4897016286849976,1.3781938552856443,1.435670256614685,1.3877475261688232,1.404827117919922,1.4192280769348145
1.4960014820098877,1.3818506002426147,1.4582847356796265,1.38662588596344,1.4474506378173828,1.4340426683425904
1.475676655769348,1.365947127342224,1.4497251510620115,1.3943421840667725,1.4556405544281006,1.4282663345336912
1.5099269151687622,1.401444911956787,1.429580569267273,1.4000838994979858,1.4328776597976685,1.4347827911376954
1.4645040035247805,1.3551422357559204,1.4827325344085691,1.3808923959732056,1.4057601690292358,1.4178062677383423
1.499355435371399,1.389155387878418,1.4512876272201538,1.3836222887039185,1.4105885028839111,1.42680184841156
1.510399580001831,1.3892990350723269,1.4715778827667236,1.388959884643555,1.424085021018982,1.4368642807006835
1.4966554641723633,1.4063193798065186,1.4259687662124634,1.3762110471725464,1.3906636238098145,1.4191636562347412
1.520766258239746,1.4070582389831543,1.4474685192108154,1.3917895555496216,1.3798640966415403,1.4293893337249757
1.511042594909668,1.390055775642395,1.422465443611145,1.3629558086395264,1.4046318531036377,1.4182302951812744
1.5427970886230469,1.373807668685913,1.4367059469223022,1.3579496145248413,1.4007960557937622,1.422411274909973
1.4743415117263794,1.3365061283111572,1.4187371730804443,1.3885306119918823,1.397072434425354,1.4030375719070434
1.5078058242797852,1.3764678239822388,1.4340543746948242,1.3808521032333374,1.4452908039093018,1.4288941860198974
1.4849951267242432,1.367011547088623,1.430964708328247,1.359443426132202,1.381050944328308,1.4046931505203246
1.499367594718933,1.3613537549972534,1.444157600402832,1.377957105636597,1.3957558870315552,1.415718388557434
1.5012832880020142,1.3781239986419678,1.4547230005264282,1.3710495233535769,1.4166300296783447,1.4243619680404662
1.5117491483688354,1.3622887134552002,1.437949299812317,1.3628839254379272,1.3761016130447388,1.4101945400238036
1.5062665939331057,1.3650617599487305,1.4344645738601685,1.3764063119888306,1.4045255184173584,1.4173449516296386
1.547892928123474,1.4013725519180298,1.4538465738296509,1.3517818450927734,1.378138780593872,1.42660653591156
1.5131118297576904,1.3794405460357666,1.449574589729309,1.3745462894439695,1.3951530456542969,1.4223652601242065
1.513806700706482,1.380110263824463,1.4675794839859009,1.356752634048462,1.406981110572815,1.4250460386276245
1.5448589324951172,1.3831901550292969,1.4467498064041138,1.3720186948776243,1.3969324827194214,1.4287500143051148
1.525534987449646,1.3932852745056152,1.4596232175827026,1.3682756423950195,1.4167717695236206,1.4326981782913208
1.512775182723999,1.368419885635376,1.4461933374404907,1.3838229179382324,1.4223707914352417,1.426716423034668
1.543336272239685,1.3828766345977783,1.482089877128601,1.3758805990219116,1.414613127708435,1.4397593021392823
