/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.001_30-20_tb.csv,row_average
0.520039975643158,0.5325999855995178,0.5274800062179565,0.5303999781608582,0.5254799723625183,0.5271999835968018
0.5225600004196167,0.526639997959137,0.5275200009346008,0.5242800116539001,0.5163999795913696,0.5234799981117249
0.5191599726676941,0.5287600159645081,0.5311999917030334,0.5229600071907043,0.52156001329422,0.524728000164032
0.5309199690818787,0.523639976978302,0.5405200123786926,0.5358799695968628,0.5366799831390381,0.5335279822349548
0.5301600098609924,0.5415199995040894,0.5455600023269653,0.5374799966812134,0.5384399890899658,0.5386319994926453
0.5321999788284302,0.5355600118637085,0.5316399931907654,0.5350800156593323,0.5210400223731995,0.5311040043830871
0.402999997138977,0.4000000059604645,0.3965999782085418,0.4231999814510345,0.4135999977588653,0.4072799921035767
0.438400000333786,0.4451999962329864,0.4151999950408935,0.4713999927043915,0.4521999955177307,0.44447999596595766
0.4423999786376953,0.4493999779224396,0.4805999994277954,0.4668000042438507,0.4679999947547912,0.4614399909973145
0.4629999995231628,0.4580000042915344,0.4797999858856201,0.4717999994754791,0.4817999899387359,0.4708799958229065
0.4885999858379364,0.4695999920368194,0.5127999782562256,0.4842000007629394,0.4993999898433685,0.4909199893474579
0.468999981880188,0.4653999805450439,0.4887999892234802,0.4893999993801117,0.5152000188827515,0.4855599939823151
0.5033999681472778,0.4948000013828277,0.5277999639511108,0.4655999839305877,0.5019999742507935,0.4987199783325195
0.4763999879360199,0.4655999839305877,0.5234000086784363,0.4993999898433685,0.5076000094413757,0.49447999596595765
0.4897999763488769,0.5113999843597412,0.521399974822998,0.4837999939918518,0.4862000048160553,0.49851998686790466
0.5238000154495239,0.5065999627113342,0.5270000100135803,0.5271999835968018,0.5155999660491943,0.5200399875640869
0.5271999835968018,0.5139999985694885,0.5293999910354614,0.5185999870300293,0.4785999953746795,0.5135599911212921
0.5055999755859375,0.4783999919891357,0.5324000120162964,0.5375999808311462,0.4899999797344208,0.5087999880313874
0.5320000052452087,0.5171999931335449,0.5289999842643738,0.5419999957084656,0.5137999653816223,0.526799988746643
0.531000018119812,0.5119999647140503,0.5175999999046326,0.5221999883651733,0.5432000160217285,0.5251999974250794
0.5180000066757202,0.5098000168800354,0.5561999678611755,0.5407999753952026,0.515999972820282,0.5281599879264831
0.5181999802589417,0.5432000160217285,0.5557999610900879,0.5401999950408936,0.5342000126838684,0.538319993019104
0.5252000093460083,0.5401999950408936,0.557200014591217,0.5306000113487244,0.5347999930381775,0.5376000046730042
0.5263999700546265,0.5519999861717224,0.5623999834060669,0.5253999829292297,0.5555999875068665,0.5443599820137024
0.491599977016449,0.5465999841690063,0.5419999957084656,0.5347999930381775,0.5461999773979187,0.5322399854660034
0.5475999712944031,0.5313999652862549,0.5511999726295471,0.527999997138977,0.5483999848365784,0.541319978237152
0.5515999794006348,0.5419999957084656,0.5573999881744385,0.5343999862670898,0.538599967956543,0.5447999835014343
0.550599992275238,0.5365999937057495,0.5349999666213989,0.5389999747276306,0.5557999610900879,0.543399977684021
0.5419999957084656,0.5119999647140503,0.5546000003814697,0.546999990940094,0.5582000017166138,0.5427599906921386
0.548799991607666,0.550000011920929,0.5496000051498413,0.5473999977111816,0.5509999990463257,0.5493600010871887
0.5519999861717224,0.561199963092804,0.5631999969482422,0.5561999678611755,0.578000009059906,0.56211998462677
0.5080000162124634,0.551800012588501,0.5839999914169312,0.5519999861717224,0.5593999624252319,0.55103999376297
0.5507999658584595,0.5619999766349792,0.5691999793052673,0.5641999840736389,0.5604000091552734,0.5613199830055237
0.5297999978065491,0.5608000159263611,0.5619999766349792,0.5447999835014343,0.5546000003814697,0.5503999948501587
0.5539999604225159,0.5568000078201294,0.5753999948501587,0.5605999827384949,0.5259999632835388,0.5545599818229675
0.5483999848365784,0.5212000012397766,0.5755999684333801,0.5618000030517578,0.5551999807357788,0.5524399876594543
0.5608000159263611,0.5519999861717224,0.5475999712944031,0.5267999768257141,0.5807999968528748,0.5535999894142151
0.5541999936103821,0.5622000098228455,0.5925999879837036,0.5622000098228455,0.5428000092506409,0.5628000020980835
0.5446000099182129,0.550000011920929,0.5834000110626221,0.5636000037193298,0.5709999799728394,0.5625200033187866
0.5525999665260315,0.5741999745368958,0.5835999846458435,0.5807999968528748,0.5771999955177307,0.5736799836158752
0.5529999732971191,0.5708000063896179,0.6105999946594238,0.5417999625205994,0.5667999982833862,0.5685999870300293
0.5623999834060669,0.5767999887466431,0.5931999683380127,0.5424000024795532,0.5781999826431274,0.5705999851226806
0.5809999704360962,0.5525999665260315,0.5889999866485596,0.5687999725341797,0.585599958896637,0.5753999710083008
0.5501999855041504,0.562999963760376,0.5848000049591064,0.5697999596595764,0.5848000049591064,0.5705199837684631
0.5884000062942505,0.574400007724762,0.5618000030517578,0.5676000118255615,0.5759999752044678,0.5736400008201599
0.5745999813079834,0.5784000158309937,0.597000002861023,0.5935999751091003,0.5799999833106995,0.5847199916839599
0.574400007724762,0.5949999690055847,0.5945999622344971,0.6011999845504761,0.5861999988555908,0.5902799844741822
0.5885999798774719,0.5489999651908875,0.5945999622344971,0.579800009727478,0.5863999724388123,0.5796799778938293
0.5895999670028687,0.5238000154495239,0.592199981212616,0.5587999820709229,0.589199960231781,0.5707199811935425
0.5619999766349792,0.5857999920845032,0.6021999716758728,0.5748000144958496,0.5871999859809875,0.5823999881744385
0.5758000016212463,0.5913999676704407,0.5963999629020691,0.5906000137329102,0.590999960899353,0.5890399813652039
0.5871999859809875,0.5942000150680542,0.597599983215332,0.5943999886512756,0.5834000110626221,0.5913599967956543
0.5699999928474426,0.58160001039505,0.6061999797821045,0.5949999690055847,0.5945999622344971,0.5894799828529358
0.6043999791145325,0.5960000157356262,0.6043999791145325,0.5812000036239624,0.5849999785423279,0.5941999912261963
0.5920000076293945,0.6015999913215637,0.6146000027656555,0.5809999704360962,0.6025999784469604,0.5983599901199341
0.592199981212616,0.5953999757766724,0.6064000129699707,0.5938000082969666,0.5906000137329102,0.5956799983978271
0.6039999723434448,0.6031999588012695,0.5834000110626221,0.5938000082969666,0.6053999662399292,0.5979599833488465
0.5997999906539917,0.5843999981880188,0.6161999702453613,0.5952000021934509,0.5943999886512756,0.5979999899864197
0.6047999858856201,0.5979999899864197,0.6017999649047852,0.6132000088691711,0.6028000116348267,0.6041199922561645
0.5999999642372131,0.6028000116348267,0.5971999764442444,0.5913999676704407,0.6033999919891357,0.5989599823951721
0.5999999642372131,0.6037999987602234,0.6222000122070312,0.5965999960899353,0.5978000164031982,0.6040799975395202
0.6061999797821045,0.6168000102043152,0.6345999836921692,0.5907999873161316,0.6118000149726868,0.6120399951934814
0.604200005531311,0.6136000156402588,0.5996000170707703,0.6187999844551086,0.6164000034332275,0.6105200052261353
0.6010000109672546,0.6100000143051147,0.6287999749183655,0.6121999621391296,0.6121999621391296,0.6128399848937989
0.6139999628067017,0.6233999729156494,0.6294000148773193,0.6218000054359436,0.6254000067710876,0.6227999925613403
0.6089999675750732,0.6092000007629395,0.6259999871253967,0.6137999892234802,0.6111999750137329,0.6138399839401245
0.6074000000953674,0.6207999587059021,0.623199999332428,0.6159999966621399,0.6123999953269958,0.6159599900245667
0.6114000082015991,0.6119999885559082,0.6330000162124634,0.618399977684021,0.6222000122070312,0.6194000005722046
0.623199999332428,0.6154000163078308,0.642799973487854,0.6168000102043152,0.6245999932289124,0.6245599985122681
0.6141999959945679,0.614799976348877,0.6362000107765198,0.6227999925613403,0.6225999593734741,0.6221199870109558
0.6313999891281128,0.614799976348877,0.6215999722480774,0.6132000088691711,0.621999979019165,0.6205999851226807
0.6259999871253967,0.6327999830245972,0.63919997215271,0.6169999837875366,0.6186000108718872,0.6267199873924255
0.6205999851226807,0.6251999735832214,0.6412000060081482,0.6233999729156494,0.6211999654769897,0.6263199806213379
0.6308000087738037,0.6353999972343445,0.6417999863624573,0.6211999654769897,0.6259999871253967,0.6310399889945983
0.6265999674797058,0.6323999762535095,0.6412000060081482,0.6330000162124634,0.6341999769210815,0.6334799885749817
0.6241999864578247,0.6383999586105347,0.6401999592781067,0.6345999836921692,0.6337999701499939,0.6342399716377258
0.6355999708175659,0.6377999782562256,0.6380000114440918,0.6362000107765198,0.6273999810218811,0.6349999904632568
0.6355999708175659,0.6308000087738037,0.6459999680519104,0.6484000086784363,0.6327999830245972,0.6387199878692627
0.6345999836921692,0.6259999871253967,0.6462000012397766,0.6348000168800354,0.6353999972343445,0.6353999972343445
0.6323999762535095,0.6349999904632568,0.6545999646186829,0.6401999592781067,0.640999972820282,0.6406399726867675
0.6435999870300293,0.649399995803833,0.6588000059127808,0.6421999931335449,0.6399999856948853,0.6467999935150146
0.6453999876976013,0.6502000093460083,0.6531999707221985,0.6502000093460083,0.6327999830245972,0.6463599920272827
0.6399999856948853,0.6517999768257141,0.651199996471405,0.6419999599456787,0.6484000086784363,0.6466799855232239
0.6403999924659729,0.6480000019073486,0.6647999882698059,0.6507999897003174,0.6503999829292297,0.6508799910545349
0.6439999938011169,0.651199996471405,0.652999997138977,0.6567999720573425,0.6439999938011169,0.6497999906539917
0.6435999870300293,0.6477999687194824,0.6599999666213989,0.6531999707221985,0.6484000086784363,0.6505999803543091
0.6473999619483948,0.6455999612808228,0.6607999801635742,0.6570000052452087,0.6448000073432922,0.6511199831962585
0.6431999802589417,0.6523999571800232,0.6593999862670898,0.6520000100135803,0.6452000141143799,0.6504399895668029
0.6520000100135803,0.6633999943733215,0.6693999767303467,0.663599967956543,0.6489999890327454,0.6594799876213073
0.6380000114440918,0.6535999774932861,0.667199969291687,0.6520000100135803,0.6502000093460083,0.6521999955177307
0.6534000039100647,0.6552000045776367,0.6597999930381775,0.6571999788284302,0.6531999707221985,0.6557599902153015
0.649399995803833,0.6577999591827393,0.6657999753952026,0.6669999957084656,0.6517999768257141,0.6583599805831909
0.6502000093460083,0.6563999652862549,0.6715999841690063,0.6603999733924866,0.6557999849319458,0.6588799834251404
0.6502000093460083,0.6639999747276306,0.663599967956543,0.6539999842643738,0.6577999591827393,0.657919979095459
0.6466000080108643,0.6603999733924866,0.6661999821662903,0.6601999998092651,0.6592000126838684,0.6585199952125549
0.6549999713897705,0.6631999611854553,0.6628000140190125,0.6657999753952026,0.6579999923706055,0.6609599828720093
0.6507999897003174,0.6621999740600586,0.6696000099182129,0.6516000032424927,0.6575999855995178,0.6583599925041199
0.6535999774932861,0.6531999707221985,0.6759999990463257,0.6563999652862549,0.6597999930381775,0.6597999811172486
0.6521999835968018,0.6601999998092651,0.6699999570846558,0.6624000072479248,0.6571999788284302,0.6603999853134155
0.6552000045776367,0.6606000065803528,0.6703999638557434,0.6674000024795532,0.6579999923706055,0.6623199939727783
0.6545999646186829,0.6607999801635742,0.6777999997138977,0.6588000059127808,0.6570000052452087,0.6617999911308289
0.6589999794960022,0.6628000140190125,0.667199969291687,0.6620000004768372,0.6513999700546265,0.6604799866676331
0.6489999890327454,0.6628000140190125,0.670199990272522,0.6642000079154968,0.6625999808311462,0.6617599964141846
0.6557999849319458,0.6557999849319458,0.6715999841690063,0.66839998960495,0.6615999937057495,0.6626399874687194
0.651199996471405,0.6581999659538269,0.671999990940094,0.6639999747276306,0.6657999753952026,0.6622399806976318
0.6516000032424927,0.66839998960495,0.6669999957084656,0.6603999733924866,0.6610000133514404,0.661679995059967
