/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.001_30-20_tb.csv,row_average
0.0725599974393844,0.0824399963021278,0.0803999975323677,0.0750000029802322,0.0938000008463859,0.0808399990200996
0.1252399981021881,0.146479994058609,0.1281599998474121,0.1312000006437301,0.1312800049781799,0.13247199952602387
0.1684000045061111,0.1823599934577942,0.1791599988937378,0.1512800008058548,0.19132000207901,0.17450399994850158
0.2181600034236908,0.2052000015974044,0.2161200046539306,0.2052000015974044,0.221119999885559,0.2131600022315978
0.23955999314785,0.2525599896907806,0.2245199978351593,0.238439992070198,0.2579199969768524,0.24259999394416804
0.2580400109291076,0.2833200097084045,0.2637200057506561,0.2837199866771698,0.2828800082206726,0.2743360042572021
0.3089199960231781,0.3025200068950653,0.2863999903202057,0.2887600064277649,0.3080799877643585,0.2989359974861145
0.3286399841308594,0.319159984588623,0.2998400032520294,0.3262799978256225,0.321399986743927,0.3190639913082123
0.3314000070095062,0.3347199857234955,0.3379600048065185,0.336679995059967,0.3365199863910675,0.335455995798111
0.3654800057411194,0.3562000095844269,0.3503200113773346,0.3625999987125397,0.3634800016880035,0.35961600542068484
0.3724800050258636,0.372759997844696,0.3706800043582916,0.3755199909210205,0.384880006313324,0.37526400089263917
0.376800000667572,0.3812800049781799,0.3856399953365326,0.3933199942111969,0.4056400060653686,0.38853600025177004
0.4008800089359283,0.3919200003147125,0.3858000040054321,0.4118799865245819,0.3996799886226654,0.39803199768066405
0.4068000018596649,0.4123600125312805,0.4120799899101257,0.4160000085830688,0.4000400006771087,0.40945600271224974
0.4282799959182739,0.4054799973964691,0.4209199845790863,0.4250800013542175,0.4345999956130981,0.422871994972229
0.4311999976634979,0.423440009355545,0.4311600029468536,0.4266400039196014,0.4331200122833252,0.42911200523376464
0.4301199913024902,0.4352799952030182,0.4381600022315979,0.4433200061321258,0.4338400065898895,0.4361440002918243
0.4443599879741668,0.4501999914646148,0.4406400024890899,0.4708800017833709,0.4379599988460541,0.44880799651145936
0.4384799897670746,0.450439989566803,0.4506799876689911,0.4611600041389465,0.4570800065994262,0.4515679955482483
0.4652000069618225,0.4571599960327148,0.45592001080513,0.4655599892139435,0.4630799889564514,0.46138399839401245
0.4514400064945221,0.4590399861335754,0.4571999907493591,0.4552800059318542,0.471560001373291,0.4589039981365204
0.4700399935245514,0.4713599979877472,0.4691999852657318,0.4708000123500824,0.4785600006580353,0.4719919979572296
0.4761999845504761,0.4637199938297272,0.4844799935817718,0.4833999872207641,0.4688400030136108,0.47532799243927004
0.4776799976825714,0.4651199877262115,0.4864799976348877,0.481359988451004,0.4819599986076355,0.478519994020462
0.4785600006580353,0.4829599857330322,0.4887199997901916,0.4894799888134002,0.4828400015830993,0.4845119953155518
0.4905200004577636,0.4966799914836883,0.4840799868106842,0.4928799867630005,0.4916799962520599,0.49116799235343933
0.4932799935340881,0.474480003118515,0.4906800091266632,0.4948799908161163,0.4905999898910522,0.488783997297287
0.5011199712753296,0.4914399981498718,0.4850800037384033,0.5066400170326233,0.5053200125694275,0.4979200005531311
0.4947600066661834,0.4968799948692322,0.4823600053787231,0.4993999898433685,0.5059599876403809,0.4958719968795776
0.4972000122070312,0.500760018825531,0.4972800016403198,0.4997600018978119,0.5000799894332886,0.4990160048007965
0.5094000101089478,0.4967199862003326,0.5011199712753296,0.4981600046157837,0.5024799704551697,0.5015759885311126
0.4987599849700928,0.5077999830245972,0.5059999823570251,0.5103600025177002,0.5132399797439575,0.5072319865226745
0.5018799901008606,0.5058000087738037,0.5077999830245972,0.5030800104141235,0.5072000026702881,0.5051519989967346
0.5123599767684937,0.5126799941062927,0.5029199719429016,0.508359968662262,0.5126000046730042,0.5097839832305908
0.5156800150871277,0.4971199929714203,0.51528000831604,0.5083199739456177,0.5297200083732605,0.5132239997386933
0.51419997215271,0.5172799825668335,0.5099999904632568,0.5122399926185608,0.5177599787712097,0.5142959833145142
0.5141199827194214,0.4986000061035156,0.5180400013923645,0.5229600071907043,0.5222799777984619,0.5151999950408935
0.5120800137519836,0.5098000168800354,0.5117999911308289,0.5245999693870544,0.5285199880599976,0.51735999584198
0.5083199739456177,0.5238400101661682,0.5234400033950806,0.5172799825668335,0.5195599794387817,0.5184879899024963
0.5108000040054321,0.5044000148773193,0.5156400203704834,0.5320000052452087,0.5103999972343445,0.5146480083465577
0.5122399926185608,0.5235599875450134,0.5285599827766418,0.5202400088310242,0.5186799764633179,0.5206559896469116
0.5205600261688232,0.5130800008773804,0.5317599773406982,0.5129200220108032,0.5083199739456177,0.5173280000686645
0.5095999836921692,0.5162799954414368,0.5198000073432922,0.5107200145721436,0.5263999700546265,0.5165599942207336
0.5318400263786316,0.5168799757957458,0.5216400027275085,0.5309600234031677,0.5257200002670288,0.5254080057144165
