/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-L32_tb.csv,/home/miura/lab/KD-hdas/results/stat/32layer/acc/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-L32_tb.csv,row_average
0.0548000000417232,0.0537599995732307,0.046239998191595,0.0471999980509281,0.0517200008034706,0.0473200008273124,0.033160001039505,0.0428799986839294,0.0382799990475177,0.0405999980866909,0.045595999434590306
0.0917999967932701,0.0761199966073036,0.0939999967813491,0.0785600021481514,0.0726799964904785,0.066880002617836,0.0722000002861023,0.0646800026297569,0.0673599988222122,0.0722000002861023,0.07564799934625624
0.1124399974942207,0.1057600006461143,0.1068399995565414,0.1024800017476081,0.0977599993348121,0.0929600000381469,0.0971599966287612,0.1043199971318245,0.0910800024867057,0.1042400002479553,0.10150399953126901
0.1426399946212768,0.1089999973773956,0.1536400020122528,0.1156800016760826,0.120119996368885,0.1263599991798401,0.1171199977397918,0.1215599998831749,0.1159600019454956,0.1136799976229667,0.1235759988427162
0.1397199928760528,0.136240005493164,0.1417600065469741,0.1461199969053268,0.1429200023412704,0.144679993391037,0.1426800042390823,0.1243600025773048,0.1491999924182891,0.1389600038528442,0.14066400006413457
0.1614399999380111,0.160640001296997,0.1809599995613098,0.1623599976301193,0.1618400067090988,0.1653600037097931,0.1720000058412552,0.1597999930381775,0.1531199961900711,0.1557199954986572,0.163323999941349
0.2001200020313263,0.1689199954271316,0.1908400058746338,0.1960799992084503,0.1781599968671798,0.1802799999713897,0.185479998588562,0.1752399951219558,0.1861200034618377,0.1722400039434433,0.18334800004959104
0.2115599960088729,0.1961600035429,0.2343599945306778,0.1932799965143203,0.2014400064945221,0.1923599988222122,0.2096000015735626,0.1956000030040741,0.1994799971580505,0.1974799931049347,0.2031319990754127
0.2212000042200088,0.2166000008583068,0.2214799970388412,0.2227599918842315,0.222680002450943,0.2102400064468383,0.2178400009870529,0.2149199992418289,0.222120001912117,0.2029999941587448,0.21728399991989136
0.2337999939918518,0.2267200052738189,0.2577199935913086,0.2462799996137619,0.2153600007295608,0.2281599938869476,0.2282799929380417,0.2295999974012375,0.222680002450943,0.2223600000143051,0.2310959979891777
0.2498800009489059,0.2472800016403198,0.2534399926662445,0.2656799852848053,0.2368800044059753,0.2462400048971176,0.2441200017929077,0.229760006070137,0.2561599910259247,0.2511599957942962,0.2480599984526634
0.2469599992036819,0.2496400028467178,0.2776800096035003,0.2720400094985962,0.254720002412796,0.2533200085163116,0.2767199873924255,0.2454400062561035,0.2639200091361999,0.2600800096988678,0.26005200445652005
0.2687599956989288,0.271120011806488,0.2903200089931488,0.2865999937057495,0.2796800136566162,0.2707200050354004,0.2782000005245209,0.2524400055408478,0.2901600003242492,0.2589199841022491,0.2746920019388199
0.3066799938678741,0.2827599942684173,0.3050799965858459,0.3095600008964538,0.2783199846744537,0.2785600125789642,0.2998400032520294,0.2728799879550934,0.282719999551773,0.2750000059604645,0.289139997959137
0.2739999890327453,0.295879989862442,0.3071599900722503,0.3108400106430053,0.2856000065803528,0.2838000059127807,0.3003199994564056,0.2766399979591369,0.3073599934577942,0.3045600056648254,0.2946159988641739
0.2996399998664856,0.3079200088977813,0.328359991312027,0.3237999975681305,0.3120400011539459,0.3113999962806701,0.3135600090026855,0.2983199954032898,0.3142800033092499,0.3116399943828583,0.3120959997177124
0.334520012140274,0.3226799964904785,0.329120010137558,0.3347600102424621,0.3190400004386902,0.3244799971580505,0.3289999961853027,0.3157599866390228,0.3348399996757507,0.3059599995613098,0.32501600086689
0.3157199919223785,0.3176400065422058,0.3279599845409393,0.3529599905014038,0.3288399875164032,0.333759993314743,0.332639992237091,0.3147599995136261,0.3441199958324432,0.3116399943828583,0.3280039936304092
0.3289600014686584,0.3422400057315826,0.3532800078392029,0.3317199945449829,0.3476000130176544,0.3433600068092346,0.3616800010204315,0.3326799869537353,0.3619999885559082,0.3241199851036072,0.34276399910449984
0.3412800133228302,0.3666799962520599,0.354200005531311,0.3521600067615509,0.3495599925518036,0.3361200094223022,0.361840009689331,0.3452000021934509,0.3500399887561798,0.3373199999332428,0.34944000244140627
0.3605200052261352,0.3509199917316437,0.3495999872684479,0.3637999892234802,0.3583999872207641,0.3530400097370147,0.3518399894237518,0.3511199951171875,0.3764399886131286,0.3504399955272674,0.35661199390888215
0.3469200134277344,0.3594000041484833,0.3756000101566314,0.3876799941062927,0.37567999958992,0.3787600100040436,0.388399988412857,0.355679988861084,0.3821600079536438,0.3637599945068359,0.37140400111675265
0.3595600128173828,0.3546800017356872,0.3782799839973449,0.3829599916934967,0.3753199875354767,0.3716000020503998,0.3904800117015838,0.3497599959373474,0.4023599922657013,0.3810400068759918,0.37460399866104127
0.3728399872779846,0.3779599964618683,0.3876799941062927,0.3992399871349334,0.3764800131320953,0.3796400129795074,0.3862800002098083,0.385560005903244,0.3991599977016449,0.3553999960422516,0.3820239990949631
0.3747999966144562,0.3928000032901764,0.4019199907779693,0.4081200063228607,0.4004400074481964,0.3711600005626678,0.3986800014972687,0.3932400047779083,0.408160001039505,0.3844799995422363,0.3933800011873245
0.392439991235733,0.3983599841594696,0.39724001288414,0.4073599874973297,0.3892000019550323,0.4161199927330017,0.4021199941635132,0.4003199934959411,0.4137600064277649,0.3843599855899811,0.40012799501419066
0.3921999931335449,0.3941600024700165,0.3974800109863281,0.4120000004768371,0.3916800022125244,0.4009200036525726,0.4163199961185455,0.4045999944210052,0.4021199941635132,0.39724001288414,0.4008720010519028
0.376120001077652,0.4133200049400329,0.4228399991989136,0.4277600049972534,0.4211199879646301,0.4108799993991852,0.4165599942207336,0.4063999950885772,0.4070799946784973,0.4031600058078766,0.4105239987373352
0.4217999875545501,0.4011600017547607,0.4281199872493744,0.4257600009441376,0.4177599847316742,0.4102799892425537,0.4321199953556061,0.406360000371933,0.4304800033569336,0.4142400026321411,0.41880799531936647
0.4074800014495849,0.4109199941158294,0.4264400005340576,0.4246399998664856,0.411760002374649,0.4250800013542175,0.4367199838161468,0.4197999835014343,0.4329600036144256,0.4009599983692169,0.4196759968996048
0.4277200102806091,0.4239999949932098,0.3958399891853332,0.4170799851417541,0.4214800000190735,0.4344399869441986,0.4268800020217895,0.4241999983787536,0.4311600029468536,0.4157600104808807,0.4218559980392456
0.4319199919700622,0.4170399904251098,0.4290800094604492,0.413560003042221,0.4458000063896179,0.4413999915122986,0.4463199973106384,0.4354000091552734,0.4394400119781494,0.3630400002002716,0.4263000011444092
0.423880010843277,0.4369600117206573,0.4377200007438659,0.4105600118637085,0.4204399883747101,0.4363600015640259,0.4408800005912781,0.4332799911499023,0.4491600096225738,0.4207600057125091,0.43100000321865084
0.4367199838161468,0.4282000064849853,0.4374800026416778,0.4416399896144867,0.4397999942302704,0.4380399882793426,0.456279993057251,0.4301199913024902,0.4562399983406067,0.3960799872875213,0.4360599935054779
0.4488399922847748,0.4357199966907501,0.4420399963855743,0.4503600001335144,0.4462800025939941,0.4535199999809265,0.4564799964427948,0.4468800127506256,0.4514400064945221,0.4418799877166748,0.4473439991474152
0.4474399983882904,0.4548400044441223,0.4501200020313263,0.4456000030040741,0.4340800046920776,0.4511599838733673,0.4602400064468384,0.4440799951553345,0.4717999994754791,0.4346799850463867,0.4494039982557297
0.4476799964904785,0.4291599988937378,0.4539999961853027,0.448199987411499,0.4368399977684021,0.455159991979599,0.4429199993610382,0.4462400078773498,0.4567199945449829,0.4447599947452545,0.44616799652576444
0.4297600090503692,0.4469999969005584,0.4429999887943268,0.4633600115776062,0.4614799916744232,0.4320000112056732,0.4550400078296661,0.4403600096702575,0.4543600082397461,0.453680008649826,0.4480040043592453
0.4610799849033355,0.4560399949550628,0.4417999982833862,0.4585199952125549,0.4557600021362304,0.4510799944400787,0.451119989156723,0.4538800120353699,0.4602000117301941,0.4327600002288818,0.4522239983081818
0.4341999888420105,0.4654799997806549,0.4438399970531463,0.4487200081348419,0.4525600075721741,0.4430800080299377,0.4485599994659424,0.4483200013637543,0.4664399921894073,0.443039983510971,0.44942399859428406
0.4655199944972992,0.4684799909591675,0.4543600082397461,0.4402399957180023,0.4764800071716308,0.4648799896240234,0.4625999927520752,0.4658400118350982,0.4690400063991546,0.4416399896144867,0.4609079986810684
0.4651600122451782,0.4621999859809875,0.4606399834156036,0.4691999852657318,0.4719600081443786,0.4676800072193146,0.4426400065422058,0.4607200026512146,0.4504799842834472,0.4600799977779388,0.4610759973526001
0.4638400077819824,0.4582000076770782,0.4587199985980987,0.4627200067043304,0.4657999873161316,0.4654000103473663,0.4537200033664703,0.4572800099849701,0.4586400091648102,0.4494000077247619,0.4593720048666
0.4687599837779999,0.4596000015735626,0.4592399895191192,0.4718799889087677,0.4722799956798553,0.4637999832630157,0.4734799861907959,0.4553999900817871,0.4621999859809875,0.454039990901947,0.46406798958778384
0.4640400111675262,0.4646399915218353,0.4566400051116943,0.4731999933719635,0.45660001039505,0.4673199951648712,0.4625999927520752,0.4718399941921234,0.4592799842357635,0.4448800086975097,0.46210399866104124
0.4563199877738952,0.4722000062465668,0.4833599925041199,0.47775998711586,0.4614799916744232,0.4678800106048584,0.4725199937820434,0.4733999967575073,0.4667600095272064,0.4641599953174591,0.469583997130394
0.4686000049114227,0.4752799868583679,0.4887199997901916,0.469760000705719,0.4708400070667267,0.4479199945926666,0.4745599925518036,0.4692800045013428,0.4814800024032593,0.4754799902439117,0.4721919983625412
0.4670799970626831,0.4716399908065796,0.457639992237091,0.4825199842453003,0.4788799881935119,0.4660800099372864,0.4664399921894073,0.4633199870586395,0.4851199984550476,0.4695999920368194,0.4708319932222366
0.451200008392334,0.4677999913692474,0.4799599945545196,0.4683200120925903,0.4854800105094909,0.4648399949073791,0.4637999832630157,0.4729200005531311,0.4760000109672546,0.4811599850654602,0.4711479991674423
0.4792799949645996,0.4790799915790558,0.4809600114822387,0.4847599864006042,0.4641999900341034,0.473719984292984,0.4677999913692474,0.4854800105094909,0.487280011177063,0.4682399928569793,0.4770799964666367
0.4233999848365783,0.4422000050544739,0.4311999976634979,0.4208000004291534,0.4443999826908111,0.3953999876976013,0.4045999944210052,0.4359999895095825,0.4413999915122986,0.4088000059127807,0.4248199939727783
0.4741999804973602,0.4156000018119812,0.4629999995231628,0.4587999880313873,0.4327999949455261,0.4285999834537506,0.4531999826431274,0.4560000002384186,0.4599999785423279,0.4405999779701233,0.44827998876571656
0.4611999988555908,0.4731999933719635,0.4617999792098999,0.4521999955177307,0.4293999969959259,0.4334000051021576,0.4695999920368194,0.435399979352951,0.4845999777317047,0.4754000008106231,0.4576199918985367
