/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-LRreset_tb.csv,row_average
1.02175772190094,1.0243819952011108,1.0313631296157837,1.033531665802002,1.0863038301467896,1.0781898498535156,1.0455385446548462,1.051146388053894,1.039807677268982,1.022886872291565,1.0434907674789429
1.01037335395813,1.0109063386917114,1.0142823457717896,0.9917691349983216,1.0698637962341309,1.0675005912780762,1.0334060192108154,1.0418413877487185,1.018653154373169,1.011391282081604,1.0269987404346466
1.7682939767837524,1.7552272081375122,1.7655305862426758,1.78121817111969,1.7964797019958496,1.7669395208358765,1.7856460809707642,1.7892813682556152,1.8133023977279663,1.7867447137832642,1.7808663725852967
1.582607626914978,1.5759083032608032,1.5926954746246338,1.5911303758621216,1.6185505390167236,1.5840438604354858,1.593454122543335,1.6189812421798706,1.6072721481323242,1.5974390506744385,1.5962082743644714
1.5198893547058103,1.510882019996643,1.5227161645889282,1.5208454132080078,1.547966718673706,1.5286550521850586,1.5330930948257446,1.5482183694839478,1.5348448753356934,1.5303090810775757,1.5297420144081115
1.4734416007995603,1.4643210172653198,1.47733736038208,1.4725549221038818,1.507604479789734,1.4833836555480957,1.4813414812088013,1.4968737363815308,1.4959944486618042,1.4861034154891968,1.4838956117630004
1.445479393005371,1.4288512468338013,1.4438315629959106,1.4373058080673218,1.4705876111984253,1.4474973678588867,1.449630618095398,1.4724066257476809,1.4461208581924438,1.4478068351745603,1.44895179271698
1.4107097387313845,1.4025967121124268,1.4108961820602417,1.414156794548035,1.4426697492599487,1.4276721477508545,1.416080117225647,1.436675786972046,1.424321532249451,1.4225990772247314,1.4208377838134765
1.3845280408859253,1.3727086782455444,1.3894996643066406,1.381765604019165,1.416048884391785,1.4038478136062622,1.3870131969451904,1.4112123250961304,1.3975543975830078,1.3955392837524414,1.3939717888832093
1.3649232387542725,1.3480846881866455,1.3635847568511963,1.3690279722213743,1.4013062715530396,1.3723185062408447,1.372830867767334,1.3834075927734375,1.3760151863098145,1.3804680109024048,1.3731967091560364
1.3470518589019775,1.3341597318649292,1.347206473350525,1.3447177410125732,1.370805740356445,1.3544048070907593,1.3406883478164673,1.3731365203857422,1.3476097583770752,1.34990394115448,1.3509684920310974
1.3217086791992188,1.3178644180297852,1.3257242441177368,1.3178950548171997,1.3473403453826904,1.333555817604065,1.3166109323501587,1.34736430644989,1.3290281295776367,1.337088108062744,1.3294180035591125
1.3066940307617188,1.2964967489242554,1.301713228225708,1.2984057664871216,1.3296058177947998,1.3065680265426636,1.2998313903808594,1.3189717531204224,1.3097457885742188,1.31735098361969,1.3085383534431458
1.2964341640472412,1.271677851676941,1.2847306728363037,1.2773927450180054,1.3181825876235962,1.3004802465438845,1.2783279418945312,1.303199291229248,1.2803763151168823,1.3009693622589111,1.2911771178245544
1.2664345502853394,1.2525547742843628,1.2682512998580933,1.2713531255722046,1.2886427640914917,1.2784035205841064,1.2520076036453247,1.2864396572113037,1.2749370336532593,1.2860424518585205,1.2725066781044005
1.250200629234314,1.244542121887207,1.2528797388076782,1.2525479793548584,1.2785367965698242,1.252938151359558,1.244903326034546,1.2653460502624512,1.2522298097610474,1.264193773269653,1.2558318376541138
1.2376729249954224,1.2348146438598633,1.2274043560028076,1.2281477451324463,1.2591040134429932,1.2400474548339844,1.2237402200698853,1.2486852407455444,1.2368066310882568,1.2391809225082395,1.2375604152679442
1.2182315587997437,1.2143592834472656,1.2181038856506348,1.2193281650543213,1.233643651008606,1.2287160158157349,1.207283854484558,1.2360661029815674,1.2197751998901367,1.2254174947738647,1.2220925211906433
1.2029215097427368,1.192307710647583,1.1986947059631348,1.199360728263855,1.2254209518432615,1.212100625038147,1.1952831745147705,1.2268439531326294,1.206125259399414,1.2162096500396729,1.2075268268585204
1.1772176027297974,1.1813889741897583,1.1944323778152466,1.1775364875793457,1.2133632898330688,1.1985962390899658,1.174271583557129,1.2125860452651978,1.1853318214416504,1.192599892616272,1.1907324314117431
1.1729410886764526,1.15735125541687,1.169815182685852,1.165174961090088,1.1893157958984375,1.1882646083831787,1.1632890701293943,1.1982383728027344,1.1706292629241943,1.1891018152236938,1.1764121413230897
1.1638582944869995,1.147562861442566,1.149333953857422,1.1511101722717283,1.179945945739746,1.1639668941497805,1.1497615575790403,1.184186577796936,1.1522372961044312,1.1646358966827393,1.160659945011139
1.145302414894104,1.1378620862960815,1.1319154500961304,1.136016845703125,1.1709994077682495,1.1571333408355713,1.1280183792114258,1.1656575202941897,1.1476880311965942,1.156660079956055,1.1477253556251525
1.1276451349258425,1.1179325580596924,1.1227684020996094,1.1183065176010132,1.154078722000122,1.1358925104141235,1.1138895750045776,1.1485713720321655,1.120606780052185,1.1397292613983154,1.1299420833587646
1.1130934953689575,1.1038177013397217,1.1082665920257568,1.109540581703186,1.1402910947799685,1.1314629316329956,1.1007541418075562,1.1339715719223022,1.114647388458252,1.1254154443740845,1.118126094341278
1.0974979400634766,1.0933270454406738,1.091192364692688,1.0985742807388306,1.1205174922943115,1.107159972190857,1.085326075553894,1.1189693212509155,1.0942691564559937,1.1140828132629397,1.102091646194458
1.0852590799331665,1.083080530166626,1.078701376914978,1.0781481266021729,1.1063635349273682,1.0977197885513306,1.0729131698608398,1.1073813438415527,1.089241623878479,1.095594882965088,1.0894403457641602
1.065915584564209,1.0570111274719238,1.0725481510162354,1.0609335899353027,1.0920425653457642,1.0884137153625488,1.0442335605621338,1.089649319648743,1.078417181968689,1.0818530321121216,1.073101782798767
1.0572426319122314,1.0444024801254272,1.0566625595092771,1.0526766777038574,1.090264916419983,1.082438349723816,1.0398627519607544,1.072786569595337,1.0538699626922607,1.0671709775924685,1.0617377877235412
1.038344383239746,1.0322680473327637,1.040501356124878,1.0422505140304563,1.060860276222229,1.0557351112365725,1.0277330875396729,1.0693753957748413,1.03170907497406,1.0515867471694946,1.0450363993644713
1.0231345891952517,1.0087289810180664,1.0303882360458374,1.018059253692627,1.0445618629455566,1.0382952690124512,1.0085967779159546,1.0520589351654053,1.0326275825500488,1.0315996408462524,1.0288051128387452
1.0058029890060425,0.997305691242218,1.0059959888458252,1.0022952556610107,1.0376476049423218,1.0264734029769895,1.0018210411071775,1.032304048538208,1.0123714208602903,1.0219182968139648,1.014393573999405
0.9931637048721312,0.9916167855262756,0.9867179989814758,1.0019712448120115,1.0198523998260498,1.0204064846038818,0.9849328398704528,1.0197452306747437,0.9967221617698668,1.010287880897522,1.0025416731834411
0.9863996505737304,0.9733062982559204,0.9747922420501708,0.978200137615204,1.0063412189483645,1.005418300628662,0.9703134298324584,1.002981424331665,0.9884369373321532,0.9958638548851012,0.988205349445343
0.9570260047912598,0.9598575234413148,0.97637140750885,0.9648167490959167,1.000849723815918,0.9870044589042664,0.9525715708732604,0.988535463809967,0.963836133480072,0.9798540472984314,0.9730723083019257
0.9556889533996582,0.9439117908477784,0.950187623500824,0.9524416923522948,0.977544903755188,0.9722672700881958,0.9444314241409302,0.9801560640335084,0.9561504125595092,0.962916135787964,0.9595696270465851
0.9351173639297484,0.9269997477531432,0.936062216758728,0.9273551106452942,0.9643363356590272,0.9561939239501952,0.9264976382255554,0.9591543078422546,0.9384368658065796,0.9490020275115968,0.9419155538082122
0.9314305186271667,0.914645254611969,0.9184551239013672,0.921282172203064,0.9491121768951416,0.940274715423584,0.9051932096481324,0.9488677978515624,0.9294925332069396,0.9315617680549622,0.9290315270423889
0.9061815142631532,0.8941497802734375,0.9038105010986328,0.9062485694885254,0.9346319437026978,0.9295725226402284,0.8938381671905518,0.9216911792755128,0.9079821705818176,0.9237425923347472,0.9121848940849304
0.8913785815238953,0.8855985403060913,0.8916142582893372,0.8840125799179077,0.920711636543274,0.914406955242157,0.8825339078903198,0.9124364256858826,0.8904914259910583,0.905408263206482,0.8978592574596405
0.874992847442627,0.8606389760971069,0.8656193017959595,0.8644437789916992,0.9039879441261292,0.8974014520645142,0.8670695424079895,0.9022262692451476,0.8782691955566406,0.8901146650314331,0.8804763972759246
0.8630043268203735,0.85097336769104,0.8590376377105713,0.857112467288971,0.8939996957778931,0.8802348375320435,0.8463006615638733,0.8844253420829773,0.8609656095504761,0.8763563632965088,0.8672410309314728
0.8523114919662476,0.8351202011108398,0.842995285987854,0.8411247730255127,0.8757196068763733,0.8683597445487976,0.8351360559463501,0.8805655837059021,0.8469652533531189,0.8587328791618347,0.8537030875682831
0.833310067653656,0.8097922205924988,0.8234208226203918,0.8251703381538391,0.855397641658783,0.8552326560020447,0.8192040324211121,0.8609243631362915,0.8332593441009521,0.8444550037384033,0.8360166490077973
0.8187527656555176,0.8010075092315674,0.8164147138595581,0.8099707961082458,0.8433496356010437,0.8383798003196716,0.8009936809539795,0.8480347990989685,0.8128404021263123,0.8341560959815979,0.8223900198936462
0.799985945224762,0.7925500869750977,0.7892612218856812,0.7983565330505371,0.8238810896873474,0.819322943687439,0.7874307036399841,0.8219876885414124,0.8000306487083435,0.8169572353363037,0.8049764096736908
0.7851163744926453,0.7689749598503113,0.7878822684288025,0.784252941608429,0.815649151802063,0.8096117377281189,0.7695823311805725,0.8060716986656189,0.7819908857345581,0.7935115098953247,0.7902643859386445
0.7608779668807983,0.760125458240509,0.7649155855178833,0.7576887011528015,0.792522668838501,0.7966077923774719,0.7614225149154663,0.8003839254379272,0.7713858485221863,0.776412844657898,0.7742343306541443
0.749070942401886,0.7333824634552002,0.7410212159156799,0.744428813457489,0.777747392654419,0.7782771587371826,0.741261899471283,0.7693657279014587,0.7573261857032776,0.7629908323287964,0.7554872632026672
0.7349149584770203,0.7207761406898499,0.73017817735672,0.7365468740463257,0.7622210383415222,0.7502096891403198,0.7235225439071655,0.7617923021316528,0.7273890376091003,0.7410951256752014,0.7388645887374878
0.722922682762146,0.7064124345779419,0.7154041528701782,0.7193478345870972,0.7456434369087219,0.7349010109901428,0.7011340856552124,0.7393683195114136,0.7171319723129272,0.7348871827125549,0.7237153112888336
0.6986945867538452,0.6981635093688965,0.6998913288116455,0.6977893114089966,0.7273908853530884,0.7264537811279297,0.6957740187644958,0.7323163747787476,0.7063999176025391,0.7195060849189758,0.710237979888916
0.6837933659553528,0.6707482933998108,0.6818709969520569,0.6856802105903625,0.712171733379364,0.7049512267112732,0.6738346815109253,0.7106196880340576,0.6833232045173645,0.6841684579849243,0.6891161859035492
0.6651132702827454,0.6570994257926941,0.6661312580108643,0.6608569025993347,0.6875806450843811,0.6883339881896973,0.6501737833023071,0.6860818862915039,0.6681686639785767,0.6828280091285706,0.6712367832660675
0.6434947848320007,0.6392290592193604,0.6453317403793335,0.6446139812469482,0.674143373966217,0.6711648106575012,0.6395484805107117,0.6722986698150635,0.6494280099868774,0.6635429263114929,0.6542795836925507
0.6245439648628235,0.6210099458694458,0.6312692165374756,0.6317746639251709,0.6500025391578674,0.6609672904014587,0.6284824013710022,0.6615984439849854,0.6389919519424438,0.6372756958007812,0.6385916113853455
0.6044072508811951,0.5906642079353333,0.6073507070541382,0.6100859045982361,0.638687014579773,0.6425973176956177,0.5902145504951477,0.6383223533630371,0.6058816909790039,0.622329831123352,0.6150540828704834
0.5854713916778564,0.585132360458374,0.5838265419006348,0.5856334567070007,0.6239699125289917,0.611494243144989,0.5820715427398682,0.6187424659729004,0.595967710018158,0.6120392084121704,0.5984348833560944
0.569756031036377,0.55322265625,0.5567973852157593,0.5691680908203125,0.6019072532653809,0.5965052843093872,0.5623183846473694,0.6078135967254639,0.5729749202728271,0.5870901346206665,0.5777553737163543
0.5554529428482056,0.5531065464019775,0.5487467050552368,0.5484771728515625,0.582719624042511,0.5801569819450378,0.5456070899963379,0.5850688815116882,0.5448534488677979,0.5707716941833496,0.5614961087703705
0.5344231724739075,0.5315288305282593,0.532523512840271,0.5313479900360107,0.568928599357605,0.5624484419822693,0.5270975232124329,0.5618886947631836,0.5407485961914062,0.5537444353103638,0.544467979669571
0.5148643851280212,0.5015418529510498,0.5175082683563232,0.5117977857589722,0.5439823865890503,0.5364412069320679,0.5066395401954651,0.5467135310173035,0.5198885798454285,0.5313774943351746,0.5230755031108856
0.4950217008590698,0.4868213832378387,0.4993323385715484,0.4952496290206909,0.5309604406356812,0.5212811827659607,0.4845830500125885,0.5276402235031128,0.5005766153335571,0.5098697543144226,0.5051336318254471
0.4676947593688965,0.4604277908802032,0.4809544086456299,0.4820366203784942,0.5020042061805725,0.5057973861694336,0.4716320037841797,0.505593478679657,0.4770566821098327,0.4883579909801483,0.4841555327177048
0.4546349048614502,0.4495370388031006,0.4552730321884155,0.4526292681694031,0.4868969619274139,0.4779283702373504,0.4449159502983093,0.4877164661884308,0.4573653042316437,0.4711458384990692,0.4638043135404587
