/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.01_30-20_tb.csv,row_average
0.3987599909305572,0.3748399913311004,0.394320011138916,0.3974800109863281,0.3716000020503998,0.3874000012874603
0.3997200131416321,0.4077599942684173,0.3963199853897095,0.3962000012397766,0.4079999923706054,0.4015999972820282
0.4138799905776977,0.4228399991989136,0.4144800007343292,0.4057999849319458,0.4061999917030334,0.41263999342918395
0.4248000085353851,0.4385600090026855,0.4339199960231781,0.4151999950408935,0.4326399862766266,0.4290239989757538
0.4262799918651581,0.4454399943351745,0.4324800074100494,0.4288800060749054,0.4250000119209289,0.4316160023212433
0.4527600109577179,0.446399986743927,0.4422000050544739,0.4252800047397613,0.4424799978733063,0.4418240010738373
0.4627200067043304,0.4570800065994262,0.4448399841785431,0.4442000091075897,0.4418799877166748,0.45014399886131284
0.466839998960495,0.4681600034236908,0.4639599919319153,0.4371199905872345,0.444599986076355,0.4561359941959381
0.4691199958324432,0.4671599864959717,0.4713200032711029,0.4442799985408783,0.4604800045490265,0.4624719977378845
0.4675999879837036,0.4698399901390075,0.4655599892139435,0.4657599925994873,0.449319988489151,0.46361598968505857
0.4790799915790558,0.4664399921894073,0.4790399968624115,0.4710800051689148,0.4557200074195862,0.47027199864387514
0.4790799915790558,0.4815599918365478,0.4747999906539917,0.4741199910640716,0.4838399887084961,0.4786799907684326
0.4781999886035919,0.4921199977397918,0.4740799963474273,0.4915600121021271,0.4739199876785278,0.48197599649429324
0.5001599788665771,0.4874799847602844,0.4900400042533874,0.4580399990081787,0.4879199862480163,0.48472799062728883
0.487199991941452,0.4942399859428406,0.4990800023078918,0.4820399880409241,0.490119993686676,0.4905359923839569
0.4963200092315674,0.4968000054359436,0.4929600059986114,0.4808399975299835,0.4922400116920471,0.4918320059776306
0.4974400103092193,0.4913600087165832,0.5027999877929688,0.5031999945640564,0.4964799880981445,0.49825599789619446
0.5034000277519226,0.511959969997406,0.505079984664917,0.4909999966621399,0.4928799867630005,0.5008639931678772
0.5052400231361389,0.4958800077438354,0.5057200193405151,0.4860799908638,0.501800000667572,0.49894400835037234
0.5034800171852112,0.5089600086212158,0.4939199984073639,0.5024799704551697,0.5026400089263916,0.5022960007190704
0.5151199698448181,0.5150799751281738,0.5051599740982056,0.5022000074386597,0.4945200085639953,0.5064159870147705
0.5151600241661072,0.512440025806427,0.5105199813842773,0.5131199955940247,0.5146799683570862,0.5131839990615845
0.5081599950790405,0.5243600010871887,0.5125600099563599,0.5066400170326233,0.5073999762535095,0.5118239998817444
0.513759970664978,0.5135200023651123,0.5188800096511841,0.503000020980835,0.515720009803772,0.5129760026931762
0.519599974155426,0.5207599997520447,0.5222399830818176,0.5296000242233276,0.5193600058555603,0.5223119974136352
0.5194399952888489,0.519760012626648,0.5157600045204163,0.5072000026702881,0.5126399993896484,0.5149600028991699
0.5257200002670288,0.5198799967765808,0.5156000256538391,0.5285999774932861,0.5083199739456177,0.5196239948272705
0.5277199745178223,0.5354800224304199,0.5172799825668335,0.5209199786186218,0.5216400027275085,0.5246079921722412
0.531719982624054,0.5157999992370605,0.5327600240707397,0.5184400081634521,0.5168399810791016,0.5231119990348816
0.5197200179100037,0.5316399931907654,0.5307199954986572,0.5253999829292297,0.5394799709320068,0.5293919920921326
0.5188800096511841,0.5314800143241882,0.502240002155304,0.5162000060081482,0.5147600173950195,0.5167120099067688
0.5331199765205383,0.5220000147819519,0.5204399824142456,0.5290799736976624,0.5281999707221985,0.5265679836273194
0.5396000146865845,0.5383599996566772,0.5248399972915649,0.5276399850845337,0.5376799702644348,0.533623993396759
0.5266799926757812,0.531440019607544,0.5278000235557556,0.5380399823188782,0.5279600024223328,0.5303840041160583
0.5388799905776978,0.5347200036048889,0.530239999294281,0.5255200266838074,0.5224400162696838,0.5303600072860718
0.5270400047302246,0.5363199710845947,0.5292800068855286,0.532039999961853,0.5228800177574158,0.5295120000839233
0.5329200029373169,0.5457199811935425,0.536080002784729,0.527239978313446,0.5403599739074707,0.536463987827301
0.5475599765777588,0.5383999943733215,0.5385199785232544,0.5314800143241882,0.5428000092506409,0.5397519946098328
0.54475998878479,0.5397199988365173,0.5370799899101257,0.5408399701118469,0.5390399694442749,0.5402879834175109
0.436599999666214,0.3743999898433685,0.4156000018119812,0.3912000060081482,0.4089999794960022,0.40535999536514283
0.4545999765396118,0.4077999889850616,0.4603999853134155,0.435399979352951,0.4413999915122986,0.4399199843406677
0.4578000009059906,0.4623999893665313,0.4515999853610992,0.4639999866485595,0.4472000002861023,0.4565999925136566
0.4611999988555908,0.4839999973773956,0.4799999892711639,0.4808000028133392,0.4741999804973602,0.47603999376296996
0.5011999607086182,0.4842000007629394,0.498199999332428,0.4867999851703644,0.47079998254776,0.488239985704422
0.5049999952316284,0.4989999830722809,0.4681999981403351,0.4963999986648559,0.4997999966144562,0.4936799943447113
0.4844000041484833,0.5295999646186829,0.4961999952793121,0.5055999755859375,0.5103999972343445,0.5052399873733521
0.5235999822616577,0.4957999885082245,0.5181999802589417,0.4715999960899353,0.5031999945640564,0.5024799883365632
0.5113999843597412,0.4905999898910522,0.5202000141143799,0.5101999640464783,0.5157999992370605,0.5096399903297424
0.5303999781608582,0.5306000113487244,0.5135999917984009,0.4914000034332275,0.515999972820282,0.5163999915122985
0.5077999830245972,0.5077999830245972,0.5081999897956848,0.5345999598503113,0.5281999707221985,0.5173199772834778
0.5271999835968018,0.5217999815940857,0.5221999883651733,0.5202000141143799,0.515999972820282,0.5214799880981446
0.5378000140190125,0.5411999821662903,0.5058000087738037,0.542199969291687,0.5393999814987183,0.5332799911499023
0.5461999773979187,0.5116000175476074,0.5370000004768372,0.5108000040054321,0.5270000100135803,0.5265200018882752
0.5383999943733215,0.5371999740600586,0.5040000081062317,0.5257999897003174,0.5295999646186829,0.5269999861717224
0.5381999611854553,0.5351999998092651,0.517799973487854,0.5414000153541565,0.521399974822998,0.5307999849319458
0.5234000086784363,0.5447999835014343,0.517799973487854,0.5227999687194824,0.5063999891281128,0.523039984703064
0.5437999963760376,0.5343999862670898,0.5374000072479248,0.5557999610900879,0.531000018119812,0.5404799938201904
0.5521999597549438,0.5543999671936035,0.5248000025749207,0.5289999842643738,0.5379999876022339,0.5396799802780151
0.5582000017166138,0.5363999605178833,0.5392000079154968,0.5443999767303467,0.5343999862670898,0.5425199866294861
0.5623999834060669,0.5460000038146973,0.5406000018119812,0.5383999943733215,0.5289999842643738,0.5432799935340882
0.54339998960495,0.5547999739646912,0.5541999936103821,0.5587999820709229,0.5321999788284302,0.5486799836158752
0.574400007724762,0.5568000078201294,0.5523999929428101,0.5514000058174133,0.5393999814987183,0.5548799991607666
0.5604000091552734,0.5663999915122986,0.532800018787384,0.5378000140190125,0.5343999862670898,0.5463600039482117
0.5491999983787537,0.54339998960495,0.5679999589920044,0.5690000057220459,0.553600013256073,0.5566399931907654
0.5631999969482422,0.545799970626831,0.5461999773979187,0.5644000172615051,0.5425999760627747,0.5524399876594543
0.5543999671936035,0.5662000179290771,0.5601999759674072,0.5537999868392944,0.5428000092506409,0.5554799914360047
0.5820000171661377,0.553600013256073,0.543999969959259,0.5708000063896179,0.5306000113487244,0.5562000036239624
0.5776000022888184,0.5595999956130981,0.5483999848365784,0.5817999839782715,0.5374000072479248,0.5609599947929382
0.5619999766349792,0.5491999983787537,0.5561999678611755,0.5645999908447266,0.5551999807357788,0.5574399828910828
0.5835999846458435,0.5641999840736389,0.5605999827384949,0.5667999982833862,0.5109999775886536,0.5572399854660034
0.5676000118255615,0.5741999745368958,0.5751999616622925,0.5705999732017517,0.5582000017166138,0.569159984588623
0.5773999691009521,0.5519999861717224,0.5601999759674072,0.561199963092804,0.561199963092804,0.562399971485138
0.5748000144958496,0.5881999731063843,0.5486000180244446,0.5787999629974365,0.5461999773979187,0.5673199892044067
0.5803999900817871,0.5848000049591064,0.5651999711990356,0.5722000002861023,0.5681999921798706,0.5741599917411804
0.5719999670982361,0.5949999690055847,0.5849999785423279,0.5835999846458435,0.5690000057220459,0.5809199810028076
0.585599958896637,0.5763999819755554,0.5645999908447266,0.5697999596595764,0.5794000029563904,0.5751599788665771
0.5803999900817871,0.5812000036239624,0.5679999589920044,0.5885999798774719,0.5597999691963196,0.575599980354309
0.5925999879837036,0.569599986076355,0.5879999995231628,0.573199987411499,0.5708000063896179,0.5788399934768677
0.5979999899864197,0.5838000178337097,0.5834000110626221,0.5676000118255615,0.5669999718666077,0.5799600005149841
0.5823999643325806,0.5758000016212463,0.5831999778747559,0.5985999703407288,0.5785999894142151,0.5837199807167053
0.5708000063896179,0.5722000002861023,0.590999960899353,0.5945999622344971,0.5641999840736389,0.5785599827766419
0.590999960899353,0.6047999858856201,0.5703999996185303,0.5673999786376953,0.5745999813079834,0.5816399812698364
0.6097999811172485,0.5989999771118164,0.5902000069618225,0.5719999670982361,0.5723999738693237,0.5886799812316894
0.6015999913215637,0.5875999927520752,0.590399980545044,0.5983999967575073,0.573199987411499,0.5902399897575379
0.6043999791145325,0.5974000096321106,0.5895999670028687,0.5820000171661377,0.5835999846458435,0.5913999915122986
0.6110000014305115,0.6029999852180481,0.6046000123023987,0.5985999703407288,0.5947999954223633,0.6023999929428101
0.5989999771118164,0.6031999588012695,0.5974000096321106,0.5913999676704407,0.6033999919891357,0.5988799810409546
0.6028000116348267,0.6172000169754028,0.6064000129699707,0.6067999601364136,0.5805999636650085,0.6027599930763244
0.6245999932289124,0.590999960899353,0.5956000089645386,0.6075999736785889,0.5703999996185303,0.5978399872779846
0.5803999900817871,0.597000002861023,0.5893999934196472,0.6015999913215637,0.5899999737739563,0.5916799902915955
0.6277999877929688,0.604200005531311,0.6028000116348267,0.6039999723434448,0.5838000178337097,0.6045199990272522
0.5849999785423279,0.5917999744415283,0.6115999817848206,0.6111999750137329,0.5902000069618225,0.5979599833488465
0.6053999662399292,0.5965999960899353,0.6083999872207642,0.6092000007629395,0.6103999614715576,0.6059999823570251
0.6103999614715576,0.6083999872207642,0.6154000163078308,0.6017999649047852,0.5867999792098999,0.6045599818229676
0.6283999681472778,0.6215999722480774,0.6060000061988831,0.6182000041007996,0.6043999791145325,0.615719985961914
0.6157999634742737,0.5845999717712402,0.6172000169754028,0.6118000149726868,0.5956000089645386,0.6049999952316284
0.6150000095367432,0.6207999587059021,0.6139999628067017,0.6265999674797058,0.5965999960899353,0.6145999789237976
0.6207999587059021,0.6200000047683716,0.6159999966621399,0.6189999580383301,0.6155999898910522,0.6182799816131592
0.6272000074386597,0.6025999784469604,0.6195999979972839,0.6141999959945679,0.6125999689102173,0.6152399897575378
0.6240000128746033,0.6161999702453613,0.6107999682426453,0.6151999831199646,0.6179999709129333,0.6168399810791015
0.626800000667572,0.6143999695777893,0.6207999587059021,0.6225999593734741,0.6175999641418457,0.6204399704933167
0.6341999769210815,0.6317999958992004,0.616599977016449,0.6237999796867371,0.6233999729156494,0.6259599804878235
0.6297999620437622,0.6290000081062317,0.6121999621391296,0.6255999803543091,0.6197999715805054,0.6232799768447876
0.6297999620437622,0.6283999681472778,0.6225999593734741,0.6205999851226807,0.6089999675750732,0.6220799684524536
0.6355999708175659,0.6340000033378601,0.6255999803543091,0.6387999653816223,0.6269999742507935,0.6321999788284302
0.6381999850273132,0.6218000054359436,0.6254000067710876,0.6395999789237976,0.6215999722480774,0.6293199896812439
0.6359999775886536,0.6243999600410461,0.6323999762535095,0.628600001335144,0.621999979019165,0.6286799788475037
0.6358000040054321,0.63919997215271,0.6344000101089478,0.6299999952316284,0.6236000061035156,0.6325999975204468
0.6437999606132507,0.6431999802589417,0.6345999836921692,0.6403999924659729,0.6308000087738037,0.6385599851608277
0.644599974155426,0.6305999755859375,0.6299999952316284,0.6416000127792358,0.6295999884605408,0.6352799892425537
0.646399974822998,0.6425999999046326,0.6247999668121338,0.6383999586105347,0.6281999945640564,0.636079978942871
0.6437999606132507,0.6323999762535095,0.6498000025749207,0.6363999843597412,0.6365999579429626,0.639799976348877
0.6509999632835388,0.6470000147819519,0.6330000162124634,0.6430000066757202,0.6331999897956848,0.6414399981498718
0.6543999910354614,0.6448000073432922,0.6421999931335449,0.6423999667167664,0.6369999647140503,0.644159984588623
0.6527999639511108,0.6459999680519104,0.6452000141143799,0.649399995803833,0.6299999952316284,0.6446799874305725
0.6579999923706055,0.646399974822998,0.6437999606132507,0.6517999768257141,0.6403999924659729,0.6480799794197083
0.6657999753952026,0.6452000141143799,0.644599974155426,0.6488000154495239,0.6431999802589417,0.6495199918746948
0.6543999910354614,0.6495999693870544,0.651199996471405,0.6395999789237976,0.6394000053405762,0.6468399882316589
0.66839998960495,0.6556000113487244,0.6535999774932861,0.6452000141143799,0.6413999795913696,0.652839994430542
0.6624000072479248,0.6607999801635742,0.6549999713897705,0.6499999761581421,0.6480000019073486,0.6552399873733521
0.6613999605178833,0.6541999578475952,0.6527999639511108,0.6452000141143799,0.6399999856948853,0.6507199764251709
0.6638000011444092,0.6498000025749207,0.6545999646186829,0.6601999998092651,0.644599974155426,0.6545999884605408
0.6621999740600586,0.6606000065803528,0.6588000059127808,0.6570000052452087,0.650600016117096,0.6578400015830994
0.6685999631881714,0.6534000039100647,0.6599999666213989,0.6603999733924866,0.647599995136261,0.6579999804496766
0.6661999821662903,0.6631999611854553,0.6557999849319458,0.6559999585151672,0.640999972820282,0.6564399719238281
0.670199990272522,0.6517999768257141,0.6628000140190125,0.6556000113487244,0.6534000039100647,0.6587599992752076
0.6717999577522278,0.6631999611854553,0.6593999862670898,0.6606000065803528,0.6449999809265137,0.6599999785423278
0.6693999767303467,0.6553999781608582,0.6703999638557434,0.6589999794960022,0.6513999700546265,0.6611199736595154
0.6696000099182129,0.6621999740600586,0.6585999727249146,0.6589999794960022,0.6488000154495239,0.6596399903297424
0.665399968624115,0.6620000004768372,0.6649999618530273,0.6615999937057495,0.6567999720573425,0.6621599793434143
0.6741999983787537,0.6579999923706055,0.6631999611854553,0.6597999930381775,0.6467999815940857,0.6603999853134155
0.6696000099182129,0.6579999923706055,0.6539999842643738,0.6557999849319458,0.6552000045776367,0.6585199952125549
0.6739999651908875,0.6657999753952026,0.663599967956543,0.6588000059127808,0.6495999693870544,0.6623599767684937
0.6660000085830688,0.6621999740600586,0.6593999862670898,0.6631999611854553,0.6520000100135803,0.6605599880218506
0.6693999767303467,0.6549999713897705,0.6588000059127808,0.6592000126838684,0.6538000106811523,0.6592399954795838
0.6675999760627747,0.6685999631881714,0.6620000004768372,0.6601999998092651,0.6485999822616577,0.6613999843597412
0.6765999794006348,0.6552000045776367,0.6620000004768372,0.6611999869346619,0.6559999585151672,0.6621999859809875
0.6721999645233154,0.6625999808311462,0.6620000004768372,0.6607999801635742,0.6467999815940857,0.6608799815177917
0.6751999855041504,0.6625999808311462,0.6561999917030334,0.6597999930381775,0.6521999835968018,0.6611999869346619
