/home/miura/lab/KD-hdas/results/stat/30-20/g-0.001/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.001/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.001/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.001/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.001_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/g-0.001/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.001_30-20_tb.csv,row_average
3.935985326766968,3.9597980976104736,3.937776803970337,4.003864288330078,3.8863043785095215,3.9447457790374756
3.6838901042938232,3.563285112380981,3.6283769607543945,3.679200410842896,3.6108222007751465,3.633114957809448
3.4219911098480225,3.3391571044921875,3.33889389038086,3.565804481506348,3.297086477279663,3.392586612701416
3.155186414718628,3.2124178409576416,3.1634790897369385,3.2296905517578125,3.126556873321533,3.1774661540985107
3.0733351707458496,3.009615898132324,3.1385364532470703,3.0396745204925537,2.940685272216797,3.040369462966919
2.9824368953704834,2.8116934299468994,2.953721046447754,2.841634511947632,2.8031580448150635,2.8785287857055666
2.717679023742676,2.7269396781921387,2.811713695526123,2.7584688663482666,2.701840877532959,2.7433284282684327
2.59527325630188,2.629788637161255,2.7523961067199707,2.62235951423645,2.6308414936065674,2.6461318016052244
2.6146810054779053,2.552654981613159,2.5571389198303223,2.5713181495666504,2.5815227031707764,2.575463151931763
2.44084095954895,2.488117456436157,2.505119800567627,2.4266133308410645,2.412501335144043,2.4546385765075684
2.3767480850219727,2.394831895828247,2.430837869644165,2.392009258270264,2.352152109146118,2.3893158435821533
2.3862271308898926,2.340912103652954,2.3205485343933105,2.2940990924835205,2.2492268085479736,2.3182027339935303
2.2766458988189697,2.3291139602661133,2.383059024810791,2.2353320121765137,2.266657590866089,2.2981616973876955
2.26160740852356,2.225255012512207,2.212017774581909,2.189811944961548,2.272592067718506,2.232256841659546
2.1736483573913574,2.2444000244140625,2.1832332611083984,2.1744837760925293,2.112464666366577,2.177646017074585
2.146054744720459,2.159123420715332,2.141970157623291,2.148160934448242,2.131603479385376,2.14538254737854
2.152907133102417,2.110804319381714,2.147585391998291,2.088003396987915,2.1226587295532227,2.124391794204712
2.087045431137085,2.070122003555298,2.124446153640747,1.974406719207764,2.0968971252441406,2.0705834865570067
2.1302950382232666,2.0578067302703857,2.072904586791992,2.008105516433716,2.048685312271118,2.0635594367980956
1.9938510656356807,2.0356719493865967,2.0494205951690674,1.9888821840286253,2.028092384338379,2.01918363571167
2.067925453186035,2.0265867710113525,2.0411601066589355,2.052135944366455,1.9767441749572756,2.0329104900360107
2.003414392471313,1.9667229652404783,2.0005884170532227,1.9829120635986328,1.95231568813324,1.9811907052993774
1.965847134590149,1.998305320739746,1.9244146347045896,1.9136453866958616,2.022969484329224,1.965036392211914
1.9589598178863523,1.996014952659607,1.922003030776977,1.9223597049713133,1.940434217453003,1.9479543447494507
1.9327311515808103,1.9429346323013303,1.9129987955093384,1.9065535068511963,1.9646388292312624,1.9319713830947876
1.917184948921204,1.8912917375564573,1.937656044960022,1.878971815109253,1.9051005840301516,1.9060410261154175
1.8892260789871216,1.9510157108306885,1.907328724861145,1.9025647640228271,1.8941912651062007,1.9088653087615968
1.8651751279830933,1.895247220993042,1.9253495931625368,1.8370802402496336,1.8525878190994265,1.8750880002975463
1.8854453563690183,1.8852205276489256,1.9386976957321167,1.8482784032821653,1.8371409177780151,1.8789565801620483
1.8875682353973389,1.8668417930603027,1.8886665105819704,1.868351697921753,1.8829345703125,1.878872561454773
1.8317084312438965,1.8872439861297607,1.8868643045425413,1.8673087358474727,1.8629698753356931,1.8672190666198731
1.8838578462600708,1.8421400785446167,1.8738852739334104,1.8358873128890991,1.8172978162765503,1.8506136655807495
1.8853566646575928,1.8622214794158936,1.846749782562256,1.8737739324569704,1.8829509019851685,1.870210552215576
1.8243746757507324,1.8375613689422607,1.8658463954925537,1.8619014024734497,1.83203125,1.8443430185317993
1.803394436836243,1.9012023210525515,1.8139598369598389,1.8477661609649656,1.76179838180542,1.8256242275238037
1.8346493244171145,1.824222207069397,1.8597800731658936,1.8314131498336792,1.83235776424408,1.8364845037460327
1.8295725584030151,1.896587371826172,1.8214304447174072,1.7752333879470823,1.7985024452209473,1.8242652416229248
1.848809599876404,1.8643991947174072,1.8425757884979248,1.80195152759552,1.759263515472412,1.8233999252319335
1.8386499881744385,1.786768674850464,1.7955580949783323,1.7955598831176758,1.8149341344833372,1.8062941551208496
1.8235926628112795,1.9068742990493772,1.8167670965194704,1.7436696290969849,1.859611749649048,1.830103087425232
1.836698055267334,1.792640209197998,1.7627978324890137,1.7941900491714478,1.8370230197906492,1.8046698331832887
1.80839204788208,1.846479892730713,1.7465322017669678,1.843111991882324,1.8533974885940552,1.819582724571228
1.8719686269760127,1.821416139602661,1.814109444618225,1.8397035598754885,1.7747808694839478,1.824395728111267
1.7713080644607544,1.824016094207764,1.7936794757843018,1.751091718673706,1.7965527772903442,1.787329626083374
1.8216290473937988,1.7545838356018066,1.806817650794983,1.7660434246063232,1.790624976158142,1.7879397869110107
1.8020840883255005,1.7882111072540283,1.7911310195922852,1.792602300643921,1.84176504611969,1.803158712387085
1.7905431985855105,1.799496054649353,1.7605488300323486,1.809080481529236,1.79128098487854,1.7901899099349976
1.763725519180298,1.828434944152832,1.7451274394989014,1.7424901723861694,1.7584028244018557,1.7676361799240112
1.7695406675338743,1.7086201906204224,1.7168200016021729,1.7517147064208984,1.7646644115447998,1.7422719955444337
1.7672277688980105,1.7447013854980469,1.7786492109298706,1.7622814178466797,1.834343671798706,1.7774406909942626
2.250795364379883,2.310044765472412,2.3881032466888428,2.2206618785858154,2.188880681991577,2.271697187423706
2.1355080604553223,2.058879137039185,2.247519969940185,1.976482629776001,2.047315120697021,2.093140983581543
2.1300582885742188,2.0443410873413086,1.9994850158691408,2.022799015045166,1.9887200593948364,2.037080693244934
1.996402621269226,2.024220943450928,1.9255437850952148,1.9319254159927368,1.9381084442138672,1.9632402420043946
1.8972960710525515,1.984906315803528,1.807972073554993,1.912302136421204,1.8488223552703855,1.8902597904205325
1.9858510494232176,2.0285837650299072,1.9017562866210935,1.886089563369751,1.800425410270691,1.9205412149429322
1.8886781930923464,1.8524588346481323,1.751665711402893,2.020715713500977,1.8856420516967771,1.879832100868225
1.9577207565307615,2.05572509765625,1.7165582180023191,1.886324644088745,1.8804564476013184,1.8993570327758789
1.946247935295105,1.7907977104187012,1.752242088317871,1.9111547470092771,1.9614924192428589,1.8723869800567627
1.7511354684829712,1.7952724695205688,1.7318791151046753,1.7242714166641235,1.7788875102996826,1.7562891960144043
1.719398856163025,1.795147180557251,1.73607075214386,1.7368144989013672,2.064638614654541,1.8104139804840087
1.802479863166809,1.9206494092941284,1.6899213790893557,1.6879446506500244,1.9814072847366333,1.8164805173873901
1.7177809476852417,1.785436511039734,1.7362885475158691,1.6972873210906982,1.8339297771453855,1.7541446208953857
1.7320878505706787,1.8244870901107788,1.8092782497406008,1.782407522201538,1.6648653745651243,1.7626252174377441
1.7866359949111938,1.7894563674926758,1.6268868446350098,1.6758699417114258,1.86432421207428,1.748634672164917
1.8119937181472776,1.694849729537964,1.6325336694717407,1.6811572313308716,1.7281546592712402,1.7097378015518188
1.8040904998779297,1.6787331104278564,1.63018798828125,1.6930686235427856,1.7512670755386353,1.7114694595336915
1.7781798839569092,1.6037936210632324,1.604775309562683,1.7423547506332395,1.629436492919922,1.6717080116271972
1.9027693271636963,1.6777228116989136,1.6425999402999878,1.7346066236495972,1.678720235824585,1.727283787727356
1.6726021766662598,1.748479962348938,1.6884785890579224,1.7516506910324097,1.6630998849868774,1.7048622608184814
1.6522061824798584,1.6669741868972778,1.6237232685089111,1.6785800457000732,1.740256667137146,1.6723480701446534
1.6386570930480957,1.7397830486297607,1.6988837718963623,1.6873165369033811,1.6534099578857422,1.6836100816726685
1.684137225151062,1.818098306655884,1.642506122589111,1.6707559823989868,1.6133941411972046,1.6857783555984498
1.6652581691741943,1.6570318937301636,1.6923130750656128,1.6520708799362185,1.6623467206954956,1.665804147720337
1.6602641344070437,1.6212518215179443,1.5911293029785156,1.6316471099853516,1.512264609336853,1.6033113956451417
1.883509635925293,1.648762345314026,1.5550661087036133,1.6657564640045166,1.6453697681427002,1.6796928644180298
1.739983320236206,1.6110482215881348,1.5952961444854736,1.614883303642273,1.5904542207717896,1.6303330421447755
1.7854104042053225,1.6044503450393677,1.6022775173187256,1.6500855684280396,1.7017261981964111,1.6687900066375732
1.663615584373474,1.639262318611145,1.6075735092163086,1.6383339166641235,1.8516550064086916,1.6800880670547484
1.689395546913147,1.7905842065811155,1.6211872100830078,1.6315159797668457,1.656848669052124,1.677906322479248
1.624374270439148,1.6221920251846311,1.7082769870758057,1.8073550462722776,1.574609398841858,1.6673615455627442
1.6769028902053833,1.5617893934249878,1.5320011377334597,1.6232956647872925,1.7229914665222168,1.623396110534668
1.7095898389816284,1.6467009782791138,1.5837006568908691,1.5761197805404663,1.6027612686157229,1.6237745046615601
1.6920766830444336,1.5645238161087036,1.5728986263275146,1.51976478099823,1.62261962890625,1.5943767070770263
1.6723939180374146,1.564112424850464,1.4587647914886477,1.70478355884552,1.656520128250122,1.6113149642944335
1.6275430917739868,1.609546780586243,1.5019898414611816,1.7453950643539429,1.572221279144287,1.6113392114639282
1.5452966690063477,1.6567107439041138,1.5167784690856934,1.5592750310897827,1.547684907913208,1.5651491641998292
1.7171533107757568,1.609578013420105,1.550195336341858,1.63020122051239,1.5837452411651611,1.6181746244430542
1.5492533445358276,1.5711759328842163,1.65414297580719,1.6134068965911863,1.597078800201416,1.5970115900039672
1.5918266773223877,1.5138722658157349,1.5296860933303833,1.4767216444015503,1.624699354171753,1.5473612070083618
1.5495375394821167,1.4823222160339355,1.5344834327697754,1.49336576461792,1.5627566576004028,1.52449312210083
1.4916740655899048,1.7094004154205322,1.5451055765151978,1.6053773164749146,1.5439187288284302,1.579095220565796
1.4811688661575315,1.798001766204834,1.5839784145355225,1.667816996574402,1.537482738494873,1.6136897563934327
1.6143780946731567,1.5385146141052246,1.507461428642273,1.5929077863693235,1.549989104270935,1.5606502056121827
1.5955636501312256,1.5218555927276611,1.5490087270736694,1.522205114364624,1.5922855138778689,1.5561837196350097
1.51382315158844,1.513490080833435,1.555793285369873,1.4915544986724854,1.609285593032837,1.536789321899414
1.6234309673309326,1.548036813735962,1.4987571239471436,1.543520212173462,1.5232136249542236,1.5473917484283448
1.4864599704742432,1.4898749589920044,1.529657244682312,1.5811195373535156,1.5895228385925293,1.5353269100189209
1.516885757446289,1.5051369667053225,1.4852426052093506,1.6018927097320557,1.510566234588623,1.5239448547363281
1.549516201019287,1.5213420391082764,1.5253397226333618,1.4962167739868164,1.5623695850372314,1.5309568643569946
1.4821044206619265,1.4534997940063477,1.5705846548080444,1.507398247718811,1.518768548965454,1.5064711332321168
1.5229969024658203,1.5336657762527466,1.4580086469650269,1.5009880065917969,1.5835949182510376,1.5198508501052856
1.4701911211013794,1.503369927406311,1.5314141511917114,1.44465172290802,1.567813277244568,1.503488039970398
1.4831874370574951,1.4622747898101809,1.5590744018554688,1.5352050065994265,1.5362242460250854,1.5151931762695312
1.538353681564331,1.4846806526184082,1.451010823249817,1.5357800722122192,1.5986932516098022,1.5217036962509156
1.4829622507095337,1.4178215265274048,1.4375048875808716,1.5466537475585938,1.4996240139007568,1.476913285255432
1.499819278717041,1.4158203601837158,1.5703681707382202,1.4098153114318848,1.4933406114578247,1.4778327465057373
1.522626280784607,1.4612034559249878,1.4553344249725342,1.4339061975479126,1.5532593727111816,1.4852659463882447
1.4572138786315918,1.409717082977295,1.4531806707382202,1.4000324010849,1.4621543884277344,1.4364596843719482
1.4494543075561523,1.4494088888168335,1.4811738729476929,1.4781121015548706,1.5288269519805908,1.477395224571228
1.502487301826477,1.420337438583374,1.521703839302063,1.467178463935852,1.5312010049819946,1.488581609725952
1.458096623420715,1.4757977724075315,1.4412720203399658,1.4386029243469238,1.47410249710083,1.4575743675231934
1.4082642793655396,1.4482954740524292,1.427914261817932,1.44818115234375,1.492409348487854,1.445012903213501
1.4654648303985596,1.4654608964920044,1.446004033088684,1.415850281715393,1.5448894500732422,1.4675338983535766
1.4052573442459106,1.4723124504089355,1.5430076122283936,1.4775784015655518,1.4948393106460571,1.4785990238189697
1.4200990200042725,1.3884270191192627,1.4322428703308103,1.4921033382415771,1.5128086805343628,1.4491361856460572
1.475411057472229,1.4047532081604004,1.4225530624389648,1.4746562242507937,1.5308759212493896,1.4616498947143555
1.4545440673828125,1.3830779790878296,1.4532499313354492,1.4820504188537598,1.507920265197754,1.456168532371521
1.442967414855957,1.4025768041610718,1.4785314798355105,1.438054084777832,1.4836159944534302,1.4491491556167602
1.4359089136123655,1.3511625528335571,1.4551256895065308,1.4622331857681274,1.483704686164856,1.4376270055770874
1.3981890678405762,1.3847190141677856,1.4292447566986084,1.4187612533569336,1.54443097114563,1.4350690126419068
1.4116978645324707,1.3630937337875366,1.3982433080673218,1.4017952680587769,1.529263973236084,1.420818829536438
1.4223517179489136,1.4188973903656006,1.4348522424697876,1.4378888607025146,1.5310181379318235,1.449001669883728
1.41719651222229,1.384451985359192,1.4219406843185425,1.432820439338684,1.5196495056152344,1.4352118253707886
1.3936972618103027,1.3412277698516846,1.403869390487671,1.4344074726104736,1.5027815103530884,1.415196681022644
1.3916267156600952,1.3840265274047852,1.4550515413284302,1.421427607536316,1.5020989179611206,1.4308462619781495
1.4039226770401,1.36181640625,1.4820817708969116,1.4241873025894165,1.4587305784225464,1.426147747039795
1.4198710918426514,1.396720051765442,1.4320666790008545,1.395946741104126,1.4665769338607788,1.4222362995147706
1.4113926887512207,1.3493953943252563,1.4646672010421753,1.4059772491455078,1.460763931274414,1.4184392929077148
1.4361296892166138,1.3458987474441528,1.4496440887451172,1.4048469066619873,1.4927406311035156,1.4258520126342773
1.426029086112976,1.3556267023086548,1.4372214078903198,1.3926997184753418,1.4848315715789795,1.4192816972732545
1.4335943460464478,1.3723795413970947,1.430517315864563,1.434410810470581,1.4763412475585938,1.429448652267456
1.4026414155960083,1.3471609354019165,1.4238598346710205,1.4180885553359983,1.4801945686340332,1.4143890619277955
1.4690401554107666,1.3609434366226196,1.435456395149231,1.427241563796997,1.5045692920684814,1.439450168609619
1.4155786037445068,1.3606998920440674,1.4536539316177368,1.414849877357483,1.4796477556228638,1.4248860120773315
1.4145197868347168,1.3594413995742798,1.438691258430481,1.4166769981384275,1.5016038417816162,1.4261866569519044
1.4405170679092407,1.3551596403121948,1.428244709968567,1.412081956863403,1.4903644323349,1.425273561477661
1.4173539876937866,1.3567157983779907,1.442258596420288,1.4281028509140017,1.4828433990478516,1.4254549264907836
1.4234554767608645,1.3581513166427612,1.4467090368270874,1.4516355991363523,1.4621254205703735,1.4284153699874877
1.4303971529006958,1.3549020290374756,1.4461214542388916,1.4278478622436523,1.4704400300979614,1.4259417057037354
1.4537490606307983,1.3460403680801392,1.434767723083496,1.4653574228286743,1.4716708660125732,1.4343170881271363
1.4457741975784302,1.37669038772583,1.4370607137680054,1.4286587238311768,1.4763569831848145,1.4329082012176513
1.4531841278076172,1.357362985610962,1.4507777690887451,1.452444076538086,1.4728888273239136,1.4373315572738647
1.44524085521698,1.3538196086883545,1.4309556484222412,1.4241853952407837,1.479684352874756,1.426777172088623
1.4603521823883057,1.3615764379501345,1.4155161380767822,1.4402116537094116,1.503381371498108,1.4362075567245483
1.446950912475586,1.363473415374756,1.4337869882583618,1.4690874814987185,1.4795321226119995,1.4385661840438844
1.469294548034668,1.378581166267395,1.4382715225219729,1.4312435388565063,1.473396897315979,1.4381575345993043
1.4576011896133425,1.3906208276748655,1.4407296180725098,1.418254256248474,1.489611268043518,1.439363431930542
1.4390493631362915,1.3571233749389648,1.4459490776062012,1.4428526163101196,1.4838299751281738,1.4337608814239502
1.467936873435974,1.3670861721038818,1.4499026536941528,1.450269103050232,1.4721977710723877,1.4414785146713256
