"average","step","sample1","sample2","sample3","sample4","sample5"
1.46016025543213,124,1.43690550327301,1.49126923084259,1.45048391819,1.46251618862152,1.45962643623352
1.45146062374115,125,1.4567563533783,1.46318161487579,1.42614591121674,1.48330974578857,1.42790949344635
1.44747796058655,126,1.43087983131409,1.52034521102905,1.44291961193085,1.45764148235321,1.38560366630554
1.43926792144775,127,1.47430717945099,1.45677030086517,1.38953983783722,1.44977080821991,1.42595148086548
1.44279103279114,128,1.43734431266785,1.48294615745544,1.42031097412109,1.47539067268372,1.39796304702759
1.44568667411804,129,1.45712697505951,1.47242999076843,1.38733077049255,1.51008915901184,1.40145647525787
1.44231719970703,130,1.4734114408493,1.47767210006714,1.40898990631104,1.47367751598358,1.3778350353241
1.43269670009613,131,1.4432966709137,1.46940350532532,1.36454391479492,1.47139167785645,1.41484773159027
1.43178999423981,132,1.44777989387512,1.49731302261353,1.37704348564148,1.44581985473633,1.39099371433258
1.44001741409302,133,1.46052742004395,1.48433065414429,1.39285469055176,1.47740948200226,1.38496482372284
1.43896176815033,134,1.45065140724182,1.48538613319397,1.40208470821381,1.45458984375,1.40209674835205
1.43437576293945,135,1.4450877904892,1.46249389648438,1.39284360408783,1.44913017749786,1.422323346138
1.44428207874298,136,1.46506035327911,1.48185336589813,1.38806307315826,1.47204744815826,1.41438615322113
1.44586842060089,137,1.47942280769348,1.4759396314621,1.39692139625549,1.4875111579895,1.38954710960388
1.44048290252686,138,1.45355665683746,1.48758029937744,1.38865423202515,1.48465573787689,1.38796758651733
1.44702396392822,139,1.48442494869232,1.49464297294617,1.39212262630463,1.46556150913239,1.39836776256561
1.44657416343689,140,1.45537984371185,1.48500943183899,1.41097128391266,1.46102511882782,1.42048513889313
1.44392716884613,141,1.4413868188858,1.48630309104919,1.38978290557861,1.48879849910736,1.41336452960968
1.44359834194183,142,1.4447306394577,1.49759817123413,1.40599167346954,1.45963191986084,1.41003930568695
1.442502784729,143,1.4659081697464,1.4605917930603,1.39840018749237,1.47190082073212,1.41571295261383
1.44573612213135,144,1.48451030254364,1.50186896324158,1.38875484466553,1.44937741756439,1.4041690826416
1.44826564788818,145,1.47010469436646,1.48586010932922,1.40887820720673,1.46430087089539,1.41218435764313
1.4506098985672,146,1.45918464660645,1.48723351955414,1.42812156677246,1.46325671672821,1.41525304317474
1.46221623420715,147,1.49318480491638,1.48956060409546,1.40482580661774,1.49381721019745,1.42969274520874
1.45033159255981,148,1.46990311145782,1.47609031200409,1.41717171669006,1.47875082492828,1.40974199771881
1.45901820659637,149,1.46777188777924,1.5048485994339,1.41575527191162,1.46916484832764,1.43755042552948
