/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-0.01_30-20_tb.csv,/home/miura/lab/KD-hdas/results/stat/30-20/acc/g-0.01/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-0.01_30-20_tb.csv,row_average
0.0709600001573562,0.0938000008463859,0.0786399990320205,0.0884400010108947,0.088639996945858,0.08409599959850307
0.1293999999761581,0.1294800043106079,0.1220000013709068,0.1464000046253204,0.1288399994373321,0.13122400194406506
0.1664000004529953,0.1830399930477142,0.1626400053501129,0.1759199947118759,0.1698399931192398,0.17156799733638764
0.200200006365776,0.2040800005197525,0.2018000036478042,0.1878799945116043,0.2138800024986267,0.20156800150871276
0.2463199943304062,0.2544800043106079,0.2378800064325332,0.2416400015354156,0.246079996228218,0.2452800005674362
0.2530800104141235,0.2800399959087372,0.2658799886703491,0.2700400054454803,0.2923200130462646,0.272272002696991
0.2946799993515014,0.3007600009441376,0.2977199852466583,0.3002800047397613,0.3151600062847137,0.30171999931335447
0.3165600001811981,0.3240399956703186,0.3307200074195862,0.315200001001358,0.3236399888992309,0.3220319986343384
0.3251200020313263,0.3313199877738952,0.3419199883937835,0.3379200100898742,0.3420000076293945,0.3356559991836548
0.3534800112247467,0.3601999878883362,0.3545199930667877,0.3531599938869476,0.3508799970149994,0.3544479966163635
0.3691200017929077,0.3785600066184997,0.3689599931240082,0.370279997587204,0.3835999965667724,0.3741039991378784
0.3717199862003326,0.3914400041103363,0.3909600079059601,0.3888799846172333,0.4001199901103973,0.38862399458885194
0.39792001247406,0.3986000120639801,0.4160000085830688,0.3971999883651733,0.3959999978542328,0.401144003868103
0.4071199893951416,0.3989599943161011,0.4221200048923492,0.4141199886798858,0.4241200089454651,0.4132879972457886
0.4318000078201294,0.4311999976634979,0.4207600057125091,0.4289999902248382,0.4317600131034851,0.42890400290489195
0.423799991607666,0.4353199899196625,0.4438799917697906,0.432559996843338,0.4439600110054016,0.43590399622917175
